,past_reform,limit_con,zone,zone_id,distance_to_transit,day,day_id
215,True,0.0,downtown,0,155.30836935161724,3054,116
216,True,0.0,downtown,0,660.3728013554056,3054,116
217,True,0.5,downtown,0,235.8714490344298,3054,116
218,True,0.5,downtown,0,230.61590565847305,3054,116
219,True,0.5,downtown,0,230.0772286151812,3075,117
220,True,1.0,downtown,0,1762.9237735996478,3075,117
221,True,1.0,downtown,0,2091.681590955828,3089,118
222,True,0.5,downtown,0,472.08160165750354,3089,118
223,True,0.0,downtown,0,109.31071072336536,3089,118
224,True,0.5,downtown,0,355.15387505647647,3110,119
225,True,0.5,downtown,0,256.36350456126723,3110,119
226,True,0.0,downtown,0,24.941997814812968,3110,119
227,True,0.5,downtown,0,240.12883775080687,3124,120
228,True,0.0,downtown,0,124.86094975645678,3138,121
229,True,0.0,downtown,0,176.60079697934523,3152,122
230,True,1.0,downtown,0,873.532348977205,3152,122
231,True,0.0,downtown,0,611.1531832937114,3152,122
232,True,0.0,downtown,0,89.27600138307766,3152,122
233,True,0.0,downtown,0,95.59686523553168,3152,122
234,True,0.0,downtown,0,121.35910422944151,3152,122
235,True,0.0,downtown,0,66.95673848122784,3152,122
236,True,0.0,downtown,0,244.96288338896343,3187,123
237,True,0.0,downtown,0,516.5628845343051,3187,123
238,True,1.0,downtown,0,687.573358755095,3201,124
239,True,0.5,downtown,0,325.3238375254573,3201,124
240,True,0.0,downtown,0,576.859517966999,3201,124
241,True,0.0,downtown,0,575.515407044984,3201,124
242,True,0.5,downtown,0,335.1544269518127,3201,124
243,True,0.0,downtown,0,70.94043735135348,3215,125
244,True,0.0,downtown,0,105.36166665605197,3229,126
245,True,0.0,downtown,0,206.7251599664222,3229,126
246,True,0.5,downtown,0,709.9044236146359,3243,127
247,True,0.0,downtown,0,124.9260474857105,3243,127
248,True,0.5,downtown,0,189.9641101113227,3243,127
249,True,0.0,downtown,0,680.4753427847917,3243,127
250,True,0.5,downtown,0,580.1617101608093,3264,128
251,True,0.0,downtown,0,594.4387903417241,3299,129
252,True,0.5,downtown,0,168.15310156801382,3299,129
253,True,0.0,downtown,0,435.2538034187549,3299,129
254,True,0.5,downtown,0,1038.922708125636,3313,130
255,True,0.0,downtown,0,121.06222082273165,3327,131
256,True,1.0,downtown,0,1073.937137396994,3327,131
257,True,0.0,downtown,0,985.59878802762,3327,131
258,True,0.0,downtown,0,149.37547044080375,3341,132
259,True,0.0,downtown,0,255.71311609770808,3390,133
260,True,0.0,downtown,0,63.991232603163496,3390,133
261,True,0.0,downtown,0,116.5857889068623,3390,133
262,True,0.0,downtown,0,48.366198227937886,3390,133
263,True,0.0,downtown,0,488.9060917645231,3418,134
264,True,0.0,downtown,0,654.6694943407667,3418,134
265,True,0.0,downtown,0,34.26242958461972,3418,134
266,True,0.0,downtown,0,43.71961674077371,3418,134
267,True,0.0,downtown,0,72.66948075169685,3453,135
268,True,0.0,downtown,0,132.65823202178612,3453,135
269,True,0.0,downtown,0,96.46376921703413,3453,135
270,True,0.0,downtown,0,70.94043735135348,3453,135
