census_tract,year,housing_units,total_value,median_value,mean_limit_con,median_distance_to_transit,mean_distance_to_transit,housing_units_std,total_value_std,median_value_std,median_distance_to_transit_std,mean_distance_to_transit_std,year_id,income,segregation,white,income_std
27053002400,2016,61,169171800.0,154500.0,0.3068844807467911,225.5997724381306,252.6941934599852,0.2550340913454954,-0.45919788654552557,-0.4940938202163093,-0.7973040671355159,-0.7866523251234614,7,46830,0.0262702436703957,0.6652021089630932,-0.45907820719049697
27053002400,2017,4,190260000.0,169750.0,0.3065268065268065,227.6765856050489,252.97511001240136,-0.36559823516848367,-0.41174585292898724,-0.33313338557569183,-0.7935512421034856,-0.7861384341798503,8,48304,0.0494523819991452,0.7329953527672158,-0.4080638670751929
27053002400,2018,115,209018600.0,190500.0,0.3048635824436536,225.5997724381306,252.2313392087033,0.8430015585692651,-0.36953581519228157,-0.1141216466384582,-0.7973040671355159,-0.787499041366772,2,55882,0.0354293461631845,0.6876301541024573,-0.1457933993724967
27053002400,2019,103,231529200.0,219000.0,0.3061104582843713,225.5997724381306,252.4388823857366,0.7123421214084273,-0.3188831398606531,0.18668965744400726,-0.7973040671355159,-0.7871193750275394,3,76555,0.0665158354217127,0.735053235053235,0.5696879121632433
27053002700,2011,12,79821300.0,101000.0,1.0,562.933468527058,554.0802390309806,-0.27849194372792524,-0.6602516952942338,-1.0587746892833936,-0.18773823858852723,-0.23531578757333785,0,43500,0.6467896640417437,0.1535528596187175,-0.5743277001239857
27053002700,2012,4,77448100.0,98500.0,1.0,562.933468527058,554.0802390309806,-0.36559823516848367,-0.6655917985832186,-1.0851616457818554,-0.18773823858852723,-0.23531578757333785,4,43500,0.6467896640417437,0.1535528596187175,-0.5743277001239857
27053002700,2013,1,74373700.0,95500.0,1.0,562.8889631340296,553.3041053136192,-0.3982630944586931,-0.6725097210304016,-1.1168259935800098,-0.18781866034031403,-0.23673559742417297,1,43500,0.6467896640417437,0.1535528596187175,-0.5743277001239857
27053002700,2014,60,77041000.0,100000.0,1.0,562.8889631340296,553.2895907291116,0.2441458049154256,-0.6665078427636272,-1.0693294718827784,-0.18781866034031403,-0.23676214948550414,5,43606,0.4822759796230756,0.19510385756676557,-0.570659097646223
27053002700,2015,2,82776100.0,106000.0,0.6612702366127023,562.8669482996984,552.6005625961986,-0.3873748080286233,-0.6536028931712385,-1.0060007762864698,-0.1878584413965353,-0.23802261389869606,6,51250,0.4176402717687761,0.2076895436579231,-0.3061044057592595
27053002700,2016,1,88047500.0,112500.0,0.6612702366127023,562.8669482996984,552.6005625961986,-0.3982630944586931,-0.6417413473775615,-0.9373946893904689,-0.1878584413965353,-0.23802261389869606,7,45313,0.3764350097455758,0.2204066811909949,-0.5115807539713085
27053002700,2017,6,100813000.0,121000.0,0.6629213483146067,563.4154988466228,554.7346129419263,-0.34382166230834404,-0.6130168030763922,-0.8476790372956985,-0.18686720431434437,-0.2341187173983055,8,43250,0.4011980535879322,0.2042278753135077,-0.5829800644583317
27053002700,2018,1,105122200.0,124500.0,0.6603535353535354,563.1257886043045,550.8157386169244,-0.3982630944586931,-0.6033203707938651,-0.8107372981978519,-0.1873907140198519,-0.24128765780942255,2,45000,0.3821987750382553,0.19653379549393415,-0.5224135141179097
27053002700,2019,2,116803900.0,138500.0,0.663760896637609,563.498192274318,556.0012949414223,-0.3873748080286233,-0.5770345606679029,-0.6629703418064653,-0.18671777634923792,-0.23180152959866446,3,43140,0.4190616952731017,0.18479408658922913,-0.586787104765444
27053002700,2020,1,130134500.0,155000.0,0.663760896637609,563.498192274318,556.0012949414223,-0.3982630944586931,-0.5470384453366454,-0.4888164289166169,-0.18671777634923792,-0.23180152959866446,9,43140,0.4190616952731017,0.18479408658922913,-0.586787104765444
27053003200,2012,1,65797200.0,110500.0,1.0,490.84639127059376,488.66164781160745,-0.3982630944586931,-0.6918083034751926,-0.9585042545892384,-0.3180004077250002,-0.35498841377593315,4,46172,0.5868773810282703,0.2087067861715749,-0.4818512301184956
27053003200,2013,2,63954100.0,107500.0,1.0,490.8313902129239,487.4256438116992,-0.3873748080286233,-0.695955591681803,-0.9901686023873927,-0.31802751480695973,-0.35724948118672334,1,46172,0.5868773810282703,0.2087067861715749,-0.4818512301184956
27053003200,2015,3,70731800.0,118000.0,0.4829642248722317,490.8313902129239,487.40104240698577,-0.3764865215985535,-0.680704614915516,-0.8793433850938528,-0.31802751480695973,-0.35729448543789194,6,47404,0.3606368978369709,0.2559033498077979,-0.4392123786788385
27053003200,2018,1,89022200.0,147500.0,0.4845890410958904,490.10137663745365,490.5192276691924,-0.3982630944586931,-0.6395481067422281,-0.5679772984120026,-0.31934665764724324,-0.35159027487085076,2,66982,0.3796375417763239,0.2389428263214671,0.23837157707246603
27053003200,2019,3,99293000.0,166000.0,0.4846153846153846,490.1775745176381,490.7503536664128,-0.3764865215985535,-0.6164370613771072,-0.3727138203233846,-0.3192089672104245,-0.35116746761445006,3,69122,0.38121448400614,0.27016520894071916,0.3124358157744679
27053003300,2011,2,51261800.0,96000.0,1.0,325.157817928995,334.9878024469563,-0.3873748080286233,-0.7245154235437538,-1.1115486022803174,-0.6174015457100865,-0.6361096105282278,0,22500,1.0337613858898689,0.04586086280606296,-1.3011263042090504
27053003300,2012,1,49496200.0,91000.0,1.0,325.157817928995,334.9878024469563,-0.3982630944586931,-0.7284883235804264,-1.1643225152772412,-0.6174015457100865,-0.6361096105282278,4,22500,1.0337613858898689,0.04586086280606296,-1.3011263042090504
27053003300,2013,1,47545400.0,88500.0,1.0,325.10657365541334,334.97025141890737,-0.3982630944586931,-0.7328779550890019,-1.190709471775703,-0.6174941446957386,-0.6361417172670008,1,22500,1.0337613858898689,0.04586086280606296,-1.3011263042090504
27053003300,2015,2,52339500.0,97250.0,0.4039145907473309,325.25070931096803,335.4215209546235,-0.3873748080286233,-0.7220904154051481,-1.0983551240310865,-0.6172336899255214,-0.6353161933684002,6,30521,0.9832814321358392,0.048970073843762146,-1.0235238469058932
27053003300,2016,3,56373600.0,105000.0,0.4040852575488454,318.6468190702619,333.88426685974736,-0.3764865215985535,-0.7130130048716518,-1.0165555588858546,-0.6291669947595223,-0.6381283486173204,7,30288,0.8591318653536584,0.05309364548494983,-1.0315878504655036
27053003300,2017,3,61415100.0,115500.0,0.4040852575488454,318.6468190702619,333.8864699668754,-0.3764865215985535,-0.7016687731459579,-0.9057303415923147,-0.6291669947595223,-0.6381243183927174,8,28000,0.7838390329623258,0.052313883299798795,-1.1107742888534382
27053003300,2018,4,66960000.0,126500.0,0.4061930783242258,320.7986769708373,335.73501216903327,-0.36559823516848367,-0.6891918058751456,-0.7896277329990824,-0.625278563039574,-0.6347427124018955,2,35395,0.7657237484890718,0.052290076335877865,-0.8548373518434833
27053003300,2019,1,88256600.0,135500.0,0.3945518453427065,308.08787060971764,327.8147851880008,-0.3982630944586931,-0.6412708368442197,-0.6946346896046196,-0.6482471348153793,-0.6492314738575246,3,38776,0.7150537375041999,0.07827019299499642,-0.7378227765857879
27053003300,2020,1,90340100.0,149250.0,0.3994661921708185,314.89993072597,331.2057010289523,-0.3982630944586931,-0.6365826077853121,-0.5495064288630792,-0.6359376646467643,-0.643028347248487,9,38776,0.7150537375041999,0.07827019299499642,-0.7378227765857879
27053003800,2011,16,218212200.0,218750.0,0.9984615384615384,1293.9965619537866,1338.696355436803,-0.23493879800764597,-0.348848652880799,0.18405096179416108,1.1333010925884914,1.20001122667394,0,28164,0.1571965024060156,0.7909617097061442,-1.1050983378501074
27053003800,2012,170,215265600.0,203750.0,0.9984615384615384,1293.9965619537866,1338.6963154886762,1.4418573122231046,-0.3554790036103298,0.025729222803389785,1.1333010925884914,1.2000111535953675,4,28164,0.1571965024060156,0.7909617097061442,-1.1050983378501074
27053003800,2013,240,221649700.0,192500.0,0.9984496124031008,1293.834803467514,1338.836888705415,2.204037362327991,-0.3411136937303333,-0.09301208143968868,1.1330087931625743,1.200268309332098,1,28164,0.1571965024060156,0.7909617097061442,-1.1050983378501074
27053003800,2014,56,231410700.0,199000.0,0.9984544049459042,1290.8456765846636,1337.783391019507,0.20059265919514635,-0.3191497849979128,-0.024405994543687793,1.1276074068614073,1.19834110740951,5,25417,0.1676879769484927,0.844044558697515,-1.2001705171559012
27053003800,2015,40,291328700.0,217500.0,0.9984544049459042,1288.3822355241723,1337.4456757213698,0.026380076314029416,-0.18432410285170095,0.17085748354493013,1.1231559408248832,1.1977233124389435,6,27317,0.161679076194735,0.8133439237490071,-1.1344125482148715
27053003800,2016,126,360030800.0,221000.0,0.998463901689708,1271.6911488924925,1336.0346158250254,0.9627727093000329,-0.029732702982258396,0.20779922264277678,1.0929949572944762,1.1951420088618239,7,32194,0.1714642831370528,0.8088395780283739,-0.9656222247804496
27053003800,2017,17,386041600.0,242000.0,0.9984544049459042,1290.8456765846636,1338.2256026725788,-0.2240505115775762,0.028796017154740276,0.42944965722985656,1.1276074068614073,1.1991500613914603,8,35000,0.175480582121955,0.7818701948864653,-0.86850808749175
27053003800,2018,12,423488300.0,272000.0,1.0,1245.7257139800206,1339.3014548942435,-0.27849194372792524,0.11305745564775657,0.7460931352113992,1.0460751208550374,1.201118157285497,2,35681,0.1916200416749615,0.7407718120805369,-0.8449390470449915
27053003800,2019,137,465140500.0,292000.0,1.0,1245.7257139800206,1337.1745458401358,1.0825438600308008,0.20678198380107352,0.9571887871990943,1.0460751208550374,1.197227324611562,3,37847,0.1895870854624178,0.7060068370503012,-0.7699749624522176
27053005901,2011,18,102238300.0,81500.0,0.0163934426229508,143.6036712437304,245.86943191133815,-0.21316222514750638,-0.6098096358684915,-1.2645929499713962,-0.9454719553177008,-0.7991371115199499,0,17441,0.2105581156901774,0.4775651082522749,-1.4762155488788762
27053005901,2013,1,93002500.0,85000.0,0.0204081632653061,259.5350161274163,301.3103453500922,-0.3982630944586931,-0.6305917553512176,-1.2276512108735496,-0.7359826955197071,-0.6977170169166038,1,17441,0.2105581156901774,0.4775651082522749,-1.4762155488788762
27053005901,2016,2,109451300.0,79500.0,0.010204081632653,257.63786046845127,301.340414514256,-0.3873748080286233,-0.5935791601296379,-1.2857025151701658,-0.7394108773899072,-0.6976620102927049,7,15987,0.2218853573469162,0.4968964390721986,-1.5265376998474325
27053005901,2019,0,138246500.0,105250.0,0.0101626016260162,268.01702009778376,301.41536281904223,-0.4091513808887629,-0.5287850668265136,-1.0139168632360083,-0.7206556177985035,-0.697524904612255,3,21182,0.1287714391464802,0.5186418109187749,-1.3467415689797226
27053005901,2020,201,153384400.0,122500.0,0.010204081632653,278.40376697312377,302.05949217231864,1.7793941915552687,-0.49472221937230726,-0.8318468633966214,-0.7018866479672021,-0.6963465751819824,9,21182,0.1287714391464802,0.5186418109187749,-1.3467415689797226
27053005902,2011,3,75251200.0,112500.0,1.0,134.73937772846014,130.7281268295775,-0.3764865215985535,-0.6705351969127191,-0.9373946893904689,-0.9614898345979698,-1.0097693202956095,0,24221,0.3280383484348837,0.3137747097583935,-1.2415634281314125
27053005902,2012,1,70298900.0,101500.0,1.0,134.68187222488308,130.38121848400763,-0.3982630944586931,-0.6816787134802395,-1.0534972979837012,-0.9615937476974921,-1.0104039324447267,4,24221,0.3280383484348837,0.3137747097583935,-1.2415634281314125
27053005902,2013,5,66895000.0,98500.0,1.0,134.7968832320372,131.07450736125733,-0.3547099487384139,-0.6893380669208998,-1.0851616457818554,-0.9613859214984473,-1.0091356736957833,1,24221,0.3280383484348837,0.3137747097583935,-1.2415634281314125
27053005902,2014,91,65591700.0,92000.0,1.0,134.37890188659927,130.39689527703663,0.5816826842475896,-0.6922707133967695,-1.1537677326778564,-0.962141218547343,-1.0103752543127578,5,23029,0.4044251398689025,0.27383300460223536,-1.2828179012775742
27053005902,2015,1,71668000.0,96250.0,0.2330508474576271,134.37335826570637,130.03741602389053,-0.3982630944586931,-0.6785980058226678,-1.108909906630471,-0.9621512359333968,-1.011032862883769,6,23714,0.4008684088510386,0.26738141650422353,-1.2591104230014663
