,GeoFIPS,GeoName,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
171,05135,"Sharp, AR",9.805425034577597e-06,1.0042338918513012e-05,1.0251155198962825e-05,1.0445922677669836e-05,1.0554481600227843e-05,1.0694331035758451e-05,1.0777985264317856e-05,1.0944016557641867e-05,1.101170623876627e-05,1.1032140859483071e-05,1.1099191958710076e-05,1.1081311665582874e-05,1.1105577777684076e-05,1.1257560269265285e-05,1.117901469588508e-05,1.1121542325119077e-05,1.1094083303530877e-05,1.100979049307407e-05,1.101426056635587e-05,1.0857169419595462e-05,1.0854615092005861e-05,1.0705825509911652e-05,1.069113812627145e-05,1.0811830104880059e-05,1.0885905604978463e-05,1.0925497682617265e-05,1.0950402376615868e-05,1.1035972350867472e-05,1.1253090195983485e-05
172,05137,"Stone, AR",6.669751144314038e-06,6.823825197094107e-06,6.9422457500573e-06,6.980445928432524e-06,7.072763026172647e-06,7.166353463191945e-06,7.252303864536198e-06,7.333797578403341e-06,7.311514141017794e-06,7.389824506687003e-06,7.451581461726948e-06,7.4923283186605195e-06,7.582098737842295e-06,7.806843120616527e-06,7.786469692149742e-06,7.87560344169193e-06,7.856503352504318e-06,7.884516816646148e-06,7.937360396731874e-06,7.948820450244441e-06,7.855230013225143e-06,7.809389799174876e-06,7.798566415301896e-06,7.854593343585556e-06,7.854593343585556e-06,7.8278532187229e-06,7.852683334666795e-06,7.871783423854407e-06,7.946273771686094e-06
173,05139,"Union, AR",1.734560727083088e-05,1.727760713949922e-05,1.729061262909817e-05,1.71936288352317e-05,1.7047595766306325e-05,1.7058743328819712e-05,1.6983683074562902e-05,1.6919027211985254e-05,1.6681955715867216e-05,1.6635507538728102e-05,1.6454173855176998e-05,1.62557472424387e-05,1.6027965381748483e-05,1.5946216589983642e-05,1.5705800825111587e-05,1.5689079481341507e-05,1.5585778735384114e-05,1.5453865912309032e-05,1.5420051639351755e-05,1.5248379176645588e-05,1.518223697239949e-05,1.5035832318057001e-05,1.5046236709736162e-05,1.5000531703431274e-05,1.4868618880356188e-05,1.4755656913553863e-05,1.4610367015462713e-05,1.4463962361120224e-05,1.4246584892109169e-05
174,05141,"Van Buren, AR",7.984727172562167e-06,8.07668702619192e-06,8.323182965211319e-06,8.457585828208652e-06,8.653476640674399e-06,8.664359463589163e-06,8.763393152113513e-06,8.826513525019142e-06,8.886913192196082e-06,8.8814717807387e-06,8.981593751554526e-06,9.06756805258116e-06,9.179116987457488e-06,9.265091288484122e-06,9.373375376486022e-06,9.453364124909535e-06,9.40983283325048e-06,9.406023845230313e-06,9.311887427017606e-06,9.243325642654595e-06,9.104569650491357e-06,9.020771914047676e-06,8.925547213543492e-06,8.815086560958641e-06,8.708434896393956e-06,8.679595415669832e-06,8.612121913598296e-06,8.578385162562529e-06,8.539751141215117e-06
175,05143,"Washington, AR",5.2687865875605894e-05,5.502095481941026e-05,5.778916546639206e-05,5.9925813980580977e-05,6.13554409902667e-05,6.229868313664567e-05,6.341334929049701e-05,6.514563399758607e-05,6.690908670603373e-05,6.842975708810906e-05,7.030188769603084e-05,7.252178758226972e-05,7.53769405488308e-05,7.804877645476953e-05,7.977613989848618e-05,8.088219384143578e-05,8.192837241335439e-05,8.36996171221417e-05,8.548808625273247e-05,8.714450148283017e-05,8.902893524918296e-05,9.078746669425823e-05,9.277934804424201e-05,9.45645363325845e-05,9.64752168369235e-05,9.823948975593323e-05,9.942469401812247e-05,0.00010115738883049256,0.00010254969625960415
176,05145,"White, AR",2.1800044448403577e-05,2.2289542928721756e-05,2.286603846923378e-05,2.3480618559701912e-05,2.3927925332715775e-05,2.4562667831984198e-05,2.4776986769972477e-05,2.5158952403355768e-05,2.5491632148560572e-05,2.5686908811570796e-05,2.5908321930433253e-05,2.628692716234983e-05,2.6642382961940144e-05,2.7155030874584583e-05,2.7470535234515064e-05,2.794659210896638e-05,2.8482762831877824e-05,2.8863608331438877e-05,2.906971295473074e-05,2.9212716706036506e-05,2.91171319532055e-05,2.901370626361882e-05,2.9110784528212814e-05,2.903498880624135e-05,2.8966287265144062e-05,2.8692974612517893e-05,2.8707536352206993e-05,2.867915962871029e-05,2.8827390671186502e-05
177,05147,"Woodruff, AR",6.0587375410364815e-06,6.1285826937662115e-06,6.088388785119858e-06,6.085753118979113e-06,5.996140470193799e-06,5.911799153689974e-06,5.8347059190731966e-06,5.723349024626741e-06,5.716100942739693e-06,5.565209056182069e-06,5.458464577481915e-06,5.338541768078039e-06,5.286487361798336e-06,5.19028554766116e-06,5.0393936611035356e-06,4.914199519418171e-06,4.806137207647645e-06,4.774509213958711e-06,4.72179589114382e-06,4.643384823456671e-06,4.616369245514039e-06,4.506989100673141e-06,4.401562455043361e-06,4.332376218848816e-06,4.304042807835813e-06,4.245399236204247e-06,4.198616162206031e-06,4.085282518154017e-06,4.029933529198382e-06
178,05149,"Yell, AR",7.897114561861194e-06,8.029521770167391e-06,8.212567471932387e-06,8.415121445767573e-06,8.567451995762478e-06,8.641334387858099e-06,8.682426280091057e-06,8.77747722273093e-06,8.7766470834939e-06,8.77747722273093e-06,8.798230703656667e-06,8.747177140579355e-06,8.774986805019842e-06,8.947240696703453e-06,8.979201057329087e-06,9.104552082120535e-06,9.191716702008627e-06,9.182585170401302e-06,9.065950607598665e-06,8.967994177629189e-06,8.925657076540688e-06,8.863811703381994e-06,8.71604691919075e-06,8.682426280091057e-06,8.652126197939483e-06,8.597337008295539e-06,8.506436761840813e-06,8.391047407893718e-06,8.36572816116432e-06
179,06001,"Alameda, CA",0.0007011397032056179,0.0007024580158356289,0.0007049925477823656,0.0007115636922697633,0.00072270704652598,0.0007360681816800227,0.0007471733163881888,0.0007590716376072632,0.0007693563609209786,0.0007654935687906286,0.0007613349678294781,0.0007569151126974081,0.0007547287451267465,0.000756267474602363,0.0007621475258921378,0.000773400303237978,0.0007845682646004735,0.0007923336390755817,0.0008025021330787878,0.0008152852630130005,0.0008296364415281833,0.0008452525300171971,0.000860138782205085,0.0008696627794459624,0.0008753108956701714,0.0008797673996839337,0.0008816040322121618,0.0008794914859603372,0.0008631104829548635
180,06003,"Alpine, CA",6.254272989510125e-07,6.269960965236321e-07,6.51573925161339e-07,6.599408455486436e-07,6.479133974918934e-07,6.395464771045889e-07,6.301336916688713e-07,6.322254217656974e-07,6.254272989510125e-07,6.468675324434803e-07,6.447758023466541e-07,6.604637780728501e-07,6.374547470077627e-07,6.67261900887535e-07,6.66216035839122e-07,6.285648940962517e-07,6.25950231475219e-07,6.081705256521969e-07,5.762716416755985e-07,5.898678873049683e-07,6.045099979827512e-07,5.825468319660768e-07,5.84638562062903e-07,5.741799115787723e-07,6.123539858458491e-07,5.971889426438597e-07,6.19152108660534e-07,6.264731639994255e-07,6.458216673950672e-07
181,06005,"Amador, CA",2.1301122719690155e-05,2.1565414307255737e-05,2.178554906938039e-05,2.1975163672744397e-05,2.2147894784028047e-05,2.215373906974817e-05,2.266478938771897e-05,2.28271306577224e-05,2.318038526124987e-05,2.3741436690381723e-05,2.4022611770027667e-05,2.4286253992513237e-05,2.470184764372202e-05,2.4905098913766317e-05,2.5166793041011846e-05,2.4836915580364875e-05,2.4830421929564737e-05,2.4606390976960003e-05,2.4409633357715845e-05,2.415378351619044e-05,2.3866114785744357e-05,2.3963519547746416e-05,2.418884923051118e-05,2.4479115421277313e-05,2.5229781453773177e-05,2.578109240670483e-05,2.6034994152990194e-05,2.632590970883634e-05,2.6792153836286195e-05
182,06007,"Butte, CA",4.54952256813861e-05,4.592391621902309e-05,4.6262480292500844e-05,4.632004798164968e-05,4.671334854644927e-05,4.7184978917795634e-05,4.748909675104499e-05,4.808482796047449e-05,4.8647764461741336e-05,4.9338340798375056e-05,4.989537897083567e-05,5.026909708399857e-05,5.0667116311843154e-05,5.115596980330372e-05,5.130814668650452e-05,5.167738206977468e-05,5.185268040189592e-05,5.18774533828821e-05,5.1819885693733266e-05,5.196498458236659e-05,5.20812996264255e-05,5.245619740534965e-05,5.265249378802107e-05,5.295613975496593e-05,5.346953029426042e-05,5.37837932530565e-05,5.1010163115213646e-05,4.956554442399114e-05,4.9146999011900867e-05
183,06009,"Calaveras, CA",1.360530385322634e-05,1.4033036467480737e-05,1.4270371289726317e-05,1.4550857897834731e-05,1.4799548453202111e-05,1.498237575646306e-05,1.5140977495730842e-05,1.53851257578495e-05,1.5634573362091668e-05,1.6041865656726827e-05,1.6562336758142573e-05,1.685569319712236e-05,1.7145264391728213e-05,1.7429157719773164e-05,1.7513568669311866e-05,1.7512433095999684e-05,1.737427167635114e-05,1.7201286008462417e-05,1.7048362135755533e-05,1.6883325481052067e-05,1.6788315847266357e-05,1.6759926514461862e-05,1.683487435306573e-05,1.692420612029054e-05,1.7019594278513644e-05,1.7016944607451894e-05,1.7119146205548075e-05,1.7157377173724797e-05,1.749577802075438e-05
184,06011,"Colusa, CA",5.703054509993978e-06,5.788615426629176e-06,5.90001238475814e-06,6.009060611842216e-06,6.127503763105843e-06,6.1801824451126125e-06,6.247624579401533e-06,6.313724581664804e-06,6.382508847979375e-06,6.452970779326009e-06,6.565709869480623e-06,6.7801154605782375e-06,6.891847951713614e-06,7.009284503958004e-06,7.071358110144324e-06,7.091154557522664e-06,7.130076386266519e-06,7.194498723497727e-06,7.163294153901361e-06,7.1592677578244104e-06,7.15658349377311e-06,7.137793645414008e-06,7.164636285927011e-06,7.264625121837948e-06,7.30186928554974e-06,7.254223598639159e-06,7.2924743613701895e-06,7.332402789133282e-06,7.353876901543685e-06
185,06013,"Contra Costa, CA",0.00045913093482656276,0.00046421861475096034,0.0004696558134930709,0.00047620027061610247,0.0004863368548795736,0.0004963614207854418,0.0005046120036627332,0.0005131356312866816,0.0005229060016887586,0.0005277044803726141,0.0005318346187594252,0.0005344697429120745,0.0005380182475190244,0.000538998946697846,0.0005434786039023702,0.0005511217026095841,0.0005589554479446416,0.0005669852254055042,0.0005745270767510386,0.0005816730939963897,0.0005908510596226821,0.0005998313774737809,0.0006088682430534772,0.0006166438250105485,0.0006218575255872494,0.0006253747943060216,0.000627166549477872,0.0006277131775209823,0.0006254787344166819
186,06015,"Del Norte, CA",1.0721693961954414e-05,1.0784239095294853e-05,1.0667974215527041e-05,1.0736658748459182e-05,1.087441152679794e-05,1.0815703518202313e-05,1.0599673395069383e-05,1.0529070299764838e-05,1.0472280853541616e-05,1.0512570663362145e-05,1.0590848008156316e-05,1.0724763661750263e-05,1.0851772490803548e-05,1.0824912617589863e-05,1.0903189962384033e-05,1.0934270672817012e-05,1.0973793057688579e-05,1.0959595696132773e-05,1.0902806249909553e-05,1.079575046952929e-05,1.064264919221128e-05,1.038863153410471e-05,1.0385178121834378e-05,1.045808349198581e-05,1.0436211880940381e-05,1.0582790046192209e-05,1.0615021894048632e-05,1.0632288955400288e-05,1.0782320532922447e-05
187,06017,"El Dorado, CA",3.157046107203151e-05,3.2122536075525355e-05,3.268455837637944e-05,3.320204391405242e-05,3.381832420050787e-05,3.443302196238328e-05,3.490167531301503e-05,3.5530389721170795e-05,3.642089890985312e-05,3.734644971423633e-05,3.80554207260941e-05,3.880644167679293e-05,3.9563792725811914e-05,3.996394536962195e-05,4.017216038936717e-05,4.050132550201542e-05,4.079635329872282e-05,4.0946240983946574e-05,4.0862593256144476e-05,4.0744808212401526e-05,4.091278189282574e-05,4.1240590555833956e-05,4.1532453303381276e-05,4.180781258030818e-05,4.238950340094276e-05,4.2828088784553755e-05,4.326531771852472e-05,4.3206086084243235e-05,4.3682425982835174e-05
188,06019,"Fresno, CA",4.7100339493520576e-05,4.7941182085093254e-05,4.8569675634389136e-05,4.9339173613344556e-05,4.9986005514475756e-05,5.045411948499988e-05,5.1153309648614946e-05,5.192332602620882e-05,5.268362242933168e-05,5.376843638012685e-05,5.4897962213488696e-05,5.5794921457674034e-05,5.653590751151448e-05,5.727410717267322e-05,5.805630591827077e-05,5.894386918713413e-05,5.971161757068476e-05,6.040542934842587e-05,6.09204583957301e-05,6.132532773236281e-05,6.178488812535244e-05,6.241189127856276e-05,6.303247924862222e-05,6.35584594671638e-05,6.416025548657928e-05,6.4637895032085e-05,6.511404418150516e-05,6.538082508081964e-05,6.56798762953779e-05
189,06021,"Glenn, CA",7.540931878071999e-06,7.5800131990314965e-06,7.651711261543657e-06,7.689911048947677e-06,7.719295500796923e-06,7.694318716725063e-06,7.737513860943455e-06,7.762196800496822e-06,7.772187514125566e-06,7.83125026234255e-06,7.938503511592298e-06,7.969651030552499e-06,8.049282895063954e-06,8.125388625353502e-06,8.161531501128074e-06,8.233229563640235e-06,8.257030969638125e-06,8.268784750377822e-06,8.287296955042847e-06,8.217361959641643e-06,8.218831182234104e-06,8.241163365639531e-06,8.234698786232697e-06,8.27319241815521e-06,8.314330650744154e-06,8.338132056742042e-06,8.518846435614906e-06,8.490049672802645e-06,8.464191355175309e-06
190,06023,"Humboldt, CA",1.3433546907230297e-05,1.3416558443035148e-05,1.3626154972627528e-05,1.3651583565531093e-05,1.3751566628692352e-05,1.3751674835470666e-05,1.3707201849584001e-05,1.3684045599025008e-05,1.3798528370480217e-05,1.3934868911154661e-05,1.4040262313231572e-05,1.4142842339072343e-05,1.422886672783122e-05,1.4293357967705798e-05,1.4283402944100997e-05,1.4354386590674358e-05,1.4472007358700644e-05,1.4612459756950984e-05,1.4653253712375004e-05,1.4595795913090773e-05,1.4593415363967887e-05,1.461938499076302e-05,1.4700972901611058e-05,1.4856682455603539e-05,1.4896502550022741e-05,1.488827883487095e-05,1.4830171794916841e-05,1.4754102429762766e-05,1.4749665951851932e-05
191,06025,"Imperial, CA",1.2275817705955309e-05,1.2419789806831885e-05,1.2666770848220025e-05,1.275933094647144e-05,1.2818232827176885e-05,1.290986824912209e-05,1.3043114104846655e-05,1.3168315276707209e-05,1.3288245793622377e-05,1.3466985723612372e-05,1.3776197480408306e-05,1.4079028970691404e-05,1.4435399219103943e-05,1.4841517052790468e-05,1.5219802129660134e-05,1.552688713095179e-05,1.5905172207821456e-05,1.615270805499332e-05,1.624027490119121e-05,1.6302783019490868e-05,1.6278279097376357e-05,1.6408103650767954e-05,1.6485129187075072e-05,1.6586566177866085e-05,1.6705387083213803e-05,1.6680790693468673e-05,1.6615878416772876e-05,1.6596922552495614e-05,1.663039583478034e-05
192,06027,"Inyo, CA",6.942997473116232e-07,6.978588996401007e-07,6.964958200249391e-07,6.933153009228953e-07,6.906648683378589e-07,6.829028871959664e-07,6.803281812562167e-07,6.798359580618528e-07,6.8596981633008e-07,6.964579567022957e-07,7.03992757908328e-07,7.034248080686773e-07,6.996384758043395e-07,6.955492369588547e-07,6.976695830268839e-07,6.93580344181399e-07,7.021374550988024e-07,7.014937786138651e-07,7.005471955477805e-07,7.026296782931664e-07,7.063402839122175e-07,7.073625936235887e-07,7.038413046177544e-07,6.996763391269828e-07,7.001685623213468e-07,7.067567804612945e-07,7.143294449899701e-07,7.202739866449805e-07,7.182672305448815e-07
193,06029,"Kern, CA",2.8470903159731935e-05,2.9176406940831747e-05,2.9437173744744716e-05,2.9746543607850784e-05,3.0125115873597024e-05,3.052006319346594e-05,3.110918543048228e-05,3.150669580230083e-05,3.2112857588389754e-05,3.29427643168969e-05,3.390215263278566e-05,3.4947498116837216e-05,3.610704180442255e-05,3.723597126038723e-05,3.812686913251072e-05,3.8841011347959305e-05,3.94015603021297e-05,3.994345593377775e-05,4.032563545782348e-05,4.063514771270453e-05,4.106858827574297e-05,4.1444407633839605e-05,4.180185845296385e-05,4.205688212195263e-05,4.239240460772999e-05,4.273248363030669e-05,4.302381720191532e-05,4.319202935209143e-05,4.355636244033969e-05
194,06031,"Kings, CA",3.0300600047728337e-05,3.096789553343055e-05,3.1599383565865044e-05,3.203545727969124e-05,3.2412407059052136e-05,3.371368877160287e-05,3.5086307813531916e-05,3.60392301939045e-05,3.688473021447394e-05,3.757534218137373e-05,3.869231266160072e-05,3.98603573387367e-05,4.0289491623635044e-05,4.1001477031632616e-05,4.17531559730975e-05,4.2199222464579805e-05,4.2268894331015436e-05,4.228582653759939e-05,4.212649724941592e-05,4.187528992222769e-05,4.169292173000375e-05,4.145031929468606e-05,4.161020373718376e-05,4.1415899727203916e-05,4.1488902519524914e-05,4.19524563719054e-05,4.2367434221790925e-05,4.2365768758848245e-05,4.259227171905332e-05
195,06033,"Lake, CA",1.7051100481503387e-05,1.7236999634377847e-05,1.7288621217324805e-05,1.730890112491111e-05,1.7291693930595458e-05,1.7420747887962853e-05,1.7580221706709704e-05,1.798704894374406e-05,1.85035720445407e-05,1.89011811417631e-05,1.9203228856268215e-05,1.9393737079048653e-05,1.9607290651358982e-05,1.9727433740241487e-05,1.9689024824358332e-05,1.9785815292383878e-05,1.9792267990252246e-05,1.9918249234348988e-05,1.9878611233157575e-05,1.9895511156146163e-05,1.995481452226975e-05,2.014009913249008e-05,2.0315551060244322e-05,2.031370743228193e-05,2.0494075701269218e-05,2.0689500265282702e-05,2.0824085106537268e-05,2.0947915451344553e-05,2.1129820076967167e-05
196,06035,"Lassen, CA",2.446333649717742e-06,2.426779304147606e-06,2.450669613300685e-06,2.709892220445656e-06,2.9010997125640683e-06,2.893192955442231e-06,2.876869327835857e-06,2.8667520794756566e-06,2.8522138486387296e-06,2.8421816191723123e-06,2.8846910660639113e-06,2.9295810419814397e-06,2.932131608794936e-06,2.94207881936757e-06,3.0279479020886002e-06,2.99445045793802e-06,2.989264305417245e-06,2.9672444119273965e-06,2.941228630429738e-06,2.913002357693716e-06,2.806898778252285e-06,2.7896399428142957e-06,2.776887108746816e-06,2.751891553974556e-06,2.79346579303454e-06,2.79321073635319e-06,2.8199916878948976e-06,2.7817331856924583e-06,2.8191414989570657e-06
197,06037,"Los Angeles, CA",0.0008655682255007273,0.0008652304695594571,0.0008645082558556936,0.0008681252215494926,0.0008756865412642807,0.0008858687747953736,0.0008976346851561339,0.000907231956975368,0.0009155872076509507,0.0009231849566886073,0.0009290090827927623,0.0009314933153115159,0.0009308379679627827,0.0009262326547652557,0.0009226566839491496,0.0009259655698080362,0.0009309356518128769,0.0009342910492615357,0.0009396390260438099,0.0009455306843130737,0.0009512451419857208,0.0009560567611918694,0.000960638105226569,0.0009627302707247887,0.000962906044585523,0.0009603821488092336,0.0009560228048778639,0.0009501266761695013,0.0009349442089485822
198,06039,"Madera, CA",1.8797954469179226e-05,1.940450329368768e-05,1.974852145331356e-05,2.0442881635793744e-05,2.1038950915523675e-05,2.152697247495094e-05,2.2022040624832725e-05,2.232992242315337e-05,2.269020194536661e-05,2.3193942821961653e-05,2.3983341634674615e-05,2.4772559765581055e-05,2.5352006319110573e-05,2.5949882416905765e-05,2.6391649433862324e-05,2.680577213442037e-05,2.6963868715130795e-05,2.7278977785712486e-05,2.7381424370012842e-05,2.733155619141161e-05,2.7270847104418808e-05,2.7622273218112266e-05,2.761829821836869e-05,2.7642328898636672e-05,2.7871252747505367e-05,2.8083373188367126e-05,2.81245686402551e-05,2.8298384538133302e-05,2.8802486778341397e-05
199,06041,"Marin, CA",0.00017660197351726097,0.00017733793872365118,0.00017745886849042698,0.00017709533728968988,0.00017938929335638192,0.00018154748164810478,0.00018270707198841515,0.00018363518940090924,0.00018389188694265421,0.00018267442837038977,0.0001818056629906691,0.0001808523209642463,0.00018117653144327102,0.00018145400219648667,0.00018269149207981214,0.00018428657796059733,0.00018611462057001814,0.00018770748074957436,0.0001898552824355619,0.0001906936298984862,0.00019276353204145864,0.00019454631872588973,0.0001952926705380153,0.00019542621261175544,0.00019518806258025215,0.00019559907540720798,0.0001951620960659138,0.00019421172164112968,0.00019304693799795163
200,06043,"Mariposa, CA",4.237467694955096e-06,4.309420168235889e-06,4.377641772531751e-06,4.472778931647465e-06,4.434404279231042e-06,4.5444649142864766e-06,4.521280228451554e-06,4.557256465091951e-06,4.556723483808389e-06,4.595098136224811e-06,4.718749794011062e-06,4.755259011935019e-06,4.78936981408295e-06,4.855193002602786e-06,4.894367126944551e-06,4.906625696466463e-06,4.853327568110321e-06,4.877045235228805e-06,4.8482642459164876e-06,4.770981959800081e-06,4.750462180382967e-06,4.7243460974884564e-06,4.698496505235728e-06,4.656390983834375e-06,4.645464867521366e-06,4.617749840776172e-06,4.551926652256336e-06,4.563385749852907e-06,4.5695150346138636e-06
201,06045,"Mendocino, CA",9.042092180590939e-06,9.075232352355762e-06,9.168817555013901e-06,9.235978700450918e-06,9.289157115608425e-06,9.365346480595992e-06,9.43173692436406e-06,9.513431301272695e-06,9.561214804747556e-06,9.618797229441917e-06,9.704235014456876e-06,9.692123988230529e-06,9.686729076547883e-06,9.61670532491191e-06,9.586537859584464e-06,9.630247654237735e-06,9.658213114796757e-06,9.680233162481024e-06,9.685407873686827e-06,9.737044885506434e-06,9.76864365393336e-06,9.845383520113033e-06,9.88942361548157e-06,9.968585686906512e-06,1.0069107204585195e-05,1.011138569613899e-05,1.0098503968243694e-05,1.0058097180743061e-05,1.0052702269060415e-05
202,06047,"Merced, CA",3.847805028748922e-05,3.9406646011716e-05,3.8907184634192604e-05,3.881314962414433e-05,3.950904854384485e-05,4.0296392526283004e-05,4.118693594771482e-05,4.228746432802564e-05,4.3593993132891376e-05,4.489593972328442e-05,4.616780307953067e-05,4.7252592549261375e-05,4.832323692214159e-05,4.887788410005349e-05,4.951580804533865e-05,4.991386302431422e-05,5.0265298951698046e-05,5.115385010596782e-05,5.170291893582601e-05,5.2050768782318165e-05,5.231633799501808e-05,5.283034292282437e-05,5.325310201460922e-05,5.354536760728047e-05,5.428529563126207e-05,5.491206288043981e-05,5.563665044727371e-05,5.612734584928413e-05,5.707068435051e-05
203,06049,"Modoc, CA",9.485738300329057e-07,9.617756307601678e-07,9.545390881392982e-07,9.646115731386167e-07,9.64318199789122e-07,9.398704206645625e-07,9.298957267817423e-07,9.198232417824238e-07,9.143469392585225e-07,9.155204326565013e-07,9.291133978497564e-07,9.392836739655731e-07,9.353720293056436e-07,9.404571673635519e-07,9.31460384645714e-07,9.340029536746683e-07,9.432931097420009e-07,9.480848744504145e-07,9.289178156167599e-07,9.125866991615542e-07,8.916594002309313e-07,8.832493642120829e-07,8.808045862996269e-07,8.692652345528349e-07,8.592905406700147e-07,8.536186559131169e-07,8.574325094565481e-07,8.46675486641742e-07,8.469688599912367e-07
204,06051,"Mono, CA",1.3824894020742568e-06,1.4496066854945515e-06,1.4751872350245504e-06,1.49000369193054e-06,1.5193833329748954e-06,1.5335666079618255e-06,1.5942254358077145e-06,1.6362687152332574e-06,1.6746395395282561e-06,1.697434088614394e-06,1.6908489966561763e-06,1.6918620877266713e-06,1.7062986354812251e-06,1.74036382272662e-06,1.732132457778848e-06,1.7554335524002333e-06,1.7739224644367673e-06,1.8011492869563208e-06,1.8053282876221128e-06,1.7765818284968168e-06,1.7275735479616205e-06,1.7194688193976605e-06,1.6966742703115227e-06,1.7026261803506809e-06,1.6957878156248396e-06,1.6878097234446912e-06,1.6779320855073648e-06,1.6723600846196422e-06,1.6775521763559292e-06
205,06053,"Monterey, CA",4.364922992504781e-05,4.145630914140523e-05,4.182373720124297e-05,4.261541937051874e-05,4.4330671911144586e-05,4.563602392007825e-05,4.6621714693475835e-05,4.741269094909197e-05,4.789412406496006e-05,4.8117075129126736e-05,4.820507903202736e-05,4.808813266908188e-05,4.766552569151634e-05,4.727633196050664e-05,4.734045245125643e-05,4.7769412651758646e-05,4.826837595684091e-05,4.900593807887832e-05,4.956208039039066e-05,5.009916303309297e-05,5.0412824002522185e-05,5.071330791697163e-05,5.105861734880762e-05,5.1532167762143174e-05,5.166252648462163e-05,5.169688094939032e-05,5.1786179027333596e-05,5.15905232913393e-05,5.145228186632831e-05
206,06055,"Napa, CA",5.93240683392215e-05,5.989423407970474e-05,6.0214146078889914e-05,6.088441331589239e-05,6.181938193286583e-05,6.273525902730724e-05,6.347982840605594e-05,6.427393254596882e-05,6.543645147204008e-05,6.643024261789595e-05,6.714952862896711e-05,6.727800941573665e-05,6.727491349316389e-05,6.782134382725597e-05,6.84111170773667e-05,6.919025759151122e-05,6.980273427382219e-05,7.058239077506217e-05,7.113656091558616e-05,7.165048406266427e-05,7.225934883530701e-05,7.276140427918954e-05,7.307048054937006e-05,7.3161294278171e-05,7.274592466632575e-05,7.220568617737918e-05,7.179754038487036e-05,7.100395223205296e-05,7.028105431131356e-05
207,06057,"Nevada, CA",3.381739476219305e-05,3.4340657942439415e-05,3.488004633625269e-05,3.5419434730065966e-05,3.593382904285053e-05,3.635026268321608e-05,3.664414470047309e-05,3.729761898027228e-05,3.777935973558384e-05,3.815507721169294e-05,3.854167920695971e-05,3.8906915294250314e-05,3.920442548455988e-05,3.932496145597256e-05,3.942372838906991e-05,3.958739930677409e-05,3.974502326939067e-05,3.985185280927148e-05,3.9918369315234996e-05,3.979460830110893e-05,3.9813555427050056e-05,4.017153516823555e-05,4.0316662090337774e-05,4.050855213178405e-05,4.0807271713111135e-05,4.0929823336219685e-05,4.110397564274235e-05,4.119951753312632e-05,4.171874940998095e-05
208,06059,"Orange, CA",0.0012333420878365491,0.001249879895752691,0.0012679365912686691,0.0012875706118682863,0.0013193610900359438,0.0013504839199511562,0.001371300325639713,0.0013900879766822558,0.0014051570558388249,0.0014162543340129426,0.0014265446879315525,0.0014325515742874301,0.0014317451370109541,0.0014279496224379737,0.0014276418516899468,0.001440285775268707,0.00145469256294218,0.0014690944808253357,0.0014863111375116513,0.0015009584928267782,0.0015146625697575245,0.0015257997802122405,0.001537516495714666,0.0015457849126937053,0.0015514012418661688,0.001552892371661199,0.001551361796564602,0.0015505904217784075,0.0015426565593941383
209,06061,"Placer, CA",5.286421277945113e-05,5.468484578555872e-05,5.681993929279658e-05,5.892045860881069e-05,6.096253107775609e-05,6.343513454694004e-05,6.611024399329165e-05,6.887727688456353e-05,7.23355192019673e-05,7.598282197772949e-05,7.97747326802767e-05,8.309906860627422e-05,8.582137456762967e-05,8.833815617004397e-05,9.028336602389426e-05,9.262809986521897e-05,9.434089432250964e-05,9.605670716157381e-05,9.785319311349339e-05,9.900072698411011e-05,0.00010047973405312593,0.00010159735850435067,0.00010266202407536762,0.00010443052139629655,0.00010623606249353664,0.00010834371616646993,0.00011012071983603327,0.00011133465810566702,0.00011313443683770315
210,06063,"Plumas, CA",3.165416120667043e-06,3.143487625253698e-06,3.1490831723591725e-06,3.1425802392365943e-06,3.153620102444692e-06,3.1502930203819774e-06,3.1639038106385366e-06,3.1386482331624773e-06,3.1486294793506205e-06,3.1555861054817506e-06,3.16934812674116e-06,3.175851059863738e-06,3.1773633698922445e-06,3.139858081185282e-06,3.1254911359144704e-06,3.086624768181852e-06,3.0501780964948445e-06,3.0147900418277914e-06,2.9972472454971156e-06,2.9574734917473936e-06,2.895922473587177e-06,2.8661299660255982e-06,2.8472260906692666e-06,2.898493400635638e-06,2.908323415820931e-06,2.9435602394851334e-06,2.9901393883631346e-06,2.9896856953545826e-06,3.0117654217707783e-06
211,06065,"Riverside, CA",7.043141097196978e-05,7.21217027099393e-05,7.353467970442143e-05,7.46431888895706e-05,7.626069755755183e-05,7.829487457322175e-05,8.075825212081675e-05,8.349353522126723e-05,8.658100483256614e-05,9.035742323880945e-05,9.488341622014928e-05,9.942959994275886e-05,0.00010345933985087459,0.00010777517774271179,0.00011113921230869765,0.0001129884592723664,0.00011497074019177535,0.00011782920288087416,0.00011923843093135393,0.00012035352754667864,0.00012137779260446095,0.00012259855588430877,0.00012382542458724613,0.00012526732200688915,0.00012676170464256492,0.0001280061398259704,0.00012883353176728693,0.0001297543795269475,0.0001316626455804817
