year,value,GeoFIPS
1999,2.55,12020
1999,2.9916666666666667,12060
1999,5.1499999999999995,12260
1999,2.183333333333333,11180
1999,4.491666666666666,10780
1999,3.933333333333333,12940
1999,3.9,12580
1999,1.6500000000000001,11460
1999,3.85,12980
1999,6.908333333333334,12100
1999,3.9250000000000003,10740
1999,3.341666666666667,10580
1999,2.625,11700
1999,4.575,10420
1999,7.825,10540
1999,4.208333333333333,10900
1999,4.641666666666667,11020
1999,3.8083333333333336,10180
1999,3.6333333333333333,11100
1999,2.283333333333333,12420
1999,2.4833333333333334,11540
1990,5.425,13820
1990,4.833333333333333,14500
1990,3.975,15980
1990,5.066666666666666,15260
1990,4.633333333333334,14260
1990,3.5583333333333336,14010
1990,3.3666666666666667,14020
1990,8.575000000000001,14540
1990,4.0249999999999995,15680
1990,7.966666666666666,13020
1990,6.5,16020
1990,5.033333333333333,13740
1990,4.241666666666666,13780
1990,5.316666666666666,15380
1990,3.9916666666666667,15500
1990,4.533333333333333,13900
1990,6.416666666666667,15940
1990,5.341666666666666,13460
1990,6.625,14100
1990,7.533333333333334,13140
1990,12.816666666666668,15180
1990,9.424999999999999,13980
1990,5.233333333333333,13380
1990,4.091666666666667,14740
1990,9.883333333333333,13220
1991,6.008333333333333,13820
1991,4.658333333333333,14500
1991,6.433333333333334,15980
1991,4.7749999999999995,15260
1991,5.25,14260
1991,4.075,14010
1991,3.5500000000000003,14020
1991,7.7749999999999995,14540
1991,5.425,15680
1991,8.683333333333334,13020
1991,6.958333333333333,16020
1991,5.425,13740
1991,5.858333333333333,13780
1991,7.075,15380
1991,5.95,15500
1991,4.833333333333333,13900
1991,7.191666666666666,15940
1991,6.616666666666667,13460
1991,8.049999999999999,14100
1991,7.4750000000000005,13140
1991,15.066666666666668,15180
1991,9.241666666666667,13980
1991,6.533333333333334,13380
1991,4.958333333333333,14740
1991,12.025,13220
1992,6.458333333333333,13820
1992,5.1000000000000005,14500
1992,7.808333333333334,15980
1992,5.866666666666667,15260
1992,5.116666666666666,14260
1992,4.241666666666666,14010
1992,4.333333333333333,14020
1992,6.533333333333334,14540
1992,6.491666666666667,15680
1992,9.308333333333332,13020
1992,6.608333333333333,16020
1992,5.483333333333333,13740
1992,6.816666666666666,13780
1992,7.6000000000000005,15380
1992,5.458333333333333,15500
1992,4.941666666666666,13900
1992,8.166666666666666,15940
1992,8.133333333333333,13460
1992,8.433333333333334,14100
1992,9.391666666666667,13140
1992,14.708333333333334,15180
1992,7.091666666666666,13980
1992,7.783333333333334,13380
1992,6.125,14740
1992,13.191666666666668,13220
1993,5.858333333333333,13820
1993,4.641666666666667,14500
1993,6.0249999999999995,15980
1993,5.083333333333333,15260
1993,4.758333333333334,14260
1993,3.908333333333333,14010
1993,4.0249999999999995,14020
1993,5.341666666666666,14540
1993,5.55,15680
1993,7.691666666666666,13020
1993,6.883333333333333,16020
1993,4.933333333333334,13740
1993,6.875,13780
1993,6.833333333333333,15380
1993,4.508333333333334,15500
1993,4.541666666666667,13900
1993,7.358333333333333,15940
1993,8.366666666666667,13460
1993,7.2,14100
1993,11.491666666666667,13140
1993,13.549999999999999,15180
1993,6.95,13980
1993,7.916666666666667,13380
1993,6.875,14740
1993,12.916666666666666,13220
1994,4.683333333333334,13820
1994,3.766666666666667,14500
1994,4.858333333333333,15980
1994,4.983333333333333,15260
1994,4.1499999999999995,14260
1994,2.9333333333333336,14010
1994,4.016666666666667,14020
1994,3.975,14540
1994,4.791666666666667,15680
1994,7.716666666666666,13020
1994,5.175,16020
1994,4.458333333333333,13740
1994,6.666666666666667,13780
1994,6.05,15380
1994,3.516666666666667,15500
1994,3.9416666666666664,13900
1994,6.258333333333333,15940
1994,7.091666666666666,13460
1994,6.258333333333333,14100
1994,10.383333333333333,13140
1994,13.0,15180
1994,5.183333333333334,13980
1994,7.925,13380
1994,6.508333333333333,14740
1994,10.883333333333333,13220
1995,4.2749999999999995,13820
1995,3.9916666666666667,14500
1995,4.2250000000000005,15980
1995,4.308333333333334,15260
1995,4.283333333333333,14260
1995,2.816666666666667,14010
1995,3.516666666666667,14020
1995,4.7,14540
1995,4.8999999999999995,15680
1995,6.266666666666667,13020
1995,4.366666666666666,16020
1995,4.733333333333333,13740
1995,5.358333333333333,13780
1995,5.358333333333333,15380
1995,3.7083333333333335,15500
1995,3.4333333333333336,13900
1995,5.2250000000000005,15940
1995,6.441666666666666,13460
1995,6.583333333333333,14100
1995,10.0,13140
1995,12.833333333333334,15180
1995,4.5,13980
1995,7.483333333333333,13380
1995,6.8999999999999995,14740
1995,9.291666666666666,13220
1996,3.5583333333333336,13820
1996,3.8000000000000003,14500
1996,3.9583333333333335,15980
1996,4.058333333333334,15260
1996,4.108333333333333,14260
1996,3.025,14010
1996,2.9250000000000003,14020
1996,6.45,14540
1996,4.658333333333333,15680
1996,5.108333333333333,13020
1996,5.408333333333334,16020
1996,4.791666666666667,13740
1996,4.45,13780
1996,5.1000000000000005,15380
1996,3.591666666666667,15500
1996,3.1833333333333336,13900
1996,5.75,15940
1996,8.016666666666667,13460
1996,6.891666666666667,14100
1996,9.383333333333333,13140
1996,12.808333333333332,15180
1996,5.425,13980
1996,6.983333333333333,13380
1996,6.241666666666667,14740
1996,8.908333333333333,13220
1997,3.6333333333333333,13820
1997,2.9416666666666664,14500
1997,3.608333333333333,15980
1997,4.175,15260
1997,3.8166666666666664,14260
1997,2.45,14010
1997,2.591666666666667,14020
1997,5.8,14540
1997,4.1499999999999995,15680
1997,4.675,13020
1997,4.808333333333334,16020
1997,4.75,13740
1997,4.216666666666667,13780
1997,5.341666666666666,15380
1997,3.466666666666667,15500
1997,3.0416666666666665,13900
1997,5.1499999999999995,15940
1997,7.608333333333333,13460
1997,6.591666666666666,14100
1997,8.200000000000001,13140
1997,12.566666666666668,15180
1997,3.6166666666666667,13980
1997,5.741666666666667,13380
1997,5.333333333333333,14740
1997,8.316666666666666,13220
1998,3.2583333333333333,13820
1998,3.1750000000000003,14500
1998,3.1833333333333336,15980
1998,3.8833333333333333,15260
1998,3.908333333333333,14260
1998,2.2083333333333335,14010
1998,2.6999999999999997,14020
1998,4.583333333333333,14540
1998,3.6999999999999997,15680
1998,4.608333333333333,13020
1998,4.033333333333333,16020
1998,4.55,13740
1998,3.983333333333333,13780
1998,5.375,15380
1998,2.9166666666666665,15500
1998,2.966666666666667,13900
1998,4.658333333333333,15940
1998,7.2250000000000005,13460
1998,5.233333333333333,14100
1998,7.6499999999999995,13140
1998,12.924999999999999,15180
1998,3.0416666666666665,13980
1998,5.458333333333333,13380
1998,4.925,14740
1998,8.1,13220
1999,3.3249999999999997,13820
1999,2.7916666666666665,14500
1999,2.7416666666666667,15980
1999,3.6666666666666665,15260
1999,3.6916666666666664,14260
1999,2.283333333333333,14010
1999,2.4499999999999997,14020
1999,3.966666666666667,14540
1999,3.0583333333333336,15680
1999,4.416666666666667,13020
1999,3.0416666666666665,16020
1999,4.2250000000000005,13740
1999,3.9916666666666667,13780
1999,5.266666666666667,15380
1999,2.5083333333333333,15500
1999,2.9250000000000003,13900
1999,4.966666666666667,15940
1999,6.175,13460
1999,4.733333333333333,14100
1999,8.908333333333333,13140
1999,10.016666666666667,15180
1999,3.1166666666666667,13980
1999,5.083333333333333,13380
1999,4.908333333333333,14740
1999,8.15,13220
1990,8.4,17020
1990,6.983333333333333,17820
1990,7.608333333333333,17660
1990,7.608333333333333,16060
1990,3.141666666666667,16580
1990,6.375,16980
1990,5.6000000000000005,16300
1990,3.8499999999999996,17860
1990,5.791666666666667,16180
1990,3.533333333333333,16740
1990,4.483333333333333,17140
1990,5.3,17460
1990,5.0249999999999995,16540
1990,2.975,16700
1990,4.216666666666667,17900
1990,4.5249999999999995,16860
1990,6.116666666666667,17300
1990,5.55,17420
1990,5.441666666666666,17780
1990,2.725,16820
1990,6.883333333333333,16620
1990,5.833333333333333,16220
1990,4.766666666666667,16940
1991,9.875,17020
1991,6.858333333333333,17820
1991,8.133333333333333,17660
1991,7.933333333333334,16060
1991,3.8666666666666667,16580
1991,7.3999999999999995,16980
1991,5.008333333333334,16300
1991,2.975,17860
1991,7.208333333333333,16180
1991,5.608333333333333,16740
1991,5.308333333333334,17140
1991,6.3500000000000005,17460
1991,6.141666666666667,16540
1991,4.175,16700
1991,4.966666666666667,17900
1991,6.008333333333333,16860
1991,7.1000000000000005,17300
1991,7.758333333333333,17420
1991,3.9250000000000003,17780
1991,4.683333333333334,16820
1991,8.525,16620
1991,5.983333333333333,16220
1991,3.9333333333333336,16940
1992,11.908333333333333,17020
1992,7.283333333333334,17820
1992,7.991666666666667,17660
1992,8.950000000000001,16060
1992,4.25,16580
1992,8.025,16980
1992,4.216666666666667,16300
1992,2.658333333333333,17860
1992,9.35,16180
1992,6.05,16740
1992,6.241666666666667,17140
1992,7.3999999999999995,17460
1992,5.875,16540
1992,5.8,16700
1992,5.541666666666667,17900
1992,6.183333333333334,16860
1992,6.066666666666666,17300
1992,7.241666666666667,17420
1992,3.525,17780
1992,4.8500000000000005,16820
1992,9.475,16620
1992,7.1000000000000005,16220
1992,4.075,16940
1993,12.016666666666666,17020
1993,6.366666666666667,17820
1993,7.958333333333333,17660
1993,8.816666666666666,16060
1993,4.658333333333333,16580
1993,7.683333333333334,16980
1993,3.658333333333333,16300
1993,3.0666666666666664,17860
1993,10.116666666666667,16180
1993,5.033333333333333,16740
1993,6.016666666666667,17140
1993,6.358333333333333,17460
1993,5.333333333333333,16540
1993,6.266666666666667,16700
1993,6.116666666666667,17900
1993,5.1000000000000005,16860
1993,5.541666666666667,17300
1993,6.791666666666667,17420
1993,3.1999999999999997,17780
1993,3.4416666666666664,16820
1993,8.700000000000001,16620
1993,7.183333333333334,16220
1993,3.9583333333333335,16940
1994,10.424999999999999,17020
1994,4.825,17820
1994,7.458333333333333,17660
1994,7.258333333333333,16060
1994,3.591666666666667,16580
1994,6.058333333333334,16980
1994,3.216666666666667,16300
1994,2.091666666666667,17860
1994,8.058333333333334,16180
1994,3.9333333333333336,16740
1994,5.075,17140
1994,5.625,17460
1994,4.791666666666667,16540
1994,6.033333333333334,16700
1994,4.666666666666667,17900
1994,4.4750000000000005,16860
1994,4.383333333333334,17300
1994,4.9750000000000005,17420
1994,3.1999999999999997,17780
1994,3.1166666666666667,16820
1994,7.358333333333333,16620
1994,6.116666666666667,16220
1994,4.041666666666667,16940
1995,9.950000000000001,17020
1995,4.408333333333333,17820
1995,7.75,17660
1995,6.283333333333334,16060
1995,2.9583333333333335,16580
1995,5.408333333333334,16980
1995,3.0416666666666665,16300
1995,1.8416666666666668,17860
1995,7.0,16180
1995,3.608333333333333,16740
1995,4.375,17140
1995,4.516666666666667,17460
1995,4.508333333333334,16540
1995,5.091666666666667,16700
1995,3.8249999999999997,17900
1995,4.791666666666667,16860
1995,4.333333333333333,17300
1995,5.425,17420
1995,3.5583333333333336,17780
1995,2.6166666666666667,16820
1995,6.425,16620
1995,5.683333333333334,16220
1995,3.6916666666666664,16940
1996,9.216666666666667,17020
1996,4.583333333333333,17820
1996,8.133333333333335,17660
1996,6.558333333333334,16060
1996,3.0583333333333336,16580
1996,5.316666666666666,16980
1996,3.0,16300
1996,1.7249999999999999,17860
1996,7.7250000000000005,16180
1996,3.85,16740
1996,4.45,17140
1996,3.8249999999999997,17460
1996,5.066666666666666,16540
1996,5.2,16700
1996,4.041666666666667,17900
1996,4.575,16860
1996,4.108333333333333,17300
1996,5.366666666666667,17420
1996,2.9499999999999997,17780
1996,2.8000000000000003,16820
1996,6.158333333333334,16620
1996,6.341666666666666,16220
1996,3.6166666666666667,16940
1997,8.716666666666667,17020
1997,3.75,17820
1997,8.233333333333333,17660
1997,5.491666666666667,16060
1997,2.6999999999999997,16580
1997,4.916666666666667,16980
1997,2.625,16300
1997,1.5416666666666667,17860
1997,6.45,16180
1997,3.3166666666666664,16740
1997,3.891666666666667,17140
1997,3.6916666666666664,17460
1997,4.8,16540
1997,4.0249999999999995,16700
1997,3.1166666666666667,17900
1997,4.95,16860
1997,4.575,17300
1997,5.6499999999999995,17420
1997,2.625,17780
1997,2.4583333333333335,16820
1997,5.516666666666667,16620
1997,5.575,16220
1997,3.6166666666666667,16940
1998,8.366666666666667,17020
1998,4.216666666666667,17820
1998,8.066666666666666,17660
1998,5.283333333333333,16060
1998,2.5416666666666665,16580
1998,4.6000000000000005,16980
1998,2.125,16300
1998,1.4666666666666668,17860
1998,5.558333333333334,16180
1998,2.858333333333333,16740
1998,3.716666666666667,17140
1998,2.591666666666667,17460
1998,3.9250000000000003,16540
1998,2.8000000000000003,16700
1998,2.4499999999999997,17900
1998,4.108333333333333,16860
1998,3.783333333333333,17300
1998,4.233333333333333,17420
1998,2.191666666666667,17780
1998,1.6916666666666667,16820
1998,5.325,16620
1998,5.391666666666667,16220
1998,3.5833333333333335,16940
1999,6.858333333333333,17020
1999,3.4499999999999997,17820
1999,7.716666666666666,17660
1999,4.441666666666666,16060
1999,2.4166666666666665,16580
1999,4.441666666666666,16980
1999,2.0416666666666665,16300
1999,1.1666666666666667,17860
1999,3.625,16180
1999,2.733333333333333,16740
1999,3.6916666666666664,17140
1999,2.9499999999999997,17460
1999,4.683333333333334,16540
1999,3.1833333333333336,16700
1999,2.8083333333333336,17900
1999,3.391666666666667,16860
1999,3.275,17300
1999,3.7083333333333335,17420
1999,2.216666666666667,17780
1999,1.5416666666666667,16820
1999,5.266666666666667,16620
1999,5.3,16220
1999,3.4166666666666665,16940
1990,5.266666666666667,19300
1990,6.891666666666667,19460
1990,4.5,20020
1990,4.516666666666667,19740
1990,4.325,20100
1990,6.133333333333333,18880
1990,5.375,19660
1990,6.633333333333333,17980
1990,5.7,19140
1990,8.799999999999999,19180
1990,4.858333333333333,19340
1990,6.441666666666666,19500
1990,4.625,18020
1990,3.35,19780
1990,6.116666666666667,20220
1990,9.666666666666666,19060
1990,7.941666666666666,19820
1990,6.333333333333333,20260
1990,2.9250000000000003,20500
1990,4.116666666666666,18140
1990,4.883333333333334,18700
1990,6.991666666666667,20700
1990,6.708333333333333,18580
1990,5.158333333333333,19100
1990,5.25,20740
1991,5.508333333333333,19300
1991,7.766666666666667,19460
1991,5.4750000000000005,20020
1991,4.583333333333333,19740
1991,5.991666666666667,20100
1991,6.633333333333333,18880
1991,7.125,19660
1991,5.883333333333333,17980
1991,6.391666666666667,19140
1991,8.933333333333334,19180
1991,5.866666666666667,19340
1991,8.183333333333334,19500
1991,5.616666666666667,18020
1991,3.6166666666666667,19780
1991,6.141666666666667,20220
1991,11.058333333333332,19060
1991,9.783333333333333,19820
1991,7.1000000000000005,20260
1991,4.0249999999999995,20500
1991,4.541666666666667,18140
1991,4.1499999999999995,18700
1991,9.658333333333333,20700
1991,8.275,18580
1991,6.3999999999999995,19100
1991,5.808333333333334,20740
1992,6.25,19300
1992,8.25,19460
1992,5.666666666666667,20020
1992,5.433333333333334,19740
1992,5.55,20100
1992,6.366666666666667,18880
1992,8.025,19660
1992,7.075,17980
1992,6.358333333333333,19140
1992,9.983333333333333,19180
1992,6.5249999999999995,19340
1992,8.683333333333334,19500
1992,4.95,18020
1992,3.533333333333333,19780
1992,5.191666666666666,20220
1992,12.174999999999999,19060
1992,9.5,19820
1992,7.658333333333334,20260
1992,4.291666666666667,20500
1992,5.375,18140
1992,4.041666666666667,18700
1992,10.758333333333333,20700
1992,9.908333333333333,18580
1992,6.95,19100
1992,6.0,20740
1993,5.941666666666666,19300
1993,7.641666666666667,19460
1993,6.949999999999999,20020
1993,4.908333333333333,19740
1993,5.541666666666667,20100
1993,6.266666666666667,18880
1993,6.925,19660
1993,6.5,17980
1993,4.558333333333334,19140
1993,9.758333333333333,19180
1993,5.741666666666667,19340
1993,8.633333333333333,19500
1993,3.8000000000000003,18020
1993,3.5500000000000003,19780
1993,4.241666666666666,20220
1993,10.141666666666666,19060
1993,7.266666666666667,19820
1993,7.316666666666666,20260
1993,3.4333333333333336,20500
1993,5.258333333333334,18140
1993,3.25,18700
1993,9.700000000000001,20700
1993,8.9,18580
1993,6.166666666666667,19100
1993,5.3,20740
1994,4.8500000000000005,19300
1994,6.983333333333333,19460
1994,5.991666666666667,20020
1994,3.875,19740
1994,5.058333333333334,20100
1994,5.133333333333334,18880
1994,6.008333333333333,19660
1994,6.008333333333334,17980
1994,3.8000000000000003,19140
1994,7.8,19180
1994,4.6,19340
1994,7.2250000000000005,19500
1994,3.275,18020
1994,2.8333333333333335,19780
1994,3.6833333333333336,20220
1994,8.924999999999999,19060
1994,5.666666666666667,19820
1994,6.666666666666667,20260
1994,2.9749999999999996,20500
1994,4.241666666666666,18140
1994,2.525,18700
1994,8.933333333333334,20700
1994,9.283333333333333,18580
1994,5.425,19100
1994,4.616666666666666,20740
1995,4.75,19300
1995,6.2250000000000005,19460
1995,5.366666666666667,20020
1995,3.608333333333333,19740
1995,4.491666666666666,20100
1995,4.475,18880
1995,4.783333333333333,19660
1995,5.741666666666667,17980
1995,4.425,19140
1995,7.108333333333333,19180
1995,4.2250000000000005,19340
1995,6.825,19500
1995,2.9166666666666665,18020
1995,2.6666666666666665,19780
1995,3.65,20220
1995,8.45,19060
1995,4.916666666666667,19820
1995,5.791666666666667,20260
1995,2.85,20500
1995,3.5083333333333333,18140
1995,2.1666666666666665,18700
1995,8.674999999999999,20700
1995,9.1,18580
1995,4.791666666666667,19100
1995,3.7416666666666667,20740
1996,4.45,19300
1996,5.2,19460
1996,5.283333333333333,20020
1996,3.75,19740
1996,4.933333333333334,20100
1996,4.141666666666667,18880
1996,4.3999999999999995,19660
1996,5.066666666666666,17980
1996,4.308333333333334,19140
1996,7.208333333333333,19180
1996,4.1000000000000005,19340
1996,7.325,19500
1996,2.7583333333333333,18020
1996,2.733333333333333,19780
1996,5.5249999999999995,20220
1996,8.158333333333333,19060
1996,4.75,19820
1996,5.608333333333333,20260
1996,2.766666666666667,20500
1996,3.608333333333333,18140
1996,2.533333333333333,18700
1996,8.191666666666666,20700
1996,8.391666666666667,18580
1996,4.083333333333333,19100
1996,3.7916666666666665,20740
1997,3.475,19300
1997,5.108333333333333,19460
1997,4.758333333333334,20020
1997,2.9166666666666665,19740
1997,4.466666666666667,20100
1997,3.908333333333333,18880
1997,4.125,19660
1997,4.825,17980
1997,4.425,19140
1997,6.183333333333334,19180
1997,3.3166666666666664,19340
1997,6.0249999999999995,19500
1997,2.1999999999999997,18020
1997,2.5416666666666665,19780
1997,3.7916666666666665,20220
1997,8.299999999999999,19060
1997,4.208333333333333,19820
1997,5.041666666666667,20260
1997,2.4250000000000003,20500
1997,3.275,18140
1997,2.341666666666667,18700
1997,7.8,20700
1997,7.758333333333333,18580
1997,3.716666666666667,19100
1997,3.5,20740
1998,2.8333333333333335,19300
1998,4.408333333333333,19460
1998,4.133333333333334,20020
1998,2.983333333333333,19740
1998,3.9250000000000003,20100
1998,3.65,18880
1998,3.658333333333333,19660
1998,4.75,17980
1998,3.4,19140
1998,5.7250000000000005,19180
1998,3.1333333333333333,19340
1998,4.7250000000000005,19500
1998,2.1083333333333334,18020
1998,2.191666666666667,19780
1998,3.283333333333333,20220
1998,7.983333333333333,19060
1998,4.033333333333333,19820
1998,4.233333333333333,20260
1998,2.1416666666666666,20500
1998,3.1916666666666664,18140
1998,3.1999999999999997,18700
1998,6.625,20700
1998,6.966666666666666,18580
1998,3.375,19100
1998,3.2083333333333335,20740
1999,3.3083333333333336,19300
1999,4.625,19460
1999,4.508333333333334,20020
1999,2.4916666666666667,19740
1999,3.5583333333333336,20100
1999,3.5666666666666664,18880
1999,3.3000000000000003,19660
1999,4.933333333333333,17980
1999,2.7083333333333335,19140
1999,5.375,19180
1999,4.2749999999999995,19340
1999,4.383333333333334,19500
1999,2.0416666666666665,18020
1999,1.9833333333333334,19780
1999,2.8166666666666664,20220
1999,6.9750000000000005,19060
1999,3.8249999999999997,19820
1999,3.975,20260
1999,1.9833333333333334,20500
1999,3.1,18140
1999,2.908333333333333,18700
1999,6.233333333333333,20700
1999,6.625,18580
1999,3.158333333333333,19100
1999,3.0583333333333336,20740
1990,7.441666666666666,22520
1990,11.025,23460
1990,8.716666666666667,21820
1990,7.458333333333333,22380
1990,3.8666666666666667,22220
1990,7.925,22900
1990,25.34166666666667,20940
1990,11.666666666666666,23420
1990,4.891666666666667,22660
1990,3.8666666666666667,23540
1990,5.441666666666666,23580
1990,5.308333333333334,21140
1990,5.091666666666667,21780
1990,4.933333333333333,23060
1990,6.2250000000000005,21060
1990,9.483333333333333,22420
1990,8.766666666666667,22140
1990,4.825,21300
1990,4.891666666666667,22180
1990,3.7916666666666665,22020
1990,4.241666666666666,21420
1990,6.075,21660
1990,5.875,21500
1990,4.833333333333333,23900
1990,4.966666666666667,22500
1990,11.708333333333334,21340
1990,5.133333333333334,22540
1991,8.066666666666666,22520
1991,10.508333333333333,23460
1991,9.725,21820
1991,7.375,22380
1991,3.891666666666667,22220
1991,8.975,22900
1991,26.21666666666667,20940
1991,13.6,23420
1991,4.866666666666666,22660
1991,4.758333333333334,23540
1991,5.025,23580
1991,6.6499999999999995,21140
1991,5.608333333333333,21780
1991,5.708333333333333,23060
1991,6.95,21060
1991,12.049999999999999,22420
1991,9.783333333333333,22140
1991,6.6499999999999995,21300
1991,6.083333333333333,22180
1991,3.625,22020
1991,4.058333333333334,21420
1991,6.8,21660
1991,7.166666666666667,21500
1991,5.125,23900
1991,6.466666666666666,22500
