GEO_ID,DP03_0004E,DP03_0005E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E
0500000US17043,491295,24839,491295,1459,24587,59605,19092,49220,30320,10284,44040,75403,105145,40131,21256,10753
0500000US17045,7800,449,7800,342,426,1798,86,785,395,21,313,504,1885,526,434,285
0500000US17047,2728,236,2728,344,139,690,47,208,170,3,44,109,578,110,196,90
0500000US17049,17642,476,17642,669,1254,2763,752,2189,1024,147,746,1006,3790,1591,1191,520
0500000US17051,8546,378,8546,608,666,1057,169,1232,451,66,342,415,1729,790,478,543
0500000US17053,6403,312,6403,521,522,709,161,988,371,54,393,422,1565,285,274,138
0500000US17055,16070,1038,16070,818,1051,2040,484,2115,857,96,795,776,4094,1314,817,813
0500000US17057,14364,1133,14364,534,1158,1961,357,1670,731,223,589,889,3973,932,570,777
0500000US17059,2085,183,2085,177,137,268,60,381,199,5,41,115,432,71,62,137
0500000US17061,5619,199,5619,357,445,670,140,669,301,20,256,357,1258,486,251,409
0500000US17063,26092,1293,26092,467,2362,3470,637,3381,2913,421,884,1804,6080,1713,1267,693
0500000US17065,3339,192,3339,563,161,331,92,317,213,34,132,150,999,93,158,96
0500000US17067,8149,401,8149,616,408,1283,292,1046,449,91,402,483,1961,401,462,255
0500000US17069,1261,81,1261,163,66,111,10,135,129,0,39,38,439,34,19,78
0500000US17071,3035,238,3035,216,189,539,108,244,246,63,206,159,606,160,145,154
0500000US17073,23385,1065,23385,792,2069,3616,783,3122,1388,264,1355,1196,4649,1976,1049,1126
0500000US17075,12396,733,12396,865,1077,1466,482,1452,746,143,779,472,2997,900,622,395
0500000US17077,23064,2162,23064,480,1338,1434,367,3021,998,230,1020,1563,8037,2284,1158,1134
0500000US17079,4494,220,4494,425,220,729,111,681,430,63,139,252,772,305,231,136
0500000US17081,16197,1178,16197,471,1071,2469,525,1813,1301,175,638,924,3996,1374,828,612
0500000US17083,10459,507,10459,510,747,933,264,1104,828,54,348,967,2926,830,672,276
0500000US17085,10731,343,10731,544,796,1787,242,1145,513,270,704,656,2242,1089,488,255
0500000US17087,4152,169,4152,128,243,318,83,350,177,88,203,182,1361,289,220,510
0500000US17089,266143,14473,266143,1069,17299,42168,10065,28655,16540,3753,20443,32910,50861,24502,10426,7452
0500000US17091,50415,2863,50415,813,2921,7197,1426,6042,3488,718,2512,3283,13411,4483,2248,1873
0500000US17093,68073,3030,68073,483,5282,6691,2642,9046,4577,1373,4039,6769,16303,5823,2452,2593
0500000US17095,20962,1145,20962,619,1288,2028,643,2772,1776,240,760,996,6253,1725,1116,746
0500000US17097,355739,20605,355739,1294,17615,55764,14519,41487,15649,5425,28762,51226,69310,30405,14335,9948
0500000US17099,53025,3278,53025,1752,3317,8368,1689,6982,4163,811,2321,3607,11377,4085,2560,1993
0500000US17101,5998,408,5998,318,494,849,204,492,508,45,371,288,1558,383,215,273
0500000US17103,15221,571,15221,362,784,2685,373,1297,1121,147,806,1085,3745,1201,584,1031
0500000US17105,16163,760,16163,1004,819,2660,544,1779,908,181,671,985,3762,1062,715,1073
0500000US17107,12287,735,12287,535,711,1312,526,1411,741,184,754,674,3147,754,579,959
0500000US17109,12959,1215,12959,484,557,1042,263,1939,656,181,373,690,4210,1459,618,487
0500000US17111,165199,8828,165199,1297,13211,25102,5788,20428,8010,2635,10937,18376,34031,12306,8000,5078
0500000US17113,85434,2852,85434,1140,3452,4951,1542,9017,3559,876,16310,7434,22913,7924,3535,2781
0500000US17115,45175,3971,45175,970,2127,8174,1096,4607,2803,613,2330,2953,10401,4347,2711,2043
0500000US17117,20097,1030,20097,700,1704,2353,567,2237,1343,300,1104,1608,4673,1591,781,1136
0500000US17119,129043,7173,129043,1232,7752,14991,3181,14372,10006,1989,7644,13745,30789,12239,5639,5464
0500000US17121,16321,1613,16321,329,725,3113,413,1793,1186,242,673,697,4362,1292,778,718
0500000US17123,5092,224,5092,235,311,942,226,546,356,42,194,277,1151,398,277,137
0500000US17125,6033,332,6033,466,491,606,263,746,426,55,369,343,1307,413,225,323
0500000US17127,5790,268,5790,245,378,616,115,915,590,46,136,286,1176,543,338,406
0500000US17129,6017,324,6017,369,387,219,154,626,399,72,419,384,1608,310,372,698
0500000US17131,7361,321,7361,351,799,1064,187,888,548,70,388,360,1606,452,338,310
0500000US17133,18632,463,18632,582,1113,2031,362,1822,971,280,1610,1912,4685,1741,763,760
0500000US17135,11321,545,11321,647,835,1167,287,1384,730,49,866,678,2698,587,566,827
0500000US17137,14577,975,14577,552,884,1339,495,1637,987,162,1019,518,4054,1294,697,939
0500000US17139,6788,266,6788,343,628,1717,180,596,383,154,306,327,1474,263,212,205
0500000US17141,24613,1724,24613,695,1716,4288,685,2825,2134,245,1221,1571,5771,1537,1131,794
0500000US17143,81340,6394,81340,892,3750,11885,1433,7989,3441,1208,4431,8365,24250,7867,3779,2050
0500000US17145,7932,390,7932,375,529,804,110,935,486,78,314,398,2334,521,587,461
0500000US17147,8327,397,8327,276,587,971,245,832,497,77,531,628,2623,373,277,410
0500000US17149,6607,417,6607,576,419,703,264,719,317,69,360,308,1634,365,364,509
0500000US17151,1199,98,1199,97,76,55,4,222,86,0,52,29,403,62,64,49
0500000US17153,1753,117,1753,92,120,146,65,143,141,20,29,48,688,149,24,88
0500000US17155,2657,112,2657,102,145,448,55,326,298,29,164,155,512,226,101,96
0500000US17157,12784,635,12784,659,738,2168,272,1480,917,94,490,695,2935,807,491,1038
0500000US17159,7535,374,7535,329,362,1336,185,1427,503,41,271,273,1656,677,293,182
0500000US17161,66746,4694,66746,758,4475,11100,1579,7801,4885,640,4010,5574,13865,6145,2730,3184
0500000US17163,121050,7340,121050,1141,6299,10222,2329,13967,9917,1805,7780,14038,27641,12594,5280,8037
0500000US17165,10001,802,10001,782,490,1126,127,1166,617,168,330,421,2897,700,460,717
0500000US17167,92952,5266,92952,1505,4402,4876,2097,8990,4233,1288,6766,8508,26261,7473,4648,11905
0500000US17169,2972,208,2972,203,120,393,350,300,138,36,119,123,652,185,87,266
0500000US17171,2352,101,2352,237,118,405,76,175,125,28,101,86,619,97,120,165
0500000US17173,10082,393,10082,493,619,1533,245,1339,638,110,481,581,2402,540,574,527
0500000US17175,2433,91,2433,154,277,398,83,307,94,41,129,155,518,93,126,58
0500000US17177,20351,1487,20351,882,1385,3826,443,2196,894,233,925,1205,5354,1169,1395,444
0500000US17179,61860,2750,61860,1062,4142,8488,1342,7176,3424,487,4381,5008,15341,5173,3353,2483
0500000US17181,6880,514,6880,174,486,541,63,877,439,31,248,364,2220,599,330,508
0500000US17183,30322,2157,30322,662,1672,4776,1071,3721,1955,238,1864,2013,7216,2178,1651,1305
0500000US17185,5169,257,5169,337,346,871,197,488,276,42,171,306,1283,398,174,280
0500000US17187,7709,706,7709,382,195,1034,239,807,657,95,272,367,2481,489,431,260
0500000US17189,6849,361,6849,531,435,1257,166,731,461,31,329,489,1481,341,288,309
0500000US17191,7012,286,7012,652,338,1108,123,874,530,70,213,392,1869,357,244,242
0500000US17193,6155,230,6155,675,363,949,127,637,352,72,255,455,1360,469,243,198
0500000US17195,26706,1139,26706,718,1474,5627,811,3150,1531,205,955,1753,5963,1965,1245,1309
0500000US17197,356227,19454,356227,1515,23648,39538,11661,40548,33069,6636,24285,38831,78188,29265,15153,13890
0500000US17199,29773,1471,29773,933,1463,2662,784,3415,1301,423,2147,1601,9341,2527,1396,1780
0500000US17201,131247,11185,131247,648,7595,29431,3625,14496,7953,1604,5261,11331,28837,10586,6410,3470
0500000US17203,18601,671,18601,454,1270,2951,482,1774,865,286,1157,1734,4988,1258,864,518
0500000US18001,15364,478,15364,503,1423,4439,408,1716,403,138,570,854,2969,701,881,359
0500000US18003,187293,9790,187293,863,10430,34808,5332,20992,9895,2774,12746,15040,45248,16059,8654,4452
0500000US18005,40531,1606,40531,230,1688,13650,708,4327,1299,391,1618,3397,7647,2934,1390,1252
0500000US18007,4089,172,4089,359,253,873,151,394,246,32,183,292,733,311,181,81
0500000US18009,4875,235,4875,67,207,1452,75,401,261,26,88,541,941,329,275,212
0500000US18011,36271,1184,36271,516,2020,5359,1315,3149,2210,702,2390,4676,8505,2666,1572,1191
0500000US18013,7348,381,7348,85,850,1311,107,914,354,88,438,478,1176,672,334,541
0500000US18015,9546,333,9546,321,983,2505,107,856,413,80,179,562,2077,608,560,295
0500000US18017,17783,827,17783,369,1070,5213,282,1762,916,333,598,743,3952,981,891,673
0500000US18019,60473,2489,60473,203,4015,10192,1100,6490,4447,1013,4445,4613,12226,6222,2635,2872
0500000US18021,11906,593,11906,269,786,3135,162,1066,835,94,452,507,2904,730,474,492
0500000US18023,15609,590,15609,469,1280,4309,377,1375,948,222,469,944,2971,1034,695,516
0500000US18025,4254,143,4254,172,364,883,129,539,303,77,73,248,699,353,174,240
0500000US18027,14830,389,14830,748,1860,3373,209,1820,777,224,280,801,2447,937,432,922
0500000US18029,25483,823,25483,105,2248,4407,714,3117,1288,518,1329,1863,5586,2186,1024,1098
0500000US18031,13314,550,13314,570,645,3872,233,1564,597,81,474,796,2577,1033,523,349
0500000US18033,21070,864,21070,419,1226,7782,318,1820,1106,134,808,1111,3772,1170,918,486
0500000US18035,52038,3531,52038,537,2646,6427,1186,6294,2141,712,2595,3999,15811,5228,2995,1467
0500000US18037,22502,496,22502,829,1479,7696,1168,2284,932,192,801,893,4048,1048,626,506
0500000US18039,98102,4533,98102,1252,4961,33805,2720,10227,3885,891,3300,5383,18336,7115,4578,1649
0500000US18041,10523,545,10523,97,477,2548,187,1091,932,128,394,592,2665,678,282,452
0500000US18043,39378,1698,39378,143,2747,6245,871,3803,2499,627,3196,3455,9015,3702,1682,1393
0500000US18045,7609,392,7609,273,525,2037,225,651,337,142,318,411,1459,465,493,273
0500000US18047,11346,262,11346,140,1003,2881,254,1091,458,184,718,696,2467,551,671,232
0500000US18049,9143,638,9143,244,490,2667,195,1060,293,76,592,468,1521,462,467,608
0500000US18051,15937,466,15937,832,889,4567,339,1843,1119,217,292,898,3129,979,453,380
0500000US18053,29660,2368,29660,301,1271,5212,375,3483,1796,303,1126,1630,9418,2571,1212,962
0500000US18055,13684,866,13684,684,1149,2021,227,1390,740,67,496,854,3232,798,722,1304
0500000US18057,181344,5636,181344,1065,8096,20164,6402,18497,5764,3043,19090,27841,43474,15269,7731,4908
0500000US18059,41303,1287,41303,387,4379,5383,1395,4016,2346,468,2826,4246,9930,2702,1348,1877
0500000US18061,17791,851,17791,173,1286,3087,427,2030,1274,177,875,1270,4213,1592,755,632
0500000US18063,92318,2485,92318,517,5143,11556,3073,10414,7201,1191,5776,9810,22919,6303,4565,3850
0500000US18065,20565,1039,20565,280,1515,4045,519,2277,722,272,1128,1338,5435,1398,863,773
0500000US18067,37572,2248,37572,373,1630,9522,473,4031,1262,311,1278,2708,8883,3913,1957,1231
0500000US18069,18413,496,18413,422,974,4692,462,1880,1084,234,927,1073,4027,1204,803,631
0500000US18071,21443,923,21443,589,1155,7204,559,2706,1330,253,573,945,3292,1671,606,560
0500000US18073,15133,685,15133,604,1671,2679,342,1992,1087,179,498,787,2966,953,814,561
0500000US18075,9450,414,9450,567,751,2867,165,779,467,105,192,485,1711,678,361,322
0500000US18077,14722,560,14722,170,882,3695,250,1846,818,100,708,571,3515,949,722,496
0500000US18079,13428,596,13428,201,1073,3502,158,1693,782,70,321,1027,2890,871,411,429
0500000US18081,81219,2930,81219,685,6055,10997,2378,8734,4991,985,5681,7782,19780,5870,3327,3954
0500000US18083,17419,625,17419,939,572,2845,262,2298,1004,90,622,1022,4670,1435,713,947
0500000US18085,40548,1509,40548,821,2303,16412,527,3430,1027,411,1244,2256,6915,2483,1777,942
0500000US18087,17510,612,17510,617,1413,7473,396,1689,773,79,357,670,1774,1142,903,224
0500000US18089,224419,17225,224419,733,15495,34650,4619,25012,17526,3208,10487,20542,53041,21442,10474,7190
0500000US18091,49174,2799,49174,547,3500,10464,1007,5628,2839,515,1761,4289,9943,4877,1830,1974
0500000US18093,21108,851,21108,321,1570,4930,81,2141,870,184,1144,1424,4397,1560,948,1538
0500000US18095,58121,3554,58121,589,4191,9039,969,6067,3241,823,3250,5188,13997,5186,2999,2582
0500000US18097,476559,28287,476559,1226,27784,52112,13056,56122,39686,6676,30571,59268,105190,43965,20742,20161
0500000US18099,21618,799,21618,360,1635,7189,404,1857,1054,205,691,1246,4263,1306,946,462
0500000US18101,4526,106,4526,247,334,1010,130,458,196,13,63,292,771,207,276,529
0500000US18103,15618,793,15618,335,997,4098,244,1993,1045,101,501,656,2864,1210,652,922
0500000US18105,69469,4733,69469,268,2970,7460,877,6253,2528,1507,3168,5250,24630,8310,2990,3258
0500000US18107,18564,794,18564,220,1261,4790,377,2073,969,327,522,1123,3821,1468,900,713
0500000US18109,34179,1543,34179,348,3877,4757,749,3294,3420,387,1661,3463,6359,1987,2169,1708
0500000US18111,6205,583,6205,360,452,1456,83,824,629,115,244,287,1024,317,220,194
0500000US18113,22831,840,22831,396,1189,9265,338,1724,1060,261,885,1108,3408,1319,1035,843
0500000US18115,2888,42,2888,52,325,499,52,154,301,9,126,141,708,320,37,164
0500000US18117,9095,299,9095,311,947,2143,173,734,435,89,226,299,1742,1385,237,374
0500000US18119,9796,601,9796,286,1315,2170,73,679,755,114,424,593,1907,660,483,337
0500000US18121,6128,419,6128,338,448,1479,172,728,307,158,104,349,993,461,240,351
0500000US18123,8337,314,8337,186,432,2911,150,627,444,68,357,380,1656,471,268,387
0500000US18125,5615,209,5615,411,316,1232,101,574,812,63,182,267,988,295,222,152
0500000US18127,82526,3794,82526,582,6548,13821,1434,7953,4921,1014,4162,7931,19393,7239,4760,2768
0500000US18129,12262,406,12262,308,987,2724,347,1026,950,175,500,1039,2502,676,641,387
0500000US18131,5860,328,5860,430,331,1479,169,697,181,26,321,158,1307,362,224,175
0500000US18133,16569,350,16569,327,1518,2736,605,2181,1320,49,455,937,4222,995,674,550
0500000US18135,11279,713,11279,666,876,2586,179,1035,547,122,332,521,2509,1037,320,549
0500000US18137,14566,654,14566,446,1359,3550,165,1396,1018,81,600,717,2998,1314,560,362
0500000US18139,7512,534,7512,227,523,1970,145,626,524,65,388,520,1467,514,341,202
0500000US18141,131309,6583,131309,540,6659,22471,4161,13949,5893,2037,6483,10347,38531,10446,6099,3693
0500000US18143,10571,514,10571,87,698,3007,203,1468,689,0,243,538,2106,727,398,407
0500000US18145,22485,768,22485,390,2118,5021,534,1945,957,225,835,1578,4528,2063,1507,784
0500000US18147,9732,336,9732,449,586,2483,147,857,1014,62,346,368,2028,509,483,400
0500000US18149,9530,581,9530,121,734,2356,103,1090,519,210,297,479,2048,748,526,299
0500000US18151,16593,1168,16593,280,1086,4973,392,1892,798,100,701,938,2946,1311,842,334
0500000US18153,8545,505,8545,604,745,1362,279,1014,453,73,263,298,1840,572,399,643
0500000US18155,4259,220,4259,80,451,1105,61,312,322,16,152,282,567,633,133,145
0500000US18157,92409,3743,92409,658,4169,16699,1118,9216,2989,776,3361,7296,31218,9287,3689,1933
0500000US18159,7627,264,7627,258,381,1777,104,705,290,89,165,549,1591,637,442,639
0500000US18161,3580,141,3580,142,140,602,58,343,352,22,182,220,1041,274,96,108
0500000US18163,87885,4296,87885,465,4771,14801,2375,10677,4658,1542,4320,7349,20758,9843,4216,2110
0500000US18165,6709,541,6709,220,375,1338,184,746,497,48,123,408,1411,406,502,451
0500000US18167,48535,3409,48535,440,2258,7247,1010,6269,1854,762,1739,2819,13869,5428,2257,2583
0500000US18169,14412,591,14412,427,680,4008,253,1458,613,111,398,539,3647,1136,853,289
0500000US18171,4156,111,4156,249,431,934,176,550,175,48,157,145,929,145,147,70
0500000US18173,31804,1192,31804,641,1932,5902,1224,3159,1665,638,1699,2539,8112,1881,1570,842
0500000US18175,12988,506,12988,482,1287,3139,161,1635,971,181,463,656,2375,590,630,418
0500000US18177,30292,1466,30292,278,1973,6207,607,3370,1485,360,1188,1742,7947,2694,1484,957
0500000US18179,14313,352,14313,406,977,3340,431,1994,628,225,584,894,3276,551,719,288
0500000US18181,11275,597,11275,531,802,2802,248,1133,811,142,379,838,2121,638,529,301
0500000US18183,16951,898,16951,403,1120,4662,537,1612,860,285,733,1044,3596,754,757,588
0500000US19001,3637,179,3637,473,412,534,94,374,232,16,229,207,610,193,141,122
0500000US19003,1700,69,1700,221,68,292,50,149,75,12,88,74,455,78,103,35
0500000US19005,6796,250,6796,810,695,768,119,1064,317,73,258,258,1602,353,220,259
0500000US19007,4829,320,4829,230,491,834,190,707,298,84,187,290,948,296,118,156
0500000US19009,2843,54,2843,425,272,305,81,250,125,53,132,94,765,99,143,99
0500000US19011,13105,350,13105,597,1339,2193,538,1257,770,152,905,812,3279,466,447,350
0500000US19013,66984,3644,66984,754,3720,12120,1622,9212,2671,738,3636,5281,16197,6885,2612,1536
0500000US19015,14122,296,14122,709,1273,1436,389,2135,868,176,849,1017,3634,575,548,513
0500000US19017,12963,459,12963,570,768,2250,276,1137,623,224,1021,841,3766,646,558,283
0500000US19019,10374,266,10374,813,786,2007,173,1236,516,40,397,628,2590,399,352,437
0500000US19021,10345,646,10345,656,494,3237,210,1295,350,46,438,398,2107,470,468,176
0500000US19023,6831,338,6831,478,542,1089,242,743,360,79,306,338,1769,348,358,179
0500000US19025,4197,104,4197,377,213,467,206,512,242,51,167,176,1199,139,263,185
0500000US19027,10832,254,10832,863,773,1678,562,1237,692,74,661,457,2541,535,420,339
0500000US19029,6456,114,6456,535,470,664,110,1031,311,169,289,310,1584,402,398,183
0500000US19031,9653,341,9653,599,878,1501,218,1051,552,75,336,657,2396,498,525,367
0500000US19033,22462,783,22462,755,1453,3316,879,3293,1278,347,1113,1294,5178,2118,755,683
0500000US19035,5981,173,5981,473,527,864,241,1089,215,147,173,211,1317,218,221,285
0500000US19037,6417,140,6417,542,456,1709,174,526,326,8,202,335,1521,204,228,186
0500000US19039,4441,153,4441,130,512,844,95,564,223,57,386,103,970,352,122,83
0500000US19041,8141,399,8141,464,675,942,275,1139,516,148,401,638,1912,527,274,230
0500000US19043,8750,212,8750,959,951,1454,258,988,399,156,300,394,1727,592,321,251
0500000US19045,21508,1075,21508,571,1889,4148,389,2762,1277,319,1013,1469,4764,1464,744,699
0500000US19047,7658,566,7658,580,553,1709,202,821,366,61,286,448,1657,381,437,157
0500000US19049,53329,1539,53329,890,2571,4425,1524,5073,2314,771,11208,5969,11464,3312,1966,1842
0500000US19051,4152,131,4152,603,333,636,151,545,259,53,165,214,743,169,137,144
0500000US19053,3536,155,3536,226,281,452,38,390,184,58,134,163,1067,245,208,90
0500000US19055,9528,198,9528,935,831,1644,337,935,671,51,497,472,2161,305,392,297
0500000US19057,18827,761,18827,344,962,4236,423,2753,1132,230,725,931,4201,1672,641,577
0500000US19059,9279,233,9279,304,769,1456,179,1051,516,107,569,816,1966,649,559,338
0500000US19061,51166,2165,51166,904,2910,8554,1768,6433,2140,886,3577,3737,12645,4124,2293,1195
0500000US19063,4769,107,4769,283,375,872,192,481,350,35,200,294,1150,260,178,99
0500000US19065,9476,253,9476,694,799,1513,314,895,621,90,469,418,2389,531,497,246
0500000US19067,7790,213,7790,573,516,1652,181,694,367,50,448,432,2006,323,397,151
0500000US19069,4614,165,4614,472,358,841,146,589,352,49,154,193,946,175,203,136
0500000US19071,3130,77,3130,321,189,401,109,306,206,44,183,134,752,117,179,189
0500000US19073,4288,208,4288,400,280,487,208,550,145,50,278,319,1122,113,224,112
0500000US19075,6217,173,6217,509,663,792,177,655,331,56,334,351,1619,249,325,156
0500000US19077,5303,199,5303,348,442,618,204,581,273,103,607,366,978,242,330,211
0500000US19079,7168,285,7168,453,609,1287,189,1001,377,158,299,451,1519,237,292,296
0500000US19081,5733,142,5733,495,219,1269,291,643,462,62,169,365,1136,277,259,86
0500000US19083,8462,251,8462,877,688,1068,339,1099,363,143,455,325,1938,432,387,348
0500000US19085,7330,199,7330,431,697,726,335,698,535,127,489,403,2041,384,284,180
0500000US19087,9520,459,9520,384,535,2066,161,1246,587,69,538,475,2276,509,277,397
0500000US19089,4765,87,4765,474,404,1010,103,471,200,6,199,196,1266,137,180,119
0500000US19091,4741,184,4741,414,366,904,183,648,295,112,220,254,846,189,182,128
0500000US19093,3566,56,3566,397,278,839,76,354,159,45,156,65,824,188,135,50
0500000US19095,8647,353,8647,489,634,1649,191,967,324,59,371,554,2310,464,414,221
0500000US19097,9512,425,9512,524,806,1673,352,1371,467,157,563,487,1995,440,452,225
0500000US19099,18043,869,18043,979,1227,3364,679,1702,958,390,1432,1051,3834,1024,835,568
0500000US19101,7368,391,7368,200,513,1256,121,627,169,128,820,743,1784,418,365,224
0500000US19103,83987,3298,83987,1153,3308,7095,1351,9243,2814,1182,4460,6437,34086,7918,2917,2023
0500000US19105,9969,414,9969,757,815,1517,213,1125,559,214,685,696,2123,484,560,221
0500000US19107,4612,216,4612,517,371,665,177,438,271,27,174,206,1073,287,234,172
0500000US19109,7069,284,7069,670,571,1336,233,847,357,70,415,330,1237,505,353,145
0500000US19111,15409,785,15409,465,957,3159,413,1807,888,96,530,808,3526,1037,957,766
0500000US19113,121069,4914,121069,1409,7380,20714,2841,13875,6903,2451,10279,12368,27197,8947,3905,2800
0500000US19115,5427,255,5427,388,475,1657,108,411,261,73,254,197,1016,300,123,164
0500000US19117,4045,164,4045,219,259,419,221,1001,276,28,277,160,787,153,97,148
0500000US19119,6026,181,6026,718,367,803,207,614,300,65,347,294,1485,282,306,238
0500000US19121,8959,253,8959,578,1311,665,278,1129,368,53,1104,646,1373,557,521,376
0500000US19123,11102,408,11102,673,813,3086,230,1200,535,156,346,449,2122,768,539,185
0500000US19125,16640,422,16640,448,991,4011,269,1648,735,148,874,701,4541,804,928,542
0500000US19127,19220,1117,19220,682,1458,4512,460,2219,816,213,833,1336,4246,1087,957,401
0500000US19129,7143,244,7143,159,698,547,237,819,526,121,443,471,1777,358,495,492
0500000US19131,5676,71,5676,638,495,1077,170,480,139,119,276,227,1230,409,319,97
0500000US19133,4159,109,4159,414,258,419,132,408,287,52,208,186,1072,383,220,120
0500000US19135,3667,121,3667,186,239,782,53,392,166,69,241,122,908,211,170,128
0500000US19137,4759,205,4759,392,379,649,152,751,201,137,142,153,1210,250,188,155
0500000US19139,21323,821,21323,667,1212,6662,417,1789,1466,169,641,1274,4607,1047,911,461
0500000US19141,7150,186,7150,631,454,1185,294,684,435,62,292,195,2072,348,360,138
0500000US19143,3106,137,3106,509,188,515,218,215,187,34,114,126,672,94,153,81
0500000US19145,6921,525,6921,429,277,1568,138,1287,254,53,154,246,1599,305,270,341
0500000US19147,4622,134,4622,506,348,635,208,561,207,35,183,181,1113,317,189,139
0500000US19149,13501,319,13501,1186,826,2660,301,1438,842,152,766,566,2995,617,719,433
0500000US19151,3385,199,3385,422,182,607,183,351,284,28,123,87,695,165,118,140
0500000US19153,259529,12016,259529,2841,15843,23635,7741,29587,12151,5039,38086,28445,55218,20253,11631,9059
0500000US19155,45998,1841,45998,982,3697,4349,1326,5910,3780,638,3492,3578,10413,4130,2055,1648
0500000US19157,9201,532,9201,437,606,1338,201,1073,418,112,457,524,2771,619,341,304
0500000US19159,2183,43,2183,338,185,237,75,209,83,28,57,116,588,102,81,84
0500000US19161,4927,163,4927,567,363,830,147,533,364,47,260,173,1083,196,179,185
0500000US19163,86591,3712,86591,995,6024,14220,2259,10707,4167,1192,4841,6953,20021,7687,3744,3781
0500000US19165,6155,222,6155,651,424,718,197,719,441,90,385,478,1438,230,233,151
0500000US19167,19160,428,19160,1704,1653,3176,619,1612,716,195,791,1199,5253,1171,769,302
0500000US19169,51331,2934,51331,1539,2021,4951,1156,4933,1873,942,2854,4361,18433,4778,1438,2052
0500000US19171,8250,396,8250,537,674,1376,376,1032,409,66,298,413,1740,672,299,358
0500000US19173,2936,99,2936,283,216,606,41,169,158,39,98,134,814,122,133,123
0500000US19175,5669,359,5669,281,268,1186,170,636,473,24,212,252,1194,441,352,180
0500000US19177,3065,179,3065,261,273,615,71,360,195,49,117,120,666,102,177,59
0500000US19179,16316,865,16316,429,971,3971,283,2099,956,145,767,844,3976,897,620,358
0500000US19181,27726,859,27726,536,2239,1916,793,3780,1422,457,4074,2136,6147,1708,1479,1039
0500000US19183,11807,313,11807,670,1326,1017,233,1583,598,237,614,617,2908,825,825,354
0500000US19185,2860,63,2860,332,300,443,79,406,176,3,69,95,553,111,152,141
0500000US19187,17548,554,17548,931,1344,2599,474,2236,1037,272,742,877,4138,1395,827,676
0500000US19189,5508,118,5508,248,277,1287,263,748,261,63,192,217,1284,347,278,43
0500000US19191,11151,243,11151,711,974,1614,316,1088,394,183,366,442,3577,845,383,258
0500000US19193,52918,2448,52918,1223,3941,9675,1480,6522,2127,470,2533,3269,11642,5243,2664,2129
0500000US19195,3930,147,3930,264,335,841,88,392,157,99,191,150,757,304,204,148
0500000US19197,5807,121,5807,767,251,1033,220,647,274,107,241,361,1234,269,211,192
0500000US20001,5865,376,5865,268,413,1215,88,608,346,65,383,161,1543,289,302,184
0500000US20003,3362,213,3362,280,327,313,122,384,200,60,213,67,937,86,242,131
0500000US20005,7962,370,7962,423,563,846,343,883,356,111,356,539,2035,752,365,390
0500000US20007,2015,48,2015,447,144,144,44,200,65,26,82,40,473,90,113,147
0500000US20009,12556,491,12556,1050,813,1308,260,1194,908,105,608,779,3032,915,725,859
0500000US20011,6365,235,6365,401,400,1455,171,615,345,52,441,238,1438,383,247,179
0500000US20013,4426,252,4426,403,264,596,64,550,315,102,169,175,1032,307,210,239
0500000US20015,30858,1094,30858,730,2003,4875,921,2718,1712,296,1819,2184,8500,2164,1314,1622
0500000US20017,1205,9,1205,143,51,263,33,111,39,2,25,31,311,86,44,66
0500000US20019,1289,115,1289,159,107,145,28,90,67,10,27,30,508,38,36,44
0500000US20021,8737,123,8737,190,685,1751,180,878,377,90,299,364,2325,753,499,346
0500000US20023,1225,32,1225,270,62,57,81,59,61,6,49,64,282,85,93,56
0500000US20025,925,10,925,162,56,57,33,157,28,3,49,60,220,21,31,48
0500000US20027,3672,78,3672,385,314,397,76,330,124,45,141,261,965,169,228,237
0500000US20029,4321,207,4321,354,299,456,156,538,233,66,118,297,1193,224,164,223
0500000US20031,4001,181,4001,278,269,276,87,481,712,52,134,136,1029,265,130,152
0500000US20033,899,35,899,207,73,36,21,108,28,9,72,9,285,19,19,13
0500000US20035,15158,931,15158,707,818,2901,245,1416,853,196,717,604,4181,1151,705,664
0500000US20037,19144,808,19144,500,1052,2503,293,1970,873,187,780,937,5712,2214,1339,784
0500000US20039,1353,61,1353,298,45,66,65,160,114,14,61,23,314,115,45,33
0500000US20041,9073,280,9073,528,600,1246,263,981,482,135,347,460,2559,555,462,455
0500000US20043,3757,71,3757,284,214,677,93,291,206,13,134,183,1087,209,190,176
0500000US20045,66684,3048,66684,525,2776,5767,1092,7632,2815,950,3804,7407,20392,7873,3040,2611
0500000US20047,1332,33,1332,322,83,155,44,86,103,33,48,26,291,16,79,46
0500000US20049,957,50,957,113,48,74,15,66,40,9,35,59,290,72,62,74
0500000US20051,16242,603,16242,1009,925,893,380,1723,647,509,831,873,5151,2098,491,712
0500000US20053,2728,108,2728,297,167,322,78,161,209,59,139,88,714,172,120,202
0500000US20055,19301,1056,19301,1318,1122,3875,589,2673,1262,205,509,725,4089,1598,683,653
0500000US20057,17219,666,17219,918,1362,4668,509,1438,1094,142,478,1010,3021,1426,633,520
0500000US20059,13206,387,13206,332,1130,1197,1010,1873,1407,184,531,932,2738,761,472,639
0500000US20061,13392,653,13392,135,818,944,394,1517,708,223,631,1141,3182,1115,758,1826
