dataset,exclusions
ethnicity_post2020_CT,55025991703
ethnicity_post2020_CT,55029990000
ethnicity_post2020_CT,55031990000
ethnicity_post2020_CT,55051990000
ethnicity_post2020_CT,55059990000
ethnicity_post2020_CT,55061990000
ethnicity_post2020_CT,55071990000
ethnicity_post2020_CT,55075990000
ethnicity_post2020_CT,55079980000
ethnicity_post2020_CT,55079990000
ethnicity_post2020_CT,55083990000
ethnicity_post2020_CT,55089990000
ethnicity_post2020_CT,55101990000
ethnicity_post2020_CT,55117990000
ethnicity_post2020_CT,56021980801
urbanicity_post2020_CT,1003990000
urbanicity_post2020_CT,1015981903
urbanicity_post2020_CT,1097990000
urbanicity_post2020_CT,2020980000
urbanicity_post2020_CT,4005980100
urbanicity_post2020_CT,4005980200
urbanicity_post2020_CT,4012980000
urbanicity_post2020_CT,4013216858
urbanicity_post2020_CT,4013319709
urbanicity_post2020_CT,4013422224
urbanicity_post2020_CT,4013422225
urbanicity_post2020_CT,4013422226
urbanicity_post2020_CT,4013522801
urbanicity_post2020_CT,4013619601
urbanicity_post2020_CT,4013980500
urbanicity_post2020_CT,4013980700
urbanicity_post2020_CT,4019980100
urbanicity_post2020_CT,4027980003
urbanicity_post2020_CT,4027980005
urbanicity_post2020_CT,6001990000
urbanicity_post2020_CT,6013990000
urbanicity_post2020_CT,6015990000
urbanicity_post2020_CT,6017990000
urbanicity_post2020_CT,6023990100
urbanicity_post2020_CT,6029004603
urbanicity_post2020_CT,6031980100
urbanicity_post2020_CT,6031981800
urbanicity_post2020_CT,6037901003
urbanicity_post2020_CT,6037920200
urbanicity_post2020_CT,6037980003
urbanicity_post2020_CT,6037980004
urbanicity_post2020_CT,6037980006
urbanicity_post2020_CT,6037980012
urbanicity_post2020_CT,6037980018
urbanicity_post2020_CT,6037980022
urbanicity_post2020_CT,6037980030
urbanicity_post2020_CT,6037980037
urbanicity_post2020_CT,6037980039
urbanicity_post2020_CT,6037990100
urbanicity_post2020_CT,6037990200
urbanicity_post2020_CT,6037990300
urbanicity_post2020_CT,6041990100
urbanicity_post2020_CT,6045990100
urbanicity_post2020_CT,6053990000
urbanicity_post2020_CT,6059990100
urbanicity_post2020_CT,6061990000
urbanicity_post2020_CT,6071012202
urbanicity_post2020_CT,6071012300
urbanicity_post2020_CT,6073990100
urbanicity_post2020_CT,6075980401
urbanicity_post2020_CT,6075990100
urbanicity_post2020_CT,6075990200
urbanicity_post2020_CT,6079011400
urbanicity_post2020_CT,6079990000
urbanicity_post2020_CT,6081984300
urbanicity_post2020_CT,6081990100
urbanicity_post2020_CT,6083990000
urbanicity_post2020_CT,6087990100
urbanicity_post2020_CT,6097990100
urbanicity_post2020_CT,6109985202
urbanicity_post2020_CT,6111980000
urbanicity_post2020_CT,6111990100
urbanicity_post2020_CT,8001988700
urbanicity_post2020_CT,8014980100
urbanicity_post2020_CT,8014980200
urbanicity_post2020_CT,8014980300
urbanicity_post2020_CT,8031980001
urbanicity_post2020_CT,8043980100
urbanicity_post2020_CT,8043980200
urbanicity_post2020_CT,8043980300
urbanicity_post2020_CT,8059980000
urbanicity_post2020_CT,8059980700
urbanicity_post2020_CT,8101980100
urbanicity_post2020_CT,10001990000
urbanicity_post2020_CT,10003980100
urbanicity_post2020_CT,10003990100
urbanicity_post2020_CT,10005990000
urbanicity_post2020_CT,12005990000
urbanicity_post2020_CT,12009980100
urbanicity_post2020_CT,12009990000
urbanicity_post2020_CT,12011990000
urbanicity_post2020_CT,12015990000
urbanicity_post2020_CT,12017990000
urbanicity_post2020_CT,12021990000
urbanicity_post2020_CT,12029990000
urbanicity_post2020_CT,12031990000
urbanicity_post2020_CT,12033990000
urbanicity_post2020_CT,12035990000
urbanicity_post2020_CT,12037990000
urbanicity_post2020_CT,12037990100
urbanicity_post2020_CT,12043990000
urbanicity_post2020_CT,12045990000
urbanicity_post2020_CT,12051990000
urbanicity_post2020_CT,12053990000
urbanicity_post2020_CT,12055980100
urbanicity_post2020_CT,12055980200
urbanicity_post2020_CT,12057980100
urbanicity_post2020_CT,12057980200
urbanicity_post2020_CT,12057980300
urbanicity_post2020_CT,12057990000
urbanicity_post2020_CT,12057990100
urbanicity_post2020_CT,12061980000
urbanicity_post2020_CT,12061990000
urbanicity_post2020_CT,12065990000
urbanicity_post2020_CT,12071980000
urbanicity_post2020_CT,12071990000
urbanicity_post2020_CT,12075990000
urbanicity_post2020_CT,12081990000
urbanicity_post2020_CT,12083980000
urbanicity_post2020_CT,12083980100
urbanicity_post2020_CT,12085990000
urbanicity_post2020_CT,12085990100
urbanicity_post2020_CT,12086980100
urbanicity_post2020_CT,12086980200
urbanicity_post2020_CT,12086980600
urbanicity_post2020_CT,12086980900
urbanicity_post2020_CT,12086981200
urbanicity_post2020_CT,12086990000
urbanicity_post2020_CT,12087990000
urbanicity_post2020_CT,12089990000
urbanicity_post2020_CT,12091990100
urbanicity_post2020_CT,12091990200
urbanicity_post2020_CT,12093990000
urbanicity_post2020_CT,12095990000
urbanicity_post2020_CT,12099007852
urbanicity_post2020_CT,12099008102
urbanicity_post2020_CT,12099980000
urbanicity_post2020_CT,12099980400
urbanicity_post2020_CT,12099980500
urbanicity_post2020_CT,12099990000
urbanicity_post2020_CT,12099990100
urbanicity_post2020_CT,12101990000
urbanicity_post2020_CT,12103990000
urbanicity_post2020_CT,12103990100
urbanicity_post2020_CT,12107980000
urbanicity_post2020_CT,12109990100
urbanicity_post2020_CT,12109990200
urbanicity_post2020_CT,12111990000
urbanicity_post2020_CT,12113990000
urbanicity_post2020_CT,12115990000
urbanicity_post2020_CT,12123990000
urbanicity_post2020_CT,12127990000
urbanicity_post2020_CT,12129990000
urbanicity_post2020_CT,12131990000
urbanicity_post2020_CT,13029980000
urbanicity_post2020_CT,13039990000
urbanicity_post2020_CT,13051980000
urbanicity_post2020_CT,13051990000
urbanicity_post2020_CT,13063980000
urbanicity_post2020_CT,13089980000
urbanicity_post2020_CT,13121980000
urbanicity_post2020_CT,13127990000
urbanicity_post2020_CT,13179990000
urbanicity_post2020_CT,13183980000
urbanicity_post2020_CT,13191980000
urbanicity_post2020_CT,13191990000
urbanicity_post2020_CT,15001990000
urbanicity_post2020_CT,15001990100
urbanicity_post2020_CT,15001990300
urbanicity_post2020_CT,15001990400
urbanicity_post2020_CT,15001990500
urbanicity_post2020_CT,15001990600
urbanicity_post2020_CT,15001990700
urbanicity_post2020_CT,15001990800
urbanicity_post2020_CT,15001990900
urbanicity_post2020_CT,15001991000
urbanicity_post2020_CT,15001991100
urbanicity_post2020_CT,15001991200
urbanicity_post2020_CT,15001991300
urbanicity_post2020_CT,15001991400
urbanicity_post2020_CT,15001991500
urbanicity_post2020_CT,15001991600
urbanicity_post2020_CT,15001991700
urbanicity_post2020_CT,15003980000
urbanicity_post2020_CT,15003980700
urbanicity_post2020_CT,15003981200
urbanicity_post2020_CT,15003982100
urbanicity_post2020_CT,15003990001
urbanicity_post2020_CT,15005990000
urbanicity_post2020_CT,15007990100
urbanicity_post2020_CT,15007990200
urbanicity_post2020_CT,15007990300
urbanicity_post2020_CT,15009980000
urbanicity_post2020_CT,15009990000
urbanicity_post2020_CT,15009990200
urbanicity_post2020_CT,15009991200
urbanicity_post2020_CT,17031381700
urbanicity_post2020_CT,17031980000
urbanicity_post2020_CT,17031990000
urbanicity_post2020_CT,17097990000
urbanicity_post2020_CT,17197980000
urbanicity_post2020_CT,18089990000
urbanicity_post2020_CT,18091990000
urbanicity_post2020_CT,18127980002
urbanicity_post2020_CT,18127990000
urbanicity_post2020_CT,18163980200
urbanicity_post2020_CT,18163980300
urbanicity_post2020_CT,18163980600
urbanicity_post2020_CT,19099980000
urbanicity_post2020_CT,19153011600
urbanicity_post2020_CT,19193940200
urbanicity_post2020_CT,20091980100
urbanicity_post2020_CT,20209044602
urbanicity_post2020_CT,20209044603
urbanicity_post2020_CT,20209980000
urbanicity_post2020_CT,21047980100
urbanicity_post2020_CT,21143980100
urbanicity_post2020_CT,21221980100
urbanicity_post2020_CT,22017980000
urbanicity_post2020_CT,22019980000
urbanicity_post2020_CT,22019980100
urbanicity_post2020_CT,22023990000
urbanicity_post2020_CT,22033980000
urbanicity_post2020_CT,22045990000
urbanicity_post2020_CT,22051980000
urbanicity_post2020_CT,22051990000
urbanicity_post2020_CT,22051990100
urbanicity_post2020_CT,22057990000
urbanicity_post2020_CT,22071990000
urbanicity_post2020_CT,22073980000
urbanicity_post2020_CT,22075990000
urbanicity_post2020_CT,22079980000
urbanicity_post2020_CT,22087990000
urbanicity_post2020_CT,22101990000
urbanicity_post2020_CT,22103990000
urbanicity_post2020_CT,22109990000
urbanicity_post2020_CT,22113990000
urbanicity_post2020_CT,23005990000
urbanicity_post2020_CT,23009990000
urbanicity_post2020_CT,23013990000
urbanicity_post2020_CT,23015990000
urbanicity_post2020_CT,23023990000
urbanicity_post2020_CT,23029990000
urbanicity_post2020_CT,23031990100
urbanicity_post2020_CT,24003740400
urbanicity_post2020_CT,24003980000
urbanicity_post2020_CT,24003990000
urbanicity_post2020_CT,24005980100
urbanicity_post2020_CT,24009990100
urbanicity_post2020_CT,24017990000
urbanicity_post2020_CT,24019990000
urbanicity_post2020_CT,24029990000
urbanicity_post2020_CT,24035990000
urbanicity_post2020_CT,24035990100
urbanicity_post2020_CT,24035990200
urbanicity_post2020_CT,24037990000
urbanicity_post2020_CT,24039990100
urbanicity_post2020_CT,24041990000
urbanicity_post2020_CT,24047980000
urbanicity_post2020_CT,24047990000
urbanicity_post2020_CT,25001990000
urbanicity_post2020_CT,25005990000
urbanicity_post2020_CT,25007990000
urbanicity_post2020_CT,25009990100
urbanicity_post2020_CT,25015820802
urbanicity_post2020_CT,25017359301
urbanicity_post2020_CT,25017359302
urbanicity_post2020_CT,25017980000
urbanicity_post2020_CT,25019990000
urbanicity_post2020_CT,25023990003
urbanicity_post2020_CT,25025061202
urbanicity_post2020_CT,25025980101
urbanicity_post2020_CT,25025981201
urbanicity_post2020_CT,25025981900
urbanicity_post2020_CT,25025990101
urbanicity_post2020_CT,26001990000
urbanicity_post2020_CT,26003990000
urbanicity_post2020_CT,26005990000
urbanicity_post2020_CT,26007990000
urbanicity_post2020_CT,26009990000
urbanicity_post2020_CT,26011990000
urbanicity_post2020_CT,26011990100
urbanicity_post2020_CT,26013990100
urbanicity_post2020_CT,26017990000
urbanicity_post2020_CT,26019990000
urbanicity_post2020_CT,26021990000
urbanicity_post2020_CT,26029990000
urbanicity_post2020_CT,26031990000
urbanicity_post2020_CT,26033980100
urbanicity_post2020_CT,26033980200
urbanicity_post2020_CT,26033980300
urbanicity_post2020_CT,26033990000
urbanicity_post2020_CT,26033990100
urbanicity_post2020_CT,26041990000
urbanicity_post2020_CT,26041990100
urbanicity_post2020_CT,26047990000
urbanicity_post2020_CT,26049980100
urbanicity_post2020_CT,26053990000
urbanicity_post2020_CT,26055990000
urbanicity_post2020_CT,26057000400
urbanicity_post2020_CT,26061990000
urbanicity_post2020_CT,26061990100
urbanicity_post2020_CT,26063990000
urbanicity_post2020_CT,26069990000
urbanicity_post2020_CT,26075005800
urbanicity_post2020_CT,26083980100
urbanicity_post2020_CT,26083990100
urbanicity_post2020_CT,26087336500
urbanicity_post2020_CT,26089990000
urbanicity_post2020_CT,26095980000
urbanicity_post2020_CT,26095990000
urbanicity_post2020_CT,26097990000
urbanicity_post2020_CT,26099980000
urbanicity_post2020_CT,26099980100
urbanicity_post2020_CT,26099990100
urbanicity_post2020_CT,26101990000
urbanicity_post2020_CT,26103990000
urbanicity_post2020_CT,26105990000
urbanicity_post2020_CT,26109990000
urbanicity_post2020_CT,26115990000
urbanicity_post2020_CT,26121990000
urbanicity_post2020_CT,26125981000
urbanicity_post2020_CT,26125981100
urbanicity_post2020_CT,26125981200
urbanicity_post2020_CT,26125981600
urbanicity_post2020_CT,26127990000
urbanicity_post2020_CT,26131990100
urbanicity_post2020_CT,26139990000
urbanicity_post2020_CT,26141990000
urbanicity_post2020_CT,26147990000
urbanicity_post2020_CT,26151990000
urbanicity_post2020_CT,26153990000
urbanicity_post2020_CT,26157990000
urbanicity_post2020_CT,26159990000
urbanicity_post2020_CT,26161980200
urbanicity_post2020_CT,26161980400
urbanicity_post2020_CT,26163981700
urbanicity_post2020_CT,26163981800
urbanicity_post2020_CT,26163981901
urbanicity_post2020_CT,26163981902
urbanicity_post2020_CT,26163982302
urbanicity_post2020_CT,26163982500
urbanicity_post2020_CT,26163982900
urbanicity_post2020_CT,26163983100
urbanicity_post2020_CT,26163983200
urbanicity_post2020_CT,26163983301
urbanicity_post2020_CT,26163983302
urbanicity_post2020_CT,26163983700
urbanicity_post2020_CT,26163983800
urbanicity_post2020_CT,26163983901
urbanicity_post2020_CT,26163983902
urbanicity_post2020_CT,26163983903
urbanicity_post2020_CT,26163984200
urbanicity_post2020_CT,26163985500
urbanicity_post2020_CT,26163985600
urbanicity_post2020_CT,26163985700
urbanicity_post2020_CT,26163985800
urbanicity_post2020_CT,26163985900
urbanicity_post2020_CT,26163986200
urbanicity_post2020_CT,26163986501
urbanicity_post2020_CT,26163986502
urbanicity_post2020_CT,26163986600
urbanicity_post2020_CT,26163990100
urbanicity_post2020_CT,26163990200
urbanicity_post2020_CT,27031990000
urbanicity_post2020_CT,27075990100
urbanicity_post2020_CT,27123980000
urbanicity_post2020_CT,27137990100
urbanicity_post2020_CT,28045990000
urbanicity_post2020_CT,28047980000
urbanicity_post2020_CT,28047990000
urbanicity_post2020_CT,28059990000
urbanicity_post2020_CT,28081980000
urbanicity_post2020_CT,30101980000
urbanicity_post2020_CT,31109003500
urbanicity_post2020_CT,32005990000
urbanicity_post2020_CT,32023980500
urbanicity_post2020_CT,32031980100
urbanicity_post2020_CT,32031980200
urbanicity_post2020_CT,32031990000
urbanicity_post2020_CT,32031990100
urbanicity_post2020_CT,32510990000
urbanicity_post2020_CT,33011980101
urbanicity_post2020_CT,33015990000
urbanicity_post2020_CT,34001990000
urbanicity_post2020_CT,34009990100
urbanicity_post2020_CT,34011010103
urbanicity_post2020_CT,34011020502
urbanicity_post2020_CT,34011990000
urbanicity_post2020_CT,34025990000
urbanicity_post2020_CT,34029990000
urbanicity_post2020_CT,34033990000
urbanicity_post2020_CT,35001980500
urbanicity_post2020_CT,35043940300
urbanicity_post2020_CT,35043980000
urbanicity_post2020_CT,35057980000
urbanicity_post2020_CT,35061980200
urbanicity_post2020_CT,35061980400
urbanicity_post2020_CT,36005001904
urbanicity_post2020_CT,36005006302
urbanicity_post2020_CT,36005011000
urbanicity_post2020_CT,36005011702
urbanicity_post2020_CT,36005043502
urbanicity_post2020_CT,36005051602
urbanicity_post2020_CT,36011990200
urbanicity_post2020_CT,36013990000
urbanicity_post2020_CT,36027640001
urbanicity_post2020_CT,36029980400
urbanicity_post2020_CT,36029990000
urbanicity_post2020_CT,36045990001
urbanicity_post2020_CT,36047001804
urbanicity_post2020_CT,36047003102
urbanicity_post2020_CT,36047005303
urbanicity_post2020_CT,36047008600
urbanicity_post2020_CT,36047011902
urbanicity_post2020_CT,36047031402
urbanicity_post2020_CT,36047035702
urbanicity_post2020_CT,36047057902
urbanicity_post2020_CT,36047058902
urbanicity_post2020_CT,36047070203
urbanicity_post2020_CT,36047103402
urbanicity_post2020_CT,36047107002
urbanicity_post2020_CT,36047107003
urbanicity_post2020_CT,36047990100
urbanicity_post2020_CT,36055980000
urbanicity_post2020_CT,36055990000
urbanicity_post2020_CT,36059980100
urbanicity_post2020_CT,36059990100
urbanicity_post2020_CT,36059990200
urbanicity_post2020_CT,36059990301
urbanicity_post2020_CT,36059990302
urbanicity_post2020_CT,36059990400
urbanicity_post2020_CT,36061000100
urbanicity_post2020_CT,36061008602
urbanicity_post2020_CT,36061031100
urbanicity_post2020_CT,36063940100
urbanicity_post2020_CT,36063990000
urbanicity_post2020_CT,36073990000
urbanicity_post2020_CT,36075990000
urbanicity_post2020_CT,36081005000
urbanicity_post2020_CT,36081009900
urbanicity_post2020_CT,36081019903
urbanicity_post2020_CT,36081021603
urbanicity_post2020_CT,36081022900
urbanicity_post2020_CT,36081024600
urbanicity_post2020_CT,36081033100
urbanicity_post2020_CT,36081038301
urbanicity_post2020_CT,36081053502
urbanicity_post2020_CT,36081061302
urbanicity_post2020_CT,36081062400
urbanicity_post2020_CT,36081066404
urbanicity_post2020_CT,36081089202
urbanicity_post2020_CT,36081091604
urbanicity_post2020_CT,36081099900
urbanicity_post2020_CT,36081107202
urbanicity_post2020_CT,36081128300
urbanicity_post2020_CT,36081990100
urbanicity_post2020_CT,36085990100
urbanicity_post2020_CT,36099950801
urbanicity_post2020_CT,36103990100
urbanicity_post2020_CT,36117990100
urbanicity_post2020_CT,36119005600
urbanicity_post2020_CT,36121970201
urbanicity_post2020_CT,37007980000
urbanicity_post2020_CT,37019990100
urbanicity_post2020_CT,37031980100
urbanicity_post2020_CT,37031990100
urbanicity_post2020_CT,37031990200
urbanicity_post2020_CT,37053990100
urbanicity_post2020_CT,37055990100
urbanicity_post2020_CT,37055990200
urbanicity_post2020_CT,37077970704
urbanicity_post2020_CT,37081980100
urbanicity_post2020_CT,37089980100
urbanicity_post2020_CT,37091980000
urbanicity_post2020_CT,37095990100
urbanicity_post2020_CT,37095990200
urbanicity_post2020_CT,37119980100
urbanicity_post2020_CT,37129990100
urbanicity_post2020_CT,37133990100
urbanicity_post2020_CT,37137990100
urbanicity_post2020_CT,37141990100
urbanicity_post2020_CT,37183980200
urbanicity_post2020_CT,39007990000
urbanicity_post2020_CT,39035980200
urbanicity_post2020_CT,39035980900
urbanicity_post2020_CT,39035981100
urbanicity_post2020_CT,39035990000
urbanicity_post2020_CT,39043990100
urbanicity_post2020_CT,39085990000
urbanicity_post2020_CT,39093990200
urbanicity_post2020_CT,39095990000
urbanicity_post2020_CT,39113980000
urbanicity_post2020_CT,39129021300
urbanicity_post2020_CT,40109980002
urbanicity_post2020_CT,40109980003
urbanicity_post2020_CT,40109980004
urbanicity_post2020_CT,40109980006
urbanicity_post2020_CT,40109980008
urbanicity_post2020_CT,41007990000
urbanicity_post2020_CT,41011990101
urbanicity_post2020_CT,41015990101
urbanicity_post2020_CT,41019990000
urbanicity_post2020_CT,41039990000
urbanicity_post2020_CT,41041990100
urbanicity_post2020_CT,41045940000
urbanicity_post2020_CT,41051980000
urbanicity_post2020_CT,41057990100
urbanicity_post2020_CT,42003010301
urbanicity_post2020_CT,42003980000
urbanicity_post2020_CT,42003980300
urbanicity_post2020_CT,42003980900
urbanicity_post2020_CT,42003981100
urbanicity_post2020_CT,42003981200
urbanicity_post2020_CT,42017980000
urbanicity_post2020_CT,42045980000
urbanicity_post2020_CT,42045980200
urbanicity_post2020_CT,42049990000
urbanicity_post2020_CT,42091980000
urbanicity_post2020_CT,42101980003
urbanicity_post2020_CT,42101980400
urbanicity_post2020_CT,42101980701
urbanicity_post2020_CT,42101980902
urbanicity_post2020_CT,42101980905
urbanicity_post2020_CT,42101980906
urbanicity_post2020_CT,42101989200
urbanicity_post2020_CT,44003980000
urbanicity_post2020_CT,44005990000
urbanicity_post2020_CT,44009990100
urbanicity_post2020_CT,44009990200
urbanicity_post2020_CT,45003980100
urbanicity_post2020_CT,45013990100
urbanicity_post2020_CT,45015980100
urbanicity_post2020_CT,45019990100
urbanicity_post2020_CT,45027980000
urbanicity_post2020_CT,45029990100
urbanicity_post2020_CT,45041980100
urbanicity_post2020_CT,45043990100
urbanicity_post2020_CT,45051990100
urbanicity_post2020_CT,45053990100
urbanicity_post2020_CT,45061920301
urbanicity_post2020_CT,45089970802
urbanicity_post2020_CT,47001980100
urbanicity_post2020_CT,47009980100
urbanicity_post2020_CT,47017980100
urbanicity_post2020_CT,47065980100
urbanicity_post2020_CT,47065980200
urbanicity_post2020_CT,47145980100
urbanicity_post2020_CT,47157980300
urbanicity_post2020_CT,47157980401
urbanicity_post2020_CT,47161980200
urbanicity_post2020_CT,48007990000
urbanicity_post2020_CT,48027980001
urbanicity_post2020_CT,48027980002
urbanicity_post2020_CT,48029980002
urbanicity_post2020_CT,48039990000
urbanicity_post2020_CT,48057990000
urbanicity_post2020_CT,48061980001
urbanicity_post2020_CT,48061990000
urbanicity_post2020_CT,48071710600
urbanicity_post2020_CT,48071990000
urbanicity_post2020_CT,48167990000
urbanicity_post2020_CT,48167990100
urbanicity_post2020_CT,48201324102
urbanicity_post2020_CT,48201340201
urbanicity_post2020_CT,48215980000
urbanicity_post2020_CT,48245980200
urbanicity_post2020_CT,48245990000
urbanicity_post2020_CT,48261990000
urbanicity_post2020_CT,48273990000
urbanicity_post2020_CT,48303980000
urbanicity_post2020_CT,48321990000
urbanicity_post2020_CT,48329980000
urbanicity_post2020_CT,48355980000
urbanicity_post2020_CT,48355990000
urbanicity_post2020_CT,48423980000
urbanicity_post2020_CT,48441980000
urbanicity_post2020_CT,48465980000
urbanicity_post2020_CT,48469980000
urbanicity_post2020_CT,48485980000
urbanicity_post2020_CT,48489990000
urbanicity_post2020_CT,49045980000
urbanicity_post2020_CT,49049980100
urbanicity_post2020_CT,49049980600
urbanicity_post2020_CT,50007980000
urbanicity_post2020_CT,51001980200
urbanicity_post2020_CT,51001990100
urbanicity_post2020_CT,51001990200
urbanicity_post2020_CT,51013980200
urbanicity_post2020_CT,51053980100
urbanicity_post2020_CT,51059980200
urbanicity_post2020_CT,51059980300
urbanicity_post2020_CT,51081880102
urbanicity_post2020_CT,51087980100
urbanicity_post2020_CT,51103990100
urbanicity_post2020_CT,51115990100
urbanicity_post2020_CT,51119990100
urbanicity_post2020_CT,51131990100
urbanicity_post2020_CT,51133990100
urbanicity_post2020_CT,51155980100
urbanicity_post2020_CT,51183870202
urbanicity_post2020_CT,51199990100
urbanicity_post2020_CT,51510980000
urbanicity_post2020_CT,51650990100
urbanicity_post2020_CT,51670980100
urbanicity_post2020_CT,51710980100
urbanicity_post2020_CT,51710980300
urbanicity_post2020_CT,51710990000
urbanicity_post2020_CT,51735990100
urbanicity_post2020_CT,51740980100
urbanicity_post2020_CT,51810990100
urbanicity_post2020_CT,53009990100
urbanicity_post2020_CT,53021980100
urbanicity_post2020_CT,53027990000
urbanicity_post2020_CT,53029992201
urbanicity_post2020_CT,53031990000
urbanicity_post2020_CT,53033990100
urbanicity_post2020_CT,53035990100
urbanicity_post2020_CT,53049990100
urbanicity_post2020_CT,53055990100
urbanicity_post2020_CT,53057990100
urbanicity_post2020_CT,53061990002
urbanicity_post2020_CT,53061990100
urbanicity_post2020_CT,53067990100
urbanicity_post2020_CT,54021980000
urbanicity_post2020_CT,55003990000
urbanicity_post2020_CT,55007990000
urbanicity_post2020_CT,55009980000
urbanicity_post2020_CT,55025991702
urbanicity_post2020_CT,55025991703
urbanicity_post2020_CT,55029990000
urbanicity_post2020_CT,55031990000
urbanicity_post2020_CT,55051990000
urbanicity_post2020_CT,55059990000
urbanicity_post2020_CT,55061990000
urbanicity_post2020_CT,55071990000
urbanicity_post2020_CT,55075990000
urbanicity_post2020_CT,55079990000
urbanicity_post2020_CT,55083990000
urbanicity_post2020_CT,55089990000
urbanicity_post2020_CT,55101990000
urbanicity_post2020_CT,55117990000
