GEO_ID,NAME,DP05_0070E,DP05_0070M,DP05_0070MA,DP05_0070EA,DP05_0071E,DP05_0071M,DP05_0071MA,DP05_0071EA,DP05_0072E,DP05_0072M,DP05_0072MA,DP05_0072EA,DP05_0073E,DP05_0073M,DP05_0073MA,DP05_0073EA,DP05_0074E,DP05_0074M,DP05_0074MA,DP05_0074EA,DP05_0075E,DP05_0075M,DP05_0075MA,DP05_0075EA,DP05_0076E,DP05_0076M,DP05_0076MA,DP05_0076EA,DP05_0077E,DP05_0077M,DP05_0077MA,DP05_0077EA,DP05_0078E,DP05_0078EA,DP05_0078M,DP05_0078MA,DP05_0079E,DP05_0079M,DP05_0079MA,DP05_0079EA,DP05_0080E,DP05_0080M,DP05_0080MA,DP05_0080EA,DP05_0081E,DP05_0081M,DP05_0081MA,DP05_0081EA,DP05_0082E,DP05_0082M,DP05_0082MA,DP05_0082EA,DP05_0083E,DP05_0083M,DP05_0083MA,DP05_0083EA,DP05_0084E,DP05_0084M,DP05_0084MA,DP05_0084EA,DP05_0085E,DP05_0085M,DP05_0085MA,DP05_0085EA
0500000US29037,"Cass County, Missouri",106966,*****,*****,,5079,*****,*****,,3089,427,,,537,264,,,113,129,,,1340,421,,,101887,*****,*****,,92561,304,,,4385,,447,,435,148,,,587,161,,,144,31,,,387,211,,,3388,541,,,410,232,,,2978,465,,
0500000US29039,"Cedar County, Missouri",14184,*****,*****,,332,*****,*****,,241,108,,,38,72,,,0,19,,,53,79,,,13852,*****,*****,,13286,143,,,30,,41,,36,61,,,22,36,,,0,19,,,84,141,,,394,77,,,9,13,,,385,77,,
0500000US29041,"Chariton County, Missouri",7432,*****,*****,,69,*****,*****,,29,22,,,0,17,,,0,17,,,40,22,,,7363,*****,*****,,7005,42,,,175,,29,,0,17,,,0,17,,,0,17,,,39,34,,,144,53,,,38,42,,,106,31,,
0500000US29043,"Christian County, Missouri",87824,*****,*****,,2878,*****,*****,,2251,326,,,172,204,,,12,17,,,443,251,,,84946,*****,*****,,81031,321,,,603,,193,,195,94,,,580,134,,,0,28,,,142,146,,,2395,402,,,321,281,,,2074,276,,
0500000US29045,"Clark County, Missouri",6649,*****,*****,,56,53,,,53,54,,,3,5,,,0,17,,,0,17,,,6593,53,,,6379,62,,,4,,7,,35,32,,,76,62,,,0,17,,,0,17,,,99,74,,,54,62,,,45,46,,
0500000US29047,"Clay County, Missouri",250134,*****,*****,,17878,*****,*****,,11889,929,,,1409,497,,,856,390,,,3724,759,,,232256,*****,*****,,198988,455,,,15038,,1052,,682,225,,,5280,446,,,683,218,,,403,229,,,11182,1226,,,1413,522,,,9769,1124,,
0500000US29049,"Clinton County, Missouri",21095,*****,*****,,509,*****,*****,,383,109,,,16,32,,,12,28,,,98,93,,,20586,*****,*****,,19575,74,,,243,,36,,36,31,,,124,41,,,14,19,,,46,44,,,548,98,,,82,59,,,466,67,,
0500000US29051,"Cole County, Missouri",77412,*****,*****,,2288,*****,*****,,1716,181,,,196,95,,,0,28,,,376,146,,,75124,*****,*****,,62428,324,,,9067,,337,,191,70,,,1150,103,,,6,13,,,333,311,,,1949,443,,,355,183,,,1594,366,,
0500000US29053,"Cooper County, Missouri",17397,*****,*****,,356,*****,*****,,195,98,,,31,40,,,0,19,,,130,91,,,17041,*****,*****,,15199,53,,,1008,,127,,53,35,,,43,22,,,0,19,,,65,56,,,673,157,,,54,40,,,619,144,,
0500000US29055,"Crawford County, Missouri",23204,*****,*****,,503,*****,*****,,383,60,,,2,4,,,0,22,,,118,60,,,22701,*****,*****,,21763,149,,,110,,55,,49,36,,,62,33,,,63,47,,,12,15,,,642,159,,,233,147,,,409,80,,
0500000US29057,"Dade County, Missouri",7584,*****,*****,,172,*****,*****,,102,35,,,0,17,,,0,17,,,70,35,,,7412,*****,*****,,7076,9,,,33,,24,,49,28,,,28,25,,,2,4,,,0,17,,,224,39,,,8,9,,,216,38,,
0500000US29059,"Dallas County, Missouri",16946,*****,*****,,379,*****,*****,,202,131,,,136,106,,,26,54,,,15,24,,,16567,*****,*****,,15952,22,,,4,,9,,87,84,,,131,99,,,0,19,,,0,19,,,393,87,,,14,22,,,379,85,,
0500000US29061,"Daviess County, Missouri",8427,*****,*****,,138,*****,*****,,73,27,,,25,25,,,0,17,,,40,23,,,8289,*****,*****,,8060,14,,,48,,28,,22,16,,,16,12,,,12,14,,,0,17,,,131,33,,,20,14,,,111,34,,
0500000US29063,"DeKalb County, Missouri",11639,*****,*****,,319,*****,*****,,219,38,,,39,26,,,22,22,,,39,24,,,11320,*****,*****,,9992,42,,,978,,141,,30,26,,,36,54,,,4,15,,,9,10,,,271,91,,,42,41,,,229,82,,
0500000US29065,"Dent County, Missouri",14585,*****,*****,,275,*****,*****,,218,40,,,41,36,,,7,13,,,9,11,,,14310,*****,*****,,13519,159,,,76,,37,,16,22,,,143,84,,,10,16,,,0,19,,,546,181,,,200,159,,,346,89,,
0500000US29067,"Douglas County, Missouri",11808,*****,*****,,189,110,,,146,106,,,0,19,,,0,19,,,43,67,,,11619,110,,,11094,27,,,34,,40,,191,148,,,13,24,,,0,19,,,4,7,,,283,119,,,21,27,,,262,113,,
0500000US29069,"Dunklin County, Missouri",28592,*****,*****,,1991,*****,*****,,1945,40,,,5,10,,,8,16,,,33,35,,,26601,*****,*****,,22271,220,,,2965,,146,,4,7,,,84,73,,,0,22,,,47,42,,,1230,274,,,464,219,,,766,171,,
0500000US29071,"Franklin County, Missouri",104331,*****,*****,,1942,*****,*****,,1142,187,,,125,136,,,64,51,,,611,157,,,102389,*****,*****,,97203,623,,,876,,224,,196,87,,,374,158,,,18,30,,,152,130,,,3570,668,,,1666,636,,,1904,323,,
0500000US29073,"Gasconade County, Missouri",14803,*****,*****,,113,102,,,32,30,,,0,19,,,17,23,,,64,65,,,14690,102,,,14090,55,,,99,,67,,58,38,,,23,28,,,18,54,,,20,29,,,382,131,,,60,45,,,322,125,,
0500000US29075,"Gentry County, Missouri",6231,*****,*****,,110,*****,*****,,77,26,,,15,22,,,0,17,,,18,19,,,6121,*****,*****,,5947,7,,,18,,27,,37,45,,,39,5,,,7,11,,,5,7,,,68,45,,,0,17,,,68,45,,
0500000US29077,"Greene County, Missouri",296875,*****,*****,,11794,*****,*****,,7124,751,,,1709,531,,,76,58,,,2885,614,,,285081,*****,*****,,256694,599,,,8742,,654,,740,207,,,5644,468,,,78,56,,,800,323,,,12383,967,,,1820,594,,,10563,791,,
0500000US29079,"Grundy County, Missouri",9901,*****,*****,,251,*****,*****,,242,10,,,2,6,,,0,17,,,7,10,,,9650,*****,*****,,9268,35,,,38,,27,,30,21,,,113,17,,,0,17,,,34,40,,,167,66,,,18,35,,,149,57,,
0500000US29081,"Harrison County, Missouri",8229,*****,*****,,214,*****,*****,,205,15,,,0,17,,,3,7,,,6,11,,,8015,*****,*****,,7753,45,,,68,,26,,22,19,,,42,28,,,3,4,,,0,17,,,127,56,,,42,45,,,85,39,,
0500000US29083,"Henry County, Missouri",21884,*****,*****,,599,*****,*****,,176,75,,,67,67,,,11,16,,,345,96,,,21285,*****,*****,,20335,46,,,211,,97,,53,41,,,42,41,,,1,3,,,9,10,,,634,127,,,53,43,,,581,119,,
0500000US29085,"Hickory County, Missouri",8429,*****,*****,,165,*****,*****,,50,55,,,94,73,,,7,18,,,14,30,,,8264,*****,*****,,7942,17,,,2,,4,,73,57,,,31,35,,,0,17,,,0,17,,,216,73,,,0,17,,,216,73,,
0500000US29087,"Holt County, Missouri",4295,*****,*****,,65,*****,*****,,51,18,,,4,7,,,0,12,,,10,14,,,4230,*****,*****,,4087,5,,,62,,34,,22,20,,,13,6,,,3,4,,,0,12,,,43,24,,,5,5,,,38,24,,
0500000US29089,"Howard County, Missouri",10147,*****,*****,,185,*****,*****,,110,49,,,0,19,,,0,19,,,75,49,,,9962,*****,*****,,8930,212,,,530,,76,,57,16,,,45,41,,,3,6,,,8,11,,,389,209,,,251,213,,,138,68,,
0500000US29091,"Howell County, Missouri",39753,*****,*****,,911,*****,*****,,431,164,,,3,10,,,0,25,,,477,167,,,38842,*****,*****,,37112,176,,,145,,79,,246,73,,,200,73,,,0,25,,,195,175,,,944,169,,,109,91,,,835,148,,
0500000US29093,"Iron County, Missouri",9606,*****,*****,,178,*****,*****,,134,39,,,6,9,,,0,17,,,38,37,,,9428,*****,*****,,8958,52,,,49,,32,,25,22,,,37,30,,,0,17,,,0,17,,,359,60,,,72,52,,,287,39,,
0500000US29095,"Jackson County, Missouri",713229,*****,*****,,66772,*****,*****,,48000,1739,,,2393,691,,,2086,570,,,14293,1580,,,646457,*****,*****,,439332,781,,,162081,,1297,,1419,239,,,12649,493,,,2199,135,,,3703,731,,,25074,1499,,,2374,516,,,22700,1429,,
0500000US29097,"Jasper County, Missouri",122059,*****,*****,,10292,*****,*****,,4414,631,,,457,254,,,22,26,,,5399,664,,,111767,*****,*****,,101241,415,,,2209,,257,,1192,252,,,1467,158,,,307,115,,,402,357,,,4949,523,,,430,243,,,4519,431,,
0500000US29099,"Jefferson County, Missouri",225913,*****,*****,,4753,*****,*****,,2867,447,,,548,262,,,61,50,,,1277,435,,,221160,*****,*****,,205330,1484,,,2003,,474,,301,100,,,1837,254,,,25,29,,,396,234,,,11268,1600,,,6866,1473,,,4402,516,,
0500000US29101,"Johnson County, Missouri",53889,*****,*****,,2625,*****,*****,,1796,298,,,195,131,,,9,15,,,625,270,,,51264,*****,*****,,45672,199,,,1756,,227,,76,47,,,962,154,,,162,38,,,260,176,,,2376,310,,,111,93,,,2265,299,,
0500000US29103,"Knox County, Missouri",3782,*****,*****,,39,28,,,10,12,,,7,11,,,0,12,,,22,28,,,3743,28,,,3615,4,,,19,,18,,0,12,,,47,29,,,1,2,,,0,12,,,61,28,,,3,4,,,58,28,,
0500000US29105,"Laclede County, Missouri",35898,*****,*****,,941,*****,*****,,662,199,,,35,55,,,162,212,,,82,54,,,34957,*****,*****,,32888,314,,,177,,86,,128,68,,,175,57,,,63,68,,,104,89,,,1422,301,,,440,304,,,982,131,,
0500000US29107,"Lafayette County, Missouri",32752,*****,*****,,1053,*****,*****,,848,77,,,149,53,,,23,39,,,33,39,,,31699,*****,*****,,29904,38,,,782,,110,,63,52,,,246,26,,,19,25,,,97,83,,,588,123,,,49,34,,,539,119,,
0500000US29109,"Lawrence County, Missouri",38123,*****,*****,,3010,*****,*****,,2466,323,,,334,248,,,4,6,,,206,234,,,35113,*****,*****,,33627,71,,,48,,33,,208,80,,,45,42,,,39,50,,,26,40,,,1120,134,,,67,57,,,1053,123,,
0500000US29111,"Lewis County, Missouri",10031,*****,*****,,102,51,,,35,31,,,0,19,,,8,10,,,59,44,,,9929,51,,,9290,10,,,364,,77,,31,25,,,30,30,,,13,21,,,0,19,,,201,57,,,6,10,,,195,56,,
0500000US29113,"Lincoln County, Missouri",58689,*****,*****,,1531,*****,*****,,940,218,,,116,137,,,220,114,,,255,176,,,57158,*****,*****,,54422,81,,,1191,,163,,94,51,,,165,95,,,67,74,,,18,32,,,1201,198,,,78,76,,,1123,181,,
0500000US29115,"Linn County, Missouri",11962,*****,*****,,323,*****,*****,,166,60,,,30,38,,,8,15,,,119,75,,,11639,*****,*****,,11295,22,,,86,,28,,31,16,,,34,12,,,10,14,,,0,19,,,183,38,,,19,22,,,164,32,,
0500000US29117,"Livingston County, Missouri",15001,*****,*****,,298,*****,*****,,187,44,,,18,20,,,11,20,,,82,42,,,14703,*****,*****,,13775,27,,,403,,86,,68,28,,,88,36,,,15,31,,,12,20,,,342,100,,,39,26,,,303,98,,
0500000US29119,"McDonald County, Missouri",23267,*****,*****,,2681,*****,*****,,2110,209,,,0,22,,,3,6,,,568,208,,,20586,*****,*****,,16323,606,,,439,,100,,339,164,,,280,104,,,639,5,,,135,159,,,2431,640,,,1420,560,,,1011,222,,
0500000US29121,"Macon County, Missouri",15222,*****,*****,,245,*****,*****,,203,33,,,0,19,,,2,3,,,40,32,,,14977,*****,*****,,14145,40,,,260,,75,,82,33,,,110,39,,,3,5,,,12,18,,,365,107,,,42,35,,,323,95,,
0500000US29123,"Madison County, Missouri",12597,*****,*****,,294,*****,*****,,159,127,,,133,127,,,0,19,,,2,4,,,12303,*****,*****,,11912,32,,,100,,66,,0,19,,,82,98,,,0,19,,,15,24,,,194,111,,,15,21,,,179,108,,
0500000US29125,"Maries County, Missouri",8457,*****,*****,,126,*****,*****,,42,45,,,4,10,,,0,17,,,80,46,,,8331,*****,*****,,8005,29,,,28,,28,,74,63,,,17,25,,,0,17,,,5,11,,,202,75,,,31,28,,,171,70,,
0500000US29127,"Marion County, Missouri",28564,*****,*****,,542,*****,*****,,494,121,,,0,22,,,0,22,,,48,121,,,28022,*****,*****,,25636,66,,,1258,,219,,74,41,,,175,50,,,28,39,,,47,62,,,804,214,,,51,42,,,753,218,,
0500000US29129,"Mercer County, Missouri",3561,*****,*****,,98,*****,*****,,79,20,,,2,6,,,0,12,,,17,19,,,3463,*****,*****,,3349,66,,,13,,12,,22,31,,,24,30,,,0,12,,,0,12,,,55,49,,,39,44,,,16,23,,
0500000US29131,"Miller County, Missouri",24643,*****,*****,,499,*****,*****,,371,79,,,0,22,,,0,22,,,128,80,,,24144,*****,*****,,23240,52,,,202,,92,,27,32,,,66,64,,,14,25,,,0,22,,,595,134,,,49,52,,,546,120,,
0500000US29133,"Mississippi County, Missouri",12976,*****,*****,,309,*****,*****,,258,69,,,19,39,,,0,19,,,32,49,,,12667,*****,*****,,9089,100,,,3097,,193,,42,36,,,11,16,,,0,19,,,0,19,,,428,211,,,134,100,,,294,192,,
0500000US29135,"Moniteau County, Missouri",15723,*****,*****,,805,*****,*****,,638,150,,,140,144,,,1,2,,,26,32,,,14918,*****,*****,,13916,81,,,555,,111,,50,61,,,53,56,,,0,19,,,65,78,,,279,101,,,24,22,,,255,98,,
0500000US29137,"Monroe County, Missouri",8643,*****,*****,,146,*****,*****,,115,45,,,6,10,,,0,17,,,25,44,,,8497,*****,*****,,7979,37,,,271,,71,,60,23,,,41,16,,,14,19,,,24,32,,,108,62,,,12,13,,,96,60,,
0500000US29139,"Montgomery County, Missouri",11384,*****,*****,,251,*****,*****,,211,33,,,20,21,,,0,19,,,20,25,,,11133,*****,*****,,10542,92,,,180,,37,,10,16,,,16,19,,,0,19,,,2,4,,,383,97,,,120,91,,,263,34,,
0500000US29141,"Morgan County, Missouri",20883,*****,*****,,497,*****,*****,,439,72,,,48,68,,,0,22,,,10,15,,,20386,*****,*****,,19502,75,,,211,,82,,3,7,,,155,111,,,0,22,,,32,52,,,483,170,,,80,76,,,403,142,,
0500000US29143,"New Madrid County, Missouri",16658,*****,*****,,334,*****,*****,,285,47,,,2,4,,,0,19,,,47,45,,,16324,*****,*****,,13014,143,,,2183,,216,,67,83,,,0,19,,,0,19,,,10,13,,,1050,236,,,260,141,,,790,193,,
0500000US29145,"Newton County, Missouri",58634,*****,*****,,3338,*****,*****,,2577,275,,,143,144,,,50,57,,,568,252,,,55296,*****,*****,,48708,504,,,645,,115,,796,167,,,878,99,,,660,43,,,33,36,,,3576,546,,,1419,503,,,2157,240,,
0500000US29147,"Nodaway County, Missouri",21571,*****,*****,,387,*****,*****,,211,66,,,29,27,,,4,8,,,143,54,,,21184,*****,*****,,19857,76,,,593,,45,,54,33,,,268,67,,,2,5,,,61,67,,,349,94,,,41,37,,,308,90,,
0500000US29149,"Oregon County, Missouri",8891,*****,*****,,165,*****,*****,,165,2,,,0,17,,,0,17,,,0,17,,,8726,*****,*****,,8299,43,,,8,,7,,38,48,,,16,20,,,8,16,,,5,8,,,352,65,,,25,43,,,327,56,,
0500000US29151,"Osage County, Missouri",13372,*****,*****,,127,*****,*****,,32,27,,,77,46,,,1,3,,,17,28,,,13245,*****,*****,,13014,16,,,23,,16,,76,60,,,0,19,,,0,19,,,10,16,,,122,67,,,0,19,,,122,67,,
0500000US29153,"Ozark County, Missouri",8664,*****,*****,,158,*****,*****,,42,47,,,68,63,,,0,17,,,48,40,,,8506,*****,*****,,8219,37,,,8,,15,,76,41,,,51,35,,,0,17,,,0,17,,,152,57,,,28,37,,,124,51,,
0500000US29155,"Pemiscot County, Missouri",15949,*****,*****,,451,*****,*****,,399,59,,,4,7,,,0,19,,,48,57,,,15498,*****,*****,,10851,53,,,4207,,111,,18,16,,,5,12,,,0,19,,,0,19,,,417,129,,,81,53,,,336,109,,
0500000US29157,"Perry County, Missouri",19007,*****,*****,,441,*****,*****,,231,117,,,0,19,,,30,33,,,180,122,,,18566,*****,*****,,17896,137,,,102,,49,,6,11,,,172,45,,,0,19,,,0,19,,,390,156,,,127,137,,,263,63,,
0500000US29159,"Pettis County, Missouri",42919,*****,*****,,3857,*****,*****,,3280,181,,,97,70,,,0,25,,,480,205,,,39062,*****,*****,,36042,59,,,1109,,178,,25,23,,,264,101,,,23,26,,,33,34,,,1566,237,,,70,54,,,1496,223,,
0500000US29161,"Phelps County, Missouri",44692,*****,*****,,1220,*****,*****,,600,151,,,135,129,,,75,62,,,410,133,,,43472,*****,*****,,38899,380,,,892,,175,,217,74,,,1463,192,,,0,25,,,130,109,,,1871,406,,,613,359,,,1258,276,,
0500000US29163,"Pike County, Missouri",18052,*****,*****,,411,*****,*****,,294,142,,,17,35,,,0,19,,,100,135,,,17641,*****,*****,,16031,3,,,1188,,43,,46,25,,,69,25,,,28,30,,,0,19,,,279,49,,,2,3,,,277,49,,
0500000US29165,"Platte County, Missouri",105189,*****,*****,,6793,*****,*****,,5000,414,,,374,244,,,69,51,,,1350,378,,,98396,*****,*****,,83559,272,,,6728,,481,,150,60,,,2890,293,,,560,66,,,327,169,,,4182,604,,,518,215,,,3664,552,,
0500000US29167,"Polk County, Missouri",31541,*****,*****,,838,*****,*****,,641,138,,,30,27,,,87,137,,,80,42,,,30703,*****,*****,,29227,120,,,405,,53,,143,65,,,116,50,,,24,30,,,75,78,,,713,126,,,105,87,,,608,104,,
0500000US29169,"Pulaski County, Missouri",53460,*****,*****,,6119,*****,*****,,2810,562,,,1713,544,,,103,118,,,1493,502,,,47341,*****,*****,,36937,137,,,5592,,383,,467,193,,,1392,180,,,263,183,,,196,209,,,2494,504,,,125,137,,,2369,453,,
0500000US29171,"Putnam County, Missouri",4715,*****,*****,,113,*****,*****,,76,39,,,0,12,,,3,7,,,34,40,,,4602,*****,*****,,4494,7,,,13,,17,,11,17,,,0,12,,,0,12,,,0,12,,,84,22,,,4,7,,,80,22,,
0500000US29173,"Ralls County, Missouri",10318,*****,*****,,101,63,,,49,44,,,15,28,,,4,8,,,33,48,,,10217,63,,,9704,128,,,193,,61,,23,24,,,39,63,,,0,19,,,18,26,,,240,133,,,111,126,,,129,57,,
0500000US29175,"Randolph County, Missouri",24880,*****,*****,,535,*****,*****,,345,99,,,3,5,,,58,60,,,129,79,,,24345,*****,*****,,21872,150,,,1493,,181,,116,72,,,103,57,,,0,22,,,107,102,,,654,244,,,96,115,,,558,210,,
0500000US29177,"Ray County, Missouri",23080,*****,*****,,606,*****,*****,,421,100,,,19,22,,,25,35,,,141,109,,,22474,*****,*****,,21496,79,,,253,,82,,72,22,,,40,47,,,2,4,,,51,61,,,560,108,,,49,54,,,511,96,,
0500000US29179,"Reynolds County, Missouri",6138,*****,*****,,44,33,,,22,21,,,22,25,,,0,17,,,0,17,,,6094,33,,,5701,39,,,81,,60,,7,11,,,8,11,,,5,8,,,1,2,,,291,70,,,38,39,,,253,61,,
0500000US29181,"Ripley County, Missouri",11032,*****,*****,,164,*****,*****,,148,18,,,7,8,,,0,19,,,9,16,,,10868,*****,*****,,10408,65,,,30,,30,,14,18,,,69,52,,,11,15,,,10,16,,,326,86,,,59,64,,,267,59,,
0500000US29183,"St. Charles County, Missouri",402377,*****,*****,,13930,*****,*****,,7707,704,,,1451,478,,,492,230,,,4280,665,,,388447,*****,*****,,345927,645,,,18380,,785,,229,96,,,10751,400,,,128,69,,,850,412,,,12182,1130,,,2038,551,,,10144,923,,
0500000US29185,"St. Clair County, Missouri",9235,*****,*****,,212,*****,*****,,165,36,,,8,11,,,4,7,,,35,35,,,9023,*****,*****,,8599,95,,,57,,41,,29,20,,,25,20,,,0,17,,,0,17,,,313,109,,,118,95,,,195,45,,
0500000US29186,"Ste. Genevieve County, Missouri",18406,*****,*****,,214,*****,*****,,167,45,,,21,23,,,0,19,,,26,35,,,18192,*****,*****,,17548,100,,,156,,131,,87,84,,,89,126,,,0,19,,,7,14,,,305,204,,,69,99,,,236,178,,
0500000US29187,"St. Francois County, Missouri",67168,*****,*****,,1111,*****,*****,,392,164,,,62,69,,,67,70,,,590,142,,,66057,*****,*****,,61079,416,,,2363,,285,,114,86,,,259,58,,,20,37,,,215,255,,,2007,399,,,459,322,,,1548,300,,
0500000US29189,"St. Louis County, Missouri",1001982,*****,*****,,30266,*****,*****,,18245,1122,,,2469,690,,,1192,293,,,8360,926,,,971716,*****,*****,,640300,2187,,,241369,,1704,,765,195,,,45473,1092,,,219,68,,,3651,829,,,39939,2807,,,13472,2153,,,26467,1804,,
0500000US29195,"Saline County, Missouri",23278,*****,*****,,2531,*****,*****,,1780,269,,,15,25,,,17,15,,,719,268,,,20747,*****,*****,,18442,48,,,1094,,117,,44,34,,,183,66,,,103,129,,,186,152,,,695,179,,,31,33,,,664,169,,
0500000US29197,"Schuyler County, Missouri",4094,*****,*****,,106,35,,,2,3,,,0,12,,,0,12,,,104,36,,,3988,34,,,3950,12,,,13,,20,,4,9,,,7,17,,,0,12,,,0,12,,,14,16,,,0,12,,,14,16,,
0500000US29199,"Scotland County, Missouri",4760,*****,*****,,0,12,,,0,12,,,0,12,,,0,12,,,0,12,,,4760,12,,,4646,62,,,1,,2,,3,5,,,2,2,,,0,12,,,2,4,,,106,61,,,0,12,,,106,61,,
0500000US29201,"Scott County, Missouri",38161,*****,*****,,967,*****,*****,,700,185,,,40,34,,,133,166,,,94,97,,,37194,*****,*****,,31346,187,,,4080,,242,,25,24,,,146,58,,,0,25,,,74,101,,,1523,300,,,286,146,,,1237,257,,
0500000US29203,"Shannon County, Missouri",7185,*****,*****,,68,60,,,53,61,,,0,17,,,15,25,,,0,17,,,7117,60,,,6692,11,,,17,,17,,7,11,,,0,17,,,0,17,,,0,17,,,401,65,,,9,11,,,392,65,,
0500000US29205,"Shelby County, Missouri",6087,*****,*****,,121,48,,,19,22,,,30,35,,,0,17,,,72,42,,,5966,48,,,5778,7,,,98,,42,,22,17,,,13,7,,,0,17,,,0,17,,,55,26,,,5,7,,,50,26,,
0500000US29207,"Stoddard County, Missouri",28812,*****,*****,,527,*****,*****,,424,69,,,39,44,,,21,21,,,43,49,,,28285,*****,*****,,27158,234,,,401,,106,,0,22,,,13,16,,,0,22,,,0,22,,,713,256,,,240,234,,,473,104,,
0500000US29209,"Stone County, Missouri",31018,*****,*****,,726,*****,*****,,479,123,,,11,13,,,0,25,,,236,125,,,30292,*****,*****,,29266,31,,,45,,40,,65,43,,,133,38,,,0,25,,,5,9,,,778,85,,,41,40,,,737,86,,
0500000US29211,"Sullivan County, Missouri",6045,*****,*****,,1112,*****,*****,,707,164,,,141,102,,,0,17,,,264,133,,,4933,*****,*****,,4631,15,,,138,,82,,14,15,,,42,50,,,28,38,,,13,15,,,67,59,,,0,17,,,67,59,,
0500000US29213,"Taney County, Missouri",55854,*****,*****,,3517,*****,*****,,2187,352,,,438,212,,,13,23,,,879,307,,,52337,*****,*****,,49106,169,,,981,,175,,281,133,,,352,125,,,5,8,,,43,49,,,1569,328,,,160,157,,,1409,258,,
0500000US29215,"Texas County, Missouri",24866,*****,*****,,551,*****,*****,,216,106,,,78,77,,,31,33,,,226,93,,,24315,*****,*****,,22510,138,,,494,,165,,304,152,,,300,232,,,0,22,,,26,41,,,681,275,,,115,135,,,566,244,,
0500000US29217,"Vernon County, Missouri",19831,*****,*****,,455,*****,*****,,371,86,,,3,5,,,0,19,,,81,86,,,19376,*****,*****,,18549,46,,,58,,38,,54,33,,,130,39,,,0,19,,,2,4,,,583,82,,,53,47,,,530,64,,
0500000US29219,"Warren County, Missouri",35033,*****,*****,,1247,*****,*****,,468,166,,,295,231,,,0,25,,,484,247,,,33786,*****,*****,,31747,282,,,639,,262,,52,60,,,219,25,,,0,25,,,60,56,,,1069,376,,,262,276,,,807,270,,
0500000US29221,"Washington County, Missouri",23791,*****,*****,,360,*****,*****,,194,76,,,4,9,,,0,22,,,162,78,,,23431,*****,*****,,22195,111,,,483,,99,,4,9,,,40,34,,,28,52,,,16,21,,,665,166,,,138,111,,,527,115,,
0500000US29223,"Wayne County, Missouri",11298,*****,*****,,211,*****,*****,,189,27,,,0,19,,,0,19,,,22,26,,,11087,*****,*****,,10504,191,,,60,,45,,0,19,,,56,57,,,0,19,,,34,54,,,433,169,,,139,141,,,294,71,,
0500000US29225,"Webster County, Missouri",38978,*****,*****,,861,*****,*****,,456,217,,,17,16,,,0,25,,,388,217,,,38117,*****,*****,,36318,169,,,176,,124,,128,50,,,108,62,,,7,12,,,123,126,,,1257,194,,,197,119,,,1060,151,,
0500000US29227,"Worth County, Missouri",2004,*****,*****,,46,31,,,19,22,,,0,12,,,0,12,,,27,30,,,1958,30,,,1923,12,,,18,,35,,1,3,,,1,2,,,0,12,,,0,12,,,15,19,,,0,12,,,15,19,,
0500000US29229,"Wright County, Missouri",18244,*****,*****,,410,*****,*****,,158,96,,,150,101,,,0,19,,,102,71,,,17834,*****,*****,,17060,175,,,28,,23,,48,36,,,57,48,,,14,20,,,38,46,,,589,162,,,204,173,,,385,56,,
0500000US29510,"St. Louis city, Missouri",302787,*****,*****,,12799,*****,*****,,7691,618,,,756,205,,,505,189,,,3847,583,,,289988,*****,*****,,134242,324,,,135053,,921,,576,131,,,10175,373,,,175,162,,,1178,354,,,8589,1027,,,588,197,,,8001,991,,
0500000US30001,"Beaverhead County, Montana",9391,*****,*****,,506,*****,*****,,436,56,,,0,15,,,29,50,,,41,33,,,8885,*****,*****,,8395,10,,,88,,96,,110,56,,,14,16,,,11,18,,,3,5,,,264,109,,,12,10,,,252,109,,
0500000US30003,"Big Horn County, Montana",13198,*****,*****,,796,*****,*****,,716,88,,,0,17,,,0,17,,,80,88,,,12402,*****,*****,,3460,17,,,0,,17,,8606,116,,,25,29,,,0,17,,,0,17,,,311,114,,,0,17,,,311,114,,
0500000US30005,"Blaine County, Montana",7051,*****,*****,,262,*****,*****,,194,71,,,50,68,,,0,15,,,18,21,,,6789,*****,*****,,3061,16,,,56,,59,,3575,68,,,4,5,,,0,15,,,11,16,,,82,34,,,0,15,,,82,34,,
0500000US30007,"Broadwater County, Montana",6641,*****,*****,,211,*****,*****,,135,58,,,0,15,,,0,15,,,76,57,,,6430,*****,*****,,6219,128,,,3,,5,,54,51,,,0,15,,,0,15,,,0,15,,,154,111,,,84,86,,,70,56,,
0500000US30009,"Carbon County, Montana",10488,*****,*****,,284,*****,*****,,243,34,,,0,17,,,0,17,,,41,35,,,10204,*****,*****,,9773,44,,,77,,24,,58,25,,,44,42,,,13,18,,,60,51,,,179,52,,,16,13,,,163,50,,
0500000US30011,"Carter County, Montana",1349,119,,,4,5,,,4,5,,,0,11,,,0,11,,,0,11,,,1345,119,,,1297,117,,,0,,11,,5,7,,,0,11,,,0,11,,,0,11,,,43,30,,,26,28,,,17,21,,
0500000US30013,"Cascade County, Montana",84178,*****,*****,,4102,*****,*****,,2704,401,,,435,178,,,223,243,,,740,234,,,80076,*****,*****,,70654,330,,,1226,,188,,3235,357,,,708,155,,,23,26,,,175,144,,,4055,560,,,607,330,,,3448,427,,
0500000US30015,"Chouteau County, Montana",5896,*****,*****,,61,40,,,31,31,,,6,7,,,0,15,,,24,25,,,5835,40,,,4508,17,,,8,,13,,1126,95,,,8,12,,,1,2,,,0,15,,,184,72,,,20,17,,,164,71,,
