GEO_ID,NAME,DP05_0070E,DP05_0070M,DP05_0070MA,DP05_0070EA,DP05_0071E,DP05_0071M,DP05_0071MA,DP05_0071EA,DP05_0072E,DP05_0072M,DP05_0072MA,DP05_0072EA,DP05_0073E,DP05_0073M,DP05_0073MA,DP05_0073EA,DP05_0074E,DP05_0074M,DP05_0074MA,DP05_0074EA,DP05_0075E,DP05_0075M,DP05_0075MA,DP05_0075EA,DP05_0076E,DP05_0076M,DP05_0076MA,DP05_0076EA,DP05_0077E,DP05_0077M,DP05_0077MA,DP05_0077EA,DP05_0078E,DP05_0078EA,DP05_0078M,DP05_0078MA,DP05_0079E,DP05_0079M,DP05_0079MA,DP05_0079EA,DP05_0080E,DP05_0080M,DP05_0080MA,DP05_0080EA,DP05_0081E,DP05_0081M,DP05_0081MA,DP05_0081EA,DP05_0082E,DP05_0082M,DP05_0082MA,DP05_0082EA,DP05_0083E,DP05_0083M,DP05_0083MA,DP05_0083EA,DP05_0084E,DP05_0084M,DP05_0084MA,DP05_0084EA,DP05_0085E,DP05_0085M,DP05_0085MA,DP05_0085EA
0500000US16077,"Power County, Idaho",7854,*****,*****,,2708,*****,*****,,2411,293,,,2,4,,,0,18,,,295,293,,,5146,*****,*****,,4771,15,,,3,,4,,256,66,,,0,18,,,0,18,,,3,6,,,113,67,,,11,13,,,102,67,,
0500000US16079,"Shoshone County, Idaho",13124,*****,*****,,503,*****,*****,,391,74,,,5,6,,,0,20,,,107,75,,,12621,*****,*****,,11856,88,,,99,,16,,195,86,,,4,6,,,37,53,,,5,8,,,425,128,,,117,89,,,308,89,,
0500000US16081,"Teton County, Idaho",11490,*****,*****,,1891,*****,*****,,1499,169,,,62,70,,,0,20,,,330,144,,,9599,*****,*****,,9270,166,,,0,,20,,118,136,,,0,20,,,0,20,,,0,20,,,211,132,,,98,97,,,113,80,,
0500000US16083,"Twin Falls County, Idaho",89128,*****,*****,,15279,*****,*****,,14024,408,,,93,87,,,0,30,,,1162,400,,,73849,*****,*****,,68404,556,,,597,,230,,241,100,,,1434,230,,,18,25,,,235,254,,,2920,621,,,987,509,,,1933,330,,
0500000US16085,"Valley County, Idaho",11476,*****,*****,,551,*****,*****,,489,102,,,2,4,,,0,20,,,60,102,,,10925,*****,*****,,10792,77,,,7,,11,,2,4,,,3,8,,,0,20,,,1,3,,,120,77,,,29,41,,,91,68,,
0500000US16087,"Washington County, Idaho",10425,*****,*****,,1760,*****,*****,,1716,71,,,42,72,,,0,20,,,2,4,,,8665,*****,*****,,8157,82,,,9,,11,,40,37,,,22,21,,,34,64,,,22,26,,,381,113,,,70,79,,,311,78,,
0500000US17001,"Adams County, Illinois",65878,*****,*****,,1146,*****,*****,,637,123,,,213,82,,,12,17,,,284,134,,,64732,*****,*****,,60019,92,,,2535,,328,,51,33,,,420,113,,,8,11,,,38,24,,,1661,358,,,253,156,,,1408,278,,
0500000US17003,"Alexander County, Illinois",5488,*****,*****,,62,47,,,37,36,,,3,6,,,0,17,,,22,32,,,5426,47,,,3465,16,,,1836,,70,,4,9,,,1,3,,,0,17,,,0,17,,,120,58,,,12,16,,,108,53,,
0500000US17005,"Bond County, Illinois",16804,*****,*****,,630,*****,*****,,403,100,,,79,64,,,22,30,,,126,53,,,16174,*****,*****,,14673,21,,,1163,,135,,99,39,,,165,155,,,0,19,,,12,13,,,62,63,,,7,13,,,55,63,,
0500000US17007,"Boone County, Illinois",53592,*****,*****,,12223,*****,*****,,10974,446,,,457,254,,,114,93,,,678,333,,,41369,*****,*****,,38459,77,,,1293,,244,,85,95,,,523,87,,,0,28,,,39,61,,,970,272,,,27,45,,,943,261,,
0500000US17009,"Brown County, Illinois",6330,*****,*****,,436,*****,*****,,337,61,,,22,23,,,0,17,,,77,66,,,5894,*****,*****,,4639,173,,,1159,,171,,31,30,,,3,5,,,0,17,,,0,17,,,62,42,,,18,21,,,44,37,,
0500000US17011,"Bureau County, Illinois",33338,*****,*****,,3182,*****,*****,,2958,76,,,125,67,,,0,25,,,99,46,,,30156,*****,*****,,28886,111,,,189,,66,,66,29,,,295,51,,,0,25,,,119,93,,,601,133,,,183,105,,,418,74,,
0500000US17013,"Calhoun County, Illinois",4537,*****,*****,,33,35,,,8,12,,,16,25,,,0,12,,,9,15,,,4504,35,,,4354,44,,,29,,35,,7,11,,,2,4,,,0,12,,,0,12,,,112,55,,,47,44,,,65,33,,
0500000US17015,"Carroll County, Illinois",15586,*****,*****,,626,*****,*****,,393,75,,,33,24,,,16,17,,,184,67,,,14960,*****,*****,,13938,268,,,452,,122,,44,22,,,119,73,,,0,19,,,14,18,,,393,211,,,14,12,,,379,212,,
0500000US17017,"Cass County, Illinois",13058,*****,*****,,2575,*****,*****,,1691,274,,,326,162,,,88,76,,,470,211,,,10483,*****,*****,,9687,14,,,423,,146,,27,16,,,89,25,,,91,135,,,11,14,,,155,72,,,0,19,,,155,72,,
0500000US17019,"Champaign County, Illinois",206583,*****,*****,,12941,*****,*****,,8224,657,,,1208,469,,,130,73,,,3379,625,,,193642,*****,*****,,136368,418,,,26713,,1073,,93,49,,,22129,484,,,68,81,,,529,270,,,7742,1236,,,684,329,,,7058,1169,,
0500000US17021,"Christian County, Illinois",34038,*****,*****,,565,*****,*****,,406,103,,,44,49,,,0,25,,,115,91,,,33473,*****,*****,,32229,83,,,541,,144,,17,24,,,251,49,,,4,12,,,0,25,,,431,188,,,64,83,,,367,161,,
0500000US17023,"Clark County, Illinois",15587,*****,*****,,256,*****,*****,,253,6,,,0,19,,,0,19,,,3,6,,,15331,*****,*****,,15034,21,,,118,,53,,5,7,,,20,25,,,0,19,,,0,19,,,154,48,,,14,21,,,140,45,,
0500000US17025,"Clay County, Illinois",13313,*****,*****,,24,23,,,12,14,,,10,18,,,0,19,,,2,4,,,13289,23,,,12725,27,,,67,,45,,94,78,,,18,23,,,0,19,,,19,27,,,366,83,,,0,19,,,366,83,,
0500000US17027,"Clinton County, Illinois",37048,*****,*****,,1191,*****,*****,,862,182,,,31,23,,,15,20,,,283,176,,,35857,*****,*****,,33691,90,,,1231,,150,,12,14,,,237,52,,,0,25,,,8,12,,,678,188,,,87,88,,,591,171,,
0500000US17029,"Coles County, Illinois",47542,*****,*****,,1344,*****,*****,,1009,154,,,158,111,,,24,34,,,153,108,,,46198,*****,*****,,42859,111,,,1817,,193,,23,26,,,465,140,,,0,25,,,69,88,,,965,250,,,88,70,,,877,241,,
0500000US17031,"Cook County, Illinois",5265398,*****,*****,,1346949,*****,*****,,1032889,6432,,,138664,4437,,,15795,1661,,,159601,5500,,,3918449,*****,*****,,2192123,1827,,,1192435,,2777,,4043,527,,,392743,2485,,,1152,256,,,17760,1684,,,118193,3778,,,16691,1701,,,101502,3477,,
0500000US17033,"Crawford County, Illinois",18825,*****,*****,,447,*****,*****,,286,88,,,87,83,,,16,22,,,58,49,,,18378,*****,*****,,17035,12,,,972,,148,,12,16,,,75,69,,,0,19,,,25,26,,,259,157,,,0,19,,,259,157,,
0500000US17035,"Cumberland County, Illinois",10528,*****,*****,,115,88,,,105,92,,,3,4,,,0,19,,,7,15,,,10413,88,,,10132,12,,,12,,19,,0,19,,,22,27,,,0,19,,,7,11,,,240,75,,,1,3,,,239,75,,
0500000US17037,"DeKalb County, Illinois",100922,*****,*****,,11909,*****,*****,,8893,634,,,1284,463,,,270,174,,,1462,521,,,89013,*****,*****,,76061,129,,,7671,,413,,72,70,,,2269,296,,,0,28,,,131,117,,,2809,482,,,90,54,,,2719,477,,
0500000US17039,"De Witt County, Illinois",15653,*****,*****,,465,*****,*****,,338,97,,,86,76,,,0,19,,,41,45,,,15188,*****,*****,,14759,19,,,176,,58,,19,22,,,4,7,,,0,19,,,0,19,,,230,68,,,22,22,,,208,72,,
0500000US17041,"Douglas County, Illinois",19708,*****,*****,,1466,*****,*****,,1325,72,,,15,15,,,0,19,,,126,72,,,18242,*****,*****,,17604,90,,,156,,49,,30,27,,,99,35,,,15,24,,,15,17,,,323,106,,,115,89,,,208,68,,
0500000US17043,"DuPage County, Illinois",934094,*****,*****,,135909,*****,*****,,101770,2107,,,10035,1136,,,3119,750,,,20985,1867,,,798185,*****,*****,,611293,768,,,44575,,912,,428,131,,,114134,1157,,,179,80,,,2383,579,,,25193,1663,,,4645,695,,,20548,1389,,
0500000US17045,"Edgar County, Illinois",16998,*****,*****,,219,*****,*****,,181,52,,,0,19,,,0,19,,,38,52,,,16779,*****,*****,,16429,19,,,60,,59,,23,20,,,72,12,,,3,8,,,0,19,,,192,53,,,0,19,,,192,53,,
0500000US17047,"Edwards County, Illinois",6233,*****,*****,,83,*****,*****,,16,17,,,11,18,,,4,6,,,52,25,,,6150,*****,*****,,5979,24,,,12,,12,,2,3,,,21,12,,,0,17,,,0,17,,,136,28,,,24,24,,,112,15,,
0500000US17049,"Effingham County, Illinois",34576,*****,*****,,760,*****,*****,,581,103,,,41,45,,,0,25,,,138,94,,,33816,*****,*****,,32960,74,,,155,,60,,36,28,,,200,67,,,0,25,,,5,8,,,460,98,,,81,74,,,379,91,,
0500000US17051,"Fayette County, Illinois",21514,*****,*****,,408,*****,*****,,344,43,,,33,37,,,8,14,,,23,25,,,21106,*****,*****,,19787,48,,,945,,110,,22,15,,,90,33,,,54,75,,,0,22,,,208,97,,,55,50,,,153,90,,
0500000US17053,"Ford County, Illinois",13589,*****,*****,,520,*****,*****,,315,111,,,18,19,,,6,8,,,181,112,,,13069,*****,*****,,12530,80,,,92,,36,,25,16,,,85,26,,,0,19,,,73,64,,,264,60,,,36,44,,,228,43,,
0500000US17055,"Franklin County, Illinois",38068,*****,*****,,703,*****,*****,,527,101,,,45,39,,,0,25,,,131,83,,,37365,*****,*****,,36228,121,,,241,,75,,24,17,,,94,74,,,0,25,,,13,12,,,765,163,,,167,121,,,598,112,,
0500000US17057,"Fulton County, Illinois",34022,*****,*****,,1068,*****,*****,,723,117,,,169,102,,,33,31,,,143,68,,,32954,*****,*****,,31072,27,,,1083,,135,,74,60,,,51,41,,,8,15,,,27,26,,,639,123,,,32,28,,,607,127,,
0500000US17059,"Gallatin County, Illinois",5038,*****,*****,,76,44,,,29,43,,,31,32,,,14,20,,,2,4,,,4962,44,,,4810,17,,,11,,18,,0,17,,,5,9,,,0,17,,,0,17,,,136,48,,,0,17,,,136,48,,
0500000US17061,"Greene County, Illinois",12187,*****,*****,,155,*****,*****,,84,56,,,36,41,,,0,19,,,35,46,,,12032,*****,*****,,11683,27,,,148,,46,,8,12,,,27,36,,,3,6,,,18,20,,,145,42,,,16,18,,,129,46,,
0500000US17063,"Grundy County, Illinois",52364,*****,*****,,5506,*****,*****,,4639,289,,,679,257,,,40,55,,,148,125,,,46858,*****,*****,,44446,298,,,667,,211,,32,36,,,382,110,,,26,47,,,186,231,,,1119,315,,,239,156,,,880,256,,
0500000US17065,"Hamilton County, Illinois",8021,*****,*****,,138,105,,,132,105,,,0,17,,,6,13,,,0,17,,,7883,105,,,7648,22,,,17,,23,,0,17,,,0,17,,,30,50,,,14,22,,,174,108,,,0,17,,,174,108,,
0500000US17067,"Hancock County, Illinois",17750,*****,*****,,294,*****,*****,,227,34,,,9,10,,,7,8,,,51,31,,,17456,*****,*****,,16954,72,,,118,,44,,6,9,,,68,16,,,4,5,,,0,19,,,306,82,,,100,79,,,206,27,,
0500000US17069,"Hardin County, Illinois",3700,*****,*****,,57,51,,,57,51,,,0,12,,,0,12,,,0,12,,,3643,51,,,3522,78,,,56,,33,,0,12,,,0,12,,,0,12,,,0,12,,,65,56,,,1,2,,,64,55,,
0500000US17071,"Henderson County, Illinois",6485,*****,*****,,121,*****,*****,,81,40,,,31,31,,,0,17,,,9,11,,,6364,*****,*****,,6158,36,,,9,,9,,0,17,,,0,17,,,0,17,,,22,23,,,175,25,,,22,24,,,153,9,,
0500000US17073,"Henry County, Illinois",49412,*****,*****,,2988,*****,*****,,2664,151,,,175,115,,,0,25,,,149,103,,,46424,*****,*****,,44287,153,,,989,,168,,26,16,,,249,47,,,0,25,,,182,149,,,691,190,,,115,65,,,576,180,,
0500000US17075,"Iroquois County, Illinois",27362,*****,*****,,1992,*****,*****,,1735,120,,,81,47,,,0,22,,,176,109,,,25370,*****,*****,,24384,79,,,246,,75,,28,16,,,88,23,,,0,22,,,71,81,,,553,85,,,82,33,,,471,80,,
0500000US17077,"Jackson County, Illinois",53676,*****,*****,,2452,*****,*****,,1703,313,,,177,107,,,32,47,,,540,298,,,51224,*****,*****,,39356,285,,,7790,,269,,126,59,,,1855,170,,,27,30,,,399,257,,,1671,322,,,60,56,,,1611,318,,
0500000US17079,"Jasper County, Illinois",9324,*****,*****,,63,42,,,56,47,,,6,11,,,0,17,,,1,3,,,9261,42,,,9054,17,,,27,,22,,3,5,,,14,16,,,3,5,,,8,13,,,152,46,,,6,10,,,146,47,,
0500000US17081,"Jefferson County, Illinois",37362,*****,*****,,1089,*****,*****,,576,160,,,332,153,,,0,25,,,181,83,,,36273,*****,*****,,31510,181,,,3065,,200,,33,27,,,374,91,,,8,14,,,73,41,,,1210,293,,,307,183,,,903,213,,
0500000US17083,"Jersey County, Illinois",21533,*****,*****,,309,*****,*****,,233,59,,,9,20,,,0,22,,,67,56,,,21224,*****,*****,,20551,39,,,91,,56,,0,22,,,103,72,,,40,60,,,18,20,,,421,118,,,23,35,,,398,111,,
0500000US17085,"Jo Daviess County, Illinois",21995,*****,*****,,704,*****,*****,,614,55,,,20,18,,,2,4,,,68,51,,,21291,*****,*****,,20692,79,,,145,,34,,56,26,,,107,13,,,2,3,,,19,16,,,270,85,,,81,78,,,189,44,,
0500000US17087,"Johnson County, Illinois",13238,*****,*****,,409,*****,*****,,363,62,,,29,33,,,1,3,,,16,35,,,12829,*****,*****,,11444,159,,,1205,,185,,0,19,,,38,15,,,0,19,,,8,15,,,134,81,,,44,37,,,90,76,,
0500000US17089,"Kane County, Illinois",518648,*****,*****,,167111,*****,*****,,140682,2077,,,11168,1510,,,1468,394,,,13793,1866,,,351537,*****,*****,,291838,658,,,26582,,1017,,326,122,,,20273,693,,,212,36,,,1635,662,,,10671,1256,,,1526,409,,,9145,1245,,
0500000US17091,"Kankakee County, Illinois",108104,*****,*****,,11843,*****,*****,,10598,309,,,458,182,,,62,49,,,725,240,,,96261,*****,*****,,76686,304,,,15656,,403,,46,30,,,902,149,,,0,28,,,127,70,,,2844,496,,,400,298,,,2444,419,,
0500000US17093,"Kendall County, Illinois",130757,*****,*****,,26347,*****,*****,,22106,965,,,2486,792,,,546,416,,,1209,444,,,104410,*****,*****,,87114,589,,,9979,,455,,61,47,,,3778,440,,,0,28,,,216,188,,,3262,794,,,582,524,,,2680,624,,
0500000US17095,"Knox County, Illinois",50193,*****,*****,,3070,*****,*****,,2271,217,,,354,164,,,29,21,,,416,152,,,47123,*****,*****,,41062,130,,,4295,,252,,45,26,,,518,64,,,0,28,,,129,113,,,1074,272,,,128,128,,,946,256,,
0500000US17097,"Lake County, Illinois",714484,*****,*****,,159640,*****,*****,,126794,2278,,,11782,1615,,,1868,654,,,19196,1702,,,554844,*****,*****,,428289,773,,,46346,,892,,899,222,,,58331,738,,,272,111,,,2874,674,,,17833,1251,,,3354,551,,,14479,1141,,
0500000US17099,"LaSalle County, Illinois",109986,*****,*****,,11143,*****,*****,,9425,366,,,747,240,,,169,128,,,802,296,,,98843,*****,*****,,92885,189,,,2883,,250,,20,22,,,1025,155,,,18,21,,,72,66,,,1940,314,,,416,178,,,1524,281,,
0500000US17101,"Lawrence County, Illinois",15465,*****,*****,,456,123,,,349,121,,,54,40,,,29,24,,,24,26,,,15009,123,,,13031,28,,,1492,,310,,29,35,,,34,50,,,0,19,,,20,29,,,403,366,,,2,3,,,401,366,,
0500000US17103,"Lee County, Illinois",34373,*****,*****,,2283,*****,*****,,1660,169,,,332,138,,,37,40,,,254,154,,,32090,*****,*****,,29397,30,,,1848,,154,,14,17,,,241,37,,,12,17,,,18,25,,,560,157,,,18,19,,,542,157,,
0500000US17105,"Livingston County, Illinois",35902,*****,*****,,1785,*****,*****,,1284,190,,,219,102,,,4,6,,,278,147,,,34117,*****,*****,,31807,64,,,1290,,153,,0,25,,,229,62,,,0,25,,,13,18,,,778,173,,,55,62,,,723,165,,
0500000US17107,"Logan County, Illinois",28238,*****,*****,,997,*****,*****,,592,99,,,129,50,,,35,42,,,241,92,,,27241,*****,*****,,24200,30,,,2012,,233,,19,15,,,139,64,,,0,22,,,16,14,,,855,236,,,30,25,,,825,232,,
0500000US17109,"McDonough County, Illinois",27743,*****,*****,,819,*****,*****,,580,90,,,56,44,,,16,27,,,167,84,,,26924,*****,*****,,24083,176,,,1429,,131,,13,17,,,705,80,,,10,21,,,47,71,,,637,233,,,133,163,,,504,165,,
0500000US17111,"McHenry County, Illinois",310749,*****,*****,,42981,*****,*****,,33064,1244,,,3660,750,,,900,329,,,5357,893,,,267768,*****,*****,,246990,799,,,4552,,305,,151,77,,,8346,479,,,0,28,,,715,319,,,7014,984,,,1437,723,,,5577,584,,
0500000US17113,"McLean County, Illinois",171455,*****,*****,,8852,*****,*****,,6548,443,,,572,177,,,157,73,,,1575,418,,,162603,*****,*****,,135230,243,,,14042,,465,,214,62,,,8784,297,,,12,20,,,246,145,,,4075,572,,,431,234,,,3644,540,,
0500000US17115,"Macon County, Illinois",104331,*****,*****,,2532,*****,*****,,1613,222,,,224,123,,,189,84,,,506,190,,,101799,*****,*****,,78618,121,,,16844,,665,,165,83,,,1343,129,,,62,76,,,205,114,,,4562,664,,,118,68,,,4444,659,,
0500000US17117,"Macoupin County, Illinois",45152,*****,*****,,580,*****,*****,,267,85,,,65,76,,,21,36,,,227,86,,,44572,*****,*****,,43076,173,,,471,,42,,72,45,,,181,49,,,7,10,,,39,39,,,726,186,,,176,171,,,550,77,,
0500000US17119,"Madison County, Illinois",266112,*****,*****,,9233,*****,*****,,6997,490,,,450,160,,,276,161,,,1510,422,,,256879,*****,*****,,223477,531,,,22527,,687,,212,71,,,2502,315,,,45,33,,,300,176,,,7816,958,,,1256,540,,,6560,736,,
0500000US17121,"Marion County, Illinois",37781,*****,*****,,833,*****,*****,,434,94,,,136,103,,,0,25,,,263,100,,,36948,*****,*****,,34283,30,,,1424,,179,,9,10,,,231,48,,,3,5,,,56,51,,,942,176,,,31,30,,,911,178,,
0500000US17123,"Marshall County, Illinois",11781,*****,*****,,354,*****,*****,,341,13,,,0,19,,,0,19,,,13,12,,,11427,*****,*****,,11040,61,,,78,,49,,4,6,,,41,24,,,0,19,,,20,21,,,244,82,,,60,55,,,184,60,,
0500000US17125,"Mason County, Illinois",13225,*****,*****,,170,*****,*****,,107,46,,,3,5,,,11,20,,,49,45,,,13055,*****,*****,,12709,2,,,63,,45,,15,12,,,30,31,,,0,19,,,0,19,,,238,43,,,1,2,,,237,43,,
0500000US17127,"Massac County, Illinois",14280,*****,*****,,453,*****,*****,,268,157,,,63,73,,,0,19,,,122,142,,,13827,*****,*****,,12412,100,,,841,,109,,0,19,,,32,43,,,0,19,,,0,19,,,542,133,,,108,100,,,434,121,,
0500000US17129,"Menard County, Illinois",12343,*****,*****,,201,101,,,98,79,,,31,52,,,18,29,,,54,77,,,12142,101,,,11762,18,,,115,,96,,0,19,,,52,22,,,0,19,,,13,17,,,200,88,,,2,4,,,198,88,,
0500000US17131,"Mercer County, Illinois",15779,*****,*****,,423,*****,*****,,360,37,,,0,19,,,12,17,,,51,34,,,15356,*****,*****,,14895,55,,,79,,38,,0,19,,,46,29,,,0,19,,,8,11,,,328,75,,,68,54,,,260,45,,
0500000US17133,"Monroe County, Illinois",34732,*****,*****,,561,*****,*****,,443,79,,,63,53,,,0,25,,,55,44,,,34171,*****,*****,,33371,67,,,78,,48,,51,58,,,318,106,,,0,25,,,77,78,,,276,125,,,4,6,,,272,127,,
0500000US17135,"Montgomery County, Illinois",28482,*****,*****,,518,*****,*****,,305,90,,,120,114,,,7,12,,,86,62,,,27964,*****,*****,,26342,121,,,1121,,181,,24,14,,,100,50,,,0,22,,,52,85,,,325,211,,,141,104,,,184,182,,
0500000US17137,"Morgan County, Illinois",33189,*****,*****,,888,*****,*****,,657,150,,,112,102,,,0,25,,,119,91,,,32301,*****,*****,,29038,59,,,2067,,228,,70,30,,,234,55,,,2,4,,,14,18,,,876,249,,,51,55,,,825,243,,
0500000US17139,"Moultrie County, Illinois",14634,*****,*****,,237,*****,*****,,118,79,,,5,10,,,14,18,,,100,88,,,14397,*****,*****,,14065,27,,,145,,53,,8,10,,,26,27,,,0,19,,,14,12,,,139,54,,,28,27,,,111,43,,
0500000US17141,"Ogle County, Illinois",51787,*****,*****,,5490,*****,*****,,4796,219,,,190,125,,,76,85,,,428,149,,,46297,*****,*****,,44087,265,,,609,,92,,66,53,,,237,58,,,7,14,,,126,120,,,1165,286,,,477,253,,,688,114,,
0500000US17143,"Peoria County, Illinois",182439,*****,*****,,9293,*****,*****,,6223,598,,,847,353,,,75,62,,,2148,483,,,173146,*****,*****,,125490,303,,,32161,,949,,164,115,,,7755,258,,,15,23,,,394,197,,,7167,1068,,,678,265,,,6489,1001,,
0500000US17145,"Perry County, Illinois",21158,*****,*****,,689,*****,*****,,580,87,,,28,32,,,40,61,,,41,52,,,20469,*****,*****,,18084,6,,,1801,,149,,18,18,,,124,32,,,0,22,,,0,22,,,442,147,,,4,6,,,438,148,,
0500000US17147,"Piatt County, Illinois",16664,*****,*****,,244,*****,*****,,118,40,,,54,50,,,0,19,,,72,36,,,16420,*****,*****,,15952,78,,,95,,50,,1,2,,,5,6,,,0,19,,,43,78,,,324,52,,,6,7,,,318,51,,
0500000US17149,"Pike County, Illinois",14923,*****,*****,,205,*****,*****,,120,34,,,36,25,,,0,19,,,49,30,,,14718,*****,*****,,14233,55,,,136,,56,,9,10,,,47,12,,,101,65,,,10,12,,,182,74,,,53,54,,,129,54,,
0500000US17151,"Pope County, Illinois",3820,*****,*****,,91,51,,,91,51,,,0,12,,,0,12,,,0,12,,,3729,51,,,3417,77,,,120,,78,,62,78,,,14,26,,,0,12,,,0,12,,,116,87,,,4,7,,,112,86,,
0500000US17153,"Pulaski County, Illinois",5279,*****,*****,,132,*****,*****,,114,20,,,4,6,,,3,8,,,11,14,,,5147,*****,*****,,3364,20,,,1582,,83,,3,5,,,11,9,,,0,17,,,1,2,,,186,85,,,15,20,,,171,81,,
0500000US17155,"Putnam County, Illinois",5638,*****,*****,,338,*****,*****,,319,17,,,11,14,,,0,17,,,8,10,,,5300,*****,*****,,5167,4,,,6,,6,,2,3,,,41,28,,,0,17,,,36,35,,,48,24,,,3,4,,,45,24,,
0500000US17157,"Randolph County, Illinois",30632,*****,*****,,1031,*****,*****,,852,91,,,25,24,,,54,54,,,100,64,,,29601,*****,*****,,25796,25,,,3256,,72,,24,13,,,203,10,,,15,21,,,10,13,,,297,76,,,14,19,,,283,71,,
0500000US17159,"Richland County, Illinois",15876,*****,*****,,278,*****,*****,,139,104,,,119,101,,,6,12,,,14,20,,,15598,*****,*****,,14984,114,,,91,,85,,10,9,,,111,74,,,0,19,,,119,114,,,283,109,,,0,19,,,283,109,,
0500000US17161,"Rock Island County, Illinois",144694,*****,*****,,19246,*****,*****,,16796,498,,,750,274,,,181,79,,,1519,401,,,125448,*****,*****,,102083,122,,,14817,,621,,182,64,,,3705,207,,,62,15,,,190,128,,,4409,640,,,258,136,,,4151,608,,
0500000US17163,"St. Clair County, Illinois",258597,*****,*****,,11248,*****,*****,,7019,770,,,1335,412,,,312,160,,,2582,686,,,247349,*****,*****,,156751,807,,,74992,,1028,,189,99,,,3751,356,,,43,60,,,1202,765,,,10421,1186,,,944,399,,,9477,1105,,
0500000US17165,"Saline County, Illinois",23869,*****,*****,,421,*****,*****,,291,71,,,83,48,,,0,22,,,47,56,,,23448,*****,*****,,21828,38,,,648,,219,,20,21,,,160,78,,,48,55,,,31,30,,,713,231,,,40,54,,,673,234,,
0500000US17167,"Sangamon County, Illinois",196759,*****,*****,,4779,*****,*****,,2797,369,,,825,374,,,149,121,,,1008,284,,,191980,*****,*****,,156195,260,,,24937,,752,,152,58,,,4168,260,,,32,34,,,514,212,,,5982,789,,,698,325,,,5284,685,,
0500000US17169,"Schuyler County, Illinois",6953,*****,*****,,74,54,,,32,43,,,2,5,,,0,17,,,40,52,,,6879,54,,,6433,17,,,329,,107,,1,5,,,15,25,,,0,17,,,0,17,,,101,70,,,0,17,,,101,70,,
0500000US17171,"Scott County, Illinois",4923,*****,*****,,20,28,,,20,28,,,0,12,,,0,12,,,0,12,,,4903,28,,,4726,12,,,12,,13,,9,9,,,42,40,,,16,22,,,0,12,,,98,47,,,0,12,,,98,47,,
0500000US17173,"Shelby County, Illinois",21160,*****,*****,,242,*****,*****,,110,54,,,18,20,,,3,5,,,111,61,,,20918,*****,*****,,20492,26,,,69,,54,,17,24,,,74,20,,,27,37,,,1,2,,,238,55,,,26,26,,,212,50,,
0500000US17175,"Stark County, Illinois",5436,*****,*****,,116,*****,*****,,112,5,,,4,5,,,0,17,,,0,17,,,5320,*****,*****,,5118,33,,,49,,21,,0,17,,,50,6,,,0,17,,,0,17,,,103,38,,,38,33,,,65,22,,
0500000US17177,"Stephenson County, Illinois",44817,*****,*****,,1949,*****,*****,,1420,168,,,329,138,,,23,28,,,177,135,,,42868,*****,*****,,36503,80,,,4214,,399,,74,37,,,343,87,,,0,25,,,62,67,,,1672,410,,,45,34,,,1627,404,,
0500000US17179,"Tazewell County, Illinois",131977,*****,*****,,3258,*****,*****,,2435,235,,,147,85,,,0,28,,,676,226,,,128719,*****,*****,,123171,192,,,1762,,264,,117,49,,,1277,140,,,50,47,,,65,51,,,2277,359,,,468,207,,,1809,290,,
0500000US17181,"Union County, Illinois",17259,*****,*****,,931,*****,*****,,853,46,,,5,9,,,0,19,,,73,45,,,16328,*****,*****,,15715,13,,,228,,84,,45,33,,,53,22,,,0,19,,,0,19,,,287,84,,,11,13,,,276,83,,
0500000US17183,"Vermilion County, Illinois",74953,*****,*****,,3968,*****,*****,,3270,262,,,135,88,,,90,57,,,473,245,,,70985,*****,*****,,58201,60,,,10751,,272,,75,35,,,699,80,,,10,18,,,53,51,,,1196,279,,,126,92,,,1070,265,,
0500000US17185,"Wabash County, Illinois",11414,*****,*****,,259,*****,*****,,212,50,,,16,32,,,0,19,,,31,36,,,11155,*****,*****,,10725,27,,,10,,13,,1,5,,,170,53,,,0,19,,,0,19,,,249,59,,,47,43,,,202,47,,
0500000US17187,"Warren County, Illinois",16887,*****,*****,,1686,*****,*****,,1425,135,,,28,43,,,13,21,,,220,117,,,15201,*****,*****,,13951,92,,,652,,210,,44,32,,,245,201,,,13,28,,,54,84,,,242,111,,,30,38,,,212,108,,
0500000US17189,"Washington County, Illinois",13827,*****,*****,,205,*****,*****,,140,47,,,28,35,,,24,32,,,13,16,,,13622,*****,*****,,13247,27,,,88,,46,,2,3,,,98,59,,,5,10,,,0,19,,,182,64,,,29,27,,,153,56,,
0500000US17191,"Wayne County, Illinois",16250,*****,*****,,263,*****,*****,,57,59,,,35,40,,,0,19,,,171,80,,,15987,*****,*****,,15626,5,,,183,,64,,6,6,,,51,33,,,0,19,,,3,5,,,118,51,,,0,19,,,118,51,,
0500000US17193,"White County, Illinois",13959,*****,*****,,220,*****,*****,,166,39,,,24,29,,,10,17,,,20,19,,,13739,*****,*****,,13414,17,,,105,,32,,11,14,,,76,18,,,2,4,,,0,19,,,131,42,,,18,17,,,113,38,,
0500000US17195,"Whiteside County, Illinois",55932,*****,*****,,6964,*****,*****,,5481,412,,,872,355,,,84,69,,,527,275,,,48968,*****,*****,,46864,96,,,589,,172,,61,30,,,302,54,,,67,54,,,4,9,,,1081,205,,,141,97,,,940,192,,
