year,GeoFIPS,total_obligated_amount
2010,16009,788515.0
2010,16017,35706.0
2010,16027,100000.0
2010,16047,66535.0
2010,16055,248189.0
2010,16057,2505623.0
2010,16065,419189.0
2010,16069,2825752.0
2010,16083,237189.0
2010,17001,64628.0
2010,17011,867993.0
2010,17019,46598145.0
2010,17031,82298760.0
2010,17033,1493000.0
2010,17037,57978190.0
2010,17043,580526.0
2010,17055,1808422.0
2010,17077,6677639.0
2010,17095,1219552.0
2010,17101,1776846.0
2010,17109,178318.0
2010,17117,191073.0
2010,17119,663654.0
2010,17121,187073.0
2010,17143,70888376.0
2010,17153,717073.0
2010,17161,990073.0
2010,17165,31712326.0
2010,17167,61895282.0
2010,17183,3000000.0
2010,17195,61628.0
2010,18003,216000.0
2010,18019,154884.0
2010,18035,50000.0
2010,18037,2416524.0
2010,18043,1735050.0
2010,18065,179189.0
2010,18085,2100000.0
2010,18087,1230150.0
2010,18095,1487108.0
2010,18097,17267360.0
2010,18101,6839573.0
2010,18103,3150000.0
2010,18105,4224824.43
2010,18113,841448.0
2010,18137,184884.0
2010,18141,4355998.0
2010,18157,17008861.0
2010,18163,231482.0
2010,18165,774045.0
2010,18167,184884.0
2010,18181,2626248.0
2010,19005,383000.0
2010,19013,12692315.0
2010,19017,3167923.0
2010,19027,244000.0
2010,19029,205000.0
2010,19031,292000.0
2010,19033,183000.0
2010,19039,214732.0
2010,19041,258000.0
2010,19057,994000.0
2010,19061,1686000.0
2010,19103,25000000.0
2010,19113,40682440.0
2010,19115,12915500.0
2010,19127,180000.0
2010,19145,232500.0
2010,19153,54039894.0
2010,19155,100000.0
2010,19163,6779435.0
2010,19169,35520000.0
2010,19175,189000.0
2010,19179,1698000.0
2010,19187,244000.0
2010,19193,211000.0
2010,20045,12811677.0
2010,20055,376542.0
2010,20057,183000.0
2010,20065,186000.0
2010,20079,2432000.0
2010,20091,500000.0
2010,20123,183000.0
2010,20133,183000.0
2010,20149,194330.0
2010,20161,791650.0
2010,20173,189000.0
2010,20177,11791533.0
2010,20205,1498586.0
2010,21015,17565.0
2010,21067,20370993.0
2010,21071,12000.0
2010,21073,13237260.0
2010,21081,535308.0
2010,21087,1050000.0
2010,21101,450000.0
2010,21111,743741.0
2010,21133,59899.0
2010,21177,1087000.0
2010,21199,1998000.0
2010,21227,64990258.0
2010,21231,1500000.0
2010,22015,1380513.0
2010,22017,180000.0
2010,22019,180000.0
2010,22033,192067671.0
2010,22055,9164995.0
2010,22057,2497854.0
2010,22061,338550.0
2010,22067,1800000.0
2010,22071,7395143.0
2010,22073,9343384.0
2010,22079,2180000.0
2010,22087,200000.0
2010,22101,1750000.0
2010,22109,3097090.0
2010,23001,222099.0
2010,23003,2232900.0
2010,23005,27218942.0
2010,23009,347526.0
2010,23011,71766689.0
2010,23015,9145710.0
2010,23019,59771178.0
2010,23023,204000.0
2010,23025,210000.0
2010,23029,4823283.0
2010,23031,1540129.0
2010,24001,210000.0
2010,24003,131485840.0
2010,24005,951351.0
2010,24013,252200.0
2010,24019,59001826.0
2010,24021,300000.0
2010,24027,770000.0
2010,24031,40703884.0
2010,24033,3169722228.27
2010,24035,249750.0
2010,24039,11924910.0
2010,24041,260000.0
2010,24045,4695551.0
2010,24047,339000.0
2010,24510,15566952.0
2010,25001,1536113761.0
2010,25003,60000.0
2010,25005,6515887.0
2010,25009,61201002.0
2010,25011,474235.0
2010,25013,740000.0
2010,25015,1632455.0
2010,25017,85645612.82
2010,25021,5132992.0
2010,25023,434850.0
2010,25025,28496385.0
2010,25027,68368878.0
2010,26017,883891.0
2010,26021,1107643.0
2010,26029,50000.0
2010,26033,5008219.0
2010,26037,1157548.0
2010,26041,190073.0
2010,26053,34473640.0
2010,26055,61628.0
2010,26061,257073.0
2010,26065,21835728.0
2010,26077,59110.0
2010,26081,1862419.0
2010,26099,1644613.0
2010,26121,187073.0
2010,26125,450000.0
2010,26137,184073.0
2010,26139,1200000.0
2010,26145,187884.0
2010,26147,816322.0
2010,26159,5646473.0
2010,26161,498616892.0
2010,26163,3085740.0
2010,27005,466389.0
2010,27007,163884.0
2010,27013,61628.0
2010,27019,5995600.0
2010,27021,395174.0
2010,27037,43729.0
2010,27053,60051667.0
2010,27061,8443041.0
2010,27065,178073.0
2010,27067,315317.0
2010,27071,180000.0
2010,27075,928412.0
2010,27077,120000.0
2010,27089,184884.0
2010,27099,5000000.0
2010,27101,193884.0
2010,27105,779886.0
2010,27109,1496654.0
2010,27111,64628.0
2010,27115,1798200.0
2010,27119,425000.0
2010,27123,1836736.0
2010,27135,100000.0
2010,27137,2413043.0
2010,27147,50000.0
2010,27151,394073.0
2010,27153,61615.0
2010,28001,189000.0
2010,28007,1100000.0
2010,28033,150000.0
2010,28035,113811323.0
2010,28041,70055000.0
2010,28047,7740824.0
2010,28049,39466996.0
2010,28059,125084555.0
2010,28071,58318041.0
2010,28077,345180.0
2010,28087,1200000.0
2010,28089,15212591.0
2010,28097,189189.0
2010,28099,303500.0
2010,28101,189189.0
2010,28105,408840290.0
2010,28113,4800000.0
2010,28115,189000.0
2010,28117,189189.0
2010,28121,862747.0
2010,28143,1900000.0
2010,28151,179189.0
2010,29019,49945004.0
2010,29021,183000.0
2010,29023,268000.0
2010,29027,6458830.0
2010,29029,156000.0
2010,29031,50659.0
2010,29037,241307.0
2010,29043,216626.0
2010,29051,4906831.0
2010,29079,183000.0
2010,29083,183000.0
2010,29091,686000.0
2010,29095,4259754.0
2010,29097,117000.0
2010,29107,180000.0
2010,29137,680000.0
2010,29147,183000.0
2010,29157,195000.0
2010,29161,49971347.0
2010,29173,183000.0
2010,29189,6175000.0
2010,29199,186000.0
2010,29207,186000.0
2010,29219,183000.0
2010,29225,26600000.0
2010,29510,2093632.0
2010,30003,145500.0
2010,30005,145500.0
2010,30009,186000.0
2010,30013,50000.0
2010,30025,800000.0
2010,30027,183000.0
2010,30029,1187302.0
2010,30031,10376032.0
2010,30035,145500.0
2010,30041,334500.0
2010,30047,13942140.0
2010,30049,9676007.0
2010,30053,634130.0
2010,30063,1409118.0
2010,30065,1112233.0
2010,30083,180000.0
2010,30085,328500.0
2010,30087,292000.0
2010,30089,34035.0
2010,30093,183000.0
2010,31003,2416403.0
2010,31019,1500000.0
2010,31055,581846.0
2010,31089,183000.0
2010,31101,221125.0
2010,31109,36929845.0
2010,31119,427560.0
2010,31137,180000.0
2010,31151,1000000.0
2010,31157,183000.0
2010,32003,18780525.0
2010,32005,40000.0
2010,32011,40000.0
2010,32019,745005.0
2010,32023,55609.0
2010,32027,35300.0
2010,32031,39678282.0
2010,32510,1067234.0
2010,33007,2397870.0
2010,33009,6109812.0
2010,33013,15051128.0
2010,33015,2477999.0
2010,33017,161150684.0
2010,34011,210000.0
2010,34013,855867.0
2010,34015,1541200.0
2010,34017,3420000.0
2010,34021,110441282.0
2010,34023,12660405.34
2010,34025,13373041.0
2010,34027,15619190.0
2010,34029,1998000.0
2010,34039,750000.0
2010,35001,24753915.46
2010,35005,180000.0
2010,35006,174803.0
2010,35009,27892881.0
2010,35013,2260977.0
2010,35015,1325000.0
2010,35017,340189.0
2010,35025,1000000.0
2010,35027,2900000.0
2010,35031,585196.0
2010,35039,338550.0
2010,35043,1000000.0
2010,35049,64478286.0
2010,35051,180000.0
2010,35053,77287.0
2010,36001,99683828.0
2010,36003,63000.0
2010,36005,121176586.0
2010,36007,6779258.0
2010,36009,342500.0
2010,36017,225000.0
2010,36019,301000.0
2010,36029,513350.0
2010,36033,712969.0
2010,36043,222000.0
2010,36045,154794.0
2010,36047,5654750.0
2010,36055,13646916.0
2010,36061,106846482.0
2010,36067,741388.0
2010,36071,210000.0
2010,36081,1343690.0
2010,36083,3450440.0
2010,36089,520216.0
2010,36093,2345363.0
2010,36101,140000.0
2010,36103,18695321.0
2010,36105,800000.0
2010,36109,694842.0
2010,36113,975336.0
2010,36119,1430606.0
2010,37013,189189.0
2010,37017,289189.0
2010,37021,1754223.0
2010,37023,448742.0
2010,37027,1000000.0
2010,37031,11249354.0
2010,37035,1679189.0
2010,37045,1543000.0
2010,37047,177816.0
2010,37049,189189.0
2010,37051,995051.0
2010,37063,127267651.0
2010,37065,189189.0
2010,37067,1330552.0
2010,37069,1742300.0
2010,37081,36563387.0
2010,37097,148117.84
2010,37099,428640.0
2010,37101,1500000.0
2010,37109,1631625.0
2010,37115,40000.0
2010,37119,17311771.0
2010,37121,239194.0
2010,37129,11581252.0
2010,37143,179189.0
2010,37147,184862.0
2010,37173,188429.0
2010,37179,2081688.0
2010,37181,189000.0
2010,37183,92220116.0
2010,37189,189000.0
2010,37193,615000.0
2010,38005,97000.0
2010,38015,15117437.0
2010,38017,16345781.0
2010,38035,549161.0
2010,38059,186000.0
2010,38061,145500.0
2010,38071,186000.0
2010,38079,196654.0
2010,38085,109000.0
2010,38089,275587.0
2010,38093,183000.0
2010,38099,183000.0
2010,38101,186000.0
2010,38105,198000.0
2010,39009,25115.0
2010,39011,30031849.0
2010,39023,1055260.0
2010,39027,1075000.0
2010,39035,68738808.0
2010,39041,78663745.0
2010,39043,87247.0
2010,39049,29369107.0
2010,39057,127075.0
2010,39059,163884.0
2010,39061,277425.0
2010,39093,1847795.0
2010,39095,2261555.0
2010,39099,187844.0
2010,39101,486757.0
2010,39113,1415284.0
2010,39131,2273484.0
2010,39133,4411142.0
2010,39139,1016933.0
2010,39141,66474247.0
2010,39153,2968783.0
2010,39157,2695359.0
2010,39167,193884.0
2010,39171,75000.0
2010,39173,601803.0
2010,40007,170189.0
2010,40013,1765000.0
2010,40017,86450686.0
2010,40027,859651035.0
2010,40035,170189.0
2010,40039,1725700.0
2010,40047,60000.0
2010,40077,60000.0
2010,40089,9472078.0
2010,40101,60000.0
2010,40107,770000.0
2010,40109,1240000.0
2010,40113,18362492.46
2010,40115,134802.0
2010,40125,60000.0
2010,40131,225700.0
2010,40137,170189.0
2010,40143,20189.0
2010,40149,170189.0
2010,41003,300632110.0
2010,41005,109885237.0
2010,41009,210189.0
2010,41011,312630.0
2010,41013,3908064.0
2010,41017,4622000.0
2010,41019,1061567.0
2010,41025,100000.0
2010,41029,6182065.0
2010,41031,150090.0
2010,41035,220189.0
2010,41039,9368507.0
2010,41041,118239.0
2010,41043,260189.0
2010,41047,23103936.0
2010,41051,125006568.0
2010,41053,20202685.0
2010,41059,267189.0
2010,41063,216439.0
2010,41065,2210288.0
2010,41067,12627420.0
2010,42001,353964.0
2010,42003,45239944.0
2010,42009,650000.0
2010,42013,186000.0
2010,42015,210000.0
2010,42021,876928.0
2010,42025,1000000.0
2010,42027,16236397.0
2010,42029,116204.0
2010,42031,241274.0
2010,42033,11760060.0
2010,42037,2000000.0
2010,42041,99660678.0
2010,42043,51446839.0
2010,42047,198000.0
2010,42049,14844342.0
2010,42079,12727518.0
2010,42081,4345474.0
2010,42083,800000.0
2010,42087,457500.0
2010,42091,9356466.0
2010,42101,76816898.0
2010,42105,6136904.0
2010,42119,186000.0
2010,42121,273000.0
2010,42133,15241463.0
2010,44001,618306.0
2010,44007,16381722.0
2010,44009,60131075.0
2010,45001,500000.0
2010,45003,189000.0
2010,45005,328000.0
2010,45007,1438041.0
2010,45011,1323394.0
2010,45013,189000.0
2010,45015,589797.0
2010,45019,163756447.0
2010,45031,1839600.0
2010,45041,189000.0
2010,45043,189000.0
2010,45045,1908152.0
2010,45047,189000.0
2010,45051,173225.0
2010,45059,1500000.0
2010,45063,60303425.0
2010,45073,9604840.0
2010,45077,3049283.0
2010,45079,1794951.0
2010,45085,189000.0
2010,45091,189000.0
2010,46009,744070.0
2010,46011,1314598.0
2010,46013,186000.0
2010,46023,274987.0
2010,46029,186000.0
2010,46035,1167499.0
2010,46041,145500.0
2010,46065,4699471.0
2010,46067,759712.0
2010,46081,40050.0
2010,46085,145500.0
2010,46099,16068057.0
2010,46103,186000.0
2010,46109,145500.0
2010,46121,97000.0
2010,46135,199000.0
2010,47001,8476638.0
2010,47009,219000.0
2010,47017,1500000.0
2010,47037,14621903.0
2010,47051,975000.0
2010,47057,60000.0
2010,47065,4807069.0
2010,47093,6161181.33
2010,47107,750000.0
2010,47113,189189.0
2010,47119,189189.0
2010,47133,1182195.0
2010,47141,189000.0
2010,47147,5184447.0
2010,47155,177362.0
2010,47157,189189.0
2010,47165,520000.0
2010,47179,689172.0
2010,47183,189189.0
2010,48025,1000000.0
2010,48027,180189.0
2010,48029,18856072.0
2010,48037,170189.0
2010,48041,65089342.0
2010,48061,865920.0
2010,48085,63388.0
2010,48113,43821.0
2010,48127,170189.0
2010,48141,10457047.0
2010,48157,13633278.0
2010,48167,400000.0
2010,48181,170189.0
2010,48183,180189.0
2010,48191,59970.0
2010,48201,30189.0
2010,48209,1845000.0
2010,48215,1634269.0
2010,48241,30189.0
2010,48245,1122240.0
2010,48273,47112.0
2010,48303,2504614.0
2010,48309,180189.0
2010,48317,11946728.0
2010,48329,161888.0
2010,48339,1400000.0
2010,48343,93046.0
2010,48355,8404884.0
2010,48375,1523858.0
2010,48377,48750.0
2010,48439,81467570.0
2010,48441,180189.0
2010,48451,180189.0
2010,48453,24401577.0
2010,48463,1126086.0
2010,48469,180189.0
2010,48473,97531.0
2010,48489,15697856.0
2010,48499,28825356.0
2010,49001,51538.0
2010,49005,2836622.0
2010,49007,122000.0
2010,49017,446571.0
2010,49021,71518.0
2010,49025,213623.0
2010,49027,72833.0
2010,49031,166821.0
2010,49033,79875.0
2010,49035,40188137.0
2010,49039,183865.0
2010,49041,450129.0
2010,49043,264989.0
2010,49047,1418266.0
2010,49049,6308866.0
2010,49053,183000.0
2010,49055,169819.0
2010,50007,3317971.0
2010,50015,11286917.0
2010,50017,6337987.0
2010,50023,39732244.0
2010,50027,9002788.0
2010,51001,210000.0
2010,51003,392500.0
2010,51013,120958015.0
2010,51059,16457078.0
2010,51063,9237760.0
2010,51073,69257726.0
2010,51083,26067537.0
2010,51099,200000.0
2010,51107,12498684.0
2010,51117,19220648.0
2010,51121,9339494.0
2010,51125,1826646.0
2010,51139,1648941.0
2010,51159,210000.0
2010,51167,210000.0
2010,51169,2232814.0
2010,51173,210000.0
2010,51191,165739.0
2010,51193,489322.0
2010,51510,634000.0
2010,51520,22698010.0
2010,51540,536108.0
2010,51590,2275030.0
2010,51600,5443622.0
2010,51610,600000.0
2010,51650,125000.0
2010,51660,91045.0
2010,51678,6993399.0
2010,51680,210000.0
2010,51690,8150085.0
2010,51700,2617039.0
2010,51710,727331.0
2010,51730,140000.0
2010,51750,1639000.0
2010,51760,6498848.0
2010,51770,139612.0
2010,51790,567477.0
2010,51810,99927.0
2010,51830,70000.0
2010,53003,254288.0
2010,53005,535398.0
2010,53007,220189.0
2010,53009,5545731.0
2010,53011,3000000.0
2010,53015,3107703.0
2010,53027,364928.0
2010,53029,84475.0
2010,53031,56000.0
2010,53033,2589541702.0
2010,53035,2740000.0
2010,53037,100000.0
2010,53041,2107571.0
2010,53045,134739.0
2010,53047,421150.0
2010,53051,27257838.0
2010,53053,141959750.0
2010,53055,117251.0
2010,53057,1216335.0
2010,53061,23175407.0
2010,53063,119954.0
2010,53065,339406.0
2010,53067,68369860.0
2010,53071,3000000.0
2010,53073,5207866.0
2010,53075,744904.0
2010,53077,1283821.0
2010,54001,2120000.0
2010,54003,210000.0
2010,54009,4458099.0
2010,54011,140000.0
2010,54023,210000.0
2010,54027,56169.0
2010,54029,186000.0
2010,54031,3201760.0
2010,54033,3600000.0
2010,54035,2104725.0
2010,54039,130884540.0
2010,54049,140000.0
2010,54055,140000.0
2010,54061,8153639.0
2010,54067,210000.0
2010,54069,640000.0
2010,54097,210000.0
2010,54107,140000.0
2010,55001,608935.0
2010,55009,184884.0
2010,55017,178073.0
2010,55023,4313650.0
2010,55025,1273288848.0
2010,55033,9969751.0
2010,55039,684519.0
2010,55043,472789.0
2010,55049,959250.0
2010,55057,1246500.0
2010,55059,3500000.0
2010,55063,178073.0
2010,55071,670196.0
2010,55073,175073.0
2010,55078,3355956.0
2010,55079,12166553.0
2010,55085,145976.0
2010,55089,5246850.0
2010,55105,1200000.0
2010,55111,5215159.0
2010,55123,3072498.0
2010,55125,110628.0
2010,55127,5979094.0
2010,55129,178073.0
2010,55133,76000.0
2010,55139,718510.0
2010,56001,8446249.0
2010,56005,235000.0
2010,56013,406610.0
2010,56019,60000.0
2010,56023,10671802.0
2010,56031,180000.0
2010,60010,8485475.0
2010,60050,65000.0
2010,66010,15243521.0
2010,69110,4397052.0
2010,72025,20000.0
2010,72057,597454.0
2010,72063,12931174.0
2010,72069,2489339.0
2010,72097,23255992.0
2010,72127,98236884.0
2010,78010,2888749.0
2010,78030,71975578.0
2011,1003,1274298.0
2011,1025,2000000.0
2011,1033,289000.0
2011,1069,189000.0
2011,1073,32344842.0
2011,1077,499500.0
2011,1081,1796108.0
2011,1083,3183328.0
2011,1089,100000.0
2011,1097,8899304.0
2011,1101,5600661.0
2011,1103,100000.0
2011,1125,140000.0
2011,1131,189000.0
2011,2016,1090415.0
2011,2020,117599753.0
2011,2050,219467.0
2011,2070,338256.0
2011,2090,158287423.0
2011,2110,81441762.0
2011,2122,20878267.0
2011,2130,112822.0
2011,2150,160000.0
2011,2180,193739.0
2011,2185,2937236.0
2011,2220,378155.0
2011,2261,56040.0
2011,4001,525000.0
2011,4003,220189.0
2011,4005,373189.0
2011,4013,5542665.0
2011,4017,293478.0
2011,4019,8654660.0
2011,4021,218189.0
2011,4027,5456602.0
2011,5003,1000000.0
2011,5009,180000.0
2011,5019,1000000.0
2011,5023,1400000.0
2011,5027,180000.0
2011,5031,518550.0
2011,5045,264335.0
2011,5051,180000.0
2011,5063,180000.0
2011,5069,180000.0
2011,5085,180000.0
2011,5119,30211286.0
2011,5131,180000.0
2011,6001,5499964.0
2011,6007,1036439.0
2011,6013,32704300.48
2011,6015,613568.0
2011,6019,786484.0
2011,6023,1274465.0
2011,6025,70000.0
2011,6037,202043643.0
2011,6041,275495.0
2011,6045,122803.0
2011,6051,40000.0
2011,6053,20337433.0
2011,6059,8935843.0
2011,6061,258189.0
2011,6065,1775000.0
2011,6067,42067981.0
2011,6071,53700.0
2011,6073,2245139301.19
2011,6074,200000.0
2011,6075,13266331.0
2011,6079,50605.0
2011,6081,3623317.0
2011,6083,1304042.0
2011,6085,12432059.0
2011,6087,2038160.3
2011,6089,309567.0
2011,6093,50000.0
2011,6097,2180357.0
2011,6101,194189.0
2011,6107,2000000.0
2011,6109,78000.0
2011,6111,461519.0
2011,6113,823265.0
2011,8001,754842.0
2011,8003,412000.0
2011,8013,5805953298.06
2011,8017,80000.0
2011,8031,12302207.0
2011,8041,55619.0
2011,8059,688940.0
2011,8063,122000.0
2011,8067,460596.0
2011,8069,3190770860.0
2011,8075,119940.0
2011,8083,145500.0
2011,8085,183000.0
2011,8087,40000.0
2011,8097,150027.0
2011,8099,79903.0
2011,8101,152500.0
2011,8113,69730.0
2011,9001,383656.0
2011,9003,43254557.0
2011,9005,221156.0
2011,9009,3125220.0
2011,9011,3400000.0
2011,9013,17752071.0
2011,10001,84737058.0
2011,10003,34828916.0
2011,11001,139031641.84
2011,12001,119177241.0
2011,12009,5662207.0
2011,12011,1870344.0
2011,12013,189000.0
2011,12025,24663.0
2011,12031,1263160.0
2011,12033,21793.0
2011,12057,56181053.0
2011,12071,1870299.51
2011,12073,47993287.08
2011,12083,189000.0
2011,12085,4425988.0
2011,12086,3850223982.35
2011,12087,423973.0
2011,12091,1000000.0
2011,12095,13274785.0
2011,12097,97909026.0
2011,12099,13971222.0
2011,12103,23280654.0
2011,12107,2748813.0
2011,12111,2140890.0
2011,12113,57130.0
2011,12115,1924418.0
2011,12117,189000.0
2011,12121,165000.0
2011,12127,285320.0
2011,13009,111751.0
2011,13021,32500.0
2011,13031,1284210.0
2011,13051,1387135.0
2011,13059,21839357.0
2011,13071,1371642.0
2011,13075,811500.0
2011,13087,60000.0
2011,13089,77895692.0
2011,13091,189000.0
2011,13115,189000.0
2011,13121,4801794.0
2011,13127,31730.0
2011,13139,189000.0
2011,13157,1000000.0
2011,13165,917710.0
2011,13245,189000.0
2011,13255,189000.0
2011,13313,1400000.0
2011,15001,3220065.0
2011,15003,1643713341.0
2011,15009,99385.0
2011,16001,25038530.0
2011,16005,478173.0
2011,16009,159739.0
2011,16055,248189.0
2011,16057,307768.0
2011,16065,230189.0
2011,16069,654398.0
2011,16083,4637189.0
2011,17001,64628.0
2011,17019,15613852.0
2011,17031,16658067.0
2011,17037,2977577.0
2011,17043,302500.0
2011,17077,282168.0
2011,17097,50000.0
2011,17099,1980462.0
2011,17109,203326.0
2011,17121,196884.0
2011,17143,118920698.0
2011,17153,196884.0
2011,17161,1683502.0
2011,17167,1131082.0
2011,17191,1679794.0
2011,17195,61628.0
2011,17199,33750.0
2011,17201,150000.0
2011,18035,60000.0
2011,18039,101652.0
2011,18049,597100.0
2011,18061,1295300.0
2011,18065,189000.0
2011,18097,18213069.0
2011,18101,184884.0
2011,18105,3953411.43
2011,18113,187884.0
2011,18127,826133.0
2011,18141,4483918.0
2011,18157,1950681.0
2011,18163,422072.0
2011,18181,196884.0
2011,19005,193637.0
2011,19013,254914.0
2011,19027,244000.0
2011,19029,225320.0
2011,19031,547976.0
2011,19033,183000.0
2011,19041,183000.0
2011,19057,244000.0
2011,19061,412563.0
2011,19111,1345000.0
2011,19113,4649374.0
2011,19127,360000.0
2011,19153,1140000.0
2011,19169,44210527.0
2011,19175,189000.0
2011,19179,183000.0
2011,19187,244000.0
2011,19191,1176007.0
2011,19193,2251000.0
2011,20045,536150.0
2011,20057,366000.0
2011,20065,372000.0
2011,20091,4754910.0
2011,20123,183000.0
2011,20133,183000.0
2011,20155,1360397.0
2011,20161,740000.0
2011,20173,1227181.0
2011,20177,7653227.0
2011,21005,1073283.0
2011,21009,1944000.0
2011,21047,30000.0
2011,21067,15398430.0
2011,21079,2500000.0
2011,21085,1000000.0
2011,21087,2000000.0
2011,21101,95834.0
2011,21111,0.0
2011,21125,252000.0
2011,21135,2000000.0
2011,21151,15795.0
2011,21177,503750.0
2011,21197,2500000.0
2011,21199,1800000.0
2011,21227,3295811.0
2011,22033,80502628.0
2011,22051,789045.0
2011,22055,8254192.0
2011,22061,1338550.0
2011,22071,4493068.0
2011,22109,6670552.0
2011,23001,210000.0
2011,23003,2629500.0
2011,23005,5889069.0
2011,23009,351206.0
2011,23011,47390615.0
2011,23013,297643.0
2011,23015,584792.0
2011,23019,35789906.0
2011,23023,389645.0
2011,23025,210000.0
2011,23031,2498914.0
2011,24001,540000.0
2011,24003,23306394.0
2011,24005,666451.0
2011,24013,252200.0
2011,24019,55070943.0
2011,24021,353758.0
2011,24027,1949540.0
2011,24031,10969481.0
2011,24033,3640708324.96
2011,24037,25200.0
2011,24039,25660338.189999998
2011,24041,260000.0
2011,24043,2150.0
2011,24047,1063034.0
2011,24510,15498756.0
2011,25001,1861325369.0
2011,25003,15600.0
2011,25005,6281960.0
2011,25009,43925207.0
2011,25011,189788.0
2011,25013,3179219.0
2011,25015,1536662.0
2011,25017,44511940.82
2011,25021,100761.0
2011,25023,216583.0
2011,25025,44494861.0
2011,25027,43747990.0
2011,26017,7713883.0
2011,26033,671696.0
2011,26041,199884.0
2011,26053,69400878.0
2011,26055,61628.0
2011,26061,3489953.0
2011,26065,9901088.0
2011,26075,30000.0
2011,26077,59110.0
2011,26081,1382124.0
2011,26099,339500.0
2011,26121,960363.0
2011,26137,193884.0
2011,26161,339968545.0
2011,26163,10196999.0
2011,27007,29500.0
2011,27013,61628.0
2011,27021,334256.0
2011,27023,240000.0
2011,27037,55456.0
2011,27053,79572806.0
2011,27065,187884.0
2011,27067,187884.0
2011,27071,38059.0
2011,27075,2547826.0
2011,27111,2485628.0
2011,27115,1798200.0
2011,27123,1612642.0
2011,27137,980948.0
2011,27153,123230.0
