city,state,fips,proj_uid,displayname,AvGini20112014,PrePostRecessionChange,citylongitude,citylatitude,UV_place,TotalPopulation,Unemployment16up,LaborForce16up,Manuf,MedianFamilyIncome,MedianHouseholdIncome,ForeignBorn,FamilieswithChildren,percentPop2064,Poverty,White,BachPlus25up,HousingPre1980,VacancyRate,HomeAffordability,OwnerOccupied,High30GrossRent,MedianMonthlyHousingCosts,BWDI,HWDI,PovertyChange2000,ChangeLFP00,Manuf1970Change,FamilyIncome2000Change,PopulationChange2000,logTotalPopulation,logSA_Part,CBSA_POP_2018_5yr,geo_flag
Jackson,Tennessee,4737640,jackson_TN,"Jackson, Tennessee",0.32396188,0.022680139,-88.843204,35.682948,4737640,66878,6.150438264,58.00657272,11.55194566,52799,41606,3.777026758,48.61145616,57.86506534,19.63178813,47.42366672,28.4747988,50.27163625,13.03188801,3.184636831,52.9197216,56.39848709,860,44.7763176,51.45352936,5.641672813,-6.185203902,-47.49631246,-13.45620998,12.13050987,11.11062534,-0.65950501,51.710724,Place
Jacksonville,Florida,1235000,jacksonville_FL,"Jacksonville, Florida",0.328320834,0.011778322,-81.556769,30.270422,1235000,878907,6.749732047,65.58861136,5.589491501,63999,52576,11.08035296,47.48559892,61.55349612,12.09642366,51.79091692,27.78205872,44.6818769,11.9755961,3.060331821,56.03176355,51.91119909,1040,48.61463165,26.35493279,2.665558152,-1.660162762,-54.25134884,-9.133712586,19.47888643,13.68643437,-0.51799583,59.571327,Place
Jacksonville,North Carolina,3734200,jacksonville_NC,"Jacksonville, North Carolina",0.316338323,-0.000179852,-77.404059,34.770735,3734200,73226,11.87750399,77.94482112,3.523871303,44680,41936,4.613115638,56.84978366,64.61229324,11.55170053,57.68579245,22.28904068,38.08846176,12.27769181,3.631724596,31.49358332,55.8129251,995,28.83818436,16.17690659,-0.976857209,-2.417020986,7.465753501,-11.23552272,9.759424417,11.20130583,-0.97385389,37.762489,Place
Jamestown,New York,3638264,jamestown_NY,"Jamestown, New York",0.295924502,0.007233283,-79.237095,42.095656,3638264,29799,7.713831961,56.42534494,18.88060272,45567,31595,1.79871805,50.91543198,56.98848963,25.3124088,82.03295469,16.90057367,94.04722452,15.84968418,2.038297176,50.85362196,60.96176505,611,29.45757484,33.424366,9.527609922,-5.625205403,-52.59547597,-9.236779637,-6.08572329,10.30223011,-1.47041,22.983126,Place
Janesville,Wisconsin,5537825,janesville_WI,"Janesville, Wisconsin",0.291590914,0.005829604,-89.011208,42.687964,5537825,64128,4.573314637,66.59801602,21.05669528,69006,54573,3.335516527,46.52289748,58.88067484,10.03755778,88.19236755,23.9863947,62.67912984,3.960864246,2.497571945,65.94963074,44.22380626,910,30.33169746,30.842453,5.739943241,-3.427404734,-49.16515808,-16.04582596,7.781774177,11.06863637,-0.92528832,39.641712,Place
Jefferson City,Missouri,2937000,jeffersoncity_MO,"Jefferson City, Missouri",0.290170374,0.01186067,-92.194925,38.570361,2937000,43013,4.010436684,59.3788445,7.535487413,66340,50832,4.254527763,48.32883477,60.90251803,9.923188388,71.96428776,32.83466995,60.41644812,11.23352647,2.856468439,57.81816244,38.0092591,695,36.71055984,30.72959709,2.661102978,-2.745702167,-21.14740379,-15.44604672,8.520032294,10.66925767,-1.2568166,28.455845,Place
Jefferson County (Louisville),Kentucky,21111,louisville_KY,"Jefferson County (Louisville), Kentucky",0.323545307,0.011518109,-85.752496,38.236297,0,767154,5.850961059,65.93055725,11.73545793,70412,54357,7.397601753,46.84347808,59.94415879,10.47527492,67.93121099,32.72106051,66.65919423,9.642083198,3.024449587,61.65900826,45.21440566,910,52.03493881,40.74823761,0.93196629,0.930658434,-63.88743453,-3.928839663,10.60403343,13.55044284,-0.51603657,59.688156,County
Jersey City,New Jersey,3436000,jerseycity_NJ,"Jersey City, New Jersey",0.369950577,0.011428118,-74.065489,40.723441,3436000,261746,6.691485643,68.13163161,5.542783439,73200,65923,41.3828671,50.37745237,66.74409509,14.78373557,20.97453326,46.06330395,67.63868928,10.20003557,5.492772102,28.69801223,45.76084316,1468,62.21442795,36.45730209,-1.659576256,6.583947572,-81.06539107,17.91738903,9.035845952,12.47512985,-4.3356423,1.309346,Place
Johns Creek,Georgia,1342425,johnscreek_GA,"Johns Creek, Georgia",0.322263015,-0.008585492,-84.20875,34.038201,1342425,83637,5.046148226,69.6724236,8.185648173,129421,116070,30.3896606,55.87139726,61.27073169,3.742793947,52.61666775,67.34160781,3.827734664,3.720930219,3.294563532,76.3463974,42.5149709,1713,22.73198318,15.25024223,1.619014679,-2.650491139,,56.9958844,35.09230993,11.33424128,-4.23558,1.4471414,Place
Johnson City,Tennessee,4738320,johnsoncity_TN,"Johnson City, Tennessee",0.333802868,0.001472526,-82.380717,36.326382,4738320,66037,6.376828998,59.85875726,8.559451252,59670,40786,6.034495682,45.84747255,61.35348082,14.87481594,82.59006143,40.36068022,48.96611869,11.75573021,4.067572117,52.54261494,48.57677221,774,28.50885773,28.9673996,3.424980532,-1.714404395,-60.91090992,-2.325107409,19.05208315,11.09797047,-1.1142135,32.817329,Place
Johnstown,Pennsylvania,4238288,johnstown_PA,"Johnstown, Pennsylvania",0.292823969,0.005587618,-78.922107,40.323297,4238288,19812,14.23750818,48.67955446,10.10895893,32773,24294,1.52432872,48.82377088,55.2493453,31.98514283,75.32808185,12.5027433,95.24080157,22.32599705,1.634148359,46.49728239,50.67174435,505,30.46353149,22.2838726,13.07159529,-1.622163006,-75.09510244,-22.26453258,-17.12540785,9.894043094,-1.9156481,14.724638,Place
Joliet,Illinois,1738570,joliet_IL,"Joliet, Illinois",0.33232812,0.002289473,-88.09264,41.531036,1738570,147957,6.078602374,70.47216296,11.47863343,77341,67504,14.30956274,58.53837729,58.8522315,9.260673076,49.11832511,21.59994692,50.79038143,7.115399837,2.553922653,70.46874762,55.6807816,1241,46.42815399,37.76626205,1.594760263,6.053796924,-65.47839445,-7.146521942,39.29166549,11.90467697,-4.1659527,1.5514929,Place
Jonesboro,Arkansas,535710,jonesboro_AR,"Jonesboro, Arkansas",0.304386002,0.006405563,-90.694892,35.832485,535710,74710,5.94673194,62.90698051,13.68077248,55640,44780,5.514656752,54.35060859,58.23584795,15.11440128,69.21563148,30.24159372,34.34324265,8.340501785,3.398838758,52.01417804,50.95404387,781,33.79986572,34.52716827,2.17801381,-3.911273292,-30.9629556,-11.31343922,34.57624066,11.22136923,-0.55203414,57.57774,Place
Joplin,Missouri,2937592,joplin_MO,"Joplin, Missouri",0.313418542,-0.004114831,-94.490091,37.084307,2937592,50073,5.358956382,63.82469535,16.19067341,56807,42782,3.161384538,50.07959008,58.74024034,14.21117783,84.23302174,25.59351921,53.57005596,13.36470544,2.89140296,57.84899592,49.21669364,766,31.22841263,21.75284004,3.683956703,-0.535233532,-26.87671602,-2.01641827,10.04087553,10.82123722,-1.2651507,28.219679,Place
Jupiter,Florida,1235875,jupiter_FL,"Jupiter, Florida",0.341720395,-0.000390958,-80.10837,26.918369,1235875,63617,3.891325369,63.92431259,5.117760599,99505,82543,14.22732919,38.57522011,56.99577332,5.953673646,78.81069779,46.01323605,17.15083271,20.51903456,4.212349892,73.46198559,51.83779001,1538,42.13755417,35.71935654,2.954199869,2.185615369,-86.50407779,2.884034479,61.76006916,11.06063601,-4.5583887,1.047893,Place
Kalamazoo,Michigan,2642160,kalamazoo_MI,"Kalamazoo, Michigan",0.338269789,0.001509072,-85.595208,42.279041,2642160,76040,8.996441215,66.58879519,14.17957097,54486,40292,5.193319172,53.24109793,64.06496763,16.72625542,64.20962811,34.87644196,75.92235804,10.97826064,2.573711872,44.76190507,52.11267471,792,42.99687958,30.57572556,3.170807609,-0.905801815,-50.97832139,-13.88137605,-1.432367619,11.2390148,-1.4883634,22.574181,Place
Kankakee,Illinois,1738934,kankakee_IL,"Kankakee, Illinois",0.317819141,0.023942898,-87.862933,41.115952,1738934,25884,9.650718421,54.97549772,16.90325141,47246,36902,8.557409793,52.55167484,57.86200166,25.69965124,38.90820444,14.14075047,92.58422852,18.48974824,2.37656498,49.56781864,57.98479319,817,44.0831604,35.04362488,7.560924744,-4.543837655,-46.80960967,-13.00450132,-5.845549453,10.1613803,-1.4564546,23.30611,Place
Kansas City,Kansas,2036000,kansascity_KS,"Kansas City, Kansas",0.299072381,0.017342253,-94.695544,39.10703,2036000,152069,7.597701252,65.67895412,12.56923229,51776,43573,17.52691269,53.87615561,58.10783505,16.64076,38.36613595,17.1146512,79.96578813,12.0366849,2.102219343,56.00273609,51.07865334,868,46.54172516,44.94787216,3.66407812,2.625642035,-45.86312997,-12.0577792,3.542685169,11.93208964,-2.6285114,7.2185836,Place
Kansas City,Missouri,2938000,kansascity_MO,"Kansas City, Missouri",0.321225422,0.006895723,-94.572747,39.037569,2938000,481417,5.365823954,68.6740458,7.907542586,68151,52405,7.74339065,49.91505444,62.08193898,11.99656501,55.14387488,34.30636823,68.3265686,12.98760474,2.833698988,53.35495472,46.54594362,957,60.74601364,44.00432205,0.904608342,2.171449729,-62.51009148,-0.649928075,9.030110181,13.08448912,-1.4761119,22.852449,Place
Kearny,New Jersey,3436510,kearny_NJ,"Kearny, New Jersey",0.32911071,0.010189243,-74.144599,40.762859,3436510,41567,5.615482107,65.51652551,9.843937308,71173,67348,43.4792012,49.17919934,63.55041265,8.728988469,39.13200498,26.19171143,87.50686646,6.723900884,4.801924229,47.17620313,51.85840726,1412,40.84871674,19.79511642,2.678096864,7.566715621,-72.29698443,-12.55771231,2.601634043,10.63506186,-6.1757107,0.2079328,Place
Kenner,Louisiana,2239475,kenner_LA,"Kenner, Louisiana",0.330029983,0.009477036,-90.250526,30.022987,2239475,66910,5.285798386,64.4135952,5.356809497,66106,53885,19.82065439,47.63929844,58.74159336,13.66494149,45.0963974,24.84819144,60.42397618,10.77132449,3.258791924,58.0303371,52.94970274,988,43.97682953,28.42146111,2.649181559,-2.529435194,-62.29407743,-3.32435533,-5.115078634,11.11110371,-2.9383993,5.2950416,Place
Kennewick,Washington,5335275,kennewick_WA,"Kennewick, Washington",0.346022883,0.025374767,-119.16655,46.200453,5335275,80204,5.568125471,60.52455902,7.769401371,66615,56132,12.96194643,50.9162724,56.14308715,12.05897853,65.35210013,23.53154123,56.16443157,6.648235768,3.493551016,62.52644062,56.59786463,942,29.55397034,35.7611618,2.36277422,-7.691710575,-42.14630309,-10.65432015,46.64399466,11.29232867,-1.2673122,28.158749,Place
Kenosha,Wisconsin,5539225,kenosha_WI,"Kenosha, Wisconsin",0.310241121,0.010888835,-87.852298,42.583893,5539225,99810,7.65407756,66.97512269,18.08891594,65975,53657,7.659552991,52.54122019,59.41188335,13.56452107,66.71575904,24.01118577,66.43303633,7.741698623,2.715395927,56.46018386,50.59615374,966,36.29164505,33.09230423,6.55915938,-0.247042733,-59.14857189,-13.25587729,10.46794758,11.51102366,-4.5596061,1.0466182,Place
Kent,Washington,5335415,kent_WA,"Kent, Washington",0.322956566,0.011794063,-122.224767,47.379461,5335415,128057,5.879849568,68.03351641,11.71481609,75123,68880,30.20686209,53.11356783,62.02472448,11.06047481,43.69929135,24.94370788,38.75900507,5.38957864,4.593495846,54.89664674,54.92604375,1410,22.94812775,25.32191086,2.345488103,-3.808280141,-65.62343666,-3.605056385,61.02937478,11.76023076,-3.3928347,3.3613257,Place
Kettering,Ohio,3940040,kettering_OH,"Kettering, Ohio",0.321105233,0.000667174,-84.146987,39.694791,3940040,55405,4.377731681,65.73449969,11.44537777,76214,56893,4.470715672,44.73977983,58.52360129,7.639179379,89.60382342,35.6975019,86.79999709,7.251852006,2.279718161,63.15789223,39.2134577,891,29.50742531,37.10680771,4.460447065,-0.692937727,-67.51693886,-8.465161721,-3.646829675,10.92242512,-2.6732426,6.9028029,Place
Key West,Florida,1236550,keywest_FL,"Key West, Florida",0.349615417,0.010448551,-81.778266,24.560257,1236550,25085,2.63636969,72.44431973,1.904432103,75639,67712,21.15606964,39.10149634,66.64938927,7.136254758,61.35539412,36.37077808,66.56151414,26.48375034,8.537630081,40.54485559,65.14065862,1754,24.3151207,13.25982952,1.365986917,2.350218279,-50.69144787,-0.313184179,-1.542507261,10.13002534,-1.1127305,32.866035,Place
Killeen,Texas,4839148,killeen_TX,"Killeen, Texas",0.330873954,0.01223607,-97.734845,31.095812,4839148,143070,9.761746228,68.79080534,3.721347079,54455,50418,9.345075488,60.41193604,61.5943253,12.22246811,29.37233448,19.304277,28.88459563,13.56776357,2.409853697,44.0302968,42.77834296,966,20.67995071,15.09905815,0.988256788,-4.848435167,38.75873948,-0.40293375,64.61667683,11.8710893,-1.1194898,32.644634,Place
Kingsport,Tennessee,4739560,kingsport_TN,"Kingsport, Tennessee",0.321508085,0.011479611,-82.54054,36.541012,4739560,53115,7.547580451,52.84951329,16.03071392,53757,40100,2.191471308,41.89668298,54.75854278,17.11743027,90.09131193,26.11839771,62.00388074,10.49887761,3.516209364,60.97789407,47.92511463,669,41.45095825,40.32646561,2.963165587,0.392146784,-62.38599953,-10.26544137,18.28304198,10.88021465,-1.7524124,17.335522,Place
Kingston,New York,3639727,kingston_NY,"Kingston, New York",0.333670468,0.019597091,-74.004858,41.929345,3639727,23210,7.672332227,67.87011027,4.858092591,58644,48186,12.44722083,50.31315088,61.40887737,13.47504258,62.58940101,27.60520875,89.7469759,11.62197888,3.523845196,46.53348923,60.5029881,1110,21.81159401,26.17729378,1.097547119,6.957314837,-83.61647683,-5.908144471,-1.048772169,10.0523385,-2.0444939,12.944569,Place
Kingsville,Texas,4839352,kingsville_TX,"Kingsville, Texas",0.355581806,-0.006432084,-97.864049,27.513654,4839352,25782,9.530606866,60.14499664,4.891405255,47545,38384,6.16321452,53.31584811,57.33457208,21.74971849,17.61694252,23.88705611,65.78103304,17.40723848,2.230095863,47.63172567,53.8824141,751,20.83353615,24.4220295,-0.835577044,0.278569723,-47.28152114,0.029099356,0.809384164,10.15743185,-0.21668415,80.518425,Place
Kirkwood,Missouri,2939044,kirkwood_MO,"Kirkwood, Missouri",0.326409053,0.00632206,-90.416983,38.581978,2939044,27693,2.506605722,65.17570615,8.914444596,120943,88378,4.279059544,46.80331349,53.73198986,2.551920712,87.7839148,63.54486346,74.76280928,7.463630289,3.317567825,75.39302707,39.16083872,1314,52.7179985,27.15841293,-0.290314631,-1.580914627,-58.60907691,11.38776538,1.350461133,10.22893495,-4.6181755,0.98707879,Place
Kissimmee,Florida,1236950,kissimmee_FL,"Kissimmee, Florida",0.337810132,0.020797972,-81.425514,28.307921,1236950,69833,7.223211974,65.50680995,2.887328155,42011,39841,24.31515157,51.09094381,62.28573918,20.92480212,19.42348182,16.98346585,21.68704867,22.52377868,4.081223011,40.66552818,64.26680088,1080,23.45110512,23.02968025,8.599569102,-2.70996652,-79.65706181,-22.50132724,46.05136571,11.15386196,-3.5578432,2.8500228,Place
Knoxville,Tennessee,4740000,knoxville_TN,"Knoxville, Tennessee",0.334950893,0.018711011,-83.91823,35.975706,4740000,185429,5.92819415,63.68426681,6.440024823,49473,37703,6.101526693,48.06938469,63.39569092,19.67532337,71.55407071,31.04992807,64.10019994,11.5218699,3.416173697,45.71432173,51.38605833,821,48.94366455,31.54320526,5.279430103,3.389233686,-67.66181995,-11.99612161,6.635804244,12.13042734,-1.5440944,21.350513,Place
Kokomo,Indiana,1840392,kokomo_IN,"Kokomo, Indiana",0.309162052,-0.013450249,-86.136819,40.481303,1840392,57947,6.46160692,58.29632878,27.19817162,57286,43558,2.65414957,43.59745979,57.58883357,16.85532928,81.57109022,17.65190214,73.17833304,12.76195049,1.999632716,61.27880216,45.90517282,674,34.0590477,32.23707581,7.276121354,-4.640773373,-45.68369847,-15.27539692,25.66304513,10.96728408,-0.35189885,70.335129,Place
La Crosse,Wisconsin,5540775,lacrosse_WI,"La Crosse, Wisconsin",0.305880472,0.007690223,-91.231041,43.807176,5540775,51866,4.986140504,66.6644454,11.05799675,64193,43516,2.870859578,44.48096752,63.8722837,8.609903604,88.92723322,34.04610753,69.63877678,6.336790323,3.134479284,46.00732028,50.71896911,841,40.92939758,18.53456306,0.849200018,1.452405826,-56.80930769,0.025756907,0.092631904,10.85641875,-0.96775633,37.99345,Place
La Habra,California,639290,lahabra_CA,"La Habra, California",0.351282818,0.010715344,-117.950558,33.929057,639290,61910,7.834813744,67.9659009,12.99799383,79805,76452,28.46713066,51.25742555,61.1532867,9.589608759,25.97803175,27.36957371,78.23489904,3.918438777,6.615915775,56.89174533,50.21178126,1571,39.29215622,27.82896996,0.503845951,3.713612925,-53.1849007,2.999731545,4.978465086,11.033437,-5.3669939,0.46681428,Place
La Mesa,California,640004,lamesa_CA,"La Mesa, California",0.315028667,0.007430623,-117.024137,32.770591,640004,59562,6.827653944,66.5104866,6.347959489,81078,63947,15.29834419,48.60339165,63.45489025,7.773977518,55.5236578,36.28618121,75.92577934,6.426218897,7.692307472,41.17949903,54.4922471,1511,27.56258202,13.07930183,2.535706369,0.998700141,-59.52120556,7.90878166,8.791028147,10.99477307,-4.0155182,1.8033609,Place
Lackawanna,New York,3640189,lackawanna_NY,"Lackawanna, New York",0.275556631,-0.002323622,-78.822179,42.819545,3640189,17859,6.499513239,59.20587778,11.68966442,44196,37258,10.69488749,47.46234119,57.32123852,21.20509893,75.02659559,14.71517682,92.6600039,11.6583392,2.469268322,51.89873576,48.98678362,667,50.71145248,28.68804741,8.069593635,2.271423999,-75.67964707,-24.44656143,-6.3208141,9.790262862,-4.1488538,1.5782496,Place
Lafayette,Indiana,1840788,lafayette_IN,"Lafayette, Indiana",0.320110247,0.015448248,-86.87177,40.415844,1840788,72444,6.193481013,69.61078644,20.41102797,56091,45639,7.574126124,49.40076768,63.18259835,12.488015,74.52377081,24.67852831,62.63355613,8.420398086,2.408028126,47.52116799,47.64980376,799,30.53208351,29.65366554,4.510332219,-0.370161674,-11.97807062,-17.27442567,28.45364115,11.19056913,-1.1014748,33.238052,Place
Lafayette,Louisiana,2240735,lafayette_LA,"Lafayette, Louisiana",0.346943465,-0.00629188,-92.052544,30.177082,2240735,126515,4.719481245,64.87742662,4.500667751,69663,50182,4.550448433,45.8945483,61.82745099,12.67917752,61.22831106,36.79440618,52.90525556,11.28317043,3.802160025,55.75809479,50.65398812,883,52.79840088,34.42918396,1.12556863,-0.091489998,-14.22722389,-2.209689639,14.74554904,11.74811616,-1.3519382,25.873829,Place
Laguna Niguel,California,639248,lagunaniguel_CA,"Laguna Niguel, California",0.346958994,-0.007706798,-117.701105,33.530325,639248,65652,4.458456114,65.78709483,9.039713442,130316,103910,21.76171392,39.62107003,60.94559431,5.217246339,66.10156298,53.2714963,25.12527704,6.558585167,7.653738976,70.03154755,60.73065996,2356,43.86733246,28.49621773,2.433367903,-4.845010477,-51.75508247,-6.625424164,6.076812461,11.09212334,-5.3083076,0.49502972,Place
Lake Charles,Louisiana,2241155,lakecharles_LA,"Lake Charles, Louisiana",0.343736953,0.000187929,-93.216441,30.208104,2241155,76267,6.777559221,61.49264574,7.189334929,52659,41538,3.515281901,49.77474809,58.87081027,18.0144161,42.89273322,27.20366418,61.00043654,12.8782928,3.603929043,50.78095794,52.15146542,770,64.7133255,33.7682724,1.686084236,1.399494858,-53.07604089,-6.492446203,6.285101105,11.24199562,-0.99871993,36.835064,Place
Lake Elsinore,California,639486,lakeelsinore_CA,"Lake Elsinore, California",0.32341446,-0.0105776,-117.346865,33.677763,639486,64037,9.904164076,65.99315405,8.228012174,71296,67668,21.85142934,63.00994754,58.19292068,13.045986,31.33969307,17.14618802,18.92131418,6.107757986,4.929952145,65.00943899,63.00848126,1645,22.06182671,19.31137848,-1.681260834,3.722203336,,0.54558133,121.3668418,11.06721632,-4.2565184,1.4171556,Place
Lake Forest,California,639496,lakeforest_CA,"Lake Forest, California",0.357657008,0.012743204,-117.678867,33.654881,639496,82911,4.82904911,71.70537114,13.43472749,120046,104449,24.30075556,46.9850421,63.32452893,4.326012731,53.9747417,46.86107039,42.36039221,4.274045676,5.945485592,69.49813962,55.28851748,2090,37.27695847,28.96974564,1.138251577,-0.894207693,-53.70581164,7.189784393,41.22847361,11.32552302,-5.0749078,0.62516618,Place
Lake Havasu City,Arizona,439370,lakehavasucity_AZ,"Lake Havasu City, Arizona",0.331378618,0.006237112,-114.304942,34.487616,439370,53952,6.412626803,47.02576697,7.488074154,60452,51187,7.960779965,29.15789485,51.76823735,7.190789282,80.63463569,15.28516114,20.70660591,26.00307167,4.608592033,68.92800927,44.22390461,912,41.1160965,17.59482002,0.617724728,-3.414901234,,-2.0395358,28.64705041,10.89585004,-1.3400921,26.182158,Place
Lakeland,Florida,1238250,lakeland_FL,"Lakeland, Florida",0.323264798,0.01712959,-81.958043,28.043714,1238250,105958,6.4048253,54.98740077,6.379325688,57320,44313,10.4343228,39.94444609,55.16431332,12.47875318,59.83313918,26.3209939,48.59494865,16.99849963,2.981066465,54.94650602,49.93672371,878,47.62959671,27.08441162,1.815957332,-1.583512577,-46.4188688,-4.991709325,35.06092898,11.57079807,-1.8422494,15.846059,Place
Lakeville,Minnesota,2735180,lakeville_MN,"Lakeville, Minnesota",0.304817315,0.023955394,-93.241892,44.689058,2735180,62489,2.556927316,77.93206573,10.45667008,120888,106069,8.06061849,56.23388886,59.34804678,2.935317531,84.51727629,49.52951968,17.76553541,2.33471822,2.760467291,85.16206741,43.01282167,1628,38.53239059,24.43757439,1.448424536,-4.312565332,-64.43943983,5.937678313,44.89194955,11.04274582,-4.0418305,1.7565287,Place
Lakewood,California,639892,lakewood_CA,"Lakewood, California",0.319175785,0.001462162,-118.117022,33.847528,639892,80771,5.440420657,65.76752663,11.16495281,98857,89469,21.72066718,48.48871529,62.52739429,4.595119134,35.47065258,29.93535101,91.77613258,4.584759101,5.863483429,72.5656569,52.60031819,1835,34.16098022,25.76096535,-0.981376469,-0.096780355,-66.01121212,4.684581003,1.797214695,11.29937327,-5.1010575,0.60903013,Place
Lakewood,Colorado,843000,lakewood_CO,"Lakewood, Colorado",0.317858669,0.014337236,-105.101667,39.7032,843000,153522,3.577939048,69.18552518,6.008760259,82532,64100,9.404515475,42.64401495,63.13883066,6.451439112,69.40047741,39.11587894,67.35782027,3.468479589,5.201248169,58.20010304,52.73525715,1270,42.20630646,30.55006981,1.623777919,-1.592214192,-62.10109733,-3.169172107,6.519295616,11.94159916,-2.921308,5.3863192,Place
Lakewood,Ohio,3941664,lakewood_OH,"Lakewood, Ohio",0.310459162,0.023469045,-81.796669,41.482829,3941664,50553,4.850177839,73.99995327,9.290765971,75566,51323,7.926334441,43.61741245,68.69621873,10.88360101,83.36794972,45.546785,96.25472426,9.500751644,2.881748915,43.93011928,37.20912635,863,35.36019135,23.96126747,4.751864483,1.847011328,-65.49500537,-5.139821005,-10.75627582,10.83077757,-3.7082958,2.4519272,Place
Lakewood,Washington,5338038,lakewood_WA,"Lakewood, Washington",0.325118778,0.016645587,-122.528808,47.163336,5338038,59606,7.573150098,60.16137004,5.859978497,59475,50175,15.84572047,44.96097565,61.67331934,13.29590529,50.94956756,21.67456448,64.84325528,8.817076683,4.946686745,44.40048933,55.67216873,1025,25.1298008,33.21128845,0.837018303,0.839819298,-49.0414525,-6.24558162,2.396454278,10.99551152,-4.1575541,1.5645782,Place
Lancaster,California,640130,lancaster_CA,"Lancaster, California",0.327395955,-0.003593419,-118.148693,34.686311,640130,159662,7.626574486,51.01753473,10.37912443,57142,52504,10.74269414,57.11608529,58.59440565,19.73250806,31.1088413,16.20852053,32.08355606,9.265747666,4.611077309,53.43546867,59.66363549,1258,27.53205109,23.88575554,5.970613522,-7.212203485,-33.11944397,-14.21731874,34.48845162,11.98081436,-4.4196167,1.2038846,Place
Lancaster,Ohio,3941720,lancaster_OH,"Lancaster, Ohio",0.305339077,0.004809767,-82.603094,39.722782,3941720,39942,6.114079058,57.84961581,14.02460039,56609,41881,1.376996655,49.31632578,58.33458304,15.91836661,92.7745223,16.6217044,69.94216442,10.46543643,2.896301508,54.2540729,55.94514608,820,41.48962021,16.96780396,7.226807151,-5.919553459,-68.90451374,-4.530599122,13.03806424,10.59518368,-3.9401462,1.9445373,Place
Lancaster,Pennsylvania,4241216,lancaster_PA,"Lancaster, Pennsylvania",0.324558538,0.013444565,-76.304761,40.038084,4241216,59503,7.056765258,65.88702202,18.16914231,47854,42632,11.62294373,52.98548341,61.22044325,19.25460994,40.25007188,22.69426137,89.62318897,8.010314405,2.622443199,43.98679733,50.79703331,872,28.43297386,37.00920486,1.394534396,2.56663183,-55.99467723,-7.291273856,5.599133953,10.99378201,-2.2024767,11.052908,Place
Lansing,Michigan,2646000,lansing_MI,"Lansing, Michigan",0.286812658,0.00443324,-84.556034,42.712144,2646000,116699,9.042934328,66.57850742,11.23665944,47786,40325,8.19458589,52.05811858,62.96883225,21.05458081,54.9284935,26.53164566,83.26434493,11.56619936,1.983880997,50.59886575,50.85464716,812,33.31816483,23.22921562,7.895211281,-2.04278325,-57.03553303,-22.35803943,-2.038983278,11.66735325,-1.407111,24.484962,Place
Laredo,Texas,4841464,laredo_TX,"Laredo, Texas",0.359280616,-0.004103994,-99.488494,27.532933,4841464,257575,5.061278492,59.49503779,1.97259523,47171,43351,26.23585463,65.24816155,54.20324206,25.43450892,3.558963537,18.8828662,30.27017713,8.357039094,2.834998131,62.00720668,56.74654841,864,56.29454041,35.52861404,0.255009044,5.960549301,-69.67298749,3.912815757,45.87203244,12.45906622,-0.05468598,94.678238,Place
Largo,Florida,1239425,largo_FL,"Largo, Florida",0.325103415,0.014237274,-82.772857,27.910209,1239425,83243,6.223155186,57.76494145,8.236610889,57256,42416,12.45870516,36.3931179,56.38552308,8.096657693,78.42821479,22.37246633,64.53427672,20.4573065,2.779611349,56.66675568,54.80051637,912,46.63398361,33.17848969,2.114962335,4.466017154,-50.9652909,-7.509027673,19.99682865,11.32951932,-3.5945694,2.747251,Place
Las Cruces,New Mexico,3539380,lascruces_NM,"Las Cruces, New Mexico",0.355686781,-0.001010475,-106.763173,32.31686,3539380,101742,7.758402824,59.25379395,2.24657543,54725,40551,12.15820387,50.50112009,58.20997953,18.61177832,32.77407587,32.63112009,37.52776086,10.41166559,3.703977823,52.50663757,53.27823162,790,42.90554047,23.01309395,1.393996648,-1.386719845,-60.44715374,-2.555526312,36.99489679,11.53019548,-0.74976867,47.247581,Place
Las Vegas,Nevada,3240000,lasvegas_NV,"Las Vegas, Nevada",0.33157446,-0.001273333,-115.226354,36.203322,3240000,626637,7.643272728,63.10613155,3.224718198,66150,54694,20.78747302,49.71354008,59.21338797,11.75154224,44.1577822,23.93735945,23.3644098,11.42947674,4.291147232,52.46603489,52.33663321,1102,39.25226974,45.56083679,3.175534142,-0.019427712,-8.279272881,-12.07616245,30.97668644,13.3481227,-1.2289289,29.260582,Place
Lauderhill,Florida,1239550,lauderhill_FL,"Lauderhill, Florida",0.314593257,0.020653277,-80.229717,26.164408,1239550,71328,8.966069669,63.78816366,2.862979285,47084,40737,36.95603311,50.31113029,57.68281817,19.34237182,9.809611738,18.79018545,69.26288605,16.18557423,3.053735018,50.30274391,70.62664628,1130,53.08494949,24.65135002,3.856143603,2.686449376,-80.03238401,-13.99924526,23.86559,11.17504424,-4.4439807,1.1749078,Place
Laurel,Mississippi,2839640,laurel_MS,"Laurel, Mississippi",0.327455529,0.007505891,-89.13999,31.68246,2839640,18607,10.23075134,59.17102098,18.37377101,43338,33940,5.347449705,51.57424808,56.30676746,24.81203079,30.62825799,22.28441685,72.19669819,15.14963359,2.572186232,62.11034656,58.33684802,611,17.75617027,36.95952988,3.450528445,6.35854304,-20.2416033,-3.695906134,1.163486109,9.831293133,-1.5189134,21.894968,Place
