city,state,fips,proj_uid,displayname,AvGini20112014,PrePostRecessionChange,citylongitude,citylatitude,UV_place,TotalPopulation,Unemployment16up,LaborForce16up,Manuf,MedianFamilyIncome,MedianHouseholdIncome,ForeignBorn,FamilieswithChildren,percentPop2064,Poverty,White,BachPlus25up,HousingPre1980,VacancyRate,HomeAffordability,OwnerOccupied,High30GrossRent,MedianMonthlyHousingCosts,BWDI,HWDI,PovertyChange2000,ChangeLFP00,Manuf1970Change,FamilyIncome2000Change,PopulationChange2000,logTotalPopulation,logSA_Part,CBSA_POP_2018_5yr,geo_flag
Elk Grove,California,622020,elkgrove_CA,"Elk Grove, California",0.306887289,0.004065348,-121.439219,38.411061,622020,168503,6.093025953,64.26333785,5.213245749,100444,90770,23.27317595,53.27970982,58.97817612,6.792316586,34.82668102,36.45780683,10.17718911,3.169669583,4.162168026,72.79192805,55.05162477,1788,29.40763283,19.58725357,2.993462681,-7.129381917,-63.85305626,5.158193813,180.9132435,12.03470883,-2.6101122,7.3526292,Place
Elkhart,Indiana,1820728,elkhart_IN,"Elkhart, Indiana",0.295664109,0.0068268,-85.9671,41.674299,1820728,52308,7.847360522,63.08031678,41.86805487,47450,40440,12.36330941,58.4186554,56.47319555,20.10401487,55.36438227,13.88260871,72.49650359,12.53932118,2.319485664,48.10670316,48.83011281,731,44.38383484,34.07239914,9.053406289,-6.100430652,-13.9265839,-21.44060011,0.836642634,10.8649046,-1.3590276,25.691048,Place
Elmhurst,Illinois,1723620,elmhurst_IL,"Elmhurst, Illinois",0.341345479,0.009691848,-87.941987,41.885843,1723620,46331,4.092729092,67.01977253,10.36740765,143006,113207,9.060887992,50.89581609,55.67330718,2.402988821,82.38328695,60.15924215,71.04876041,5.452620611,3.70030117,80.03608584,39.95115161,1913,51.80332947,23.87820244,0.500502316,-0.685910252,-62.15039397,17.70232193,8.34619522,10.74356656,-5.3270631,0.48583183,Place
Elmira,New York,3624229,elmira_NY,"Elmira, New York",0.322943206,0.011467654,-76.811857,42.091145,3624229,27695,8.069267124,51.47018433,11.43800393,43473,33958,2.411987633,58.42419863,60.12637615,25.0967294,73.04928899,14.60259855,95.61476707,17.04811156,2.14971447,45.28245032,59.84818935,737,24.49541855,29.09728432,7.156726442,-3.492122028,-63.70376441,-13.19378628,-10.48804137,10.22900717,-1.1300676,32.301144,Place
Elyria,Ohio,3925256,elyria_OH,"Elyria, Ohio",0.31538831,0.012698444,-82.099678,41.371078,3925256,53910,7.674253732,62.72262335,19.45285052,54456,43360,2.357633039,47.01557755,58.93340707,18.78730506,73.01428318,15.44261873,77.74030566,8.929575235,2.239391088,58.66325498,54.81481552,754,35.35533524,21.45077896,9.282061712,-4.129502388,-57.1482169,-20.32696672,-3.651278752,10.89507127,-3.6440022,2.6147487,Place
Encinitas,California,622678,encinitas_CA,"Encinitas, California",0.33559949,-0.003299303,-117.270458,33.049431,622678,62713,4.472700134,65.4812932,10.31944901,140764,113175,13.12008649,45.2291429,59.93334651,4.162151739,79.47953343,61.0078752,55.71494102,8.209012449,8.073337555,63.1855309,50.56845546,2122,50.0956192,23.86657715,0.379876791,-5.386412927,-28.46348061,20.88861092,8.099769021,11.04632404,-3.9639671,1.8987639,Place
Englewood,Colorado,824785,englewood_CO,"Englewood, Colorado",0.34795883,0.02566208,-104.988685,39.64665,824785,33820,5.764868483,70.98230124,6.55188635,70408,56586,7.720284164,42.85521209,67.95091629,11.54522076,76.82732344,39.22260106,76.73218846,6.277640909,5.262785912,49.52156246,56.72855377,1184,41.29628754,20.88348198,6.606782121,1.515332249,-68.13628068,-0.133516401,6.596904844,10.42880762,-4.4340997,1.1865746,Place
Englewood,New Jersey,3421480,englewood_NJ,"Englewood, New Jersey",0.369604474,0.016710425,-73.977539,40.893932,3421480,28332,7.006207854,69.12466884,8.528610319,99160,84342,35.07694602,44.18191612,61.15346551,12.16880605,33.62275958,43.85108352,72.22600579,9.394145757,4.666714191,52.8362155,40.50524533,1882,47.26326752,46.93070984,5.543133487,4.158134077,-63.90224438,-1.014156716,8.125023852,10.25174719,-6.5590253,0.14172667,Place
Enid,Oklahoma,4023950,enid_OK,"Enid, Oklahoma",0.311925237,-0.021494212,-97.891587,36.400756,4023950,50612,5.28765507,64.80104327,9.102581441,60709,49399,8.009958267,49.29893315,56.35027289,12.01025546,71.83671594,21.59122378,73.61174822,10.95865145,2.113403082,59.79418755,41.22647941,734,42.98344421,37.91661835,0.918552399,2.290523957,-9.048236624,4.111574744,7.582102243,10.83194398,-0.20600551,81.382858,Place
Erie,Pennsylvania,4224000,erie_PA,"Erie, Pennsylvania",0.296182341,0.019299862,-80.07428,42.115996,4224000,98156,8.387447894,58.96165371,14.83789682,45875,36882,7.998491824,51.72334909,59.28419828,19.38998848,69.02685761,21.40864879,89.1494751,11.34693846,2.380564928,50.97805262,49.86592233,716,43.23803711,44.56235886,5.597860461,-1.873376077,-63.12824827,-15.57068404,-5.36170541,11.49431333,-1.0337414,35.567375,Place
Escondido,California,622804,escondido_CA,"Escondido, California",0.37678492,0.007386595,-117.0748,33.129686,622804,151115,5.219053105,66.08801484,9.613786638,68116,62319,27.91582644,53.93109918,60.71534753,11.50822267,35.48489511,23.58118296,48.14784229,3.998508304,6.787657261,50.55462122,63.52444291,1516,37.23300934,40.12018967,2.193842462,2.465612875,-47.10171137,-5.709347657,13.14475251,11.92579642,-3.0844946,4.5753145,Place
Euclid,Ohio,3925704,euclid_OH,"Euclid, Ohio",0.32863241,0.035190145,-81.519557,41.596124,3925704,47456,9.754359722,61.64659858,16.53583497,49143,37662,3.567515314,48.67757559,59.91444588,17.03670919,35.38224995,20.50680816,92.6507473,13.97232115,2.161329746,46.99253142,57.21384287,789,29.19353867,32.71946335,9.912366451,-0.67334077,-62.676996,-27.19830445,-9.979702942,10.76755824,-3.7715151,2.3017161,Place
Eugene,Oregon,4123850,eugene_OR,"Eugene, Oregon",0.31324664,0.01384047,-123.111828,44.05844,4123850,165997,6.962032616,61.96352243,8.27088207,70493,49029,8.140508831,45.47876716,62.12642193,10.02412066,78.03996205,41.3310647,57.59285092,5.741351843,5.547737122,47.85273373,60.05915403,1093,34.42839813,26.36372566,1.354880641,-3.347770575,-36.88645116,-2.561718874,20.38102007,12.01972499,-0.79850715,45.000027,Place
Euless,Texas,4824768,euless_TX,"Euless, Texas",0.355560603,0.017632064,-97.090494,32.848006,4824768,55047,4.025559127,75.61929226,9.038741887,72666,63327,22.40994126,49.91025925,65.54943919,8.18875283,49.49951768,34.81997252,38.50274086,8.447912335,2.782383442,43.41456592,40.78411758,1144,35.34968185,21.79915047,2.517723833,-0.983496664,-75.03111871,-10.88828299,19.65438539,10.91594264,-4.8812628,0.75874275,Place
Eureka,California,623042,eureka_CA,"Eureka, California",0.331266966,0.013052292,-124.164236,40.788229,623042,27020,8.243353665,59.78275537,5.82697615,56647,41147,7.801628113,45.91958821,62.29459643,12.54063249,69.62990165,26.20203495,82.13526607,11.1566022,6.576421261,45.7196027,62.93103695,968,61.51143646,8.951535225,-3.221069641,2.45606581,-64.20571793,13.63279408,3.413962033,10.20433261,-1.6143702,19.901598,Place
Evanston,Illinois,1724582,evanston_IL,"Evanston, Illinois",0.340798667,-0.020101616,-87.690837,42.044412,1724582,75157,4.147814959,61.8075192,5.64241074,117805,77848,18.22584718,51.08724236,59.94518399,5.835735053,59.35441852,65.71820974,81.84827566,10.06432101,4.889014721,56.27541542,55.75576425,1575,56.06167984,40.63348007,0.712478081,-5.648315832,-64.16072441,0.168426707,1.236546828,11.22733454,-4.8432951,0.78810436,Place
Evansville,Indiana,1822000,evansville_IN,"Evansville, Indiana",0.302998352,0.012029716,-87.508581,37.967586,1822000,118952,6.379396468,62.21802831,16.81178063,50464,38646,2.739760652,47.46076167,60.80099344,17.58799404,79.53376174,21.10816985,77.09950805,12.61988133,2.38834548,54.83352542,52.72280574,757,40.33776093,41.6961441,7.477896933,-2.026498969,-46.68031426,-17.62374855,-2.16314915,11.68647533,-0.97374785,37.766495,Place
Everett,Massachusetts,2521990,everett_MA,"Everett, Massachusetts",0.321210745,0.010200152,-71.051129,42.411241,2521990,45856,5.552082509,71.48962617,5.994291231,64819,60482,40.33932388,56.01968169,63.34830523,12.29926646,44.56559718,20.31774223,87.20289469,6.253334135,6.304355145,37.9299432,54.64794636,1481,13.97697067,14.18188095,3.058891848,8.959109584,-78.73444821,-12.82784657,20.55630044,10.73326133,-4.6533065,0.95300406,Place
Everett,Washington,5322640,everett_WA,"Everett, Washington",0.298622858,0.010540038,-122.221051,47.94305,5322640,108941,5.728949979,67.61395931,17.86896735,70116,57205,18.76703948,49.92990792,64.40642476,11.18990704,63.50960732,22.58976847,50.87506771,5.596037582,5.125426292,44.62141097,53.13041806,1273,27.74788475,31.9056778,1.042667221,-1.194143725,-42.94381236,0.616131219,19.07681882,11.59856173,-3.5545037,2.8595562,Place
Fair Lawn,New Jersey,3422470,fairlawn_NJ,"Fair Lawn, New Jersey",0.329565562,-0.001043682,-74.116995,40.934638,3422470,33081,3.991972655,69.21315193,8.440200984,132773,115512,29.53356802,44.70101297,58.90692472,3.082452901,71.47909403,54.23294306,91.70026779,3.704636917,3.546817541,80.06629944,38.64485919,2062,31.82350349,17.38396645,0.48665562,5.289752391,-70.5964053,9.651315746,4.564276006,10.40671438,-6.404058,0.16548285,Place
Fairfield,California,623182,fairfield_CA,"Fairfield, California",0.328126767,0.011334025,-122.047709,38.259771,623182,114101,7.068691403,65.82704782,9.23480317,87920,80950,22.58875966,53.95953655,60.27730107,7.83598274,31.29157424,26.54311061,40.82128108,4.074738547,4.662137032,58.42687488,54.01445031,1679,31.97704506,40.16063309,0.741262436,-0.103529188,3.954552309,6.252286778,18.63523883,11.6448393,-1.3463442,26.01897,Place
Fairmont,West Virginia,5426452,fairmont_WV,"Fairmont, West Virginia",0.315221893,-0.00727844,-80.150374,39.483036,5426452,18507,6.4716205,56.23930693,6.306306273,51764,41904,1.512941066,45.19339502,57.17836618,17.95973778,87.95590997,28.89537811,88.25702667,15.17967135,2.598797321,63.73234987,52.12418437,648,51.34325409,41.15271378,5.384630482,1.15094999,-76.66266596,-6.477365463,-3.089490496,9.825904318,-1.1160386,32.757492,Place
Fall River,Massachusetts,2523000,fallriver_MA,"Fall River, Massachusetts",0.29523975,0.004872373,-71.148955,41.699179,2523000,89339,8.668459952,59.88959074,12.89494187,51819,41585,20.81957459,48.18567336,60.72375774,16.54095054,76.86900496,15.05116373,84.02684331,10.52996963,5.725622177,35.33109128,48.13303947,836,33.70380783,29.6418457,2.504828784,0.803526812,-71.43572476,-7.732459742,-2.826905088,11.4001934,-2.8949716,5.5300598,Place
Fargo,North Dakota,3825700,fargo_ND,"Fargo, North Dakota",0.318051334,0.0220508,-96.817026,46.859088,3825700,120209,3.46237123,75.4060328,8.865427226,76395,53309,8.757247776,49.57109988,64.21066523,7.399009913,83.6343348,39.51583505,39.08442855,8.341492712,3.746084213,44.19310689,42.71448255,869,41.08179855,43.45097351,0.800895089,0.352035653,51.78970873,1.498830101,32.68247994,11.69698717,-0.67884094,50.720451,Place
Farmington Hills,Michigan,2627440,farmingtonhills_MI,"Farmington Hills, Michigan",0.318758747,0.012768829,-83.377299,42.484927,2627440,81482,3.940254077,65.279001,18.25558692,105220,81203,21.48572654,41.26549959,60.0132525,4.601819813,61.63692474,53.65756154,56.19373918,6.232396141,3.061463356,62.27876544,41.76968038,1251,16.74255753,31.65774918,2.178549085,-1.219943731,-51.63631823,-19.92403699,-0.766036219,11.30813742,-3.9699755,1.8873898,Place
Fayette County (Lexington),Kentucky,21067,lexington_KY,"Fayette County (Lexington), Kentucky",0.334528822,0.016191883,-84.50692,38.034427,0,318734,5.439944565,68.1545794,9.116826206,73235,54918,9.546831995,48.76105487,62.82542944,11.83224097,71.30805254,42.94171035,48.32790792,8.428715914,3.290360212,54.4788301,48.78590405,948,45.05980682,42.46936417,3.634025785,-1.692609414,-44.8628421,-7.774297437,22.34906645,12.67211218,-0.46373194,62.893211,County
Fayetteville,Arkansas,523290,fayetteville_AR,"Fayetteville, Arkansas",0.320258481,0.005486277,-94.167615,36.079484,523290,83736,4.256819934,63.15010786,8.607005328,66539,42101,6.936084479,51.20713115,64.50750232,13.66225034,76.47964954,49.28186834,28.34451795,6.699859351,4.814612389,37.26508021,51.44108534,832,25.93202591,22.13446999,2.238124552,-8.225591345,-40.17810937,-0.981296972,44.25551708,11.33542427,-1.8384151,15.906933,Place
Fayetteville,North Carolina,3722920,fayetteville_NC,"Fayetteville, North Carolina",0.321336258,-0.001731431,-79.007534,35.061783,3722920,209867,9.564996511,66.05397463,7.367344201,52150,44057,7.074480504,50.56358576,61.91826463,15.5140385,38.12176287,26.83220208,46.33708,15.27504772,2.94391346,44.4365859,52.29997039,941,30.92145729,21.25029755,3.811042084,-0.199647088,-38.58517976,-15.11738267,73.42230302,12.25422928,-0.60766506,54.462105,Place
Federal Way,Washington,5323515,federalway_WA,"Federal Way, Washington",0.328198357,0.031181018,-122.338117,47.315085,5323515,96110,6.547584385,67.58590937,10.39460227,74256,66011,24.02455509,50.03769994,60.5171144,10.46745405,45.41462958,26.97722614,45.56767344,4.06559892,4.652255058,55.73117733,54.0425241,1363,24.9858532,25.17980957,3.601684743,-4.442546638,,-10.79120945,15.43496799,11.47324865,-3.6798167,2.5227594,Place
Ferndale,Michigan,2627880,ferndale_MI,"Ferndale, Michigan",0.302388041,-0.010621121,-83.132533,42.459735,2627880,20211,3.414019942,78.57731581,13.85629475,81662,65947,3.498095274,34.70635116,78.00702453,6.723359227,84.53812003,45.52024901,90.96739292,7.912564278,2.245742798,65.26728868,39.82758522,1028,26.13785362,9.488080978,-0.48332298,4.369496308,-62.26184494,5.975567431,-8.56819724,9.91398229,-5.3641305,0.46815294,Place
Findlay,Ohio,3927048,findlay_OH,"Findlay, Ohio",0.284566444,0.005443372,-83.63864,41.046094,3927048,41276,5.26198633,66.46687388,24.6135056,63997,50480,5.78302145,47.85103202,59.14332867,9.383508563,84.51400399,27.22424269,67.05365181,6.638367474,2.595087051,57.6390028,36.91370189,788,24.58468246,22.57044411,3.497102421,-1.533256422,-17.71661811,-14.12271707,5.925526728,10.6280365,-0.60636485,54.532963,Place
Fishers,Indiana,1823278,fishers_IN,"Fishers, Indiana",0.302694951,-0.001415985,-85.953448,39.963334,1823278,88717,3.198107332,75.8538723,11.1143887,120501,105042,8.92951712,59.64743495,59.95807052,1.892638765,81.34855628,65.26106596,5.92514351,3.359492868,2.396184444,78.40209603,35.65739989,1410,20.83450508,16.38238907,0.777048627,-6.795876889,,-1.395330459,134.4839434,11.39320681,-3.1191924,4.4192843,Place
Fitchburg,Massachusetts,2523875,fitchburg_MA,"Fitchburg, Massachusetts",0.310304885,0.022703057,-71.803914,42.579542,2523875,40737,9.124600887,65.54304957,14.63011652,66538,55277,11.10292822,48.66172075,59.73684788,12.06062585,64.10879493,21.02647722,79.54083681,11.41336858,3.453516006,52.94594169,53.07037234,1138,30.26993561,35.645298,-0.005787008,2.079088298,-66.43164899,3.095376505,4.181371797,10.61489205,-3.1374848,4.33918,Place
Flagstaff,Arizona,423620,flagstaff_AZ,"Flagstaff, Arizona",0.342422698,0.0223584,-111.635383,35.197653,423620,71202,7.200460881,66.75468087,7.46768117,75951,56015,6.20769076,46.15261853,60.56571603,8.165217936,64.19201493,46.15792632,32.76264071,13.99533749,5.769883156,46.80220187,57.57955313,1236,42.27087021,20.7749939,-2.43354906,-6.904625122,11.84466691,5.199335057,34.61262147,11.17327619,-0.67767036,50.779861,Place
Flint,Michigan,2629000,flint_MI,"Flint, Michigan",0.330353273,0.000330914,-83.692641,43.028535,2629000,97161,20.85188627,52.22942829,16.7298913,31298,27717,1.749673299,55.27424216,58.91664624,34.67831314,37.35346496,12.01706231,91.48102403,25.30504763,1.035465598,55.01186252,61.63478494,637,62.02521896,37.50144196,11.80375322,-6.242384102,-64.28523271,-33.19296703,-22.2357395,11.48412468,-1.438228,23.734797,Place
Florence,Alabama,126896,florence_AL,"Florence, Alabama",0.324541464,-0.008212038,-87.66765,34.827644,126896,40104,5.576369539,55.28331399,13.15698624,55329,38902,3.231597692,46.49865627,59.17364955,16.14335924,73.63604903,27.79599428,63.69317174,13.98346722,3.457405806,53.01452875,45.40035129,656,23.97999954,38.35440445,1.71058395,-0.892025492,-43.99597516,-8.538156609,10.5890139,10.59923136,-1.2995006,27.266794,Place
Florissant,Missouri,2924778,florissant_MO,"Florissant, Missouri",0.297207511,0.022547887,-90.314669,38.794103,2924778,51744,8.082804829,67.99218655,13.36687952,66282,53750,3.847789019,51.64219141,57.83085823,7.437233627,52.56841183,25.35062134,87.16338873,9.825327247,1.793488383,65.34503698,47.92682827,959,29.25953674,37.9450531,4.707943686,1.20000437,-59.46984781,-14.82075885,2.469453631,10.85406376,-3.9930468,1.8443435,Place
Flower Mound,Texas,4826232,flowermound_TX,"Flower Mound, Texas",0.321523985,-0.011396308,-97.069491,33.032508,4826232,73252,3.721022606,72.22421765,8.781130612,142518,134184,12.99077123,55.27980328,60.9580636,2.264497057,72.37890959,61.89504862,6.382806599,2.912660502,2.550229549,86.4061892,36.7287904,1999,28.14950562,18.30965805,0.108939976,-5.270795171,,-2.508435606,44.47556309,11.20166083,-4.5955443,1.0096723,Place
Folsom,California,624638,folsom_CA,"Folsom, California",0.310445671,0.008250946,-121.146941,38.67396,624638,77007,3.634309769,59.90135074,13.10116053,132894,109762,16.74782783,52.65883803,61.1295104,3.53827998,62.12422252,50.05779266,14.75549787,2.893444337,4.449627399,70.03481984,44.5992589,1909,71.9045639,19.45269775,0.93673182,-2.468665527,-22.44280932,8.116583291,48.42147868,11.25165161,-3.3931694,3.3602011,Place
Fond du Lac,Wisconsin,5526275,fonddulac_WI,"Fond du Lac, Wisconsin",0.268327458,0.004148326,-88.439995,43.774315,5526275,42858,5.531799793,64.5281136,23.30379337,63944,49949,4.407578334,45.18285394,59.33314562,8.955957741,84.348315,24.00354892,65.77457786,8.281008899,2.454503536,58.99780989,43.07121336,796,37.60502625,21.35284233,4.323675028,-2.956420002,-26.29326524,-14.79893452,1.552022368,10.6656476,-0.87016392,41.888287,Place
Fontana,California,624680,fontana_CA,"Fontana, California",0.333808499,0.021248093,-117.449591,34.093073,624680,208943,7.43233487,66.34185314,10.09364501,73658,70789,27.11648643,61.34564281,60.51937342,11.87964678,13.78749162,17.07346737,32.6074034,3.691438213,4.968286037,64.58606124,58.16415548,1595,22.03404045,28.02044296,-0.347607236,4.271818685,-70.6005462,5.217176636,62.06051393,12.24981677,-3.0739179,4.6239638,Place
Fort Collins,Colorado,827425,fortcollins_CO,"Fort Collins, Colorado",0.348299564,0.009171142,-105.076225,40.553117,827425,162511,5.918261409,70.1403439,8.829714358,86858,62132,6.618628651,48.73048961,64.87683654,6.390019506,79.95212674,54.5181632,36.87342405,4.672556743,5.441640377,53.13555002,60.55130363,1327,37.94808578,22.08346748,0.924252872,-2.225320347,-4.061162496,-1.805333107,36.96440009,11.99850097,-0.73277646,48.057285,Place
Fort Dodge,Iowa,1928515,fortdodge_IA,"Fort Dodge, Iowa",0.273612151,0.011311413,-94.179607,42.507805,1928515,24417,4.932032153,57.69771934,16.58111811,55081,40271,3.444321454,48.48650694,57.55416155,11.30561605,84.24867988,20.4412967,83.44293237,10.79182029,2.259690523,60.91083288,42.26860702,659,36.40494537,41.85426331,3.613308359,-5.603497703,-21.58168694,-13.18029903,-2.860439211,10.10303489,-0.40904912,66.428162,Place
Fort Lauderdale,Florida,1224000,fortlauderdale_FL,"Fort Lauderdale, Florida",0.364564717,-0.001836178,-80.14488,26.139187,1224000,178783,7.661951333,64.96367455,4.623411223,68896,55269,24.40780103,41.43200815,62.89188862,13.4261027,47.70979285,36.47502661,73.03927541,23.10563624,5.757296085,53.06229591,59.403193,1319,76.17118073,33.34123993,-0.413988747,3.636967613,-56.96742835,0.081583516,17.31398912,12.09392806,-3.5250967,2.9448962,Place
Fort Myers,Florida,1224125,fortmyers_FL,"Fort Myers, Florida",0.344219399,-0.001021137,-81.853403,26.623723,1224125,76591,5.868456513,55.64800501,2.843239345,54762,43474,20.34312189,41.98178649,57.15162158,12.93649375,48.99661839,28.01189423,33.1617564,25.07785261,4.789069176,48.06773961,53.55836749,970,57.58443069,45.84019089,-5.213497032,-3.748936155,-46.43994839,13.10204561,58.87612015,11.24623486,-2.2389352,10.657192,Place
Fort Pierce,Florida,1224300,fortpierce_FL,"Fort Pierce, Florida",0.315602907,0.001147355,-80.341112,27.432507,1224300,44833,7.685729861,53.63951921,5.274432525,37492,30445,16.80904627,51.15295649,56.09037876,26.44245327,36.28131151,14.98819441,54.646945,23.25332612,3.287896156,47.2452879,69.95756626,842,49.33931732,37.35565186,1.073356004,-1.45614517,-28.02363488,-14.63056351,19.50367843,10.71069975,-2.3351541,9.6795578,Place
Fort Smith,Arkansas,524550,fortsmith_AR,"Fort Smith, Arkansas",0.315831678,0.002469752,-94.389265,35.369384,524550,87639,4.969735444,59.39449668,19.11601573,49798,40004,12.31072918,50.65918565,58.90414119,16.97522253,60.16955972,20.24449855,60.92303991,10.92806831,3.007199287,51.83114409,44.29065883,701,38.1328125,50.25505829,4.825824244,-2.980770462,-31.51795076,-18.55432698,9.182986994,11.38098138,-1.1658436,31.165964,Place
Fort Wayne,Indiana,1825000,fortwayne_IN,"Fort Wayne, Indiana",0.303293538,0.011878317,-85.143602,41.061183,1825000,264052,6.219026819,66.44381285,17.49270409,60434,48023,7.896929234,51.37965679,58.18020701,13.0544588,67.75862575,27.6224941,66.04604721,9.84416008,2.303063154,61.65972352,46.14778757,749,53.44658279,47.20108032,3.448905863,-2.364543717,-44.51091392,-9.998443009,28.35067833,12.48390133,-0.49138099,61.178093,Place
Fort Worth,Texas,4827000,fortworth_TX,"Fort Worth, Texas",0.352468724,0.010892545,-97.340465,32.731939,4827000,855786,5.672790483,67.10564494,10.79868227,68476,59255,16.78725779,58.22442174,59.64259505,12.49253377,39.48592246,28.60293984,41.77850783,8.731737733,2.603999615,57.15999603,48.92022312,1099,53.66794586,49.03638077,-0.224728873,2.814050525,-61.83073235,6.967912732,60.0515435,13.65977562,-2.1374297,11.795764,Place
Fountain Valley,California,625380,fountainvalley_CA,"Fountain Valley, California",0.347513088,0.005162919,-117.953353,33.710092,625380,56372,4.496162385,60.63296199,14.79447037,98514,85423,29.72220182,41.28633738,58.48116279,5.50484471,45.35052776,42.89283454,82.19149113,2.218833752,8.054037094,68.84981394,62.87228465,1951,39.5678215,29.60533142,2.548869867,-5.667134639,-56.4928736,-11.30541909,2.535559678,10.93972786,-5.4607029,0.42505661,Place
Franklin,Tennessee,4727740,franklin_TN,"Franklin, Tennessee",0.332076601,0.003748182,-86.80491,35.934867,4727740,75366,4.024319723,70.90187669,7.425842434,108896,94808,10.89881361,51.82938576,59.95807052,4.900828004,78.71453762,61.07019782,16.81998223,4.622977227,4.066112518,66.90837145,40.82421958,1542,32.04502869,43.13809967,-0.224639161,-3.346056133,-68.89108241,5.202381523,80.12045313,11.23011152,-3.2081978,4.0429411,Place
Frederick,Maryland,2430325,frederick_MD,"Frederick, Maryland",0.331090104,0.01433975,-77.425125,39.427866,2430325,70166,5.327060074,71.65704966,6.203911453,87423,72088,19.14744973,53.76039743,62.51176,7.514764369,55.42000532,39.65797424,37.42017746,6.182043999,3.682998657,56.79543614,53.40580344,1493,29.34708595,43.70888901,2.728359629,-1.42811173,-62.1208014,3.279155801,32.9732598,11.15861914,-4.4714527,1.14307,Place
Freeport,Illinois,1727884,freeport_IL,"Freeport, Illinois",0.298025614,0.003975955,-89.635475,42.292757,1727884,24300,10.49226224,59.35687423,20.24030536,49570,39419,2.703703754,46.32872641,53.34979296,14.53149021,71.93415761,18.93989146,75.88086724,10.74131355,1.862046242,57.4072361,53.51170301,654,30.34955788,38.91407776,4.598292414,-3.551166215,-54.23400523,-24.06521075,-8.10422418,10.09823163,-0.62576234,53.485352,Place
Freeport,New York,3627485,freeport_NY,"Freeport, New York",0.345380195,0.01000794,-73.586577,40.653724,3627485,43128,4.788344353,64.29530382,5.421040207,91063,76244,30.1868856,51.45378113,59.1077745,10.30679792,24.62901175,28.74512076,93.80140305,4.703323543,4.256072521,67.0850873,60.52448153,1828,39.84026718,40.77898407,2.306003798,-0.49304964,-72.44350239,-0.959244784,-1.496014435,10.67192772,-6.1388445,0.21574149,Place
Fremont,California,626000,fremont_CA,"Fremont, California",0.311614009,0.003587477,-121.983053,37.544165,626000,233083,4.083039239,66.78379774,16.26817733,138312,127374,48.22702706,54.14944887,63.09126019,2.992937528,20.68619281,56.10636473,53.4132421,4.258192331,6.781603813,61.6025269,38.99647295,2327,29.93517685,21.73087502,-0.606371101,-1.408766472,-44.64865362,12.86528729,14.5860884,12.35914989,-2.9982092,4.9876308,Place
Fresno,California,627000,fresno_CA,"Fresno, California",0.360885413,0.019269859,-119.787176,36.785719,627000,522277,10.10714397,61.48272753,7.52690658,53082,47189,20.57681978,58.04864168,57.36113191,21.96494043,27.05441713,21.57078236,52.87930965,6.358342618,4.75958395,46.37078941,59.62431431,1048,46.33067322,40.57366943,1.419072347,1.689399197,-28.51531737,-0.798855479,22.12663568,13.16595338,-0.62744457,53.395454,Place
Frisco,Texas,4827684,frisco_TX,"Frisco, Texas",0.325611355,-0.012754964,-96.792247,33.142771,4827684,165700,3.682249784,72.17462063,8.458423615,144097,127133,21.02051973,66.12558961,58.65359306,2.765165269,59.04103518,63.35990429,3.343849629,5.813777074,2.894606352,73.8818109,44.01191175,1942,20.14989281,26.1199379,0.577665269,-6.764543511,,14.85975435,391.487216,12.0179342,-3.7792711,2.2839334,Place
Fullerton,California,628000,fullerton_CA,"Fullerton, California",0.361757298,0.010618562,-117.928461,33.879699,628000,139866,7.137045264,65.39535522,13.03757429,86877,73360,30.12883663,47.30506837,62.00148463,7.772085816,32.31736124,41.17692113,77.2533536,4.809231684,8.530534744,51.68406963,61.27294302,1682,32.30583954,39.24327087,-0.247997866,0.970763014,-61.70328133,1.619328971,11.002119,11.8484401,-4.551991,1.0546187,Place
Gadsden,Alabama,128696,gadsden_AL,"Gadsden, Alabama",0.315349401,-0.001637452,-86.007521,34.011152,128696,35624,8.659143001,50.98233819,22.0122084,44398,32853,4.505389556,44.08722818,58.07882547,22.09345847,54.8001349,16.03353322,85.97612977,22.4246189,2.203756094,60.19835472,45.71368098,587,51.01589966,58.42486572,3.982455553,0.677627262,-33.36064667,-6.173925069,-8.60485402,10.48077485,-1.0611169,34.606903,Place
Gainesville,Florida,1225175,gainesville_FL,"Gainesville, Florida",0.330202016,-0.014367499,-82.349602,29.654079,1225175,130790,6.752717495,57.27143288,3.30921039,62964,36389,11.12852693,40.18037021,66.74821973,14.29177672,56.87437654,44.63582337,48.03198874,18.33212376,4.243040562,39.43850994,62.10294366,918,44.60342026,14.63157272,-0.967858391,-3.597647074,-39.52114105,-4.584588234,37.02892705,11.78134826,-0.76391786,46.583775,Place
Gaithersburg,Maryland,2431175,gaithersburg_MD,"Gaithersburg, Maryland",0.319844418,0.003627224,-77.212781,39.134726,2431175,67529,5.89675568,73.97381067,4.252493382,97990,86427,39.1254127,53.18729877,63.2617116,6.183854118,34.28452909,53.18360925,34.25318301,5.287533626,4.509007454,50.48084855,49.24140275,1764,43.41305923,42.53514481,1.250105092,0.276442897,-66.00885087,-1.411812833,28.35040769,11.12031241,-4.5097594,1.1001108,Place
