GeoFIPS,GeoName,agri_forestry_mining,construction,manufacturing,wholesale_trade,retail_trade,transport_utilities,information,finance_real_estate,prof_sci_mgmt_admin,education_health,arts_entertainment,other_services,public_admin
10180,"Abilene, TX (MA)",0.047368233098520784,0.024853052411673904,-0.12282923268574142,-0.13024488667488976,0.07430507134270181,0.04784357255568783,-0.13563090436765057,0.13376754797300405,-0.1609990671425633,0.1585335433622519,-0.08220285188301724,0.03904933229171026,0.07787809145800129
10420,"Akron, OH (MA)",-0.10414975572279372,-0.07648154723557676,0.12494905127562661,0.15212553993819866,0.023258384041772162,-0.02145796023686153,0.00471086058381176,0.06181257844185395,0.021922252892867533,-0.04312329811298199,-0.013586852196700527,-0.0303135180206483,-0.13602177075572008
10500,"Albany, GA (MA)",0.02932028990806801,-0.13155239415718967,-0.04372629824532359,0.1134057220980842,0.028934210458350762,0.05955147218494483,-0.08619425670273939,-0.10530985040324059,-0.08193768297722592,0.08020260607857499,-0.09690204625887688,0.1530628389661448,0.1647275986900607
10540,"Albany-Lebanon, OR (MA)",0.15952465121578419,0.0843438326010768,0.06642956256518073,-0.16574270233292043,-0.048198744840380114,0.014124540057214308,-0.2516425954294418,-0.13359397041449161,-0.1259809610468814,-0.02071190959416569,-0.15525977496778043,0.16855528091299687,0.10889745938619111
10580,"Albany-Schenectady-Troy, NY (MA)",-0.09400586274130618,-0.14627542219591094,-0.0917058761649886,-0.11308125929444968,-0.17657442340637564,-0.12142899702846766,0.0811801373303409,0.14721727885237956,0.12039568452042038,0.08462864608983844,-0.12452792538730428,-0.07542772291334054,0.3032000630663221
10740,"Albuquerque, NM (MA)",-0.05980149767538456,0.025898382391688957,-0.19488961163385277,-0.04147798988431506,-0.11503381989125139,-0.14878895271317805,0.039644699536907746,0.021815732150747058,0.2472666292545771,0.05795633363269359,0.03761329431749938,0.1998868992672196,0.1536184027512657
10780,"Alexandria, LA (MA)",0.04329629304345817,0.12220368067957543,-0.14347710501411615,0.06974003511322424,-0.14952275731718045,0.0059296343024282105,-0.2024377501818192,-0.14539566836938533,-0.17687117461154422,0.2052218110367372,0.091597822345858,0.03723107906176426,0.17997253333340213
10900,"Allentown-Bethlehem-Easton, PA-NJ (MA)",-0.09911497876121211,-0.12360419987829752,0.07479007174236663,0.22254199567078103,-0.055353350302335014,0.30030938328552614,0.12481567058667564,-0.03639713711619641,-0.016400816657044404,0.040461360176436756,-0.10472253263429376,-0.04203208539927916,-0.13069127286381688
11020,"Altoona, PA (MA)",-0.07124391691239051,-0.022849491959184287,-0.012278671700704846,0.24096547670340107,0.26154829925688294,0.16707956727296502,-0.08932868923855719,-0.2095016568163527,-0.10950008507676234,0.05571136755443917,0.04134907568237245,0.0425720500237079,-0.02420125119885641
11100,"Amarillo, TX (MA)",0.009354547038681993,0.2109029731533325,-0.006103360507955791,0.1424185293538398,-0.06277666412083482,0.12653495139687432,-0.16287777798579461,-0.01589817314046471,-0.10400264736594733,-0.03422977957847073,-0.03284653210192168,0.10567315624440377,0.0263323276538876
11180,"Ames, IA (MA)",0.07375361811370307,-0.19791952693124626,-0.035619296760216246,0.001490673316391966,-0.10305203603574498,-0.13127845214459455,0.07013314610838606,0.00549459151691245,-0.08852549617430261,0.34987971530990847,-0.0988150887085173,-0.42403868957160673,-0.07931380482799244
11260,"Anchorage, AK (MA)",0.050233611688337954,0.026657168432793865,-0.25013172693583996,-0.09333602973652178,-0.08439005266181276,0.4567630641199123,0.12283514831785292,-0.09653318009966905,0.027796221804449628,-0.03183139488515929,0.025767839168771678,0.0442469135933361,0.3108421776221584
11460,"Ann Arbor, MI (MA)",-0.10330198310257055,-0.3930290028289103,0.04541883266437141,-0.26886581733060066,-0.3684377854745715,-0.2635548422340156,0.03340058230189391,-0.14633296507587623,0.17384453050964876,0.4762480555454629,-0.027693021730473055,-0.20585643120809083,-0.1875952538514516
11500,"Anniston-Oxford, AL (MA)",-0.07748860811495495,-0.1778738347334754,0.21344134085378874,0.03621123722128017,0.13940071754417294,-0.09896735410555535,-0.031456618424965055,-0.1705128902067945,-0.15889899138714247,-0.058170483077568225,-0.02247514737181988,-0.09282308768065572,0.13809184587764234
11540,"Appleton, WI (MA)",-0.028327242111681805,0.03567127888818633,0.35318955662694007,0.2558678475995724,-0.22226848204840077,-0.11815801216004984,-0.016178870990415595,0.10656341381461876,-0.07543200167959152,-0.17429159926257953,-0.2092954466817264,-0.12909991362108064,-0.15962491785310784
11700,"Asheville, NC (MA)",-0.07411036154435757,0.12098197690833135,0.00015776383950028006,-0.14469118784970636,0.11441734394054648,-0.2243157426011635,-0.08060195025489159,-0.05758422988157519,0.02099721009141331,0.0012962984330993077,0.24583598124737271,0.19721660160387988,-0.12242613906067046
12020,"Athens-Clarke County, GA (MA)",-0.05828316198266004,-0.21329870133709827,-0.07707281872279048,-0.11314038879376276,-0.04053026792355008,-0.12245053559148156,-0.09209028730238733,-0.10864727297110344,0.07802634758812887,0.30130759947921537,0.12193636522414142,-0.07584436078745749,-0.10828657533542574
12060,"Atlanta-Sandy Springs-Alpharetta, GA (MA)",-0.11420206758269158,-0.024979863466068175,-0.07249272622817204,0.1916764332902885,-0.09172890048378313,0.24752486714780098,0.4086053422505682,0.1530281718544788,0.33817745603801286,-0.1914883418517589,-0.049355502251500094,-0.04233566360186769,-0.06780780857396518
