GeoFIPS,GeoName,2017,2018,2019,2020,2021
36500,"Olympia-Lacey-Tumwater, WA (MA)",12907242.0,13734622.0,14060838.0,13747480.0,14725118.0
36540,"Omaha-Council Bluffs, NE-IA (MA)",64329518.0,65706869.0,66511603.0,65479048.0,68300165.0
36740,"Orlando-Kissimmee-Sanford, FL (MA)",136223280.0,141200311.0,146135192.0,140067077.0,156475297.0
36780,"Oshkosh-Neenah, WI (MA)",10256853.0,10515988.0,10856396.0,10683815.0,10899145.0
36980,"Owensboro, KY (MA)",5844583.0,5743200.0,5739439.0,5602414.0,5613842.0
37100,"Oxnard-Thousand Oaks-Ventura, CA (MA)",50165884.0,50754467.0,51639533.0,51144528.0,52906964.0
37340,"Palm Bay-Melbourne-Titusville, FL (MA)",24133063.0,25244764.0,26348425.0,26587950.0,29191295.0
37460,"Panama City, FL (MA)",8391383.0,8572539.0,8658254.0,8771093.0,9501883.0
37620,"Parkersburg-Vienna, WV (MA)",3610428.0,3680020.0,3537875.0,3514673.0,3672676.0
37860,"Pensacola-Ferry Pass-Brent, FL (MA)",20210863.0,20439612.0,20848405.0,20884004.0,22330360.0
37900,"Peoria, IL (MA)",21777992.0,22340533.0,21513254.0,20060453.0,20928148.0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MA)",425373943.0,432303107.0,436749140.0,419662826.0,437550234.0
38060,"Phoenix-Mesa-Chandler, AZ (MA)",246068032.0,257410455.0,269599619.0,272794254.0,296340472.0
38220,"Pine Bluff, AR (MA)",3510237.0,3436911.0,3395529.0,3208750.0,3390739.0
38300,"Pittsburgh, PA (MA)",150697726.0,154324237.0,155924635.0,147494188.0,152964506.0
38340,"Pittsfield, MA (MA)",7025430.0,7117760.0,6998340.0,6766260.0,6896795.0
38540,"Pocatello, ID (MA)",3168627.0,3222781.0,3293509.0,3351225.0,3373520.0
