parcel_id,date,project_name,address,neighborhood,ward,downtown_yn,housing_units,car_parking,bike_parking,parcel_area,university_yn,res_parking_elim_2015_yn,res_parking_reduced_2015_yn
1402924140004,2018-04-09,Jackson Lofts,750 Jackson St NE,St. Anthony East,3,False,16,6,14,177440.29427876,False,True,True
0102824110028,2018-04-23,Minnehaha Commons,3001 E Lake St,Longfellow,2,False,44,3,22,16508.06070582,False,True,True
0402824440026,2018-04-23,,3612 Bryant Ave S,East Harriet,10,False,41,20,21,5418.10695572,False,True,True
2202924240815,2018-05-07,Bassett Creek East,747 3rd St N,North Loop,3,True,139,108,96,25007.81259049,False,False,True
2202924210446,2018-05-07,The Redwell,1000 N 3rd St,North Loop,3,True,129,46,59,27410.3461101,False,False,False
0702823230072,2018-06-11,,4155 Hiawatha Ave,Hiawatha ,12,False,43,0,40,24916.97343185,False,False,False
3402924330147,2018-06-11,,318 W Lake St,Whittier,10,False,44,0,26,7763.52984121,False,True,True
3002923240007,2018-06-11,Apt on Essex,2628 Essex St SE,Prospect Park,2,False,32,10,22,7661.97378017,True,False,False
2302924120248,2018-06-11,SP2,120 5th St NE,St. Anthony Main,3,False,333,290,183,99472.09831045,False,True,True
2502924430225,2018-06-11,Riverside Apartments,2510 Riverside Ave,Cedar-Riverside,2,False,85,55,90,17836.36595453,True,False,True
2702924140064,2018-06-11,12th St Apartments,228 12th St S,Loring Park,7,True,357,311,356,52532.69032649,False,False,True
1302924220094,2018-06-25,,1717 Central Ave S,Northeast Park,1,False,78,73,78,32142.47552664,False,True,True
2202924120789,2018-06-25,River Loop Apartments,800 1st St N,North Loop,3,True,225,256,224,571212.02250802,False,False,False
3402924310272,2018-06-25,Good Grocer,2644 Nicollet Ave,Whittier,10,False,80,55,80,22845.27090844,False,True,True
3002923410021,2018-06-25,Art and Architecture Building,3350 University Ave SE,Prospect Park,2,False,208,267,109,13828.97942513,True,False,False
1102924410221,2018-06-30,,2323 Jackson St NE,Holland,1,False,65,32,35,17874.80130055,False,True,True
2702924310263,2018-07-16,1410 Loring,1400 Nicollet Ave,Loring Park,7,True,232,160,155,53014.82651759,False,True,True
2602924230105,2018-07-16,Park 7 Apartments,615 S 7th St,Elliot Park,7,True,61,0,31,17319.61146951,False,False,True
0802824410072,2018-07-16,The Cottages on Lake Harriet,4324 Lake Harriet Pkwy W,Linden Hills,13,False,5,6,9,6307.2999205,False,False,False
1302924330110,2018-07-16,Abdulle Cluster Development,415 Taylor St NE,Beltrami,3,False,6,12,6,2957.99273051,False,False,True
3402924330213,2018-07-16,,410 W Lake St,Whittier,10,False,111,52,111,22439.23214515,False,True,True
0502824220163,2018-07-16,Calhoun Towers,3404 List Place,West Calhoun,13,False,744,658,421,193410.96847496,False,True,True
2602924330122,2018-07-30,Apartments at Franklin and Park,1925 Park Ave,Ventura Village,6,False,43,18,24,15634.02537105,False,True,True
1002924320077,2018-07-30,Greenbelt Homes,3020 6th St N,Hawthorne,5,False,11,11,0,6446.20082587,False,False,False
1702823330433,2018-08-13,Oaks Minnehaha,5310 Minnehaha Ave,Minnehaha,12,False,109,69,72,51906.48301954,False,False,True
1502924110181,2018-08-13,,1625 Marshall St NE,Sheridan,1,False,8,7,5,6440.44382818,False,False,True
2602924120973,2018-08-13,Ox-Op Gallery and Residences,1111 Washington Ave S,Downtown East,3,True,153,103,206,24647.7199717,False,False,True
1702823330434,2018-08-13,Oaks Longfellow,5363 Minnehaha Ave,Minnehaha,12,False,68,60,50,25239.15543452,False,False,False
1402924440244,2018-08-27,701 Central Apartments,701 Central Ave NE,St. Anthony Main,3,False,159,102,244,31547.16661795,False,True,True
3302924430125,2018-09-17,Arby's Island,1116 W Lake St,SOUP,10,False,180,155,176,34955.0011358,False,True,True
2702924430010,2018-10-01,,1735 Nicollet Ave,Stevens Square,6,False,146,86,96,5651.70716423,False,True,True
2702924241551,2018-10-15,H. Alden Smith House and Apartments,1400 Yale Place,Loring Park,7,True,87,76,82,32603.06315542,False,False,True
1402924140110,2018-10-15,14th Ave Apartments,904 14th Ave NE,Logan Park,1,False,175,140,75,119560.04873186,False,True,True
2302924440026,2018-10-15,Eleven,1101 W River Parkway,Mill District,3,True,124,297,62,51801.86864625,False,False,False
1302924430051,2018-11-13,,1101 Hennepin Ave E,Como,1,False,56,25,56,18372.71175069,True,False,False
2602924220094,2018-11-13,,501 7th St S,Elliot Park,7,True,150,69,174,27265.45569434,False,False,True
2602924230147,2018-11-13,The Larking,813 Portland Ave S,Elliot Park,7,True,350,289,192,49632.12354737,False,False,True
2202924410144,2018-11-13,240 Hennepin,240 Hennepin Ave,Downtown West,3,True,355,356,353,42412.56122415,False,False,True
2202924410217,2018-11-13,Gateway Tower,30 S 3rd St,Downtown West,3,True,22,22,22,74386.01034336,False,False,True
2302924340727,2018-11-13,240 Park,240 Park Ave,Mill District,3,True,205,237,107,32884.55390235,False,True,True
2402924220503,2018-11-13,,815 6th Ave SE,Marcy Holmes,3,False,51,23,55,17551.18800864,True,False,False
2402924220157,2018-11-13,9th Street Flats,334 9th St SE,Marcy Holmes,3,False,15,7,15,8471.3413789,True,False,True
0202824210231,2018-11-13,Los Ocampo,809 E Lake St,Powderhorn Park,9,False,48,0,24,12970.05378376,False,True,True
3402924420373,2018-11-13,,2645 1st Ave,Whittier,10,False,51,23,32,15000.69152038,False,False,True
3502924320146,2018-11-13,,2733 Park Ave,West Phillips,6,False,10,15,14,51179.17076701,False,False,True
2402924140064,2018-11-13,,934  15th Ave SE,Como,2,False,12,16,48,7482.88342437,True,False,False
1802823120082,2018-12-03,Hiawatha Ave Apartments,4757 Hiawatha Ave,Longfellow,12,False,85,68,95,19193.10614523,False,False,True
0702823430214,2018-12-03,,4553 Minnehaha Ave,Hiawatha ,12,False,54,27,47,15562.09319384,False,True,True
1202824210260,2018-12-03,,2325 E 38th St,Standish,12,False,63,31,65,19208.37920242,False,True,True
2402924310330,2018-12-03,,1202 4th St SE,Marcy Holmes,3,False,114,67,307,34126.10552759,True,False,False
0802824410338,2018-12-03,44th at Harriet,2620 W 44th St,Linden Hills,13,False,36,36,64,27080.98333851,False,False,False
3302924440373,2019-01-14,,2932 Bryant Ave S,Lowry Hill East,10,False,91,61,46,17602.92078732,False,True,True
2702924340169,2019-01-14,Lydia Apartments,1920 LaSalle Ave,Stevens Square,7,False,40,25,21,38325.0635172,False,True,True
1302924340050,2019-01-14,,901 Winter St NE,Beltrami,3,False,20,20,20,20800.36660696,False,False,False
2202924140049,2019-01-14,The Archive,120 1st St N,North Loop,3,True,198,315,358,22527.19830284,False,False,True
2702924340009,2019-01-28,,1724 Nicollet Ave,Stevens Square,7,False,123,62,62,11884.57230574,False,True,True
0902924420172,2019-02-11,Buzza Lofts 2,2915 Dupont Ave,Lowry Hill East,10,False,135,135,136,5719.94106732,False,True,True
3002923140068,2019-02-11,Malcolm Yards 1,445 Malcolm Ave SE,Prospect Park,2,False,285,122,340,57439.7340651,True,False,False
0302824220075,2019-02-25,,601 Lake St W,Lyndale,8,False,46,11,46,8422.74761839,False,True,True
1302924120007,2019-03-11,,1501 Johnson St NE,Northeast Park,1,False,164,168,83,97276.24545226,False,False,False
2602924210183,2019-03-11,Block One,740 4th St S,Mill District,3,True,342,120,250,109449.44407902,False,True,True
0102824210127,2019-03-11,L&H Station Phase II,2225 Lake St E,Corcoran,9,False,432,271,217,276805.95221718,False,True,True
2402924240094,2019-03-25,First Covenant Apartments,815 6th St S,Elliot Park,6,True,169,185,86,10989.20319759,True,False,False
2902924410018,2019-03-25,,1040 Como Ave SE,Como,2,False,29,17,20,2183.9996202,False,False,True
1702924140239,2019-04-15,Penn Avenue Union,2200 Golden Valley Rd,Willard-Hay,5,False,64,40,46,38996.98153161,False,True,True
3402924110148,2019-04-15,,2210 4th Ave S,Whittier,10,False,19,6,12,11630.27096439,False,False,True
1702824320227,2019-04-15,,5043 Ewing Ave S,Fulton,13,False,2,2,0,5118.41426422,False,False,False
3502924140260,2019-04-29,,2517 Bloomington Ave,East Phillips,9,False,7,0,8,4769.63782225,False,False,True
3302924330025,2019-05-13,,1721 Lagoon Ave,East Isles,7,False,4,4,0,5534.99961139,False,True,True
0402824220035,2019-05-13,,3021 E Calhoun Pkwy,ECCO,10,False,17,18,18,5806.32887299,False,True,True
2202924141058,2019-05-13,310 Lofts,310 N 2nd St,North Loop,3,True,60,97,60,17431.83764498,False,False,False
3602924220122,2019-05-13,Mino-bimaadiziwin,2015 Cedar Ave S,Ventura Village,6,False,110,59,50,64180.5624034,False,False,True
3602924430100,2019-05-13,,2913 26th Ave S,Longfellow,2,False,190,104,99,41959.15499277,False,False,True
2402924310095,2019-05-13,,1121 4th St SE,Marcy Holmes,3,False,64,16,64,10989.20401766,True,False,False
3302924430018,2019-06-03,,2810 Fremont Ave S,Lowry Hill East,10,False,10,2,6,5772.90936848,False,False,True
1302824220036,2019-06-03,Bergan's SuperValu,4715 Cedar,Standish-Ericsson,12,False,130,130,90,23246.85953856,False,False,False
2302924140133,2019-06-03,Expo Low Rise,311 2nd St,Marcy Holmes,3,False,574,827,795,30841.13034008,True,False,True
0802824330103,2019-06-17,,4418 Beard Ave S,Linden Hills,13,False,42,22,26,8199.95136978,False,False,False
0302824230246,2019-06-17,The Amp House,3255 Garfield Ave S,Lyndale,8,False,12,0,8,5056.94320119,False,False,True
3402924330165,2019-06-17,,601 28th St W,Whittier,10,False,67,40,40,11052.82933911,False,True,True
2402924210045,2019-07-08,Halo Hotel and Apts,711 8th St SE,Marcy Holmes,3,False,48,13,48,27123.92912588,True,False,False
3602924220121,2019-07-08,The Bessemer,2200 Snelling Ave,Seward,6,False,128,77,154,54255.10816986,False,False,True
3402924240113,2019-07-08,,2542 Blaisdell Ave,Whittier,10,False,146,92,106,12866.23268242,False,False,True
0502824210226,2019-07-08,Excelsior and Lake,3012 Excelsior Blvd,West Calhoun,13,False,20,20,24,27747.2741521,False,True,True
0502824220159,2019-07-22,Greenway 31,3818 W 31st St,West Calhoun,13,False,49,45,29,14870.3937862,False,False,True
2602924240113,2019-08-05,Parkside Residential,825 8th St S,Elliot Park,6,True,119,31,54,13667.17261042,False,True,True
1402924320154,2019-08-19,,1018 Main St NE,St. Anthony West,3,False,113,67,158,26713.3802557,False,True,True
1102924420130,2019-08-19,,2201 Jefferson St NE,Holland,1,False,112,119,236,40571.95554644,False,False,False
3002923240006,2019-08-19,,2624 Essex St SE,Prospect Park,2,False,5,0,20,4508.63411044,True,False,False
2402924410024,2019-08-19,,1611 8th St SE,University,2,False,20,0,80,24471.06760651,True,False,False
2202924140147,2019-08-19,TMBR,100 3rd Ave N,North Loop,3,True,66,87,33,20105.01909506,False,False,True
3302924430225,2019-08-19,,2824 Girard Ave S,Lowry Hill East,10,False,76,43,43,16261.81248444,False,True,True
0402824130050,2019-08-19,,3224 Girard Ave S,SOUP,10,False,77,38,77,5384.67380366,False,True,True
3302924420244,2019-08-19,,2701 Girard Ave S,Lowry Hill East,10,False,85,50,50,23692.92700279,False,True,True
1402924320157,2019-08-19,,1011 Main St NE,St. Anthony West,3,False,175,113,230,46251.5558747,False,True,True
1002924410180,2019-09-23,Gateway Northeast,2435 Marshall St NE,Bottineau,3,False,128,97,115,47270.66941044,False,True,True
2202924440130,2019-09-23,315 Nicollet,315 Nicollet Mall,Downtown West,3,True,369,347,185,64152.72481663,False,False,True
1502824220255,2019-10-07,Fullertown Flats,4736 Grand Ave,Tangletown,11,False,23,10,12,10682.43610672,False,False,False
1802823120097,2019-10-07,Portico,4721 Minnehaha Ave,Hiawatha,12,False,26,27,13,18055.55798329,False,False,True
2202924410217,2019-10-07,Gateway Tower,30 S 3rd St,Downtown West,3,True,36,72,23,74386.01034336,False,False,True
2202924410036,2019-10-07,Bimosedaa,16 4th St N,Downtown West,3,True,48,0,24,5319.77349973,False,False,True
0302824320170,2019-10-07,,3525 Lyndale Ave S,Lyndale,8,False,6,4,6,5494.05601323,False,False,True
3002923240161,2019-10-21,Brickhouse Lofts/Max Apartments,150 26th Ave SE,Prospect Park,2,False,166,157,290,108900.07121731,True,False,False
1602924410161,2019-10-21,Satori,825 W Broadway Ave,Near North,5,False,112,72,60,47299.08185295,False,True,True
1402924410217,2019-11-04,Jackson Lofts,750 Jackson St NE,St. Anthony East,3,False,20,0,10,10241.48557967,False,True,True
0502824220160,2019-11-04,Calhoun Towers,3404 List Place,West Calhoun,13,False,744,569,422,193410.96847496,False,True,True
2102924430043,2019-11-18,,255 Girard Ave N,Harrison,5,False,95,80,75,4727.29744277,False,False,True
1402924330063,2019-11-18,,521 Main St NE,St. Anthony West,3,False,29,14,15,13499.1244781,False,True,True
2102924230253,2019-11-18,,910 Oliver Ave N,Near North,5,False,6,4,0,8000.82446504,False,False,True
2602924420059,2019-11-18,Elliot Twins,1212 9th St S,Elliot Park,6,True,10,0,23,95556.96948315,False,False,True
1502924140108,2019-12-09,,1428 Marshall St NE,Sheridan,3,False,7,15,17,11067.22444464,False,False,True
0202824420129,2019-12-09,,3528 Bloomington Ave,Powderhorn Park,9,False,2,0,0,6220.67464013,False,False,False
2202924410144,2020-01-13,270 Hennepin,240 Hennepin Ave,Downtown West,3,True,346,328,353,42412.56122415,False,False,True
3602924440163,2020-01-13,,2914 30th Ave S,Longfellow,2,False,6,4,6,8224.33357645,False,False,True
2602924240137,2020-01-13,Strutwear Building,1010 S 7th St,Elliot Park,6,True,179,286,18,109278.40295516,False,False,True
2302924110313,2020-01-13,,708 Central Ave NE,St. Anthony Main,3,False,71,127,192,41625.77453385,True,True,True
2902924130070,2020-01-27,Wirth on the Woods Phase I,2800 N Wayzata Blvd,Bryn-Mawr,7,False,201,200,130,103542.62532724,False,False,True
2402924130117,2020-02-10,,813 12th Ave SE,Marcy Holmes,3,False,4,0,20,5959.86085007,True,False,False
1202824110257,2020-02-10,,3801 Hiawatha Ave,Howe,12,False,102,45,52,36864.71104865,False,True,True
3002923410021,2020-02-10,Art and Architecture Building,3350 University Ave SE,Prospect Park,2,False,256,237,109,13828.97942513,True,False,False
0702823320001,2020-02-10,,3115 E 42nd St,Standish Ericsson,12,False,30,0,16,9847.38564214,False,False,False
2202924130059,2020-02-10,Duffey Paper Block 1.0,528 Washington Ave N,North Loop,3,True,188,118,106,34099.27245696,False,False,False
2802924440005,2020-02-24,Vision Loss Resources,1936 Lyndale Ave S,Lowry Hill East,10,False,242,238,252,90705.01364799,False,True,True
2702924241551,2020-04-13,H. Alden Smith House and Apartments,1400 Yale Place,Loring Park,7,True,125,66,130,32603.06315542,False,False,True
3302924140065,2020-04-13,,911 W 24th St,Lowry Hill East,10,False,1,1,0,5732.7691071,False,True,True
2802924440544,2020-04-13,Peris Hill,1930 Hennepin Ave,Lowry Hill,7,False,45,5,44,11354.50979666,False,True,True
2302924340735,2020-04-13,240 Portland,240 Portland Ave,Mill District,3,True,328,226,330,62983.45431743,False,True,True
3502924440258,2020-04-13,Dakar Building,1626 E Lake St,East Phillips,9,False,36,0,18,13145.30252682,False,True,True
2202924420127,2020-05-11,North Loop Green,405 4th Ave N,North Loop,3,True,356,348,411,7912.0268645,False,False,True
2602924111658,2020-05-11,,200 12th Ave S,Mill District,3,True,225,215,123,33709.72970006,False,False,False
3402924330212,2020-05-11,,520 W Lake St,Whittier,10,False,95,58,58,18021.44769161,False,True,True
3402924330214,2020-05-11,,510 W Lake St,Whittier,10,False,132,55,139,23450.36065719,False,True,True
2602924440096,2020-06-15,Anishanabe III,1600 E Franklin Ave,Ventura Village,6,False,40,25,18,41578.46105419,False,True,True
0302924440102,2020-06-15,,2911 Grand St NE,Marshall Terrace,1,False,6,0,8,7881.20571756,False,True,True
2402924310097,2020-06-15,,1127 4th St SE,Marcy Holmes,3,False,60,15,60,7659.14164702,True,False,False
2102924420127,2020-06-15,Olson Apartments,1301 Olson Memorial Hwy,Harrison,5,False,92,63,80,52520.23260676,False,True,True
3302924420048,2020-06-15,,2641 Fremont Ave S,Lowry Hill East,10,False,1,0,0,5155.21008791,False,False,True
1602924410161,2020-06-15,Satori Lofts,909 W Broadway Ave,Near North,5,False,26,9,18,47299.08185295,False,True,True
0402824420208,2020-06-15,HC2,3501 Hennepin Ave,CARAG,10,False,74,92,40,10296.92890144,False,True,True
2602924220449,2020-06-15,Thrivent Block Phase II,501 6th St S,Elliot Park,7,True,240,103,247,66220.25831497,False,False,True
3502924330010,2020-06-15,Park Ave Flats,2806 Park Ave,Phillips West,6,False,40,0,36,6453.17467441,False,False,True
2802924430292,2020-06-15,,1820 Girard Ave S,Lowry Hill,7,False,1,0,0,13514.96730459,False,False,False
0102824120058,2020-06-15,,3136 Minnehaha Ave,Longfellow,9,False,18,0,55,7501.31968781,False,False,True
1402924340153,2020-07-06,,400 2nd St NE,St. Anthony West,3,False,49,24,27,16554.76570889,False,True,True
2302924210089,2020-07-06,,336 2nd St NE,St. Anthony West,3,False,49,29,27,18501.62623339,False,True,True
3402924110149,2020-07-06,,2316 4th Ave S,Whittier,10,False,72,22,60,20779.65934775,False,False,True
0302824440214,2020-07-06,Sabathani Community Center,310 38th St E,Central,8,False,48,30,24,196444.01585802,False,False,True
0702823340168,2020-07-06,Snelling Yards,3601 East 44th St,Hiawatha,12,False,210,135,106,76730.6123271,False,True,True
1002824310259,2020-07-06,The Aubrey,4220 Nicollet Ave,Kingfield,8,False,47,32,40,14548.11901857,False,True,True
1402924140043,2020-07-06,,1200 Central Ave NE,Logan Park,1,False,111,67,52,29437.36359619,False,True,True
0702823340141,2020-07-20,Amber Apartments,4527 Hiawatha Ave,Hiawatha,12,False,81,25,40,44087.3366143,False,True,True
1902923230125,2020-07-20,,1800 Como Ave,Como,2,False,8,8,40,5995.29918517,True,False,False
2402924140141,2020-07-20,801 15th Ave SE,800 14th Ave SE,Marcy Holmes,3,False,274,190,862,51414.4677843,True,False,False
1302924230043,2020-07-20,13th and Tyler Apartments,950 13th Ave NE,Northeast Park,1,False,118,92,90,33990.12927633,False,True,True
1902923120052,2020-08-03,,1104 25th Ave SE,Como,1,False,4,3,20,5047.11406938,True,False,False
1902923120053,2020-08-03,,1108 25th Ave SE,Como,1,False,4,4,20,5047.50106837,True,False,False
1602924240219,2020-08-03,,1706 W Broadway,Jordan,5,False,20,40,20,41687.95371316,False,True,True
1602924230250,2020-08-03,,1808 W Broadway,Jordan,5,False,72,83,36,61316.67649137,False,True,True
2402924420184,2020-09-08,Dinkytown McDonalds,407 15th Ave SE,Marcy Holmes,3,False,308,258,846,75081.84466777,True,False,False
0202824110284,2020-09-08,Bloom Lake Flats,3020 16th Ave S,Powderhorn Park,9,False,42,23,27,38892.57942807,False,True,True
1802823330026,2020-09-08,,5200 34th Ave S,Keeywaydin,12,False,19,5,10,7565.2595462,False,False,False
3402924130009,2020-09-21,,2413 1st Ave S,Whittier,10,False,6,4,3,5887.34913039,False,True,True
2102924340090,2020-09-21,Currie Commons,187 Humboldt Ave N,Harrison,5,False,187,199,187,72367.21106649,False,False,True
1502924240081,2020-09-21,Broadway Pizza Apartments,2025 West River Rd N,Hawthorne,5,False,163,163,146,105786.73027333,False,False,True
0402824120101,2020-10-05,Joyce Memorial Methodist Church,1219 W 31st St,SOUP,10,False,34,0,17,11619.84118309,False,False,True
3002923140068,2020-10-05,Malcolm Yards 1,445 Malcolm Ave SE,Prospect Park,2,False,348,210,420,57439.7340651,True,False,False
2102924340212,2020-10-05,LEEF Townhomes,164 Cedar Lake Rd,Harrison,5,False,17,20,17,521.81058961,False,False,True
1002924410181,2020-10-05,,2301 California St NE,Bottineau,3,False,164,164,93,111845.05963823,False,True,True
1002824420178,2020-10-19,Curran's Redevelopment,4207 Nicollet Ave,Kingfield,8,False,79,37,70,15844.49162084,False,True,True
2202924140147,2020-10-19,TMBR Redux,110 3rd Ave N,North Loop,3,True,107,71,102,20105.01909506,False,False,True
2402924210045,2020-10-19,Halo Apartments Redux,711 8th St SE,Marcy Holmes,3,False,138,60,156,27123.92912588,True,False,False
2702924340009,2020-10-19,,1724 Nicollet Ave,Stevens Square,7,False,129,64,56,11884.57230574,False,True,True
2402924130035,2020-11-02,,1129 8th St SE,Marcy Holmes,3,False,4,3,16,5490.15224061,True,False,False
2302924120252,2020-11-02,HenCen Apartments,420 Hennepin Ave E,St. Anthony,3,False,229,201,230,29422.68907784,False,True,True
3302924430135,2020-11-02,Old Chicago Site,2841 Hennepin Ave,Lowry Hill East,10,False,144,99,224,32108.06390398,False,True,True
0302824340184,2020-11-16,Sundial Apartments,15 W 37th St,Kingfield,8,False,12,0,6,7178.96571813,False,True,True
1802823120094,2020-11-16,Lowa Phase II,4120 Nawadaha Blvd,Hiawatha,12,False,144,116,72,62950.13543101,False,False,True
2402924420092,2020-11-16,,1316 7th St SE,Marcy Holmes,3,False,4,7,20,9157.66833326,True,False,False
0402824140120,2020-12-07,,3308 Lyndale Ave S,SOUP,10,False,4,4,0,4752.52757519,False,False,True
0302824110237,2020-12-07,,3101 4th Ave S,Central,9,False,3,3,3,6733.63551092,False,False,True
3402924340304,2020-12-07,Karmel Square,200 W Lake St,Whittier,10,False,113,120,83,63968.27699643,False,True,True
1102924420163,2021-01-11,,636 22nd Ave NE,Holland,1,False,10,10,5,13637.20048785,False,False,False
3402924430035,2021-01-11,,112 Lake St E,Whittier,10,False,13,6,13,5401.34754819,False,True,True
1802823120043,2021-01-11,,4601 Minnehaha Ave,Hiawatha,12,False,123,76,146,13035.55440061,False,True,True
1102924430078,2021-01-25,Foundry19,655 19th Avenue NE,Holland,1,False,3,2,0,73297.34853135,False,False,False
2302924340735,2021-01-25,240 Portland,240 Portland Ave,Mill District,3,True,318,243,282,62983.45431743,False,True,True
2302924130962,2021-01-25,200 Central,200 Central Ave SE,St. Anthony Main,3,False,360,222,364,34711.30766119,True,True,True
0102824110112,2021-02-08,,2815 Lake St E,Longfellow,2,False,8,4,4,6981.36291634,False,True,True
2402924420031,2021-02-08,,410 13th Ave SE,Dinkytown,3,False,81,72,234,1998.03601207,True,False,False
3402924240200,2021-02-22,,2401 Pillsbury Ave,Whittier,10,False,5,4,10,13294.78452753,False,True,True
2202924410143,2021-03-08,21 N Washington,21 N Washington Ave,Downtown West,3,True,427,332,445,17680.93901224,False,False,True
0702823220016,2021-03-08,,3840 Minnehaha Ave,Howe,12,False,1,1,0,5998.62402839,False,False,True
1102924230140,2021-03-22,,125 Lowry Ave NE,Marshall Terrace,1,False,209,156,106,43362.94141519,False,True,True
0302824130171,2021-04-12,,3301 Nicollet Ave,Lyndale,8,False,64,10,41,11683.57645535,False,True,True
0302824430100,2021-04-26,,3601 Nicollet Ave,Kingfield,8,False,52,18,52,12586.1810809,False,True,True
2202924120117,2021-04-26,,724 1st St N,North Loop,3,True,49,0,23,9719.1474339,False,False,False
1302924230043,2021-05-10,13th and Tyler Apartments,950 13th Ave NE,Northeast Park,1,False,129,106,90,33990.12927633,False,True,True
2102924430125,2021-05-10,,1207 Glenwood Ave,Harrison,5,False,126,72,94,31558.73470376,False,False,True
2402924210046,2021-05-10,American Spirit,801 9th St SE,Marcy Holmes,3,False,113,52,111,115426.92478966,True,False,False
0402824130168,2021-05-10,,3331 Hennepin Ave,SOUP,10,False,11,3,18,5111.34865961,False,True,True
0502824210226,2021-06-28,Excelsior and Lake,3012 Excelsior Blvd,West Calhoun,13,False,74,104,40,27747.2741521,False,True,True
1702824320198,2021-07-19,,5015 France Ave,Fulton,13,False,16,32,16,10517.0138649,False,False,False
3302924110193,2021-07-19,,2003 Aldrich Ave,Lowry Hill East,10,False,46,11,47,9464.26290203,False,True,True
3502924340133,2021-08-02,Midtown Sheraton,2901 Chicago Ave S,Midtown Phillips,9,False,137,0,31,34899.1308848,False,True,True
2402924310047,2021-08-02,,1018 4th St SE,Marcy Holmes,3,False,4,0,24,5194.89301393,True,False,False
2902924130070,2021-08-16,Wirth on the Woods Phase II,2800 N Wayzata Blvd,Bryn-Mawr,7,False,156,219,156,103542.62532724,False,False,True
0402824110151,2021-09-09,,3128 Bryant Ave S,SOUP,10,False,12,0,13,5900.20293465,False,True,True
2402924240209,2021-09-09,,621 10th Ave SE,Marcy Holmes,3,False,6,6,36,13441.16957877,True,False,False
2402924110225,2021-09-20,,1112 16th Ave SE,Como,1,False,4,6,18,9546.32628466,True,False,False
0402824110151,2021-09-20,,3128 Bryant Ave S,SOUP,10,False,12,0,14,5900.20293465,False,True,True
2202924130004,2021-10-04,Duffey Paper Block 2.0,300 6th Ave N,North Loop,3,True,345,322,373,18395.99002033,False,False,True
1402924320131,2021-10-18,,1000 Main St NE,St. Anthony West,3,False,49,13,50,13032.41783934,False,False,True
3502924340761,2021-10-18,Greenway Apartments,2837 11th Ave S,Midtown Phillips,9,False,86,62,82,35311.86413698,False,False,True
2402924130081,2021-10-18,,715 13th Ave SE,Marcy Holmes,3,False,4,3,24,6871.26995502,True,False,False
2802924410845,2021-11-01,,35 Groveland Terr,Lowry Hill,7,False,4,4,4,12644.71082662,False,False,True
1402924340156,2021-11-01,,401 Main St NE,St. Anthony West,3,False,31,15,31,11071.18775291,False,True,True
1702824230160,2021-11-01,France 50,4901 France Ave S,Fulton,13,False,45,52,79,32255.48702378,False,False,False
1402924340153,2021-11-15,,400 2nd St NE,St. Anthony West,3,False,83,48,80,16554.76570889,False,True,True
0802824340237,2021-11-15,,3401 W 44th St,Linden Hills,13,False,32,26,46,14716.3203333,False,False,False
0102824340175,2021-11-15,MPHA Family Housing Expansion Site 12,2220 38th St E,Standish,12,False,6,3,6,8457.94703059,False,True,True
3402924310277,2021-11-15,,2609 Blaisdell Ave,Whittier,10,False,40,40,40,102195.87480388,False,True,True
1602824320126,2021-11-15,MPHA Family Housing Expansion Site 8,5139 Penn Ave S,Lynnhurst,13,False,6,3,6,10194.76228612,False,False,True
3602924210093,2021-11-15,MPHA Family Housing Expansion Site 15,2021 24th Ave S,Seward,6,False,4,3,6,7784.81606622,False,True,True
3602924210062,2021-11-15,MPHA Family Housing Expansion Site 5,2015 23rd Ave S,Seward,6,False,6,6,6,10540.61582091,False,True,True
1602924320148,2021-11-15,MPHA Family Housing Expansion Site 11,1600 Penn Ave N,Willard-Hay,5,False,6,6,6,5986.15449273,False,True,True
2402924130089,2021-11-15,,716 12th Ave SE,Marcy Holmes,3,False,4,3,24,6871.26803627,True,False,False
1202924320118,2021-11-15,MPHA Family Housing Expansion Site 10,1030 Lowry Ave NE,Windom Park,1,False,6,4,6,10800.58242526,False,False,True
3502924140256,2021-11-15,MPHA Family Housing Expansion Site 4,2425 16th Ave S,East Phillips,9,False,6,5,6,10717.8424121,False,False,True
1902823240204,2021-11-15,MPHA Family Housing Expansion Site 13,5633 34th Ave S,Morris Park,12,False,6,2,6,8682.25448176,False,False,False
2402924120183,2021-12-06,Como Church Remodel,1035 14th Ave SE,Como,1,False,6,0,22,13242.62077609,True,False,False
2302924340735,2021-12-06,240 Portland,240 Portland Ave,Mill District,3,True,330,215,297,62983.45431743,False,True,True
1302924340156,2021-12-06,MPHA Family Housing Expansion Site 7,339 Pierce St NE,Beltrami,3,False,4,3,4,10010.33418091,False,False,False
2102924310015,2021-12-06,MPHA Family Housing Expansion Site 14,500 Knox Ave N,Harrison,5,False,4,3,4,9326.21822488,False,False,True
2102924310083,2021-12-06,MPHA Family Housing Expansion Site 7,400 Logan Ave N,Harrison,5,False,4,3,4,4665.47196889,False,False,True
3502924110026,2021-12-06,MPHA Family Housing Expansion Site 6,2110 16th Ave S,Ventura Village,6,False,4,4,4,8010.44320188,False,False,True
3502924310053,2021-12-06,MPHA Family Housing Expansion Site 3,2740 12th Ave S,Midtown Phillips,9,False,6,3,6,7302.43220053,False,False,True
3502924310054,2021-12-06,MPHA Family Housing Expansion Site 2,2744 12th Ave S,Midtown Phillips,9,False,6,3,6,7293.28397934,False,False,True
