parcel_id,SDE_ID,CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,TENURE,HOUSING_TY,HOUSING__1,RES_PERMIT,ADDRESS,ZIP_CODE,ZIP_PLUS_4,NAME,BUILDINGS,UNITS,AGE_RESTRI,MEMORY_CAR,ASSISTED,COM_OFF_RE,ACREAGE,SQF,PUBLIC_FUN,PERMIT_VAL,COMMUNITY_
1202924330107,62044.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),MU,1018 19th Ave NE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,50000.0,Urban Center
2202924140066,62339.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),NU,101-125 1st Ave N,,,,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,,4729109.0,Urban Center
1902923120109,62686.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2014.0,OWN,SFD,Single-Family Detached,FD,1041 26th Ave SE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,80000.0,Urban Center
2602924110065,63238.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,OWN,MF5,Multifamily (5 units or more),NU,110 12th Ave S,,,Stonebridge Lofts,1.0,165.0,0.0,0.0,0.0,,0.0,0.0,N,47248889.0,Urban Center
2702924430001,63239.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,RNT,MF5,Multifamily (5 units or more),FC,110 18th St E,,,,1.0,123.0,0.0,0.0,0.0,,0.0,0.0,N,15729782.0,Urban Center
2402924310005,63274.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,RNT,MF5,Multifamily (5 units or more),NU,1101 University Ave SE,55455.0,,The Knoll,1.0,101.0,0.0,0.0,0.0,,0.0,0.0,,13150000.0,Urban Center
2102924110109,62171.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,MF5,Multifamily (5 units or more),NU,1031-1039 Aldrich Ave N,,,,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,738470.0,Urban Center
2402924130130,63349.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,DTQ,"Duplex, triplex and quad",RM,1107 8th St SE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1902923120109,62105.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,SFD,Single-Family Detached,NU,1037 26th Ave SE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,299792.0,Urban Center
1302924220028,63564.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,OWN,SFD,Single-Family Detached,NU,1108  18th Ave NE,55418.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,197203.0,Urban Center
2402924130104,63586.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,RNT,DTQ,"Duplex, triplex and quad",FS,1109 7th St SE,,,,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,N,160000.0,Urban Center
2402924130130,63587.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),NU,1109 8th St SE,,,,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,650000.0,Urban Center
2902924420122,63747.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,ADU,Accessory Dwelling Unit,NU,1116 Vincent Ave S,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,30000.0,Urban Center
1202924230039,63764.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,DTQ,"Duplex, triplex and quad",TS,1117 26th Ave NE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1202924230039,63765.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,FD,1117 26th Ave NE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
2702924130224,63769.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),MU,1117 Marquette Ave,,,Bolero Flats,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,,1034452.0,Urban Center
2402924130097,63853.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2009.0,OWN,SFD,Single-Family Detached,NU,1120 8th St SE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,235265.0,Urban Center
2402924130037,63499.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,DTQ,"Duplex, triplex and quad",NU,1121 8th St SE,,,,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,600000.0,Urban Center
2402924130037,63500.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,DTQ,"Duplex, triplex and quad",RM,1121 8th St SE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,182000.0,Urban Center
3402924420484,63921.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),NU,113 26th St E,,,Chroma,0.0,70.0,0.0,0.0,0.0,,0.0,0.0,,8890000.0,Urban Center
2902924420131,63997.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2010.0,OWN,SFD,Single-Family Detached,NU,1132 Washburn Av,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,386000.0,Urban Center
2002924120072,64031.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,OWN,SFD,Single-Family Detached,NU,1133 Thomas Ave N,55411.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,200000.0,Urban Center
2202924410104,64567.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,RNT,MF5,Multifamily (5 units or more),NU,115 2nd St N,,,Velo Apartments,1.0,101.0,0.0,0.0,0.0,,0.0,0.0,N,11892900.0,Urban Center
2202824120036,64568.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2009.0,RNT,MF5,Multifamily (5 units or more),NU,115 54th St E,55417.0,,Creekside Commons,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,,5006760.0,Urban Center
2302924120039,64569.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,RNT,MF5,Multifamily (5 units or more),FC,115 5th St NE,,,Bon Quartier Apartments,1.0,22.0,0.0,0.0,0.0,,0.0,0.0,N,1235200.0,Urban Center
2802924220175,64891.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,SFD,Single-Family Detached,NU,116 Cedar Lake Rd S,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,737406.0,Urban Center
2802924220175,64892.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,SFD,Single-Family Detached,RM,116 Cedar Lake Rd S,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,256500.0,Urban Center
1302924430009,64704.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2010.0,OWN,SFD,Single-Family Detached,NU,1169 14th Av SE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,52096.0,Urban Center
3002923310006,64727.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),NU,117 27th Ave SE,,,Prime Place Student Apartments,0.0,198.0,0.0,0.0,0.0,,0.0,0.0,,25915327.0,Urban Center
3502924430139,65333.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,RNT,MF5,Multifamily (5 units or more),NU,1201 28th St W,,,,1.0,5.0,0.0,0.0,0.0,,0.0,0.0,N,1368356.0,Urban Center
2702924241456,65340.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,MF5,Multifamily (5 units or more),TF,1201 Yale Pl,,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
2402924130009,65362.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,RNT,TH,Townhomes (single-family attached),NU,1202 Como Ave SE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,428000.0,Urban Center
2102924210060,65411.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,NU,1205 Irving Ave N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,225000.0,Urban Center
1402924230173,65424.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,MF5,Multifamily (5 units or more),RE,1206 2nd St NE,,,Friendly Manor,0.0,57.0,0.0,0.0,0.0,,0.0,0.0,,1300000.0,Urban Center
3302924130008,65442.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,RNT,MF5,Multifamily (5 units or more),MU,1207 25th St W,,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,491638.0,Urban Center
2102924120178,65455.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,OWN,SFD,Single-Family Detached,NU,1208 11th Ave N,55411.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,153928.0,Urban Center
2402924130008,65456.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2014.0,OWN,DTQ,"Duplex, triplex and quad",NU,1208 Como Ave SE,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,582000.0,Urban Center
2402924130008,65457.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,RNT,DTQ,"Duplex, triplex and quad",MU,1208 Como Ave SE,,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,170000.0,Urban Center
1202924340117,65830.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,OWN,SFD,Single-Family Detached,NU,1217 18th Ave NE,55418.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,182267.0,Urban Center
1502924140111,65859.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,RNT,MF5,Multifamily (5 units or more),NU,1219 Marshall St NE,55413.0,,,2.0,150.0,0.0,0.0,0.0,,0.0,0.0,N,20515051.0,Urban Center
2402924310120,65665.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2014.0,COP,MF5,Multifamily (5 units or more),NU,1227 4th St SE,,,Fourth Street Housing Co-op,0.0,66.0,0.0,0.0,0.0,,0.0,0.0,,8280490.0,Urban Center
1402924140012,66372.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,OWN,SFD,Single-Family Detached,NU,1235 Monroe St NE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,N,200000.0,Urban Center
0302824310055,66902.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,ADU,Accessory Dwelling Unit,NU,128 35th St W,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,63610.0,Urban Center
3302924430099,67325.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),NU,1300 Lake St W,,,Revel Apartments,0.0,125.0,0.0,0.0,0.0,,0.0,0.0,,17322433.0,Urban Center
3502924120174,67337.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,MF5,Multifamily (5 units or more),RE,1301 22nd St E,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1648000.0,Urban Center
2702924340024,67447.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2014.0,OWN,SFD,Single-Family Detached,FM,131 Oak Grove St,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,70000.0,Urban Center
1402924140107,67454.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),FC,1310 Quincy St NE,,,Quincy Street Studios,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,200000.0,Urban Center
2402924420135,67108.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,RNT,MF5,Multifamily (5 units or more),NU,1313 5th St SE,,,The Marshall,1.0,317.0,0.0,0.0,0.0,,0.0,0.0,N,54694761.0,Urban Center
1702924440189,71307.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,OWN,SFD,Single-Family Detached,NU,1317 Sheridan Ave,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,N,226326.0,Urban Center
2002924120042,66025.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,OWN,SFD,Single-Family Detached,NU,1226 Washburn Ave N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,N,290000.0,Urban Center
3302924430123,71345.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,RNT,MF5,Multifamily (5 units or more),NU,1320 Lake St W,55408.0,,The Walkway,1.0,92.0,0.0,0.0,0.0,,0.0,0.0,,15924877.0,Urban Center
1402924240091,71527.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2013.0,OWN,SFD,Single-Family Detached,NU,1322 Washington St,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,N,188500.0,Urban Center
1402924130043,72271.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,DTQ,"Duplex, triplex and quad",RM,1331 Washington St N,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
2702924240040,73067.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,RNT,MF5,Multifamily (5 units or more),MU,1346 LaSalle Ave,,,,0.0,15.0,0.0,0.0,0.0,,0.0,0.0,,5235867.0,Urban Center
1702924440148,73245.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2011.0,OWN,SFD,Single-Family Detached,NU,1348 Sheridan Av N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,172416.0,Urban Center
2702924430077,71194.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,RNT,MF5,Multifamily (5 units or more),FC,137 17th St E,,,,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,N,270000.0,Urban Center
