Unnamed: 0,parcel_id,date,project_name,address,neighborhood,ward,downtown_yn,housing_units,car_parking,bike_parking,parcel_area,university_yn,res_parking_elim_2015_yn,res_parking_reduced_2015_yn,distance_to_transit,census_tract_id
372,1402924340153,2020-07-06,,400 2nd St NE,St. Anthony West,3,False,49,24,27,16554.76570889,False,True,True,53.33263390855176,27053103600
373,2302924210089,2020-07-06,,336 2nd St NE,St. Anthony West,3,False,49,29,27,18501.62623339,False,True,True,53.400435119538464,27053103600
374,3402924110149,2020-07-06,,2316 4th Ave S,Whittier,10,False,72,22,60,20779.65934775,False,False,True,465.018009661765,27053106900
375,0302824440214,2020-07-06,Sabathani Community Center,310 38th St E,Central,8,False,48,30,24,196444.01585802,False,False,True,691.1690024639361,27053109400
376,0702823340168,2020-07-06,Snelling Yards,3601 East 44th St,Hiawatha,12,False,210,135,106,76730.6123271,False,True,True,215.76384954231813,27053110500
377,1002824310259,2020-07-06,The Aubrey,4220 Nicollet Ave,Kingfield,8,False,47,32,40,14548.11901857,False,True,True,48.389181981971475,27053110800
378,1402924140043,2020-07-06,,1200 Central Ave NE,Logan Park,1,False,111,67,52,29437.36359619,False,True,True,60.60452254054696,27053102500
379,0702823340141,2020-07-20,Amber Apartments,4527 Hiawatha Ave,Hiawatha,12,False,81,25,40,44087.3366143,False,True,True,68.07883433551672,27053110500
380,1902923230125,2020-07-20,,1800 Como Ave,Como,2,False,8,8,40,5995.29918517,True,False,False,2689.6311992511096,27053104001
381,2402924140141,2020-07-20,801 15th Ave SE,800 14th Ave SE,Marcy Holmes,3,False,274,190,862,51414.4677843,True,False,False,2431.921335639875,27053103900
382,1302924230043,2020-07-20,13th and Tyler Apartments,950 13th Ave NE,Northeast Park,1,False,118,92,90,33990.12927633,False,True,True,103.50320332559038,27053102600
383,1902923120052,2020-08-03,,1104 25th Ave SE,Como,1,False,4,3,20,5047.11406938,True,False,False,3448.1113418140185,27053104002
384,1902923120053,2020-08-03,,1108 25th Ave SE,Como,1,False,4,4,20,5047.50106837,True,False,False,3444.2106524292703,27053104002
385,1602924240219,2020-08-03,,1706 W Broadway,Jordan,5,False,20,40,20,41687.95371316,False,True,True,18.67325711541877,27053102100
386,1602924230250,2020-08-03,,1808 W Broadway,Jordan,5,False,72,83,36,61316.67649137,False,True,True,143.35781780442136,27053102100
387,2402924420184,2020-09-08,Dinkytown McDonalds,407 15th Ave SE,Marcy Holmes,3,False,308,258,846,75081.84466777,True,False,False,2437.3920688224343,27053103900
388,0202824110284,2020-09-08,Bloom Lake Flats,3020 16th Ave S,Powderhorn Park,9,False,42,23,27,38892.57942807,False,True,True,159.15797933893293,27053008500
389,1802823330026,2020-09-08,,5200 34th Ave S,Keeywaydin,12,False,19,5,10,7565.2595462,False,False,False,1544.740409984318,27053011800
390,3402924130009,2020-09-21,,2413 1st Ave S,Whittier,10,False,6,4,3,5887.34913039,False,True,True,175.5973160670209,27053106900
391,2102924340090,2020-09-21,Currie Commons,187 Humboldt Ave N,Harrison,5,False,187,199,187,72367.21106649,False,False,True,540.3428043540042,27053104100
392,1502924240081,2020-09-21,Broadway Pizza Apartments,2025 West River Rd N,Hawthorne,5,False,163,163,146,105786.73027333,False,False,True,417.6102665381925,27053126300
393,0402824120101,2020-10-05,Joyce Memorial Methodist Church,1219 W 31st St,SOUP,10,False,34,0,17,11619.84118309,False,False,True,316.1031878195356,27053008100
394,3002923140068,2020-10-05,Malcolm Yards 1,445 Malcolm Ave SE,Prospect Park,2,False,348,210,420,57439.7340651,True,False,False,2779.7586329225087,27053125600
395,2102924340212,2020-10-05,LEEF Townhomes,164 Cedar Lake Rd,Harrison,5,False,17,20,17,521.81058961,False,False,True,839.272610021566,27053104100
396,1002924410181,2020-10-05,,2301 California St NE,Bottineau,3,False,164,164,93,111845.05963823,False,True,True,226.08650917081593,27053001700
397,1002824420178,2020-10-19,Curran's Redevelopment,4207 Nicollet Ave,Kingfield,8,False,79,37,70,15844.49162084,False,True,True,40.48622158246328,27053110800
398,2202924140147,2020-10-19,TMBR Redux,110 3rd Ave N,North Loop,3,True,107,71,102,20105.01909506,False,False,True,611.1531832937114,27053126202
399,2402924210045,2020-10-19,Halo Apartments Redux,711 8th St SE,Marcy Holmes,3,False,138,60,156,27123.92912588,True,False,False,1147.0469104798128,27053003801
400,2702924340009,2020-10-19,,1724 Nicollet Ave,Stevens Square,7,False,129,64,56,11884.57230574,False,True,True,66.29939155426432,27053105600
401,2402924130035,2020-11-02,,1129 8th St SE,Marcy Holmes,3,False,4,3,16,5490.15224061,True,False,False,1967.7876078103657,27053003802
402,2302924120252,2020-11-02,HenCen Apartments,420 Hennepin Ave E,St. Anthony,3,False,229,201,230,29422.68907784,False,True,True,29.76622093094202,27053103600
403,3302924430135,2020-11-02,Old Chicago Site,2841 Hennepin Ave,Lowry Hill East,10,False,144,99,224,32108.06390398,False,True,True,60.37930794877167,27053007700
404,0302824340184,2020-11-16,Sundial Apartments,15 W 37th St,Kingfield,8,False,12,0,6,7178.96571813,False,True,True,86.7541868207258,27053109300
405,1802823120094,2020-11-16,Lowa Phase II,4120 Nawadaha Blvd,Hiawatha,12,False,144,116,72,62950.13543101,False,False,True,326.33545257597365,27053110500
406,2402924420092,2020-11-16,,1316 7th St SE,Marcy Holmes,3,False,4,7,20,9157.66833326,True,False,False,2267.1534343746807,27053103900
407,0402824140120,2020-12-07,,3308 Lyndale Ave S,SOUP,10,False,4,4,0,4752.52757519,False,False,True,240.76939979201703,27053008100
408,0302824110237,2020-12-07,,3101 4th Ave S,Central,9,False,3,3,3,6733.63551092,False,False,True,302.5438820615246,27053008400
409,3402924340304,2020-12-07,Karmel Square,200 W Lake St,Whittier,10,False,113,120,83,63968.27699643,False,True,True,84.09843403258006,27053007700
410,1102924420163,2021-01-11,,636 22nd Ave NE,Holland,1,False,10,10,5,13637.20048785,False,False,False,1030.1502997811249,27053101800
411,3402924430035,2021-01-11,,112 Lake St E,Whittier,10,False,13,6,13,5401.34754819,False,True,True,31.533029248922077,27053007801
412,1802823120043,2021-01-11,,4601 Minnehaha Ave,Hiawatha,12,False,123,76,146,13035.55440061,False,True,True,41.32894075678653,27053110500
413,1102924430078,2021-01-25,Foundry19,655 19th Avenue NE,Holland,1,False,3,2,0,73297.34853135,False,False,False,855.1785920847612,27053101800
414,2302924340735,2021-01-25,240 Portland,240 Portland Ave,Mill District,3,True,318,243,282,62983.45431743,False,True,True,116.5857889068623,27053126102
415,2302924130962,2021-01-25,200 Central,200 Central Ave SE,St. Anthony Main,3,False,360,222,364,34711.30766119,True,True,True,60.354303374093554,27053103700
416,0102824110112,2021-02-08,,2815 Lake St E,Longfellow,2,False,8,4,4,6981.36291634,False,True,True,60.96232889536379,27053108800
417,2402924420031,2021-02-08,,410 13th Ave SE,Dinkytown,3,False,81,72,234,1998.03601207,True,False,False,2194.0334147093563,27053103900
418,3402924240200,2021-02-22,,2401 Pillsbury Ave,Whittier,10,False,5,4,10,13294.78452753,False,True,True,45.40261354324356,27053006800
419,2202924410143,2021-03-08,21 N Washington,21 N Washington Ave,Downtown West,3,True,427,332,445,17680.93901224,False,False,True,552.3434275917857,27053126102
420,0702823220016,2021-03-08,,3840 Minnehaha Ave,Howe,12,False,1,1,0,5998.62402839,False,False,True,597.2487634485351,27053110400
421,1102924230140,2021-03-22,,125 Lowry Ave NE,Marshall Terrace,1,False,209,156,106,43362.94141519,False,True,True,65.47090462244049,27053100500
422,0302824130171,2021-04-12,,3301 Nicollet Ave,Lyndale,8,False,64,10,41,11683.57645535,False,True,True,40.587841365012345,27053008300
423,0302824430100,2021-04-26,,3601 Nicollet Ave,Kingfield,8,False,52,18,52,12586.1810809,False,True,True,41.63886924107948,27053109300
424,2202924120117,2021-04-26,,724 1st St N,North Loop,3,True,49,0,23,9719.1474339,False,False,False,1341.8555397179916,27053126202
425,1302924230043,2021-05-10,13th and Tyler Apartments,950 13th Ave NE,Northeast Park,1,False,129,106,90,33990.12927633,False,True,True,103.50320332559038,27053102600
426,2102924430125,2021-05-10,,1207 Glenwood Ave,Harrison,5,False,126,72,94,31558.73470376,False,False,True,661.1262799706452,27053104100
427,2402924210046,2021-05-10,American Spirit,801 9th St SE,Marcy Holmes,3,False,113,52,111,115426.92478966,True,False,False,1304.187295161564,27053003801
428,0402824130168,2021-05-10,,3331 Hennepin Ave,SOUP,10,False,11,3,18,5111.34865961,False,True,True,37.29362285705253,27053008100
429,0502824210226,2021-06-28,Excelsior and Lake,3012 Excelsior Blvd,West Calhoun,13,False,74,104,40,27747.2741521,False,True,True,24.941997814812968,27053109100
430,1702824320198,2021-07-19,,5015 France Ave,Fulton,13,False,16,32,16,10517.0138649,False,False,False,2236.260603221964,27053111200
431,3302924110193,2021-07-19,,2003 Aldrich Ave,Lowry Hill East,10,False,46,11,47,9464.26290203,False,True,True,104.38746356871154,27053106700
432,3502924340133,2021-08-02,Midtown Sheraton,2901 Chicago Ave S,Midtown Phillips,9,False,137,0,31,34899.1308848,False,True,True,46.76680358396073,27053125800
433,2402924310047,2021-08-02,,1018 4th St SE,Marcy Holmes,3,False,4,0,24,5194.89301393,True,False,False,1733.9306142501312,27053003802
434,2902924130070,2021-08-16,Wirth on the Woods Phase II,2800 N Wayzata Blvd,Bryn-Mawr,7,False,156,219,156,103542.62532724,False,False,True,1038.922708125636,27053105100
435,0402824110151,2021-09-09,,3128 Bryant Ave S,SOUP,10,False,12,0,13,5900.20293465,False,True,True,35.325188071692985,27053008100
436,2402924240209,2021-09-09,,621 10th Ave SE,Marcy Holmes,3,False,6,6,36,13441.16957877,True,False,False,1596.683663966906,27053003802
437,2402924110225,2021-09-20,,1112 16th Ave SE,Como,1,False,4,6,18,9546.32628466,True,False,False,2193.217925856658,27053104002
438,0402824110151,2021-09-20,,3128 Bryant Ave S,SOUP,10,False,12,0,14,5900.20293465,False,True,True,35.325188071692985,27053008100
439,2202924130004,2021-10-04,Duffey Paper Block 2.0,300 6th Ave N,North Loop,3,True,345,322,373,18395.99002033,False,False,True,695.9730480540665,27053126201
440,1402924320131,2021-10-18,,1000 Main St NE,St. Anthony West,3,False,49,13,50,13032.41783934,False,False,True,203.80799004340736,27053103000
441,3502924340761,2021-10-18,Greenway Apartments,2837 11th Ave S,Midtown Phillips,9,False,86,62,82,35311.86413698,False,False,True,350.74110205422886,27053125800
442,2402924130081,2021-10-18,,715 13th Ave SE,Marcy Holmes,3,False,4,3,24,6871.26995502,True,False,False,2115.1224201837376,27053103900
443,2802924410845,2021-11-01,,35 Groveland Terr,Lowry Hill,7,False,4,4,4,12644.71082662,False,False,True,344.35109264999227,27053105500
444,1402924340156,2021-11-01,,401 Main St NE,St. Anthony West,3,False,31,15,31,11071.18775291,False,True,True,124.99205895647404,27053103600
445,1702824230160,2021-11-01,France 50,4901 France Ave S,Fulton,13,False,45,52,79,32255.48702378,False,False,False,2250.1174408262445,27053111200
446,1402924340153,2021-11-15,,400 2nd St NE,St. Anthony West,3,False,83,48,80,16554.76570889,False,True,True,53.33263390855176,27053103600
447,0802824340237,2021-11-15,,3401 W 44th St,Linden Hills,13,False,32,26,46,14716.3203333,False,False,False,1926.4743800959095,27053109800
448,0102824340175,2021-11-15,MPHA Family Housing Expansion Site 12,2220 38th St E,Standish,12,False,6,3,6,8457.94703059,False,True,True,139.7506325084837,27053108700
449,3402924310277,2021-11-15,,2609 Blaisdell Ave,Whittier,10,False,40,40,40,102195.87480388,False,True,True,141.68797110311678,27053107000
450,1602824320126,2021-11-15,MPHA Family Housing Expansion Site 8,5139 Penn Ave S,Lynnhurst,13,False,6,3,6,10194.76228612,False,False,True,477.1722138341336,27053111300
451,3602924210093,2021-11-15,MPHA Family Housing Expansion Site 15,2021 24th Ave S,Seward,6,False,4,3,6,7784.81606622,False,True,True,125.1513348272283,27053106200
452,3602924210062,2021-11-15,MPHA Family Housing Expansion Site 5,2015 23rd Ave S,Seward,6,False,6,6,6,10540.61582091,False,True,True,113.06530331663312,27053106200
453,1602924320148,2021-11-15,MPHA Family Housing Expansion Site 11,1600 Penn Ave N,Willard-Hay,5,False,6,6,6,5986.15449273,False,True,True,59.73356093074656,27053102800
454,2402924130089,2021-11-15,,716 12th Ave SE,Marcy Holmes,3,False,4,3,24,6871.26803627,True,False,False,2043.656863510676,27053103900
455,1202924320118,2021-11-15,MPHA Family Housing Expansion Site 10,1030 Lowry Ave NE,Windom Park,1,False,6,4,6,10800.58242526,False,False,True,334.3177471110241,27053101900
456,3502924140256,2021-11-15,MPHA Family Housing Expansion Site 4,2425 16th Ave S,East Phillips,9,False,6,5,6,10717.8424121,False,False,True,731.8960988719213,27053125900
457,1902823240204,2021-11-15,MPHA Family Housing Expansion Site 13,5633 34th Ave S,Morris Park,12,False,6,2,6,8682.25448176,False,False,False,2277.17509574411,27053012102
458,2402924120183,2021-12-06,Como Church Remodel,1035 14th Ave SE,Como,1,False,6,0,22,13242.62077609,True,False,False,2028.3631937127968,27053104002
459,2302924340735,2021-12-06,240 Portland,240 Portland Ave,Mill District,3,True,330,215,297,62983.45431743,False,True,True,116.5857889068623,27053126102
460,1302924340156,2021-12-06,MPHA Family Housing Expansion Site 7,339 Pierce St NE,Beltrami,3,False,4,3,4,10010.33418091,False,False,False,953.3138793014964,27053102600
461,2102924310015,2021-12-06,MPHA Family Housing Expansion Site 14,500 Knox Ave N,Harrison,5,False,4,3,4,9326.21822488,False,False,True,246.56742950541525,27053104100
462,2102924310083,2021-12-06,MPHA Family Housing Expansion Site 7,400 Logan Ave N,Harrison,5,False,4,3,4,4665.47196889,False,False,True,420.2468337388235,27053104100
463,3502924110026,2021-12-06,MPHA Family Housing Expansion Site 6,2110 16th Ave S,Ventura Village,6,False,4,4,4,8010.44320188,False,False,True,221.2390897470791,27053106000
464,3502924310053,2021-12-06,MPHA Family Housing Expansion Site 3,2740 12th Ave S,Midtown Phillips,9,False,6,3,6,7302.43220053,False,False,True,499.3801060769116,27053125800
465,3502924310054,2021-12-06,MPHA Family Housing Expansion Site 2,2744 12th Ave S,Midtown Phillips,9,False,6,3,6,7293.28397934,False,False,True,499.0960322437957,27053125800
466,0302824310170,2022-01-03,,3536 Nicollet Ave,Lyndale,8,False,204,127,199,45566.40937823,False,True,True,60.76043626623418,27053109300
467,1602924220011,2022-01-24,MPHA Family Housing Expansion Site 16,1906 25th Ave N,Jordan,5,False,4,3,4,5670.3603968,False,False,True,407.8126750766974,27053102100
468,2202924140075,2022-01-24,Iron Store,200 2nd St N,North Loop,3,True,13,2,23,5262.33106943,False,False,True,470.72074813179773,27053126202
469,2402924130253,2022-01-24,,1312 8th St SE,Marcy Holmes,3,False,4,4,24,7478.86970378,True,False,False,2247.2816556846624,27053103900
470,2402924130252,2022-01-24,,1314 8th St SE,Marcy Holmes,3,False,4,4,24,6910.94757467,True,False,False,2266.735790095895,27053103900
471,0902924430092,2022-01-24,MPHA Family Housing Expansion Site 9,2807 Emerson Ave N,Jordan,5,False,6,5,6,5421.05089069,False,True,True,47.64979688458594,27053125700
472,0102824120145,2022-02-07,The Olive,3122 Minnehaha Ave,Longfellow,9,False,44,2,54,14327.53349271,False,False,True,419.79076715479863,27053108800
473,2102924430122,2022-02-07,,250 Fremont Ave N,Harrison,5,False,349,145,337,107036.12856958,False,False,True,652.7451400870398,27053104100
474,1402924110066,2022-03-07,Northrup King Artist Housing,1500 Jackson St NE,Logan Park,1,False,81,81,81,307779.58903174,False,True,True,208.98753216956584,27053102500
475,3002923240030,2022-03-07,Union Stadium Village,2630 University Ave SE,Prospect Park,2,False,610,238,924,61379.93685941,True,False,False,2074.6243471079224,27053104902
476,1602924130145,2022-03-21,The Resolute,1300 W Broadway,Jordan,5,False,71,16,71,10334.92531329,False,True,True,30.069527275209897,27053102100
477,3402924320199,2022-03-21,,2718 Grand Ave S,Whittier,10,False,12,0,19,5171.81589211,False,False,True,382.02314390972253,27053107000
478,1402924410204,2022-03-21,,635 Van Buren St,St. Anthony East,3,False,23,0,36,7777.58495625,False,True,True,57.03271118246916,27053103100
479,3402924420230,2022-04-11,,2607 2nd Ave S,Whittier,10,False,12,0,15,6137.22356134,False,False,True,458.91082299243936,27053007801
480,1411821110062,2022-04-25,,1500 44th Ave N,Webber-Camden,4,False,9,0,12,4696.02644989,False,True,True,27.117376625461876,27053100200
481,2202924141058,2022-04-25,Intersection,310 2nd St N,North Loop,3,True,96,47,96,17431.83764498,False,False,False,660.3728013554056,27053126202
482,1402924230071,2022-05-09,,315 13th Ave NE,Sheridan,3,False,53,56,88,10889.65182248,False,False,True,257.94826647259856,27053002400
483,2502924430226,2022-05-09,AGRA,901 27th Ave S,Seward,6,False,155,123,233,41700.46684978,False,True,True,94.15337662741364,27053106400
484,1102924140119,2022-05-09,,715 Lowry Ave NE,Holland,1,False,7,7,7,3586.14399406,False,False,True,477.2581017932425,27053101800
485,1702824320075,2022-05-09,,5121 France Ave S,Fulton,13,False,28,38,25,8727.9808387,False,False,False,2266.4580547240425,27053111200
486,1802823230146,2022-05-09,Sanctuary Lofts,3225 E Minnehaha Pkwy,Keewaydin,12,False,28,5,17,40627.97604853,False,False,True,855.7850803707028,27053011800
487,0402824120219,2022-05-23,,3001 Hennepin Ave,SOUP,10,False,272,218,245,88366.56741437,False,True,True,71.56776187591684,27053008100
488,2402924420187,2022-06-13,The Standard Dinkytown,515 15th Ave SE,Marcy Holmes,3,False,304,154,"1,020",54946.01174317,True,False,False,2428.753510623078,27053103900
489,1102824210132,2022-06-13,Calvary Apartments,3901 Chicago Ave,Bancroft,8,False,21,6,19,20778.48721422,False,True,True,65.97553650217901,27053009600
490,1102824210114,2022-06-13,Elliot Apartments,3900 Elliot Ave,Bancroft,8,False,20,3,18,15581.90608548,False,True,True,123.72737530362004,27053009600
491,2702924110162,2022-06-27,Northstar Center East,608 2nd Ave S,Downtown West,7,True,216,0,265,94138.95234012,False,False,True,554.1537199243639,27053126102
492,3402924240115,2022-06-27,,110 W 26th Street,Whittier,10,False,15,9,15,8068.38511011,False,False,True,275.5611313386922,27053107000
493,2202924130004,2022-06-27,Duffey Paper Block 2.0,300 6th Ave N,North Loop,3,True,358,322,359,18395.99002033,False,False,True,695.9730480540665,27053126201
494,2102924430122,2022-06-27,,250 Fremont Ave N,Harrison,5,False,325,280,294,107036.12856958,False,False,True,652.7451400870398,27053104100
495,3402924240113,2022-06-27,,2542 Blaisdell Ave,Whittier,10,False,27,15,27,12866.23268242,False,False,True,256.36350456126723,27053107000
496,3502924320487,2022-07-18,,723 27th St E,Phillips,6,False,27,18,29,15683.69886616,False,True,True,122.51469455147254,27053126000
497,0302824210134,2022-08-01,,3030 Nicollet Ave,Lyndale,8,False,110,70,117,114871.44299826,False,True,True,102.80032360513944,27053008200
498,2702924320085,2022-08-01,,307 Oak Grove St,Loring Park,7,True,60,37,56,5972.33962998,False,False,True,538.3584821444563,27053105600
499,3602924220123,2022-08-15,Wadaag Commons,1912 22nd St E,Seward,6,False,39,21,39,19303.67206018,False,False,True,232.29665815958657,27053106200
500,0802824430052,2022-09-06,,2815 44th St W,Linden Hills,13,False,38,27,42,5740.49480545,False,False,False,1528.5374598122671,27053010600
501,1302924220094,2022-09-06,,1717 Central Ave NE,Northeast Park,1,False,86,86,115,32142.47552664,False,True,True,42.0543733557293,27053102600
502,1202924310008,2022-09-06,,2318 Johnson Street NE,Windom Park,1,False,4,3,4,6222.50979412,False,False,False,1087.2919527708611,27053101900
503,1602924420178,2022-09-19,,1800 Emerson Ave N,Near North,5,False,40,40,107,49735.0400133,False,True,True,55.50591568446831,27053126300
504,3002923240161,2022-10-17,Brickhouse Lofts/Max Apartments,150 26th Ave SE,Prospect Park,2,False,27,0,0,108900.07121731,True,False,False,1901.358144506379,27053104902
505,1402924410037,2022-10-17,,613 Van Buren St NE,St. Anthony East,3,False,64,20,70,14827.5222255,False,True,True,17.81213967630073,27053103100
506,0802824310128,2022-11-01,Trolley Line Condos,4352 Zenith Ave S,Linden Hills,13,False,4,8,8,10520.63670088,False,False,False,1744.04208928114,27053109800
507,2302924330015,2022-11-01,Hennepin Co LuMINN Hotel Conversion,219 4th St S,Downtown West,7,True,55,0,55,6919.76915876,False,False,True,416.5791424331723,27053126102
508,1502924410027,2022-11-01,,912 Marshall St NE,St. Anthony West,3,False,89,32,82,110858.46225128,False,False,True,400.9911689028874,27053103000
509,2402924310112,2022-11-14,Hennepin Co University Inn Conversion,924 4th St SE,Marcy Holmes,3,False,45,40,41,30654.73554306,True,False,False,1572.598383908577,27053003802
510,2002924110020,2022-12-05,Plymouth Ave Apartments (East),2309 Plymouth Ave N,Near North,5,False,38,5,45,9894.07308581,False,True,True,167.3664476098559,27053003200
511,1702824310204,2022-12-05,,5009 Beard Ave S,Fulton,13,False,63,63,70,22569.93270729,False,False,False,1668.7370864529953,27053111200
512,2002924110040,2022-12-05,Plymouth Ave Apartments (West),1254 Russell Ave N,Near North,5,False,25,0,36,7223.0569711,False,False,True,228.73204774711988,27053003200
513,3402924330212,2023-01-09,,550 Lake St W,Whittier,10,False,91,63,95,18021.44769161,False,True,True,34.26242958461972,27053007700
514,1502924110035,2023-02-06,Exeter Marshall,1500 Marshall St NE,Sheridan,3,False,184,177,220,9634.73245855,False,False,True,598.9486688483722,27053002400
515,2302824210041,2023-02-06,,5401 Chicago Ave,Hale,11,False,47,22,47,14700.18219247,False,True,True,54.31017849381521,27053011703
516,1602924410017,2023-02-06,Satori Senior Housing,1823 Bryant Ave N,Near North,5,False,79,53,74,6818.59688337,False,True,True,146.64346741791817,27053126300
517,3402924420498,2023-02-21,Simpson Shelter and Housing,2730 1st Ave S,Whittier,10,False,42,0,54,28289.51693133,False,True,True,98.09429588200382,27053007801
518,1602924120171,2023-03-06,,2323 Emerson Ave N,Jordan,5,False,6,8,12,14750.46721541,False,True,True,36.338762676490106,27053102100
519,2202824230036,2023-03-06,Hennepin Co Metro Inn Conversion,5637 Lyndale Ave S,Windom,11,False,39,19,8,35553.75836313,False,False,False,1103.397844698609,27053111500
520,3402924240199,2023-03-20,,2409 Pillsbury Ave,Whittier,10,False,1,0,0,14877.45506198,False,True,True,82.25133874132786,27053006800
521,2402924110227,2023-04-10,,1714 E Hennepin Ave,Como,1,False,27,24,32,14930.19259183,True,False,False,2380.7351250623797,27053104002
522,1502824210073,2023-04-10,,137 46th St W,Tangletown,11,False,4,3,4,6605.3878869,False,False,True,396.37210180695473,27053110800
523,2102924420009,2023-04-10,Olson Court,560 Humboldt Ave N,Harrison,5,False,116,92,104,34492.77338966,False,True,True,88.47554038728107,27053104100
524,2002924440089,2023-04-10,,2426 Inglewood Ave,Harrison,5,False,16,7,38,26738.81608294,False,False,True,827.6508864399916,27053104100
525,3602924430030,2023-05-22,Agate Shelter and Housing,2800 27th Ave S,Longfellow,9,False,45,11,50,1922.54328453,False,False,True,528.9654505915604,27053107400
526,3402924330212,2023-06-12,,550 Lake St W,Whittier,10,False,110,61,99,18021.44769161,False,True,True,34.26242958461972,27053007700
527,3502924120286,2023-07-17,Native American Community Clinic Redevelopment,1213 Franklin Ave E,Ventura Village,6,False,83,81,83,88133.41882077,False,True,True,76.90473997140373,27053106000
528,0402824120053,2023-07-17,,3016 Fremont Ave S,SOUP,10,False,78,18,77,5959.38026829,False,True,True,117.10946826896996,27053008100
529,3502924230026,2023-07-31,,2432 Chicago Ave,Phillips West,6,False,20,0,20,6468.73839757,False,True,True,59.49029730171792,27053126000
530,0602823320090,2023-09-05,,3561 Minnehaha Ave,Howe,12,False,32,0,36,11909.82905809,False,False,True,590.7787431017003,27053108800
531,2602924240086,2023-09-18,,700 10th Ave S,Elliot Park,6,True,59,8,76,28176.99545146,False,False,True,308.1348076617144,27053105400
532,1502824320026,2023-10-16,,5005 Lyndale Ave S,Tangletown,11,False,20,33,20,11541.23490988,False,False,True,355.10760164123485,27053111500
533,3302924130117,2023-12-04,,2415 Emerson Ave S,Lowry Hill East,10,False,32,6,32,7172.55300294,False,True,True,54.4800925096009,27053106700
534,3502924120285,2023-12-04,MIWRC Addition,2300 15th Ave S,Ventura Village,6,False,10,0,10,58869.48686565,False,False,True,466.3878238174999,27053106000
535,2102924240153,2024-02-20,Adventures for Youth,1400 8th Ave N,Near North,5,False,8,0,8,9095.01660517,False,False,True,350.624039562381,27053003300
536,3502924120112,2024-02-20,Mille Lacs Mixed Use,2214 Bloomington Ave,Ventura Village,6,False,36,22,35,6099.94416182,False,False,True,375.6624548839726,27053106000
537,1802823330153,2024-02-20,,3320 54th St E,Keewaydin,11,False,20,14,26,9930.8417926,False,False,False,1789.0481248601093,27053011800
