GeoFIPS,GeoName,under_5,5_to_9,10_to_14,15_to_19,20_to_24,25_to_29,30_to_34,35_to_39,40_to_44,45_to_49,50_to_54,55_to_59,60_to_64,65_to_69,70_to_74,75_to_79,80_to_84,85_over
1001,"Autauga, AL",0.020377901746704064,-0.04563487279808576,0.13018387079958238,0.01559366911389648,0.0043157363508767865,0.05721796535219781,0.05483129376035967,0.11368444764452112,0.11350266104340845,0.19935544305398012,0.057943221745287765,0.05971427464670298,-0.1378607212689399,-0.18758989901493406,-0.07596039298398338,0.008265591126192406,-0.16808766863034608,-0.12826433560015083
1003,"Baldwin, AL",-0.05144180186917735,-0.10071711133502548,0.06031573695979886,-0.04445953979292383,-0.07702988969056423,-0.06608051406815996,-0.025701928574294874,0.043167642179612775,-0.021875641588560035,0.09202379376469683,0.07011290510974844,-0.011496726550202618,0.04588277391191986,0.015096864596364723,0.10690614545699995,0.08806655408665542,-0.0043070091570330815,-0.050714240788912957
1005,"Barbour, AL",-0.046721040013491644,0.0650080267900861,-0.1414620457056911,-0.07599615957454098,-0.003209160651583276,0.11283930994665958,0.11699270351912783,0.09346517909657015,-0.01614032632426554,0.03245633668311143,0.03412263627366019,-0.08425199506826953,-0.05726211424740546,-0.007195583416677476,0.003929674207101552,0.12973920091140778,-0.08798105324878813,-0.06643961089546113
1007,"Bibb, AL",-0.049581350255113565,0.06071309983820283,-0.07975225663575913,-0.07273792984694494,-0.0742823362835352,0.20929699904719046,0.18009908664051744,0.013333912884706534,0.22614272220585097,0.26265305651926485,-0.042076258999907634,-0.04222797908927234,-0.06721878921415847,-0.058081442312785114,-0.11716561038352691,0.01347542012612113,-0.1129080329116473,-0.13686914060873778
1009,"Blount, AL",0.025217820892652787,-0.00336170004234837,0.07163650266072197,-0.029365047507738495,-0.01104432024313462,0.04314537673447494,-0.030177977763426123,-0.00844955358261723,0.0318599265665398,0.1291045050135573,0.07727631322176864,0.019602280724443144,-0.04819376925767793,-0.08887252125133438,-0.005460905950034789,-0.047182466641385035,0.06957375307997649,-0.09921076140374785
1011,"Bullock, AL",-0.01800726010439957,-0.02120896063235722,0.10730622494937658,0.22823566727184263,-0.18301587374660355,0.1722259222518252,0.03230001182864317,0.2151862524772441,-0.177919218462658,0.027156827204157574,0.2917817204362825,-0.09757842870153222,-0.012049105933492621,-0.07844897629050063,-0.06978569453011552,-0.06644776654976625,-0.25559647950302544,0.015428023547601422
1013,"Butler, AL",-0.003441494905836895,-0.039164168217393214,0.09545396762578062,-0.10499178416014521,0.0038038855550912576,-0.023209540411510576,-0.05146733565285577,0.026758944965525666,0.07450985890419459,-0.04603357378724671,-0.03381208144551895,-0.08480221888385986,0.0007746821772112167,0.12431110697686298,-0.07330794045622924,0.09059615377272645,0.06628430597969448,-0.01471710019619632
1015,"Calhoun, AL",0.0024815066380734496,-0.05499978557574248,-0.039079949975303285,0.11545432786311971,0.08011306181355904,0.07823177508969792,0.047622353023690334,0.015804698541119766,-0.01643197484720149,0.027179504737434135,-0.005827463839042868,-0.02764790975595477,-0.05549078397914331,-0.03452190231429941,-0.04625992123822842,0.06894498564188023,-0.10488039510578351,-0.1723911074953376
1017,"Chambers, AL",0.0584602885833756,-0.17143529184325412,0.02341941892833277,-0.15180253813522016,0.007498930424936434,0.10384457777080103,-0.009392886363498776,0.0849987686581335,-0.16887306957935277,0.08133435808088874,0.12671347435699576,0.1861474792428559,-0.0816953592759393,0.03752975991541585,-0.042912112604810204,0.05660036361938481,0.035297686713589904,-0.09570720541893452
1019,"Cherokee, AL",-0.1284709687904585,-0.2135818084709451,0.008158197926624533,-0.13153058102943904,-0.05175891217684914,-0.07105942203053106,-0.10296934944156899,-0.025694445524637954,-0.1382756986855167,0.12523155280510778,0.13503443077946242,0.1322909278297726,0.11231490065740068,0.10841163851923308,0.13327123744864577,0.06228892643677142,0.12632180627117995,0.014392978987243232
1021,"Chilton, AL",0.055138832163919016,0.1824698045091786,-0.02351888993106721,-0.0481962787157133,0.025170357029062007,0.04703666586711819,0.04360782065671431,-0.08606814736063562,0.16311485333582354,0.09068940994079955,0.053143280818716,-0.03437190822325187,-0.05409200186304608,-0.13913964223510566,-0.022843090925761866,-0.02177769119214923,-0.06797496675558345,-0.1377713475155551
1023,"Choctaw, AL",-0.021500759162353167,-0.17606317818886774,-0.04163766102998456,0.0817664175420576,-0.06981002263695446,-0.18827235499420625,-0.07657518991654566,-0.24889567455971096,-0.040631781353375085,0.02409235907752727,0.08955288323947075,0.20004096043140174,0.06772286042704079,-0.017445330871238562,0.1765548310151892,0.128270652763548,-0.03074146300445646,0.21180468362928262
1025,"Clarke, AL",0.07615147508600462,-0.1083193917577342,0.03741120236785522,-0.01693263125692368,0.004208871867326991,-0.0006723401269408402,-0.08364829179936917,-0.1218676707569224,0.03490383870209235,0.03616824693018872,0.06133688663125669,0.04842117478696517,-0.023879461434684224,0.08262229978818758,-0.13315200967042917,0.04876901896008223,0.06487886748491034,0.0661886144107382
1027,"Clay, AL",-0.04391991979547549,-0.02959508154155821,-0.08753553838889216,0.06621994279603616,-0.05408638452110048,-0.1069952526516833,-0.01780699662012397,-0.11206831289123953,-0.06723276512664322,0.1653351758621302,0.1425871250557551,0.08153142049201145,0.01762570163758226,-0.08472666324780587,0.10009133692811711,0.14936868267106074,0.0028041795587709917,-0.022317794880978292
