GeoFIPS,GeoName,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1001,"Autauga, AL",-0.5555823603203707,-0.5471500618517462,-0.541967609719433,-0.534518184878632,-0.5261721942740051,-0.5234677099279923,-0.5195653391586847,-0.5129043339502,-0.5080612412884816,-0.5012351052832036,-0.49596039134045977,-0.4840607879363926,-0.4752908821662789,-0.4636675666059731,-0.4563927818236596,-0.45203109715285994,-0.4494943837388108,-0.44702471742138805,-0.44361754410599485,-0.44751881795372184,-0.45196000039486284,-0.4512201100010784,-0.45426299385383184,-0.45139297389560173,-0.45148507269820914,-0.45132835991321896,-0.44941087398854873,-0.4448744572399471,-0.44270651424903484
1003,"Baldwin, AL",0.0031213651539200664,0.0035802145709828634,0.003942969605558654,0.004323330143320508,0.004651166871207761,0.004995215835881328,0.005147598582519582,0.005351310756763366,0.005616948173070721,0.0057586788991436455,0.006057634094009875,0.006434004237167999,0.006960016277940049,0.007495766745636251,0.00788985359538021,0.008123383286935246,0.008364708990777207,0.008628587437120604,0.008892530750706548,0.009168281568895341,0.009553178224034762,0.009884319091631679,0.010154003689782193,0.010559673369969403,0.011045908286831696,0.011598674705969777,0.01219404165706,0.012814457151541902,0.013669120019351739
1005,"Barbour, AL",-0.6711618257261411,-0.6712698639261585,-0.6741829029113671,-0.6727650534576228,-0.6737886654310612,-0.6738901173668991,-0.6774883773035345,-0.679192384836161,-0.683948855841519,-0.6890146362696556,-0.6923425415556539,-0.6984952529448829,-0.7042839009942883,-0.7092358887423871,-0.7124572758344848,-0.7142871852957833,-0.719136022485412,-0.724643683269528,-0.7257655236051073,-0.7286729857819906,-0.7326679894571624,-0.7354483867488897,-0.7421036789622395,-0.7477989180223531,-0.7555157791965388,-0.7591348532714194,-0.7620971939620499,-0.7629507268265057,-0.7648885658457385
1007,"Bibb, AL",-0.7871272797452475,-0.786623370444381,-0.783955184441391,-0.7820368457100403,-0.77770614847986,-0.7758348925554233,-0.7705371646221923,-0.7800556288161701,-0.7699390879657575,-0.7701289515207574,-0.7699526465099723,-0.7686171064856842,-0.7675904379098796,-0.7695318222724513,-0.7677155947099952,-0.7668331359728157,-0.767161929590517,-0.7699067667350176,-0.7726648144990622,-0.7748516468198654,-0.778215417419374,-0.779144893577388,-0.7811944733034926,-0.7821579764510747,-0.7842504761995923,-0.7876527233281315,-0.7885960346377704,-0.7908627525014159,-0.788364782842633
1009,"Blount, AL",-0.4963210460291422,-0.4955990103720621,-0.48385770825259244,-0.4748847846023472,-0.45920775438313743,-0.4472869535635311,-0.43807763401109057,-0.43438126793807696,-0.431718158371289,-0.42895696174982323,-0.4241535159157346,-0.4225680019650352,-0.4229532473027291,-0.4201670119922144,-0.4165515235255618,-0.4131287648663955,-0.416845728484577,-0.4209941514560753,-0.4220033499493496,-0.4246286192201999,-0.42797208319759916,-0.43147481838057233,-0.43591187579497237,-0.4390109837124755,-0.43899380701233814,-0.4414608152856544,-0.44268206123124976,-0.44294883896545223,-0.4432162511681471
1011,"Bullock, AL",-0.86598957830744,-0.8661147587781901,-0.8670565714218604,-0.8669073517291016,-0.8670841631459587,-0.8687758689119464,-0.8691760488433318,-0.872386165933445,-0.8760687043845689,-0.8783285271233473,-0.878714660165899,-0.8825143906788984,-0.8842712079543051,-0.8880203428140891,-0.8864290389270392,-0.8878443082942902,-0.8888968094748312,-0.8908776856331883,-0.8932830506604615,-0.8942610219443229,-0.8954304498474842,-0.8945185737115069,-0.8979328290821529,-0.8982825292432907,-0.900845194452155,-0.9012674608914094,-0.9016893010930772,-0.9033226354540306,-0.903121666650934
1013,"Butler, AL",-0.7382032230049214,-0.741447806641926,-0.7449999412794044,-0.7474664221120695,-0.7494790887218391,-0.7546634915235017,-0.7588304486640901,-0.7644086390886626,-0.7687208472809087,-0.7744382175308776,-0.7760579028552321,-0.7777053942351848,-0.7804104082927862,-0.7829681254054959,-0.7837559865775996,-0.7849147917417494,-0.7882827377618461,-0.7894928231598299,-0.7921226041342788,-0.795899876538293,-0.8012359206720565,-0.8031353248561259,-0.8071676165878572,-0.8100656708357843,-0.8131383228202502,-0.8168747383245156,-0.8199025221218001,-0.8208608646403625,-0.8222811671087533
1015,"Calhoun, AL",0.0036656771160959306,0.0035353869912804806,0.0034869308122732856,0.0033579198815669024,0.0032354083936821866,0.0031237171724880046,0.0027251174440679113,0.002148208952617147,0.002092039457917725,0.001979337826822711,0.002046569244361236,0.002020949124394563,0.0020376315927411286,0.0020267350223898114,0.00203868768864421,0.002047914368811355,0.0020644976179270596,0.0019738000464036357,0.001851950136217017,0.0017434744958928858,0.0016131235057217446,0.0014865678194552828,0.001363010583764678,0.0012565073945964291,0.0012075270717927643,0.0011390402777492821,0.0010923699107995104,0.0009882960731446354,0.0009857909318958854
1017,"Chambers, AL",-0.554701823796198,-0.56047197640118,-0.564668992002255,-0.5728265790603995,-0.5784359998618578,-0.583545954527414,-0.5916652663417914,-0.5954610432065248,-0.6026120836305767,-0.6094455628706676,-0.6159081838480374,-0.6218588805707146,-0.6275756293632326,-0.6351060044787677,-0.6388002950434774,-0.6447304741800957,-0.6506308746703056,-0.6558652107597046,-0.6573924555931117,-0.6571946314070652,-0.658009299019753,-0.6599868626163001,-0.6613199211581595,-0.6642494141698569,-0.665253223320858,-0.6669204125908728,-0.6702124639189893,-0.6732962053992826,-0.6744857792839141
1019,"Cherokee, AL",-0.7514836437325099,-0.7490246455419165,-0.7444479676801842,-0.7413835134601767,-0.7371498958177443,-0.7361456029937063,-0.7364252506581528,-0.7346993051938697,-0.7353234922899632,-0.7352630719843299,-0.7355215895239842,-0.7348056857866014,-0.7359741908187012,-0.7342981519850986,-0.7353543118941999,-0.7366524223858312,-0.737497072211982,-0.7388458469277468,-0.7417630362175662,-0.7450914014895058,-0.7480281537201015,-0.7519975686036137,-0.7572700527230536,-0.7597951764240736,-0.7623022216266404,-0.7629600730788262,-0.7634599914825155,-0.7650462525958089,-0.7645864995233016
