GeoFIPS,GeoName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1001,"Autauga, AL",-0.429285449833395,-0.44150314698259896,-0.39726027397260266,-0.400592373195113,-0.42854498333950386,-0.5009255831173639,-0.5318400592373196,-0.5620140688633839,-0.6012587930396149,-0.5486856719733432,-0.5142539800074046,-0.43687523139577933
1003,"Baldwin, AL",0.010799774064974284,0.011931445086012987,0.01430655710547693,0.013172890191984896,0.013344536942971367,0.015212692279289224,0.015551993996355502,0.01356408511283778,0.01476561236974307,0.015106909979262678,0.016029012292701622,0.01908871542365811
1005,"Barbour, AL",-0.7710107367641614,-0.7593483894853758,-0.7928544983339503,-0.7915586819696409,-0.8104405775638652,-0.7978526471677156,-0.8069233617178823,-0.8109959274342836,-0.8285820066641983,-0.8291373565346167,-0.8278415401703072,-0.8489448352462051
1007,"Bibb, AL",-0.7508330248056275,-0.7402813772676786,-0.7645316549426138,-0.7891521658644947,-0.814142910033321,-0.8485746019992595,-0.8426508700481303,-0.8596815994076269,-0.8628285820066641,-0.8187708256201406,-0.8337652721214364,-0.8241392077008516
1009,"Blount, AL",-0.47093669011477235,-0.503517215845983,-0.4927804516845613,-0.51925212884117,-0.5422065901517956,-0.5229544613106256,-0.5525731210662718,-0.5579415031469825,-0.5353572750833024,-0.5414661236579044,-0.5601629026286561,-0.4524250277674935
1011,"Bullock, AL",-0.8994816734542762,-0.9039244724176232,-0.8994816734542762,-0.9266938171047759,-0.9150314698259904,-0.9150314698259904,-0.9183635690485006,-0.9333580155497964,-0.9527952610144391,-0.9596445760829323,-0.9596445760829323,-0.9563124768604221
1013,"Butler, AL",-0.8037763791188448,-0.8176601258793039,-0.8097001110699742,-0.812291743798593,-0.8165494261384673,-0.7967419474268789,-0.8291373565346167,-0.8493150684931507,-0.8359866716031099,-0.8346908552388004,-0.8504257682339873,-0.8637541651240281
1015,"Calhoun, AL",0.0005249197152260648,0.00045905526426614026,0.0005688293491993478,0.0006646321869592379,0.00034329350197293966,0.0005249197152260648,0.0006047554133593066,0.0010019380115721846,0.0013691822229850966,0.0015348412966115733,0.001820253917437913,0.0017723524985579677
1017,"Chambers, AL",-0.6917808219178083,-0.6890040725657164,-0.6954831543872639,-0.7052943354313217,-0.701592002961866,-0.7036282858200666,-0.6788226582747131,-0.678082191780822,-0.7149203998519067,-0.7408367271380969,-0.7619400222139948,-0.7665679378008146
1019,"Cherokee, AL",-0.7695298037763791,-0.7428730099962977,-0.7693446871529064,-0.7676786375416512,-0.7597186227323214,-0.7908182154757497,-0.8095149944465012,-0.8037763791188448,-0.8000740466493892,-0.8213624583487598,-0.8017400962606442,-0.8108108108108109
1021,"Chilton, AL",-0.6105146242132544,-0.5823768974453907,-0.5775638652350981,-0.5966308774527952,-0.5916327286190299,-0.5562754535357275,-0.5797852647167716,-0.5886708626434654,-0.618659755646057,-0.5968159940762681,-0.5673824509440948,-0.5681229174379859
1023,"Choctaw, AL",-0.8791188448722694,-0.8815253609774159,-0.9059607552758238,-0.9054054054054054,-0.9116993706034802,-0.9131803035912626,-0.9011477230655313,-0.8750462791558681,-0.8844872269529804,-0.8826360607182525,-0.8793039614957423,-0.8815253609774159
1025,"Clarke, AL",-0.8017400962606442,-0.7756386523509812,-0.7400962606442059,-0.7454646427249167,-0.7475009255831173,-0.7367641614216957,-0.7665679378008146,-0.7837837837837837,-0.82469455757127,-0.8239540910773786,-0.81673454276194,-0.7915586819696409
1027,"Clay, AL",-0.9279896334690856,-0.9320621991854869,-0.9292854498333951,-0.9326175490559052,-0.8980007404664938,-0.9009626064420584,-0.896890040725657,-0.89707515734913,-0.8859681599407626,-0.8637541651240281,-0.8619029988893001,-0.878748611625324
1029,"Cleburne, AL",-0.8824509440947796,-0.8506108848574603,-0.823768974453906,-0.848204368752314,-0.8330248056275453,-0.8411699370603479,-0.8509811181044057,-0.8639392817475009,-0.8594964827841539,-0.8835616438356164,-0.9094779711218066,-0.9011477230655313
1031,"Coffee, AL",-0.5003702332469455,-0.5190670122176971,-0.4813032210292484,-0.4635320251758608,-0.46038504257682344,-0.4635320251758608,-0.45834875971862277,-0.48426508700481297,-0.5586819696408738,-0.5640503517215846,-0.510366530914476,-0.5592373195112921
1033,"Colbert, AL",-0.4750092558311736,-0.4731580895964458,-0.5203628285820067,-0.4957423176601259,-0.4914846353202518,-0.4803776379118845,-0.4596445760829322,-0.42225101814142907,-0.45945945945945943,-0.47001110699740845,-0.5222139948167346,-0.49018881895594224
1035,"Conecuh, AL",-0.8902258422806368,-0.9116993706034802,-0.9374305812661977,-0.9257682339874121,-0.910218437615698,-0.9068863383931878,-0.891706775268419,-0.8626434653831914,-0.8817104776008886,-0.8674564975934839,-0.8898556090336912,-0.905775638652351
1037,"Coosa, AL",-0.9278045168456127,-0.9265087004813032,-0.9385412810070344,-0.9252128841169938,-0.9335431321732691,-0.9359496482784153,-0.9502036282858201,-0.9383561643835617,-0.9342835986671603,-0.9216956682710108,-0.8920770085153646,-0.8942984079970382
1039,"Covington, AL",-0.6393928174750092,-0.6105146242132544,-0.6147723065531285,-0.642169566827101,-0.6636430951499445,-0.660496112550907,-0.7025175860792299,-0.6969640873750462,-0.6875231395779341,-0.7280636801184746,-0.7136245834875972,-0.7139948167345427
1041,"Crenshaw, AL",-0.8857830433172899,-0.8791188448722694,-0.8959644576082932,-0.8872639763050723,-0.8861532765642355,-0.8896704924102184,-0.883006293965198,-0.8731951129211403,-0.878748611625324,-0.8644946316179193,-0.8715290633098851,-0.8804146612365791
