GeoFIPS,GeoName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1001,"Autauga, AL",-0.023278257357043364,-0.02450498970402648,-0.02106996495164959,-0.020088434382783737,-0.018370663845880486,-0.01861606651349612,-0.014566657721614695,-0.022051454906461876,-0.021560715123951413,-0.020701895646255353,-0.016898202392590322,-0.02524099392739798
1003,"Baldwin, AL",0.008016909729986477,0.003966531349790081,0.010594294673601734,0.02482781205277207,0.028139554031469727,0.02470514402783075,0.022619676789287668,0.02114746266493217,0.011207938289715447,-0.001311409563392929,0.008262380090720889,-0.0036435171429652913
1005,"Barbour, AL",-0.026467606433717372,-0.025976970788148535,-0.02413697758038358,-0.02524099392739798,-0.025854309912020645,-0.027571489654580228,-0.029533780963860057,-0.029533780963860057,-0.030146951028200974,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054
1007,"Bibb, AL",-0.006712015298451668,-0.02131534132175794,-0.022910223814827657,-0.02143802854568988,0.005439418263852858,0.015994032829919513,0.0027391121700113263,0.008262380090720889,0.0092442512801163,-0.01186677817480053,-0.012112229511700101,-0.00879852536648884
1009,"Blount, AL",-0.008062117861039497,-0.003889000285970723,-0.00401174168355134,-0.013707626301420195,-0.0032752916143192756,-0.004993668201893953,-0.013339463710191679,-0.012357679388958487,-0.01051677105225357,-0.014321222311691417,-0.022419502782922707,-0.020333820729190988
1011,"Bullock, AL",-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.029779051682787383,-0.02990168569934093
1013,"Butler, AL",-0.028920588671249914,-0.028307374611101555,-0.02904322888591937,-0.02732618798855846,-0.029656416769731964,-0.02843001914241705,-0.02916586822620093,-0.028797947585878614,-0.030760098403607605,-0.03063747076575052,-0.031373222629484054,-0.030760098403607605
1015,"Calhoun, AL",-0.029779051682787383,-0.027571489654580228,-0.02708088303144296,-0.02732618798855846,-0.027694139244212268,-0.02622229019009803,-0.025608985827902386,-0.02352360955282151,-0.022051454906461876,-0.011007687427915691,-0.014075785176023259,-0.01309401996719095
1017,"Chambers, AL",-0.030269582333137035,-0.029656416769731964,-0.02904322888591937,-0.029411144268857048,-0.02990168569934093,-0.02732618798855846,-0.02916586822620093,-0.028675305633491965,-0.028675305633491965,-0.027939435918283184,-0.03039221272683046,-0.03039221272683046
1019,"Cherokee, AL",-0.028920588671249914,-0.030514842205596637,-0.030146951028200974,-0.029779051682787383,-0.029533780963860057,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054
1021,"Chilton, AL",-0.01481209137622952,-0.019597654458822777,-0.02450498970402648,-0.023278257357043364,-0.025486322627288782,-0.02634494870854298,-0.020211127860362277,-0.012848574646272981,-0.012480403770981807,-0.011989504023857345,-0.003152549569127139,-0.0027843228783971385
1023,"Choctaw, AL",-0.017757147557764474,-0.018861466938143834,-0.017143617897480645,-0.02057920462582974,-0.02094727581285727,-0.018370663845880486,-0.017143617897480645,-0.02119265345584731,-0.014075785176023259,-0.013830346344173905,-0.02057920462582974,-0.01481209137622952
1025,"Clarke, AL",-0.026099630882070235,-0.02916586822620093,-0.02904322888591937,-0.02634494870854298,-0.027694139244212268,-0.027694139244212268,-0.021560715123951413,-0.020456512985577602,-0.02622229019009803,-0.02450498970402648,-0.023646284589929567,-0.02916586822620093
1027,"Clay, AL",-0.030269582333137035,-0.030146951028200974,-0.03039221272683046,-0.02990168569934093,-0.03063747076575052,-0.03039221272683046,-0.030514842205596637,-0.03088272511548329,-0.03039221272683046,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054
1029,"Cleburne, AL",-0.028307374611101555,-0.026467606433717372,-0.02401430541384686,-0.030024318815707107,-0.02990168569934093,-0.030024318815707107,-0.029779051682787383,-0.0312505996583774,-0.0312505996583774,-0.031373222629484054,-0.031373222629484054,-0.031373222629484054
1031,"Coffee, AL",-0.0238916325241324,-0.024259649020052065,-0.02462765894095309,-0.023155580205754145,-0.023278257357043364,-0.021560715123951413,-0.02180608632869685,-0.01984304561614736,-0.01922956330491854,-0.020456512985577602,-0.022542184062928405,-0.023032902357118745
1033,"Colbert, AL",-0.01665278485158561,-0.018984166300121563,-0.02057920462582974,-0.017511737272454253,-0.01628465478701535,-0.019720350334474723,-0.022910223814827657,-0.02401430541384686,-0.028307374611101555,-0.02622229019009803,-0.01787985189993646,-0.006098323930188498
1035,"Conecuh, AL",-0.02708088303144296,-0.02438231972916305,-0.025976970788148535,-0.02499566218721494,-0.02082458604316173,-0.022296820827715558,-0.02475032743625294,-0.023646284589929567,-0.024259649020052065,-0.02904322888591937,-0.031373222629484054,-0.031373222629484054
1037,"Coosa, AL",-0.02671291948950061,-0.02352360955282151,-0.024872995186236757,-0.025608985827902386,-0.026467606433717372,-0.02450498970402648,-0.027694139244212268,-0.02806208299534796,-0.027694139244212268,-0.02708088303144296,-0.02413697758038358,-0.02119265345584731
1039,"Covington, AL",-0.002661580475430303,-0.00032946379768250544,0.0037210483516254556,0.008139645032976928,0.009366983964260944,0.015012322412668588,0.021638211212234415,0.020288628327608693,0.021883581590488754,0.01439873858377494,0.004089272671446098,-0.006589277414480232
