GeoFIPS,GeoName,median_rent
19133,"Monona, IA",686.0
19135,"Monroe, IA",635.0
19137,"Montgomery, IA",698.0
19139,"Muscatine, IA",881.0
19141,"O'Brien, IA",634.0
19143,"Osceola, IA",735.0
19145,"Page, IA",694.0
19147,"Palo Alto, IA",547.0
19149,"Plymouth, IA",760.0
19151,"Pocahontas, IA",659.0
19153,"Polk, IA",977.0
19155,"Pottawattamie, IA",879.0
19157,"Poweshiek, IA",753.0
19159,"Ringgold, IA",639.0
19161,"Sac, IA",625.0
19163,"Scott, IA",852.0
19165,"Shelby, IA",778.0
19167,"Sioux, IA",744.0
19169,"Story, IA",947.0
19171,"Tama, IA",781.0
19173,"Taylor, IA",576.0
19175,"Union, IA",676.0
19177,"Van Buren, IA",558.0
19179,"Wapello, IA",844.0
19181,"Warren, IA",854.0
19183,"Washington, IA",809.0
19185,"Wayne, IA",597.0
19187,"Webster, IA",696.0
19189,"Winnebago, IA",641.0
19191,"Winneshiek, IA",737.0
19193,"Woodbury, IA",838.0
19195,"Worth, IA",625.0
19197,"Wright, IA",658.0
20001,"Allen, KS",690.0
20003,"Anderson, KS",723.0
20005,"Atchison, KS",715.0
20007,"Barber, KS",615.0
20009,"Barton, KS",687.0
20011,"Bourbon, KS",728.0
20013,"Brown, KS",640.0
20015,"Butler, KS",890.0
20017,"Chase, KS",592.0
20019,"Chautauqua, KS",629.0
20021,"Cherokee, KS",645.0
20023,"Cheyenne, KS",635.0
20025,"Clark, KS",713.0
20027,"Clay, KS",663.0
20029,"Cloud, KS",693.0
20031,"Coffey, KS",704.0
20033,"Comanche, KS",593.0
20035,"Cowley, KS",708.0
20037,"Crawford, KS",768.0
20039,"Decatur, KS",706.0
20041,"Dickinson, KS",688.0
20043,"Doniphan, KS",672.0
20045,"Douglas, KS",991.0
20047,"Edwards, KS",640.0
20049,"Elk, KS",516.0
20051,"Ellis, KS",787.0
20053,"Ellsworth, KS",639.0
20055,"Finney, KS",882.0
20057,"Ford, KS",825.0
20059,"Franklin, KS",803.0
20061,"Geary, KS",1057.0
20063,"Gove, KS",683.0
20065,"Graham, KS",632.0
20067,"Grant, KS",618.0
20069,"Gray, KS",761.0
20071,"Greeley, KS",643.0
20073,"Greenwood, KS",604.0
20075,"Hamilton, KS",868.0
20077,"Harper, KS",642.0
20079,"Harvey, KS",779.0
20081,"Haskell, KS",652.0
20083,"Hodgeman, KS",758.0
20085,"Jackson, KS",752.0
20087,"Jefferson, KS",770.0
20089,"Jewell, KS",535.0
20091,"Johnson, KS",1201.0
20093,"Kearny, KS",985.0
20095,"Kingman, KS",750.0
20097,"Kiowa, KS",640.0
20099,"Labette, KS",687.0
20101,"Lane, KS",448.0
20103,"Leavenworth, KS",998.0
20105,"Lincoln, KS",533.0
20107,"Linn, KS",722.0
20109,"Logan, KS",756.0
20111,"Lyon, KS",713.0
20113,"McPherson, KS",795.0
20115,"Marion, KS",636.0
20117,"Marshall, KS",622.0
20119,"Meade, KS",680.0
20121,"Miami, KS",1013.0
20123,"Mitchell, KS",610.0
20125,"Montgomery, KS",691.0
20127,"Morris, KS",691.0
20129,"Morton, KS",661.0
20131,"Nemaha, KS",716.0
20133,"Neosho, KS",594.0
20135,"Ness, KS",675.0
20137,"Norton, KS",653.0
20139,"Osage, KS",748.0
20141,"Osborne, KS",557.0
20143,"Ottawa, KS",686.0
20145,"Pawnee, KS",682.0
20147,"Phillips, KS",577.0
20149,"Pottawatomie, KS",942.0
20151,"Pratt, KS",756.0
20153,"Rawlins, KS",761.0
20155,"Reno, KS",771.0
20157,"Republic, KS",627.0
20159,"Rice, KS",602.0
20161,"Riley, KS",968.0
20163,"Rooks, KS",617.0
20165,"Rush, KS",613.0
20167,"Russell, KS",682.0
20169,"Saline, KS",809.0
20171,"Scott, KS",764.0
20173,"Sedgwick, KS",875.0
20175,"Seward, KS",796.0
20177,"Shawnee, KS",879.0
20179,"Sheridan, KS",599.0
20181,"Sherman, KS",776.0
20183,"Smith, KS",555.0
20185,"Stafford, KS",598.0
20187,"Stanton, KS",664.0
20189,"Stevens, KS",810.0
20191,"Sumner, KS",772.0
20193,"Thomas, KS",633.0
20195,"Trego, KS",615.0
20197,"Wabaunsee, KS",695.0
20199,"Wallace, KS",509.0
20201,"Washington, KS",526.0
20203,"Wichita, KS",640.0
20205,"Wilson, KS",698.0
20207,"Woodson, KS",539.0
20209,"Wyandotte, KS",943.0
21001,"Adair, KY",665.0
21003,"Allen, KY",748.0
21005,"Anderson, KY",776.0
21007,"Ballard, KY",709.0
21009,"Barren, KY",712.0
21011,"Bath, KY",518.0
21013,"Bell, KY",556.0
21015,"Boone, KY",1058.0
21017,"Bourbon, KY",728.0
21019,"Boyd, KY",733.0
21021,"Boyle, KY",734.0
21023,"Bracken, KY",704.0
21025,"Breathitt, KY",476.0
21027,"Breckinridge, KY",654.0
21029,"Bullitt, KY",879.0
21031,"Butler, KY",566.0
21033,"Caldwell, KY",635.0
21035,"Calloway, KY",718.0
21037,"Campbell, KY",898.0
21039,"Carlisle, KY",689.0
21041,"Carroll, KY",694.0
21043,"Carter, KY",599.0
21045,"Casey, KY",564.0
21047,"Christian, KY",880.0
21049,"Clark, KY",772.0
21051,"Clay, KY",577.0
21053,"Clinton, KY",527.0
21055,"Crittenden, KY",653.0
21057,"Cumberland, KY",485.0
21059,"Daviess, KY",831.0
21061,"Edmonson, KY",633.0
21063,"Elliott, KY",824.0
21065,"Estill, KY",633.0
21067,"Fayette, KY",967.0
21069,"Fleming, KY",638.0
21071,"Floyd, KY",681.0
21073,"Franklin, KY",835.0
21075,"Fulton, KY",563.0
21077,"Gallatin, KY",723.0
21079,"Garrard, KY",728.0
21081,"Grant, KY",758.0
21083,"Graves, KY",648.0
21085,"Grayson, KY",609.0
21087,"Green, KY",534.0
21089,"Greenup, KY",760.0
21091,"Hancock, KY",697.0
21093,"Hardin, KY",854.0
21095,"Harlan, KY",589.0
21097,"Harrison, KY",659.0
21099,"Hart, KY",611.0
21101,"Henderson, KY",699.0
21103,"Henry, KY",810.0
21105,"Hickman, KY",618.0
21107,"Hopkins, KY",765.0
21109,"Jackson, KY",608.0
21111,"Jefferson, KY",954.0
21113,"Jessamine, KY",848.0
21115,"Johnson, KY",654.0
21117,"Kenton, KY",865.0
21119,"Knott, KY",537.0
21121,"Knox, KY",554.0
21123,"Larue, KY",719.0
21125,"Laurel, KY",724.0
21127,"Lawrence, KY",696.0
21129,"Lee, KY",572.0
21131,"Leslie, KY",661.0
21133,"Letcher, KY",567.0
21135,"Lewis, KY",619.0
21137,"Lincoln, KY",643.0
21139,"Livingston, KY",709.0
21141,"Logan, KY",636.0
21143,"Lyon, KY",653.0
21145,"McCracken, KY",777.0
21147,"McCreary, KY",564.0
21149,"McLean, KY",526.0
21151,"Madison, KY",761.0
21153,"Magoffin, KY",609.0
21155,"Marion, KY",635.0
21157,"Marshall, KY",720.0
21159,"Martin, KY",629.0
21161,"Mason, KY",649.0
21163,"Meade, KY",859.0
21165,"Menifee, KY",618.0
21167,"Mercer, KY",652.0
21169,"Metcalfe, KY",590.0
21171,"Monroe, KY",578.0
21173,"Montgomery, KY",723.0
21175,"Morgan, KY",595.0
21177,"Muhlenberg, KY",633.0
21179,"Nelson, KY",844.0
21181,"Nicholas, KY",643.0
21183,"Ohio, KY",723.0
21185,"Oldham, KY",1032.0
21187,"Owen, KY",763.0
21189,"Owsley, KY",343.0
21191,"Pendleton, KY",787.0
21193,"Perry, KY",694.0
21195,"Pike, KY",734.0
21197,"Powell, KY",711.0
21199,"Pulaski, KY",738.0
21201,"Robertson, KY",518.0
21203,"Rockcastle, KY",635.0
21205,"Rowan, KY",721.0
21207,"Russell, KY",571.0
21209,"Scott, KY",996.0
21211,"Shelby, KY",867.0
21213,"Simpson, KY",870.0
21215,"Spencer, KY",847.0
21217,"Taylor, KY",682.0
21219,"Todd, KY",691.0
21221,"Trigg, KY",591.0
21223,"Trimble, KY",769.0
21225,"Union, KY",653.0
21227,"Warren, KY",851.0
21229,"Washington, KY",666.0
21231,"Wayne, KY",594.0
21233,"Webster, KY",655.0
21235,"Whitley, KY",648.0
21237,"Wolfe, KY",386.0
21239,"Woodford, KY",823.0
22001,"Acadia, LA",671.0
22003,"Allen, LA",645.0
22005,"Ascension, LA",1087.0
22007,"Assumption, LA",724.0
22009,"Avoyelles, LA",729.0
22011,"Beauregard, LA",779.0
22013,"Bienville, LA",519.0
22015,"Bossier, LA",1028.0
22017,"Caddo, LA",852.0
22019,"Calcasieu, LA",927.0
22021,"Caldwell, LA",713.0
22023,"Cameron, LA",803.0
22025,"Catahoula, LA",655.0
22027,"Claiborne, LA",635.0
22029,"Concordia, LA",735.0
22031,"De Soto, LA",671.0
22033,"East Baton Rouge, LA",990.0
22035,"East Carroll, LA",599.0
22037,"East Feliciana, LA",638.0
22039,"Evangeline, LA",598.0
22041,"Franklin, LA",643.0
22043,"Grant, LA",747.0
22045,"Iberia, LA",802.0
22047,"Iberville, LA",771.0
22049,"Jackson, LA",586.0
22053,"Jefferson Davis, LA",708.0
22055,"Lafayette, LA",919.0
22057,"Lafourche, LA",816.0
22059,"LaSalle, LA",757.0
22061,"Lincoln, LA",760.0
22063,"Livingston, LA",1038.0
22065,"Madison, LA",654.0
22067,"Morehouse, LA",628.0
22069,"Natchitoches, LA",746.0
22073,"Ouachita, LA",814.0
22077,"Pointe Coupee, LA",830.0
22079,"Rapides, LA",845.0
22081,"Red River, LA",607.0
22083,"Richland, LA",702.0
22085,"Sabine, LA",586.0
22091,"St. Helena, LA",685.0
22093,"St. James, LA",686.0
22097,"St. Landry, LA",658.0
22099,"St. Martin, LA",740.0
22101,"St. Mary, LA",799.0
22105,"Tangipahoa, LA",866.0
22107,"Tensas, LA",517.0
22109,"Terrebonne, LA",913.0
22111,"Union, LA",596.0
22113,"Vermilion, LA",700.0
22115,"Vernon, LA",965.0
22117,"Washington, LA",674.0
22119,"Webster, LA",701.0
22121,"West Baton Rouge, LA",935.0
22123,"West Carroll, LA",634.0
22125,"West Feliciana, LA",916.0
22127,"Winn, LA",591.0
23001,"Androscoggin, ME",812.0
23003,"Aroostook, ME",627.0
23005,"Cumberland, ME",1273.0
23007,"Franklin, ME",701.0
23009,"Hancock, ME",865.0
23011,"Kennebec, ME",813.0
23013,"Knox, ME",927.0
23015,"Lincoln, ME",855.0
23017,"Oxford, ME",751.0
23019,"Penobscot, ME",870.0
23021,"Piscataquis, ME",741.0
23023,"Sagadahoc, ME",948.0
23025,"Somerset, ME",767.0
23027,"Waldo, ME",837.0
23029,"Washington, ME",605.0
23031,"York, ME",1090.0
24001,"Allegany, MD",719.0
24003,"Anne Arundel, MD",1764.0
24005,"Baltimore, MD",1387.0
24009,"Calvert, MD",1526.0
24011,"Caroline, MD",1026.0
24013,"Carroll, MD",1228.0
24015,"Cecil, MD",1202.0
24017,"Charles, MD",1725.0
24019,"Dorchester, MD",878.0
24021,"Frederick, MD",1503.0
24023,"Garrett, MD",637.0
24025,"Harford, MD",1355.0
24027,"Howard, MD",1790.0
24029,"Kent, MD",1025.0
24031,"Montgomery, MD",1844.0
24033,"Prince George's, MD",1593.0
24035,"Queen Anne's, MD",1550.0
24037,"St. Mary's, MD",1492.0
24039,"Somerset, MD",839.0
24041,"Talbot, MD",1195.0
24043,"Washington, MD",979.0
24045,"Wicomico, MD",1105.0
24047,"Worcester, MD",1068.0
24510,"Baltimore (Independent City), MD",1146.0
25001,"Barnstable, MA",1408.0
25003,"Berkshire, MA",943.0
25005,"Bristol, MA",1006.0
25007,"Dukes, MA",1462.0
25009,"Essex, MA",1392.0
25011,"Franklin, MA",1010.0
25013,"Hampden, MA",975.0
25015,"Hampshire, MA",1152.0
25017,"Middlesex, MA",1815.0
25019,"Nantucket, MA",1822.0
25021,"Norfolk, MA",1781.0
25023,"Plymouth, MA",1406.0
25025,"Suffolk, MA",1761.0
25027,"Worcester, MA",1142.0
26001,"Alcona, MI",698.0
26003,"Alger, MI",646.0
26005,"Allegan, MI",912.0
26007,"Alpena, MI",606.0
26009,"Antrim, MI",813.0
26011,"Arenac, MI",595.0
26013,"Baraga, MI",552.0
26015,"Barry, MI",928.0
26017,"Bay, MI",708.0
26019,"Benzie, MI",916.0
26021,"Berrien, MI",806.0
26023,"Branch, MI",804.0
26025,"Calhoun, MI",821.0
26027,"Cass, MI",737.0
26029,"Charlevoix, MI",786.0
26031,"Cheboygan, MI",738.0
26033,"Chippewa, MI",747.0
26035,"Clare, MI",686.0
26037,"Clinton, MI",906.0
26039,"Crawford, MI",767.0
26041,"Delta, MI",584.0
26043,"Dickinson, MI",678.0
26045,"Eaton, MI",924.0
26047,"Emmet, MI",913.0
26049,"Genesee, MI",829.0
26051,"Gladwin, MI",613.0
26053,"Gogebic, MI",486.0
26055,"Grand Traverse, MI",1049.0
26057,"Gratiot, MI",685.0
26059,"Hillsdale, MI",726.0
26061,"Houghton, MI",684.0
26063,"Huron, MI",659.0
26065,"Ingham, MI",949.0
26067,"Ionia, MI",810.0
26069,"Iosco, MI",660.0
26071,"Iron, MI",606.0
26073,"Isabella, MI",777.0
26075,"Jackson, MI",859.0
26077,"Kalamazoo, MI",891.0
26079,"Kalkaska, MI",740.0
26081,"Kent, MI",993.0
26083,"Keweenaw, MI",574.0
26085,"Lake, MI",664.0
26087,"Lapeer, MI",840.0
26089,"Leelanau, MI",1009.0
26091,"Lenawee, MI",855.0
26093,"Livingston, MI",1137.0
26095,"Luce, MI",772.0
26097,"Mackinac, MI",649.0
26099,"Macomb, MI",1032.0
26101,"Manistee, MI",746.0
26103,"Marquette, MI",820.0
26105,"Mason, MI",760.0
26107,"Mecosta, MI",753.0
26109,"Menominee, MI",619.0
26111,"Midland, MI",852.0
26113,"Missaukee, MI",753.0
26115,"Monroe, MI",901.0
26117,"Montcalm, MI",768.0
26119,"Montmorency, MI",658.0
26121,"Muskegon, MI",826.0
26123,"Newaygo, MI",753.0
26125,"Oakland, MI",1156.0
26127,"Oceana, MI",742.0
26129,"Ogemaw, MI",708.0
26131,"Ontonagon, MI",552.0
26133,"Osceola, MI",691.0
26135,"Oscoda, MI",691.0
26137,"Otsego, MI",760.0
26139,"Ottawa, MI",985.0
26141,"Presque Isle, MI",589.0
26143,"Roscommon, MI",738.0
26145,"Saginaw, MI",821.0
26147,"St. Clair, MI",893.0
26149,"St. Joseph, MI",743.0
26151,"Sanilac, MI",712.0
26153,"Schoolcraft, MI",561.0
26155,"Shiawassee, MI",781.0
26157,"Tuscola, MI",752.0
26159,"Van Buren, MI",788.0
26161,"Washtenaw, MI",1218.0
26163,"Wayne, MI",951.0
26165,"Wexford, MI",762.0
27001,"Aitkin, MN",809.0
27003,"Anoka, MN",1225.0
27005,"Becker, MN",779.0
27007,"Beltrami, MN",837.0
27009,"Benton, MN",822.0
27011,"Big Stone, MN",633.0
27013,"Blue Earth, MN",954.0
27015,"Brown, MN",698.0
27017,"Carlton, MN",848.0
27019,"Carver, MN",1242.0
27021,"Cass, MN",799.0
27023,"Chippewa, MN",741.0
27025,"Chisago, MN",970.0
27027,"Clay, MN",884.0
27029,"Clearwater, MN",710.0
27031,"Cook, MN",792.0
27033,"Cottonwood, MN",693.0
27035,"Crow Wing, MN",836.0
27037,"Dakota, MN",1293.0
27039,"Dodge, MN",750.0
27041,"Douglas, MN",776.0
27043,"Faribault, MN",664.0
27045,"Fillmore, MN",692.0
27047,"Freeborn, MN",743.0
27049,"Goodhue, MN",846.0
27051,"Grant, MN",711.0
27053,"Hennepin, MN",1244.0
27055,"Houston, MN",789.0
27057,"Hubbard, MN",786.0
27059,"Isanti, MN",1089.0
27061,"Itasca, MN",817.0
27063,"Jackson, MN",740.0
27065,"Kanabec, MN",816.0
27067,"Kandiyohi, MN",776.0
27069,"Kittson, MN",686.0
27071,"Koochiching, MN",715.0
27073,"Lac qui Parle, MN",606.0
27075,"Lake, MN",693.0
27077,"Lake of the Woods, MN",692.0
27079,"Le Sueur, MN",820.0
27081,"Lincoln, MN",647.0
27083,"Lyon, MN",689.0
27085,"McLeod, MN",757.0
27087,"Mahnomen, MN",660.0
27089,"Marshall, MN",664.0
27091,"Martin, MN",704.0
27093,"Meeker, MN",750.0
27095,"Mille Lacs, MN",807.0
27097,"Morrison, MN",758.0
27099,"Mower, MN",810.0
27101,"Murray, MN",658.0
27103,"Nicollet, MN",862.0
27105,"Nobles, MN",810.0
27107,"Norman, MN",664.0
27109,"Olmsted, MN",1097.0
27111,"Otter Tail, MN",718.0
27113,"Pennington, MN",812.0
27115,"Pine, MN",812.0
27117,"Pipestone, MN",588.0
27119,"Polk, MN",731.0
27121,"Pope, MN",746.0
27123,"Ramsey, MN",1120.0
27125,"Red Lake, MN",652.0
27127,"Redwood, MN",695.0
27129,"Renville, MN",716.0
27131,"Rice, MN",951.0
27133,"Rock, MN",651.0
27135,"Roseau, MN",689.0
27137,"St. Louis, MN",849.0
27139,"Scott, MN",1282.0
27141,"Sherburne, MN",1055.0
27143,"Sibley, MN",793.0
27145,"Stearns, MN",917.0
27147,"Steele, MN",846.0
27149,"Stevens, MN",676.0
27151,"Swift, MN",711.0
27153,"Todd, MN",746.0
27155,"Traverse, MN",592.0
27157,"Wabasha, MN",755.0
27159,"Wadena, MN",654.0
27161,"Waseca, MN",813.0
27163,"Washington, MN",1465.0
27165,"Watonwan, MN",650.0
27167,"Wilkin, MN",543.0
27169,"Winona, MN",741.0
27171,"Wright, MN",1072.0
27173,"Yellow Medicine, MN",593.0
28001,"Adams, MS",630.0
28003,"Alcorn, MS",658.0
28005,"Amite, MS",702.0
28007,"Attala, MS",572.0
28009,"Benton, MS",541.0
28011,"Bolivar, MS",669.0
28013,"Calhoun, MS",572.0
28015,"Carroll, MS",504.0
28017,"Chickasaw, MS",655.0
28019,"Choctaw, MS",571.0
28021,"Claiborne, MS",535.0
28023,"Clarke, MS",728.0
28025,"Clay, MS",655.0
28027,"Coahoma, MS",619.0
28029,"Copiah, MS",695.0
28031,"Covington, MS",697.0
28033,"DeSoto, MS",1132.0
28035,"Forrest, MS",834.0
28037,"Franklin, MS",597.0
28039,"George, MS",743.0
28041,"Greene, MS",725.0
28043,"Grenada, MS",722.0
28045,"Hancock, MS",910.0
28047,"Harrison, MS",958.0
28049,"Hinds, MS",924.0
28051,"Holmes, MS",559.0
28053,"Humphreys, MS",686.0
28055,"Issaquena, MS",243.0
28057,"Itawamba, MS",730.0
28059,"Jackson, MS",930.0
28061,"Jasper, MS",679.0
28063,"Jefferson, MS",382.0
28065,"Jefferson Davis, MS",655.0
28067,"Jones, MS",719.0
28069,"Kemper, MS",383.0
28071,"Lafayette, MS",1002.0
28073,"Lamar, MS",994.0
28075,"Lauderdale, MS",774.0
28077,"Lawrence, MS",786.0
28079,"Leake, MS",718.0
28081,"Lee, MS",809.0
28083,"Leflore, MS",629.0
28085,"Lincoln, MS",697.0
28087,"Lowndes, MS",798.0
28089,"Madison, MS",948.0
28091,"Marion, MS",605.0
28093,"Marshall, MS",802.0
28095,"Monroe, MS",663.0
28097,"Montgomery, MS",614.0
28099,"Neshoba, MS",694.0
28101,"Newton, MS",597.0
28103,"Noxubee, MS",573.0
28105,"Oktibbeha, MS",816.0
28107,"Panola, MS",753.0
28109,"Pearl River, MS",841.0
28111,"Perry, MS",596.0
28113,"Pike, MS",789.0
28115,"Pontotoc, MS",759.0
28117,"Prentiss, MS",597.0
28119,"Quitman, MS",603.0
28121,"Rankin, MS",1085.0
28123,"Scott, MS",743.0
28125,"Sharkey, MS",549.0
28127,"Simpson, MS",755.0
28129,"Smith, MS",626.0
28131,"Stone, MS",726.0
28133,"Sunflower, MS",622.0
28135,"Tallahatchie, MS",619.0
28137,"Tate, MS",827.0
28139,"Tippah, MS",600.0
28141,"Tishomingo, MS",620.0
28143,"Tunica, MS",858.0
28145,"Union, MS",778.0
28147,"Walthall, MS",633.0
28149,"Warren, MS",812.0
28151,"Washington, MS",723.0
28153,"Wayne, MS",697.0
28155,"Webster, MS",644.0
28157,"Wilkinson, MS",495.0
28159,"Winston, MS",634.0
28161,"Yalobusha, MS",684.0
28163,"Yazoo, MS",766.0
29001,"Adair, MO",702.0
29003,"Andrew, MO",833.0
29005,"Atchison, MO",554.0
29007,"Audrain, MO",632.0
29009,"Barry, MO",691.0
29011,"Barton, MO",636.0
29013,"Bates, MO",674.0
29015,"Benton, MO",746.0
29017,"Bollinger, MO",697.0
29019,"Boone, MO",933.0
29021,"Buchanan, MO",817.0
29023,"Butler, MO",690.0
29025,"Caldwell, MO",673.0
29027,"Callaway, MO",740.0
29029,"Camden, MO",743.0
29031,"Cape Girardeau, MO",804.0
29033,"Carroll, MO",717.0
29035,"Carter, MO",588.0
29037,"Cass, MO",1055.0
29039,"Cedar, MO",698.0
29041,"Chariton, MO",473.0
29043,"Christian, MO",864.0
29045,"Clark, MO",535.0
29047,"Clay, MO",1046.0
29049,"Clinton, MO",856.0
29051,"Cole, MO",710.0
29053,"Cooper, MO",675.0
29055,"Crawford, MO",705.0
29057,"Dade, MO",663.0
29059,"Dallas, MO",596.0
29061,"Daviess, MO",672.0
29063,"DeKalb, MO",724.0
29065,"Dent, MO",633.0
29067,"Douglas, MO",618.0
29069,"Dunklin, MO",582.0
29071,"Franklin, MO",774.0
29073,"Gasconade, MO",546.0
29075,"Gentry, MO",566.0
29077,"Greene, MO",819.0
29079,"Grundy, MO",593.0
29081,"Harrison, MO",537.0
29083,"Henry, MO",672.0
29085,"Hickory, MO",647.0
29087,"Holt, MO",597.0
29089,"Howard, MO",712.0
29091,"Howell, MO",631.0
29093,"Iron, MO",653.0
29095,"Jackson, MO",993.0
29097,"Jasper, MO",815.0
29099,"Jefferson, MO",889.0
29101,"Johnson, MO",829.0
29103,"Knox, MO",579.0
29105,"Laclede, MO",716.0
29107,"Lafayette, MO",772.0
29109,"Lawrence, MO",761.0
29111,"Lewis, MO",587.0
29113,"Lincoln, MO",876.0
29115,"Linn, MO",604.0
29117,"Livingston, MO",675.0
29119,"McDonald, MO",684.0
29121,"Macon, MO",629.0
29123,"Madison, MO",706.0
29125,"Maries, MO",604.0
29127,"Marion, MO",693.0
29129,"Mercer, MO",459.0
29131,"Miller, MO",690.0
29133,"Mississippi, MO",659.0
29135,"Moniteau, MO",673.0
29137,"Monroe, MO",637.0
29139,"Montgomery, MO",713.0
29141,"Morgan, MO",641.0
29143,"New Madrid, MO",679.0
29145,"Newton, MO",736.0
29147,"Nodaway, MO",680.0
29149,"Oregon, MO",674.0
29151,"Osage, MO",580.0
29153,"Ozark, MO",684.0
29155,"Pemiscot, MO",654.0
29157,"Perry, MO",808.0
29159,"Pettis, MO",774.0
29161,"Phelps, MO",739.0
29163,"Pike, MO",669.0
29165,"Platte, MO",1121.0
29167,"Polk, MO",701.0
29169,"Pulaski, MO",1028.0
29171,"Putnam, MO",590.0
29173,"Ralls, MO",705.0
29175,"Randolph, MO",697.0
29177,"Ray, MO",765.0
29179,"Reynolds, MO",617.0
29181,"Ripley, MO",573.0
29183,"St. Charles, MO",1118.0
29185,"St. Clair, MO",568.0
29186,"Ste. Genevieve, MO",742.0
29187,"St. Francois, MO",697.0
29189,"St. Louis, MO",1032.0
29195,"Saline, MO",663.0
29197,"Schuyler, MO",500.0
29199,"Scotland, MO",470.0
29201,"Scott, MO",738.0
29203,"Shannon, MO",567.0
29205,"Shelby, MO",587.0
29207,"Stoddard, MO",665.0
29209,"Stone, MO",781.0
29211,"Sullivan, MO",667.0
29213,"Taney, MO",826.0
29215,"Texas, MO",549.0
29217,"Vernon, MO",679.0
29219,"Warren, MO",904.0
29221,"Washington, MO",628.0
29223,"Wayne, MO",600.0
29225,"Webster, MO",645.0
29227,"Worth, MO",323.0
29229,"Wright, MO",533.0
29510,"St. Louis (Independent City), MO",873.0
30001,"Beaverhead, MT",732.0
30003,"Big Horn, MT",683.0
30005,"Blaine, MT",532.0
30007,"Broadwater, MT",830.0
30009,"Carbon, MT",841.0
30011,"Carter, MT",703.0
30013,"Cascade, MT",790.0
30015,"Chouteau, MT",404.0
30017,"Custer, MT",863.0
30019,"Daniels, MT",504.0
30021,"Dawson, MT",735.0
30023,"Deer Lodge, MT",586.0
30025,"Fallon, MT",787.0
30027,"Fergus, MT",757.0
30029,"Flathead, MT",910.0
30031,"Gallatin, MT",1212.0
30033,"Garfield, MT",594.0
30035,"Glacier, MT",534.0
30037,"Golden Valley, MT",691.0
30039,"Granite, MT",586.0
30041,"Hill, MT",662.0
30043,"Jefferson, MT",798.0
30045,"Judith Basin, MT",459.0
30047,"Lake, MT",768.0
30049,"Lewis and Clark, MT",905.0
30051,"Liberty, MT",610.0
30053,"Lincoln, MT",719.0
30055,"McCone, MT",496.0
30057,"Madison, MT",937.0
30059,"Meagher, MT",925.0
30061,"Mineral, MT",687.0
30063,"Missoula, MT",972.0
30065,"Musselshell, MT",766.0
30067,"Park, MT",833.0
30069,"Petroleum, MT",531.0
30071,"Phillips, MT",473.0
30073,"Pondera, MT",746.0
30075,"Powder River, MT",660.0
30077,"Powell, MT",649.0
30079,"Prairie, MT",785.0
30081,"Ravalli, MT",866.0
30083,"Richland, MT",740.0
30085,"Roosevelt, MT",551.0
30087,"Rosebud, MT",632.0
30089,"Sanders, MT",672.0
30091,"Sheridan, MT",760.0
30093,"Silver Bow, MT",708.0
30095,"Stillwater, MT",833.0
30097,"Sweet Grass, MT",687.0
30099,"Teton, MT",870.0
30101,"Toole, MT",664.0
30103,"Treasure, MT",1028.0
30105,"Valley, MT",662.0
30107,"Wheatland, MT",711.0
30109,"Wibaux, MT",1052.0
30111,"Yellowstone, MT",963.0
31001,"Adams, NE",751.0
31003,"Antelope, NE",657.0
31005,"Arthur, NE",725.0
31007,"Banner, NE",933.0
31009,"Blaine, NE",550.0
31011,"Boone, NE",622.0
31013,"Box Butte, NE",714.0
31015,"Boyd, NE",650.0
31017,"Brown, NE",704.0
31019,"Buffalo, NE",842.0
31021,"Burt, NE",621.0
31023,"Butler, NE",691.0
31025,"Cass, NE",877.0
31027,"Cedar, NE",645.0
31029,"Chase, NE",689.0
31031,"Cherry, NE",718.0
31033,"Cheyenne, NE",827.0
31035,"Clay, NE",628.0
31037,"Colfax, NE",749.0
31039,"Cuming, NE",739.0
31041,"Custer, NE",719.0
31043,"Dakota, NE",898.0
31045,"Dawes, NE",763.0
31047,"Dawson, NE",799.0
31049,"Deuel, NE",664.0
31051,"Dixon, NE",630.0
31053,"Dodge, NE",801.0
31055,"Douglas, NE",1011.0
31057,"Dundy, NE",488.0
31059,"Fillmore, NE",592.0
31061,"Franklin, NE",542.0
31063,"Frontier, NE",587.0
31065,"Furnas, NE",757.0
31067,"Gage, NE",662.0
31069,"Garden, NE",686.0
31071,"Garfield, NE",449.0
31073,"Gosper, NE",725.0
31075,"Grant, NE",807.0
31077,"Greeley, NE",622.0
31079,"Hall, NE",806.0
31081,"Hamilton, NE",766.0
31083,"Harlan, NE",668.0
31085,"Hayes, NE",418.0
31087,"Hitchcock, NE",646.0
31089,"Holt, NE",718.0
31091,"Hooker, NE",556.0
31093,"Howard, NE",748.0
31095,"Jefferson, NE",650.0
31097,"Johnson, NE",725.0
31099,"Kearney, NE",753.0
31101,"Keith, NE",672.0
31103,"Keya Paha, NE",767.0
31105,"Kimball, NE",775.0
31107,"Knox, NE",611.0
31109,"Lancaster, NE",921.0
31111,"Lincoln, NE",801.0
31113,"Logan, NE",653.0
31115,"Loup, NE",575.0
31117,"McPherson, NE",563.0
31119,"Madison, NE",758.0
31121,"Merrick, NE",734.0
31123,"Morrill, NE",685.0
31125,"Nance, NE",647.0
31127,"Nemaha, NE",588.0
31129,"Nuckolls, NE",560.0
31131,"Otoe, NE",816.0
31133,"Pawnee, NE",547.0
31135,"Perkins, NE",767.0
