GeoFIPS,GeoName,Category,Value
1001,"Autauga, AL",expected_building_loss_rate,0.019612152401589
1003,"Baldwin, AL",expected_building_loss_rate,0.0217595747779918
1005,"Barbour, AL",expected_building_loss_rate,0.0159287409802452
1007,"Bibb, AL",expected_building_loss_rate,0.033423553994576
1009,"Blount, AL",expected_building_loss_rate,0.0338972087862554
1011,"Bullock, AL",expected_building_loss_rate,0.0188524590163934
1013,"Butler, AL",expected_building_loss_rate,0.0608688269114383
1015,"Calhoun, AL",expected_building_loss_rate,0.0378458880804062
1017,"Chambers, AL",expected_building_loss_rate,0.0213890404040404
1019,"Cherokee, AL",expected_building_loss_rate,0.0300918658070493
1021,"Chilton, AL",expected_building_loss_rate,0.0256796095789354
1023,"Choctaw, AL",expected_building_loss_rate,0.1821103984526112
1025,"Clarke, AL",expected_building_loss_rate,0.0518809225795756
1027,"Clay, AL",expected_building_loss_rate,0.0338377896078578
1029,"Cleburne, AL",expected_building_loss_rate,0.0437287007240547
1031,"Coffee, AL",expected_building_loss_rate,0.0227008013627037
1033,"Colbert, AL",expected_building_loss_rate,0.0259199138230085
1035,"Conecuh, AL",expected_building_loss_rate,0.0860834032596417
1037,"Coosa, AL",expected_building_loss_rate,0.0185023705494096
1039,"Covington, AL",expected_building_loss_rate,0.0473224784946236
1041,"Crenshaw, AL",expected_building_loss_rate,0.0666229846865067
1043,"Cullman, AL",expected_building_loss_rate,0.0343752344513777
1045,"Dale, AL",expected_building_loss_rate,0.0338984576983176
1047,"Dallas, AL",expected_building_loss_rate,0.0204455030779841
1049,"DeKalb, AL",expected_building_loss_rate,0.0168706590940962
1051,"Elmore, AL",expected_building_loss_rate,0.0190899277827072
1053,"Escambia, AL",expected_building_loss_rate,0.0520899776020724
1055,"Etowah, AL",expected_building_loss_rate,0.0445717863121423
1057,"Fayette, AL",expected_building_loss_rate,0.0364322844670789
1059,"Franklin, AL",expected_building_loss_rate,0.0372645267908218
1061,"Geneva, AL",expected_building_loss_rate,0.0373731460801756
1063,"Greene, AL",expected_building_loss_rate,0.0534512614127823
1065,"Hale, AL",expected_building_loss_rate,0.0352865689783239
1067,"Henry, AL",expected_building_loss_rate,0.0181101616762972
1069,"Houston, AL",expected_building_loss_rate,0.0427388302038165
1071,"Jackson, AL",expected_building_loss_rate,0.036110632183908
1073,"Jefferson, AL",expected_building_loss_rate,0.0703218581736599
1075,"Lamar, AL",expected_building_loss_rate,0.0361293770255671
1077,"Lauderdale, AL",expected_building_loss_rate,0.0215972989325381
1079,"Lawrence, AL",expected_building_loss_rate,0.0209903714683283
1081,"Lee, AL",expected_building_loss_rate,0.0068420038224781
1083,"Limestone, AL",expected_building_loss_rate,0.0264609446092455
1085,"Lowndes, AL",expected_building_loss_rate,0.0208215596785395
1087,"Macon, AL",expected_building_loss_rate,0.0172151272183023
1089,"Madison, AL",expected_building_loss_rate,0.0284766948403979
1091,"Marengo, AL",expected_building_loss_rate,0.0401175197971119
1093,"Marion, AL",expected_building_loss_rate,0.0398114076207058
1095,"Marshall, AL",expected_building_loss_rate,0.0410232228181884
1097,"Mobile, AL",expected_building_loss_rate,0.2110613700575204
1099,"Monroe, AL",expected_building_loss_rate,0.0583263328631875
1101,"Montgomery, AL",expected_building_loss_rate,0.0123863779572664
1103,"Morgan, AL",expected_building_loss_rate,0.03768568696367
1105,"Perry, AL",expected_building_loss_rate,0.0299924782094049
1107,"Pickens, AL",expected_building_loss_rate,0.0433523143802796
1109,"Pike, AL",expected_building_loss_rate,0.0168028590285902
1111,"Randolph, AL",expected_building_loss_rate,0.0312708305735859
1113,"Russell, AL",expected_building_loss_rate,0.0035581774572059
1115,"St. Clair, AL",expected_building_loss_rate,0.0267829626430576
1117,"Shelby, AL",expected_building_loss_rate,0.0293895807564001
1119,"Sumter, AL",expected_building_loss_rate,0.0689777447839337
1121,"Talladega, AL",expected_building_loss_rate,0.028193187953276
1123,"Tallapoosa, AL",expected_building_loss_rate,0.0101268123627932
1125,"Tuscaloosa, AL",expected_building_loss_rate,0.024538191071127
1127,"Walker, AL",expected_building_loss_rate,0.0349615286226797
1129,"Washington, AL",expected_building_loss_rate,0.1003462910343993
1131,"Wilcox, AL",expected_building_loss_rate,0.0446516992790937
1133,"Winston, AL",expected_building_loss_rate,0.0276828077699293
2013,"Aleutians East Borough, AK",expected_building_loss_rate,0.0002
2016,"Aleutians West Census Area, AK",expected_building_loss_rate,1.7093717093717093e-05
2020,"Anchorage Municipality, AK",expected_building_loss_rate,0.0010241374846268
2050,"Bethel Census Area, AK",expected_building_loss_rate,0.0058008933495092
2060,"Bristol Bay Borough, AK",expected_building_loss_rate,0.0001
2068,"Denali Borough, AK",expected_building_loss_rate,0.0
2070,"Dillingham Census Area, AK",expected_building_loss_rate,0.0025868373311832
2090,"Fairbanks North Star Borough, AK",expected_building_loss_rate,0.0008507630813953
2100,"Haines Borough, AK",expected_building_loss_rate,0.0002
2110,"Juneau City and Borough, AK",expected_building_loss_rate,0.0032139262109411
2122,"Kenai Peninsula Borough, AK",expected_building_loss_rate,0.0047303297755883
2130,"Ketchikan Gateway Borough, AK*",expected_building_loss_rate,0.0
2150,"Kodiak Island Borough, AK",expected_building_loss_rate,0.0
2164,"Lake and Peninsula Borough, AK",expected_building_loss_rate,0.0001
2170,"Matanuska-Susitna Borough, AK",expected_building_loss_rate,0.0029544477028347
2180,"Nome Census Area, AK",expected_building_loss_rate,0.0018521726071285
2185,"North Slope Borough, AK",expected_building_loss_rate,0.0001
