GeoFIPS,GeoName,Category,Value
1001,"Autauga, AL",burdens_housing,0.007465769854142268
1003,"Baldwin, AL",burdens_housing,-0.04855273972553753
1005,"Barbour, AL",burdens_housing,0.10246487779749591
1007,"Bibb, AL",burdens_housing,-0.011292857810951462
1009,"Blount, AL",burdens_housing,-0.14109005302757183
1011,"Bullock, AL",burdens_housing,0.2255899109279078
1013,"Butler, AL",burdens_housing,0.06112597958922095
1015,"Calhoun, AL",burdens_housing,0.017400547523050314
1017,"Chambers, AL",burdens_housing,0.08563308404267378
1019,"Cherokee, AL",burdens_housing,-0.10543798890447187
1021,"Chilton, AL",burdens_housing,0.01912380941766867
1023,"Choctaw, AL",burdens_housing,-0.03867811259205389
1025,"Clarke, AL",burdens_housing,0.03096435978955081
1027,"Clay, AL",burdens_housing,-0.2195344113605271
1029,"Cleburne, AL",burdens_housing,-0.04670770088494813
1031,"Coffee, AL",burdens_housing,-0.07502127450735296
1033,"Colbert, AL",burdens_housing,0.05626756499300689
1035,"Conecuh, AL",burdens_housing,-0.12051289715068347
1037,"Coosa, AL",burdens_housing,-0.07178942550212308
1039,"Covington, AL",burdens_housing,-0.1029348073473203
1041,"Crenshaw, AL",burdens_housing,-0.16430094303512766
1043,"Cullman, AL",burdens_housing,-0.04297017573098616
1045,"Dale, AL",burdens_housing,0.06637125203480054
1047,"Dallas, AL",burdens_housing,0.24623504775675675
1049,"DeKalb, AL",burdens_housing,-0.09765180502783477
1051,"Elmore, AL",burdens_housing,-0.04749676960695537
1053,"Escambia, AL",burdens_housing,0.015391992451824432
1055,"Etowah, AL",burdens_housing,-0.05515238216609897
1057,"Fayette, AL",burdens_housing,-0.011913834847069649
1059,"Franklin, AL",burdens_housing,-0.08977668295632923
1061,"Geneva, AL",burdens_housing,-0.038542578450359466
1063,"Greene, AL",burdens_housing,0.491677500232917
1065,"Hale, AL",burdens_housing,0.20798452786804367
1067,"Henry, AL",burdens_housing,-0.15357845915086565
1069,"Houston, AL",burdens_housing,0.04247188935367019
1071,"Jackson, AL",burdens_housing,-0.08570333831984378
1073,"Jefferson, AL",burdens_housing,0.1947358229375813
1075,"Lamar, AL",burdens_housing,-0.18508068491222807
1077,"Lauderdale, AL",burdens_housing,-0.03805245406019009
1079,"Lawrence, AL",burdens_housing,-0.09969962512087516
1081,"Lee, AL",burdens_housing,0.2878220633269901
1083,"Limestone, AL",burdens_housing,-0.047953721301632224
1085,"Lowndes, AL",burdens_housing,0.2658594524835194
1087,"Macon, AL",burdens_housing,0.2538008692900764
1089,"Madison, AL",burdens_housing,0.018280273030617522
1091,"Marengo, AL",burdens_housing,0.1439192700504417
1093,"Marion, AL",burdens_housing,-0.04122238155856972
1095,"Marshall, AL",burdens_housing,-0.005334851613608249
1097,"Mobile, AL",burdens_housing,0.15455217769977625
1099,"Monroe, AL",burdens_housing,-0.08966716024323484
1101,"Montgomery, AL",burdens_housing,0.2622381568307455
1103,"Morgan, AL",burdens_housing,-0.06694307922513254
1105,"Perry, AL",burdens_housing,0.5295723979153486
1107,"Pickens, AL",burdens_housing,0.08247290706284649
1109,"Pike, AL",burdens_housing,0.27507976045214044
1111,"Randolph, AL",burdens_housing,-0.170582532947139
1113,"Russell, AL",burdens_housing,0.19621696687876544
1115,"St. Clair, AL",burdens_housing,-0.024009736335621867
1117,"Shelby, AL",burdens_housing,-0.14785821349731143
1119,"Sumter, AL",burdens_housing,0.5097548215017758
1121,"Talladega, AL",burdens_housing,0.03493023124133754
1123,"Tallapoosa, AL",burdens_housing,0.06944131583730284
1125,"Tuscaloosa, AL",burdens_housing,0.15244687325841366
1127,"Walker, AL",burdens_housing,-0.07245947902068128
1129,"Washington, AL",burdens_housing,-0.18698216019357383
1131,"Wilcox, AL",burdens_housing,0.010544889537712265
1133,"Winston, AL",burdens_housing,-0.21705099618806178
2013,"Aleutians East Borough, AK",burdens_housing,-0.18691013658303468
2016,"Aleutians West Census Area, AK",burdens_housing,-0.3278955445417745
2020,"Anchorage Municipality, AK",burdens_housing,0.08500558708241934
2050,"Bethel Census Area, AK",burdens_housing,-0.1465559528131115
2060,"Bristol Bay Borough, AK",burdens_housing,-0.2866813247465123
2068,"Denali Borough, AK",burdens_housing,-0.38059886419121913
2070,"Dillingham Census Area, AK",burdens_housing,-0.07458604494710752
2090,"Fairbanks North Star Borough, AK",burdens_housing,0.16045231568074114
2100,"Haines Borough, AK",burdens_housing,0.09276731047620412
2110,"Juneau City and Borough, AK",burdens_housing,-0.11691067497211127
2122,"Kenai Peninsula Borough, AK",burdens_housing,0.027960335067367614
2130,"Ketchikan Gateway Borough, AK*",burdens_housing,0.2049220967518901
2150,"Kodiak Island Borough, AK",burdens_housing,0.0359919219181315
2164,"Lake and Peninsula Borough, AK",burdens_housing,-0.22071211384480505
2170,"Matanuska-Susitna Borough, AK",burdens_housing,0.09265447769152968
2180,"Nome Census Area, AK",burdens_housing,0.030764007850854647
2185,"North Slope Borough, AK",burdens_housing,-0.14013046005846552
2188,"Northwest Arctic Borough, AK",burdens_housing,-0.02717720494093878
2220,"Sitka City and Borough, AK",burdens_housing,0.041317149852318824
2240,"Southeast Fairbanks Census Area, AK",burdens_housing,-0.2751469110762188
2290,"Yukon-Koyukuk Census Area, AK",burdens_housing,-0.07207012657286982
4001,"Apache, AZ",burdens_housing,-0.24350775844599648
4003,"Cochise, AZ",burdens_housing,0.0060964198986686036
4005,"Coconino, AZ",burdens_housing,0.2399517845222483
4007,"Gila, AZ",burdens_housing,-0.07869985467536422
