GeoFIPS,GeoName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1001,"Autauga, AL",-0.04714949071215346,-0.03890409475280754,-0.03717286900595418,-0.039005924390277724,-0.035950692329982825,-0.03910775321759541,-0.04786177037074646,-0.04898096836078358,-0.05030349811150292,-0.05091383724375387,-0.0548800944033605,-0.048574001356558205
1003,"Baldwin, AL",0.05240622507346915,0.053118128467064096,0.042230708733156375,0.047421450083805494,0.027868822367569157,0.01747185391374395,0.02053027885475789,0.030008700361041196,0.027155471967873046,0.028480243003402572,0.0840744745155293,0.09904134598961445
1005,"Barbour, AL",-0.026577367555148834,-0.03207977404787421,-0.03717286900595418,-0.03808942874060006,-0.03574698566270773,-0.0376820766788607,-0.023927465639676293,-0.025660134190210293,-0.024742857618171743,-0.014854329434246694,-0.01291700008789276,-0.016077849323259397
1007,"Bibb, AL",-0.04613186533998137,-0.05376157638073398,-0.05752331178251924,-0.054066640249112674,-0.05752331178251924,-0.0594543859586929,-0.05884462044373262,-0.06036895090456118,-0.048167018223780333,-0.047047732543967546,-0.03992235441763947,-0.05213440096952038
1009,"Blount, AL",-0.0033311728080637204,-0.010673656429607048,-0.013936660123689881,-0.009857867271421461,-0.01954421538847495,-0.01597589112097242,-0.015568055010620307,-0.028513600272990436,-0.03157036853513939,-0.03157036853513939,-0.03279291370830406,-0.027902180788028197
1011,"Bullock, AL",-0.017811085875983568,-0.018728639024414462,-0.017301321064609687,-0.017607181047748943,-0.00792031742255117,-0.004147036541298554,-0.009653917889065111,-0.010265763558691354,-0.040024175858709765,-0.04226403352755981,-0.054473376364418624,-0.04796352065121601
1013,"Butler, AL",-0.034830269142807624,-0.03635809668525036,-0.03982053214744263,-0.041551396546356645,-0.03421909213707852,-0.036154396009791534,-0.036052544544375786,-0.03676548895558973,-0.04063508697543372,-0.04368917776181802,-0.04032963518608168,-0.04541947047856609
1015,"Calhoun, AL",-0.018422791403716943,-0.022398520722683446,-0.030245838102243683,-0.03696918051670872,-0.036256246724119756,-0.03360788953609117,-0.01821889107091701,-0.018830587455238912,-0.01108154574845599,-0.012203221952033827,-0.014446479404743306,-0.030959060293100915
1017,"Chambers, AL",-0.04806526993626137,-0.04755651357781132,-0.05213440096952038,-0.0499983144264432,-0.047760019096954265,-0.044503466443983064,-0.04379096704394314,-0.03686733511907847,-0.042976627506838394,-0.04491058867854936,-0.030653397457898968,-0.028921201438215638
1019,"Cherokee, AL",-0.04104234420374164,-0.04134777818309632,-0.03696918051670872,-0.04124596771246647,-0.042060427317858196,-0.04491058867854936,-0.043485596478457955,-0.03747839594313884,-0.03055150856926392,-0.028921201438215638,-0.02943068935402804,-0.029838268689192815
1021,"Chilton, AL",-0.02168497680177539,-0.013732730367487012,-0.02168497680177539,-0.013528799468846997,-0.014650405028869051,-0.009144040956311272,-0.019340323693472383,-0.026169713714790044,-0.03136660172283012,-0.035543276024850634,-0.04725124790173352,-0.05355819488950475
1023,"Choctaw, AL",-0.037071025146370506,-0.04328201158365441,-0.04032963518608168,-0.04531769599584701,-0.03523770603516041,-0.039005924390277724,-0.03961688512810069,-0.027392648582301615,-0.026373541731432026,-0.03798759190665135,-0.03472840810532285,-0.03452468386785501
1025,"Clarke, AL",-0.019136430389830483,-0.03808942874060006,-0.043485596478457955,-0.04989658445372969,-0.03462654634630169,-0.03635809668525036,-0.03951506038317176,-0.04379096704394314,-0.032894788093899674,-0.04134777818309632,-0.02861550145855385,-0.035339563433296806
1027,"Clay, AL",-0.03798759190665135,-0.036663642028352594,-0.038394934486971954,-0.04063508697543372,-0.03992235441763947,-0.039005924390277724,-0.03910775321759541,-0.03778391587367236,-0.04440168357030183,-0.04755651357781132,-0.05040522392182856,-0.05020177125743008
1029,"Cleburne, AL",-0.03401536075814371,-0.033913494007486,-0.04094053116986107,-0.03798759190665135,-0.03523770603516041,-0.03544142009723028,-0.03218165315899735,-0.03187601382786587,-0.03676548895558973,-0.03880226430729361,-0.043485596478457955,-0.04948965423041518
1031,"Coffee, AL",0.022161285368022643,0.015228797900098678,-0.004758930777548631,-0.0006795906734238244,-0.0066965701655034016,-0.012305191035544949,-0.0090420649906926,0.005745363087276578,0.00747902162066949,0.002277952828017238,0.00136009634620482,0.0012581121229238157
1033,"Colbert, AL",-0.03462654634630169,-0.03218165315899735,-0.026577367555148834,-0.033811626552183505,-0.03758023670131283,-0.04511414421027393,-0.0507103950693234,-0.046742452188799466,-0.04094053116986107,-0.04073690255359996,-0.04307842309425103,-0.04012599646854553
1035,"Conecuh, AL",-0.05213440096952038,-0.05081211668366181,-0.04938791910197449,-0.046742452188799466,-0.047454759336664876,-0.04083871728577815,-0.04318021778722492,-0.04399454287855753,-0.04144958779509533,-0.04124596771246647,-0.049286182948689916,-0.052032693224120075
1037,"Coosa, AL",-0.05254122111480719,-0.053659886191618766,-0.05610013872059916,-0.05457505757405401,-0.06219777523205461,-0.06270570840367329,-0.06260412435950091,-0.06250253901816483,-0.0614866147202584,-0.06250253901816483,-0.06077539177333813,-0.0594543859586929
1039,"Covington, AL",0.02175354445926647,0.021039980537105096,0.006153286235469624,0.005031493058508474,-0.010163789801855616,-0.021888848779578418,-0.013732730367487012,-0.0031272061393976536,-0.010265763558691354,-0.011183517507254104,-0.008634159268680941,0.003195805471654989
